exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	neural	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190408_07-08-0055	22	1.1559924205	0.1341114857	1.2379279425	3.5355339059	2.5	1.146255054	1.353744946	10	0.0998142729	74.875	750.1432195574	863.8580896363	311.4894374948	0.3971834757	0.6985532407	129.8740945495	1.0896341486	119.1905509864	-0.1190275141	1	688.4791523779	727.2609461252	862.0021755713	310.0960026304	-3.26840246351373E-09	0.0113409691	-0.0040217137	1	0.0007516439	0.9310407226	19.2356975203	-12.1439777251	4	4.6591608761	12071	1	1	0		
190408_07-08-0056	22	1.1389002852	0.1506649315	1.3121632486	3.5355339059	2.5	0.6815673329	1.8184326671	16	0.106761042	77.3125	724.1639696131	698.7764011309	1384.2188591385	0.5839210961	0.7575433071	137.6002251695	1.2318146931	111.7052962082	-0.7902790396	1	659.2626520705	873.2232850365	699.0705585643	1383.1471951719	2.76423746064193E-09	0.0118088467	-0.0035855682	3	0.0007516432	0.9534347747	20.6449438311	-18.3589670113	4	4.6104151511	12026	0.9997506027	1	0		
190408_07-08-0057	22	1.0825032422	0.027198333	1.1126530233	4.2044820763	1.0511205191	0.7432544469	0.3078660722	5	0.0455393572	38.53125	846.1087809736	1321.500855676	854.9016923369	0.6136810326	0.6054570573	94.7201560937	1.2665377451	74.7866824027	-0.1856984314	1	720.1820874937	789.2404985309	1320.4931857108	855.4768118248	-2.73167194617691E-09	0.0117592066	-0.0062387398	1	0.0007516451	0.9697660191	27.9107074854	-11.2125494313	2	4.5849067101	5259	1	1	0		
190408_07-08-0058	22	1.1801615584	0.2009167688	1.2834700045	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.1010654475	77.4375	766.211419891	382.9125543141	716.0227343265	0.7547467109	0.7232323232	158.6754729817	1.5243523381	104.0936986907	-0.0747690067	1	600.250868186	774.880551925	383.5305223803	715.9743214988	-7.15452864049413E-09	0.0091576525	-0.0039587962	1	0.0007516442	0.8776281139	23.0308784189	-13.9505845243	3	4.5844252307	12888	1	1	0		
190408_07-08-0059	22	1.1168741897	0.08814905	1.197046324	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.1009948436	78.4375	776.6485612864	430.7157986999	949.9521583522	0.8392101247	0.6914646465	180.8303699416	1.8388867192	98.3368730942	-0.2667401117	1	606.4247175385	812.5531880447	430.4915413886	950.3987395089	1E-09	0.0091717927	-0.0043370252	1	0.0007516438	0.9121438621	18.4706887018	-13.4752970087	5	4.5762824427	13691	1	1	0		
190408_07-08-0060	22	1.1108941718	0.114206114	1.1831072152	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0971185453	74.5625	767.7472904247	423.2363722923	856.6266761882	0.8343137261	0.7265652024	171.9363924412	1.8139275062	94.7868047939	-0.0935643022	1	605.6966993757	795.9163942549	423.9395606931	854.5916243549	2.18726670697289E-09	0.0097505641	-0.0037300497	3	0.0007516436	0.884459713	23.7349310568	-14.6161051401	2	4.5632529469	12603	0.995026054	1	0		
190408_07-08-0061	22	1.1742519334	0.2522074352	1.3936523631	3.2420988866	2.5	0.625	1.875	17	0.1440778281	91.4375	634.6396332067	621.0396971412	1367.9652561563	0.5772061594	0.7477248677	148.8024330517	1.2245920675	121.511838102	-0.2068391561	1	646.9818698155	886.3763197809	620.7482542229	1367.6167238586	-3.26571942562347E-10	0.0128422679	-0.003192484	1	0.0007516429	0.9441747793	19.5677277422	-21.9889897779	5	4.5543845055	14132	1	1	0		
190408_07-08-0062	22	1.2024937748	0.2249996892	1.3512076392	3.5355339059	3.2420988866	1.4865088938	1.7555899929	10	0.1202547057	91.375	759.8455251702	329.1169987033	648.3807025816	0.8900377603	0.7043048694	219.7071359164	2.1935269323	100.1615857443	-0.1479061408	1	588.4260228654	764.0064309389	330.3000071514	647.7376959538	-6.26011699799372E-10	0.009367609	-0.0036524981	2	0.0007516441	0.8900021427	19.4509280322	-12.8924672758	5	4.5075002598	16966	0.9999410621	1	0		
190408_07-08-0063	22	1.0998200723	0.3617892747	1.137583008	1.4865088938	2.292510108	0.2627801298	2.0297299782	26	0.1122841824	80.5625	717.4875239958	83.8773393637	346.816749844	0.8951482225	0.554575333	192.2201766705	2.2433162906	85.6857222835	-0.89090369	1	560.4239790507	726.8559771078	84.5462520709	344.7317879439	-3.71068040520831E-09	0.0115915221	-0.0038068623	8	0.0007516435	0.9431742653	19.4165569587	-15.0763483349	1	4.4635348373	12824	0.9985983492	1	0		
190408_07-08-0064	22	1.1827175981	0.1132174414	1.2659344132	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0620485557	49.40625	796.2514108739	280.8515721543	587.1687491418	0.9232078106	0.6031469979	158.7333715141	2.6021262759	61.0014098788	-0.182174107	1	581.8661001127	755.2902290334	280.8219264672	586.5309708234	-2.74956696769516E-09	0.0103568427	-0.0049097729	2	0.0007516451	0.9232942927	20.014202228	-11.8822573446	4	4.4429701899	7283	0.9998627128	1	0		
190408_07-08-0065	22	1.0598043765	0.0281333794	1.0985212616	3.8555270635	2.7262693317	1.6210494433	1.1052198883	7	0.0462380895	38.375	829.9434607132	1081.2647570818	578.756765311	0.8554770512	0.5958510137	126.6640238427	1.9310957107	65.5917897488	-0.6916207441	1	717.9934392419	776.4421356363	1085.4595949829	694.6947546044	1.14367296424472E-09	0.0095121939	-0.004452851	2	0.0007516446	0.9310386527	17.5639672492	-14.9105815891	2	4.4204771019	6319	0.7084080717	1	0		
190408_07-08-0066	22	1.1906860542	0.1304566385	1.2985736227	3.8555270635	2.5	1.25	1.25	9	0.0941821456	69.75	740.5862283208	903.0694523403	1276.6705514497	0.4517580182	0.7226292366	123.26173207	1.120899664	109.9667847451	-0.2788665897	1	691.6638576891	841.1729775445	901.1197843204	1277.5257795666	-8.91642611637669E-10	0.012656651	-0.0041066979	1	0.000751644	0.9378335403	20.8442653208	-14.3120717145	2	4.3986708066	10554	1	1	0		
190408_07-08-0067	22	1.0040878443	0.0003384212	1.0048600889	4.585020216	2.5	2.292510108	0.207489892	2	0.0804343987	66.875	831.4228875653	769.5452856104	595.5412458593	0.755056676	0.643931117	160.0532351626	1.5251818329	104.9404285479	-1.005225565	1	671.1095647667	759.0154074921	770.6997641969	594.1267953468	1.0125440341297E-10	0.0087116766	-0.0042626904	3	0.0007516441	0.9506225752	16.350494145	-14.7821713602	2	4.3606571696	12377	0.9997576737	1	0		
190408_07-08-0068	22	1.0855810023	0.0889903813	1.1345094386	3.5355339059	2.292510108	0.573127527	1.719382581	17	0.0886915374	70.4375	794.1851277923	568.1955236819	1440.9053510915	0.806300725	0.6840431267	166.3996317556	1.6906004269	98.426351438	0.1851316131	1	644.5403172814	877.7332278681	569.0675848487	1441.4316206481	-3.35449085091786E-09	0.0094696313	-0.0044598428	8	0.0007516439	0.9666007116	15.4557915618	-28.6306615131	3	4.3560586671	12689	0.9981121686	1	0		
190408_07-08-0069	22	1.0779291789	0.0282791979	1.12406898	3.8555270635	3.2420988866	1.9277635318	1.3143353549	7	0.1011878947	75.875	749.8426585689	435.0641760066	1037.0606060606	0.5987066079	0.6434294872	142.642310692	1.2484886851	114.2519851311	-0.9288253657	1	608.6468363675	829.0679083795	433.4466917101	1042.614913464	-4.3977100437353E-09	0.0108791697	-0.0037892981	7	0.0007516435	0.9416867117	16.5990182768	-11.7711008645	3	4.3153566074	12045	0.985195485	1	0		
190408_07-08-0070	22	1.9564338617	0.2020796974	3.5507757133	2.5	0.009765625	0.0048828125	0.0048828125	9	0.0740462481	61.09375	825.0755646789	843.1092193443	860.6308639739	0.6896204896	0.7038500765	141.996807626	1.3808893953	102.8299645942	0.1595530595	1	682.0624770872	795.9594470449	843.434162153	856.4687146801	-4.05157427890793E-09	0.0085948235	-0.0044324784	7	0.000751644	0.9421260523	20.5582121237	-12.5267519141	1	4.3035516599	11042	0.9972904624	1	0		
190408_07-08-0071	22	1.1084821556	0.2313162901	1.1551216065	1.767766953	2.5	0.573127527	1.926872473	18	0.0912879614	65.5	717.5097239756	177.5599539701	453.4322209436	0.5927399878	0.7389455782	117.5056922722	1.2416285013	94.6383657843	-0.1279575036	1	590.2191953022	747.1838594869	177.6422367079	453.7463496507	9.2514396599526E-10	0.0141303026	-0.004358752	2	0.0007516441	0.9368638386	18.8484555421	-13.0457522561	2	4.2913251057	8690	0.9997699034	1	0		
190408_07-08-0072	22	1.1102222348	0.0412136936	1.1543595738	3.8555270635	2.9730177875	1.767766953	1.2052508345	7	0.0824729369	66.75	809.3564088349	433.5251868993	581.0393378426	0.7288776491	0.6120492428	147.4903545114	1.4606131601	100.9783825988	0.9045234096	1	612.7959998448	761.3782471921	433.8177774635	581.0293585861	2.33743733560172E-09	0.009915391	-0.0043798527	1	0.0007516446	0.9425183339	14.2286332933	-13.5129495517	4	4.2729899674	11236	1	1	0		
190408_07-08-0073	22	1.161355681	0.142805789	1.266807353	3.5355339059	2.5	1.0511205191	1.4488794809	11	0.0926531111	68.1875	735.9439867558	791.607992008	195.3699300699	0.6104818145	0.6955736224	128.2186168318	1.2625780017	101.5530261601	0.7061147757	1	679.3162204254	714.9232932711	791.5267417547	196.5860237721	2.76623201398584E-09	0.0128769127	-0.0039141137	1	0.0007516441	0.9379567165	19.2615846546	-13.4389664224	3	4.2707706357	10010	1	1	0		
190408_07-08-0074	22	1.0277339074	0.0103010452	1.0436251883	4.2044820763	2.9730177875	1.9277635318	1.0452542557	6	0.0538262592	45.625	847.6346053437	624.9212201592	728.5962864721	0.647341526	0.7150308203	113.1183874468	1.3119914805	86.2188429792	0.4555551727	1	643.6077619623	782.2460606067	623.2573006625	743.9994215889	2.40205430065145E-09	0.0091995989	-0.004314758	4	0.0007516445	0.9295654154	15.5585838634	-12.8960226912	2	4.2641375295	7540	0.8688637935	1	0		
190408_07-08-0075	22	1.1007413282	0.1537315797	1.2213762521	3.2420988866	2.5	0.625	1.875	17	0.1206767308	82.375	682.6088135198	582.0404441563	215.0250445777	0.2877487773	0.7301023729	128.9166684235	1.0441618587	123.4642573393	1.2634883152	1	641.0798043779	699.3549237477	581.8814730042	216.4638715609	2.36280807955896E-09	0.0127608682	-0.0034790628	2	0.0007516433	0.9389348417	18.4282574916	-13.4380900056	3	4.2592285012	12338	0.9999189562	1	0		
190408_07-08-0076	22	1.0941291229	0.0584268849	1.1753261823	2.9730177875	2.292510108	0.8105247217	1.4819853864	13	0.1233144573	76.75	622.39255385	822.3007511366	120.8272385847	0.9873337184	0.3046672689	290.6144486029	6.3028943827	46.108094307	0.4197638992	1	690.936921698	671.0758172927	827.4308262094	121.157429334	-2.55450875083316E-09	0.0148240871	-0.0055433046	2	0.0007516435	0.9694145443	24.543383342	-16.2600050473	2	4.2408761009	10118	0.999901176	1	0		
190408_07-08-0077	22	1.0518712354	0.0324925369	1.0671594849	3.5355339059	1.767766953	0.573127527	1.194639426	14	0.0926738425	65.1875	703.4077604313	251.6213764338	105.7361835245	0.9059927123	0.516340925	172.4602131049	2.3624282142	73.0012501824	-0.6287840883	1	587.3377294413	703.0977463595	248.753413875	111.2746198074	-9.29636118898166E-10	0.0140234982	-0.0054845805	4	0.0007516428	0.9781611719	13.5731840969	-18.6705004032	2	4.2312062668	9590	0.9995830728	1	0		
190408_07-08-0078	22	1.0539283393	0.016486013	1.0929821037	3.2420988866	2.1022410381	1.146255054	0.9559859841	8	0.1333112996	69.4375	520.8673249296	975.079092995	207.9912268862	0.9773307771	0.2328117144	217.9530663323	4.7232618246	46.144608202	0.6828762914	1	710.8335095318	704.4234471544	975.4172950858	203.9259235788	2.29525949917425E-09	0.0195242023	-0.0058399289	1	0.0007516424	0.9730790023	16.9231392324	-26.5947189045	2	4.2259843914	7409	1	1	0		
190408_07-08-0079	22	1.1586113234	0.2093088806	1.3824548861	3.2420988866	2.5	0.6815673329	1.8184326671	16	0.1206357802	82.5625	684.3947945858	679.862635557	1303.3579526783	0.5026222737	0.7830674215	134.318389229	1.1567297958	116.119070949	-0.0603503712	1	655.3173123428	870.2581290279	680.5082778177	1303.226267198	7.25771201952699E-10	0.0131648909	-0.0041033536	2	0.0007516436	0.9420352045	20.0741790029	-17.3353323934	3	4.225533326	12172	0.999917851	1	0		
190408_07-08-0080	22	1.2817733505	0.389782035	1.4830596304	3.5355339059	2.9730177875	1.25	1.7230177875	11	0.148536433	97.3125	655.1422975003	189.1343951897	656.3049958421	0.8939603079	0.6023581089	218.3413143675	2.2314149293	97.8488184778	-0.3340368692	1	553.2674062047	760.4578321794	184.2680504986	656.7176884458	2.22992951385007E-09	0.0106760972	-0.0037294721	1	0.000751643	0.8894578602	17.1232282205	-13.712486424	5	4.2236645073	15633	1	1	0		
190408_07-08-0081	22	1.0500020273	0.0378474471	1.0844120673	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0927293288	69.8125	752.863208594	522.0470941884	863.763162689	0.763144784	0.7272125066	147.9260439561	1.547442552	95.5938840914	-0.3951732057	1	625.3032279638	793.788323895	526.0635857076	855.4738717935	-4.77653531062096E-09	0.0111426728	-0.0036409518	3	0.0007516437	0.9024688641	16.3971324981	-11.2414872205	3	4.2167495109	10978	0.9080982712	1	0		
190408_07-08-0082	22	1.0408745374	0.0096058983	1.0615289326	4.585020216	3.2420988866	2.292510108	0.9495887786	5	0.0749145717	61.4375	820.100797254	697.8823529412	861.4324509804	0.763973886	0.6964834414	142.9984928418	1.5497937182	92.2693718301	0.1677134551	1	651.3463818596	800.3050778609	697.1933060513	860.9082814023	-1.37403416681353E-09	0.0089884262	-0.0050137181	2	0.0007516443	0.9391659028	13.9018452519	-12.8116947982	2	4.2079495951	10200	0.9999019704	1	0		
190408_07-08-0083	22	1.0875908813	0.0605067449	1.1500688788	3.5355339059	3.2420988866	1.6210494433	1.6210494433	9	0.0626990303	52.25	833.3462217706	496.019902157	674.9695352457	0.7707042996	0.6762406015	138.6293355934	1.5693832876	88.3336382416	0.4132497812	1	619.7573605687	780.1291519004	496.7188859807	694.7466997909	-1.44114605059332E-09	0.0089594568	-0.0045204181	2	0.0007516444	0.9198957166	16.3133832196	-13.11294996	4	4.188038637	8994	0.9067446315	1	0		
190408_07-08-0084	22	1.0186640884	0.0014010379	1.0346942011	4.2044820763	2.7262693317	1.9277635318	0.7985057999	5	0.0856220705	61.59375	719.3676777585	717.3092203898	1499.615942029	0.9765702647	0.3857349398	224.491079768	4.6468663293	48.3102081832	-0.2882657198	1	666.7691717841	863.7298501034	720.0438261515	1497.3229828378	1E-09	0.013861543	-0.0049208011	6	0.0007516438	0.9835320501	11.1847461016	-25.8025811293	3	4.1703289753	8004	0.9983784458	1	0		
190408_07-08-0085	22	1.1467020293	0.2529873837	1.3217841237	3.2420988866	2.5	0.625	1.875	17	0.1130817909	77.125	682.0284626648	656.3395988848	214.2375213598	0.5384815091	0.7117982203	129.8905675253	1.186750181	109.4506405854	0.6874992316	1	651.708162666	707.5801772266	656.1687929328	215.352559713	-2.135192268322E-09	0.0133906767	-0.0036618944	3	0.0007516434	0.932040841	18.7425757023	-11.9763166293	3	4.1526169323	11119	0.9994606742	1	0		
190408_07-08-0086	22									0.0142342953	12.1796875	855.6579205376	826.9931880109	799.3228882834	0.9535149343	0.6241496599	84.0629042324	3.3184471654	25.3320001922	0.0169846923	0	681.1109331716	784.6425134212	822.3644924225	787.3410649543	4.1326951722386E-09	0.0159518674	-0.0070991804	2	0.0007516441	0.9875078772	16.6286470037	-9.5314773854	0	4.1509157072	1468	0.5893215576	1	1	1	
190408_07-08-0087	22	1.1530220897	0.1007653303	1.2196972784	3.5355339059	2.5	1.25	1.25	9	0.0657891695	54	820.8037953502	863.2377661985	225.785908473	0.6676376614	0.5911739101	126.863046839	1.3432079379	94.4478090531	-0.1684825768	1	686.1181739845	723.1989142676	860.1945702058	226.0822705712	1.15431882296444E-09	0.0111981414	-0.0044552006	7	0.0007516451	0.9403183785	16.7678596057	-13.1742723272	3	4.1390813874	8828	0.9987555153	1	0		
190408_07-08-0088	22	1.2236011765	0.2218672703	1.3427168587	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.1153349431	86.1875	747.2800320372	290.7266496439	967.9986560946	0.9055188535	0.6821598827	212.6947247246	2.3567895163	90.2476539616	0.1510779876	1	581.0296180349	813.308903392	291.6632011735	968.7416360241	-4.21822013270726E-09	0.009605697	-0.0038155612	2	0.0007516442	0.8929347314	20.8883596153	-11.4427943417	3	4.1249119416	14882	0.9999328092	1	0		
190408_07-08-0089	22	1.0668871041	0.0263241432	1.1062039708	3.8555270635	2.7262693317	1.3631346658	1.3631346658	9	0.0653276653	54.8125	839.0396285913	732.0516416249	1050.4086811352	0.818052778	0.6141490089	143.4645654063	1.7386975499	82.5126632371	0.9665729203	1	662.5599550498	818.1225668767	731.2198639225	1050.8228517213	5.49220778056503E-09	0.0104669646	-0.0045496308	1	0.0007516442	0.9591340183	17.2378854903	-13.5431310125	3	4.1130024138	8985	1	1	0		
190408_07-08-0090	22	1.0490877816	0.1044218722	1.0920623903	3.8555270635	2.7262693317	0.5255602595	2.2007090721	20	0.0973435911	70.875	728.0910757729	317.903816047	1114.0187866928	0.7536625061	0.6679302006	142.3278805192	1.5214641802	93.5466522108	0.3691695919	1	601.1715431843	830.46127637	317.4758534829	1113.8612315775	-4.70352923588832E-09	0.0127359703	-0.0039570452	1	0.0007516437	0.935149221	19.2403218142	-10.5707184279	2	4.1100338513	10220	1	1	0		
190408_07-08-0091	22	2.3592863025	0.6086334376	5.3768187819	0.4419417382	0.0929068059	0.0048828125	0.0880239934	35	0.0671671657	29.59375	440.5984632723	258.4938900204	1509.4504412763	0.7845386833	0.4085991678	91.3725438781	1.6126954547	56.6582758136	0.31587515	0	567.1391999037	947.616850006	301.5846860572	1529.9514305447	2.78272599320843E-09	0.0252458766	-0.0070932675	2	0.0007516466	0.8218286245	234.2857189715	-12.200473586	1	4.0914023564	2946	0.558589306	1	1		1
190408_07-08-0092	22	1.0970776623	0.2732177369	1.1731050292	2.7262693317	2.292510108	0.3125	1.980010108	24	0.0986143232	72.5625	735.8211025049	56.1075729927	453.6082116788	0.6182859568	0.7146583203	134.2989238283	1.2723403444	105.5526726193	-1.4502354086	1	568.7693659751	740.8598886615	55.4168012915	454.3420205962	2.83399160721943E-09	0.0125765544	-0.0044047572	8	0.0007516438	0.9440080198	17.705809595	-12.0808888768	1	4.0837104644	10960	0.9968167349	1	0		
190408_07-08-0093	22	1.0831899417	0.104317577	1.1433462115	3.8555270635	2.5	0.8105247217	1.6894752783	14	0.1003750124	74.3125	740.3486010479	238.7601825843	284.2240168539	0.9059276476	0.6730473827	188.7706222786	2.3616514028	79.9316199066	0.1598127946	1	586.0338462548	716.6823173653	239.5667875216	284.1489755476	-3.61383181416249E-09	0.0112642796	-0.0040403545	3	0.0007516438	0.9334920018	19.8454039963	-12.872237247	2	4.0807639554	11392	0.999824469	1	0		
190408_07-08-0094	22	1.0264519685	0.0079779365	1.0396764623	4.2044820763	2.7262693317	1.9277635318	0.7985057999	5	0.0993779855	77.4375	779.2218729099	951.1303992875	613.1876948197	0.7157823344	0.7214606982	158.9208395814	1.4320011605	110.9781499922	-0.1058410321	1	700.0344106649	758.0668199452	951.5732550497	613.2664594428	-4.57391047021047E-09	0.0093132633	-0.003886596	2	0.0007516446	0.9322764948	15.8440187604	-13.9704630278	2	4.0755212139	13474	0.9990361088	1	0		
190408_07-08-0095	22	1.0260110112	0.001547945	1.032543641	4.585020216	2.5	2.1022410381	0.3977589619	3	0.0353104788	29.09375	823.9409649259	1061.2405646788	973.3327571305	0.997080526	0.1124939232	264.8920085067	13.0963390172	20.2264165703	-0.8252078368	0	715.2812732768	789.5031200458	1062.1664575109	956.7037539932	2.74587562259747E-09	0.0155464366	-0.0062558693	5	0.0007516436	0.9770634647	14.261581992	-13.8947508158	2	4.03175406	3471	0.9520021942	1	1	1	
190408_07-08-0096	22	1.0466229305	0.1524155543	1.0776325525	4.2044820763	2.5	0.2865637635	2.2134362365	26	0.0987600274	70.4375	713.2187167136	302.4119454974	1239.6546460404	0.4557469776	0.6741953308	119.4512148257	1.1234574453	106.3246456982	-0.3863672668	1	599.0578438084	839.8745767626	301.1967483426	1240.1972904249	-3.11435710682206E-09	0.0133260256	-0.004259054	1	0.0007516436	0.9393121105	19.37464907	-15.8018260635	1	4.0301613138	9761	1	1	0		
190408_07-08-0097	22	1.0433081727	0.0270141597	1.0826751279	3.2420988866	2.1022410381	0.6815673329	1.4206737052	14												1	660.1063145768	700.5028166841	668.6412143218	47.7130872199	-3.26038765632015E-10	0.0110856264	-0.0128441808	0	0.0007516439	0.9752095039	14.7700052865	-18.8123373408	2	4.0168494133			1	1		
