exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
190904_01-02_600components-0127	21	0.0007609672	7.44753748598427E-10	-0.0041965328	0.0050564727	0	628.3236646084	810.4055402185	305.6253524582	214.4622433455														0.3337646091	-9.0188022945	10.7668033125	0.9279736129	1	0.0253288976	0.9638817659	20	3.3173209575	0.1356221198	0.0048828125	10.5255575129	0.0204460851	0	0	1			6.95
190904_01-02_600components-0128	21	0.0007609672	-2.41973402698541E-09	-0.0045067839	0.0042953794	0	627.4712753928	810.9642278228	248.2745789993	447.7928820011														0.2935653652	-11.7867276345	10.4396737356	0.9272464856	1	0.0212989792	1.146255054	18	3.3094693702	0.1089556901	0.0048828125	12.2253915554	0.0164161667	0	0	1			6.95
190904_01-02_600components-0129	21	0.0007609671	8.60275876969842E-10	-0.0045335905	0.0045165505	0	628.2530704751	810.2958460169	523.6202718409	550.3882370193														0.314988346	-10.6379345052	7.7763389776	0.9272031804	1	0.0253288976	0.9638817659	20	6.511202201	0.3339180008	0.0048828125	25.552443053	0.0204460851	0	0	1			6.95
190904_01-02_600components-0130	21	0.0007609668	1.83151324530857E-09	-0.0042615321	0.0049596616	0	628.1476011554	809.8269695701	413.1689274561	428.4354457715														0.2911826779	-7.2967139053	12.1980349349	0.9268907062	2	0.01953125	1.25	17	4.2510065207	0.1453768575	0.0048828125	12.0250885305	0.0146484375	0	0	1			6.95
190904_01-02_600components-0131	21	0.000760967	1.91031029793905E-09	-0.0043973416	0.0046330747	0	627.6493196672	809.7790454526	537.0593859946	465.4201098119														0.3208481612	-9.6879409829	7.9026897216	0.9259327391	3	0.0552427173	3.2420988866	7	1.2128152913	0.0140078132	0.0328475162	1.2996829238	0.0223952011	0	0	1			6.95
190904_01-02_600components-0132	21	0.0007609669	-3.2247256136146E-09	-0.0043335195	0.0041166346	0	627.4824886331	811.7170240268	390.3200721374	374.3628714692														0.3105134685	-9.9074816146	8.1012659902	0.9241428683	1	0.0164237581	1.4865088938	15	5.4464475665	0.1710888715	0.0048828125	15.873891828	0.0115409456	0	0	1			6.95
190904_01-02_600components-0133	21	0.000760967	-3.45721109097798E-09	-0.0046017177	0.004532892	0	627.790161961	809.7358207902	309.4189383893	405.6179823926														0.3244418983	-9.537614963	10.9803370637	0.9212328416	1	0.0126644488	1.9277635318	12	2.2946813759	0.0400905863	0.0048828125	4.5252544373	0.0077816363	0	0	1			6.95
190904_01-02_600components-0134	21	0.0007609671	2.73312806412359E-09	-0.0051613276	0.0041896313	0	628.0044104463	810.677363039	499.603267264	63.7326407582														0.3142935271	-12.8806521867	8.7004805309	0.9211809476	2	5	5	0	1.0541211069	0.0305938046	4.585020216	1.0971713205	0.414979784	0	0	1			6.95
190904_01-02_600components-0135	21	0.0007609669	2.12011638096467E-09	-0.0046355869	0.0050706377	0	628.0040196304	810.0751524656	553.0422299522	298.3250451219														0.3283676374	-9.299248688	10.6691918211	0.9206336298	1	0.0150606526	1.9277635318	14	1.7519697341	0.0291564066	0.0048828125	2.5503142668	0.0101778401	0	0	1			6.95
190904_01-02_600components-0136	21	0.0007609671	-5.29079726648016E-09	-0.0047317499	0.0047792875	0	628.6872398695	810.7564683057	268.6243689989	468.2083945251														0.3199934459	-6.9786967959	11.7569333084	0.9195227686	3	5	5	0	1.0531031285	0.0298289653	4.585020216	1.090520739	0.414979784	0	0	1			6.95
190904_01-02_600components-0137	21	0.000760967	-3.49891164752288E-10	-0.0076170417	0.0050919543	0	627.5521455098	810.7460677236	360.9359674788	334.0451471348														0.3145766737	-10.353819434	10.3920447507	0.9171377335	1	0.0506577951	0.4819408829	28	3.7587490639	0.2689454006	0.0048828125	10.7310565819	0.0457749826	0	0	1			6.95
190904_01-02_600components-0138	21	0.0007609669	-3.95973109214903E-10	-0.0047452541	0.0047492493	0	627.9703405986	810.5592343141	447.4448365466	916.4454564616														0.2819375754	-12.47556066	8.829769278	0.9164335235	1	0.0301213052	0.8105247217	22	3.797104986	0.1810931586	0.0048828125	14.8953964287	0.0252384927	0	0	1			6.95
190904_01-02_600components-0139	21	0.0007609671	-8.51492717845463E-10	-0.004832246	0.0046802988	0	628.4006300825	810.8970260625	614.3488872182	322.5777154154														0.313261229	-9.1349184436	11.4221422708	0.9157742565	2	0.0164237581	1.4865088938	15	2.0703481802	0.0417305906	0.0048828125	6.0731412025	0.0115409456	0	0	1			6.95
190904_01-02_600components-0140	21	0.000760967	-3.81194835919996E-09	-0.0048043018	0.0043841359	0	627.8153347694	810.5626768517	431.8188762422	353.6227363173														0.2491668968	-10.9734764826	8.7590025906	0.9140389342	3	0.0212989792	4.2044820763	6	1.1603978252	0.0042411925	0.0138106793	1.2515918485	0.0074882998	0	0	1			6.95
190904_01-02_600components-0141	21	0.0007609671	4.23040284599855E-09	-0.0043523182	0.0048048844	0	627.8864909077	810.2216000193	371.0168613004	602.2895105575														0.3158909011	-10.0804613408	8.4535571543	0.9133754086	1	0.0425979583	0.8105247217	26	2.707168312	0.1576654773	0.0048828125	4.0682035215	0.0377151458	0	0	1			6.95
190904_01-02_600components-0142	21	0.0007609673	2.08735172977926E-09	-0.0044341037	0.0042089558	0	628.0974984705	810.7027901152	629.1849435654	771.9971971733														0.294446593	-12.4073797534	10.363032682	0.9128410792	1	0.0253288976	0.9638817659	20	4.9377136962	0.2230700758	0.0048828125	19.1188104927	0.0204460851	0	0	1			6.95
190904_01-02_600components-0143	21	0.0007609671	-7.02942622513317E-10	-0.0045662759	0.0045327314	0	628.2797988063	810.1808198386	223.101013107	253.6446639829														0.3126582305	-12.0104692165	6.5726040656	0.9118662386	1	0.0179102352	1.3631346658	16	3.7962717914	0.122928303	0.0048828125	11.3505185399	0.0130274227	0	0	1			6.95
190904_01-02_600components-0144	21	0.0007609671	7.26395502983636E-10	-0.0043490782	0.0048308829	0	627.9127904387	809.9838918815	212.7479512551	129.7847565734														0.279196335	-9.6398764487	10.741251087	0.9115660851	2	0.009765625	2.5	9	3.8100785101	0.0621931661	0.0048828125	6.7612417615	0.0048828125	0	0	1			6.95
190904_01-02_600components-0145	21	0.0007609669	-2.62431191823502E-09	-0.0046043819	0.0050377272	0	628.0222164713	809.8496956735	461.8071171506	445.2459302759														0.3046106608	-10.6988836381	11.9963219671	0.9115484219	1	0.0301213052	0.8105247217	22	5.1508489816	0.2755153726	0.0048828125	17.3075064304	0.0252384927	0	0	1			6.95
190904_01-02_600components-0146	21	0.0007609671	-2.42736581720616E-09	-0.0052627538	0.0045640516	0	628.1646766038	810.4925027783	366.664190229	397.600014233														0.2649313446	-10.3318200334	8.7806233814	0.9106590875	1	0.0253288976	0.9638817659	20	3.6097894551	0.1338244654	0.0048828125	12.3015500515	0.0204460851	0	0	1			6.95
190904_01-02_600components-0147	21	0.0007609671	6.3806194425194E-10	-0.0044448751	0.0044905231	0	627.7372868595	811.0200031266	306.5190277978	662.3186895078														0.3015136262	-11.7400270312	8.27529823	0.9086637506	1	0.0150606526	1.6210494433	14	2.4860465584	0.0530975144	0.0048828125	6.5691411926	0.0101778401	0	0	1			6.95
190904_01-02_600components-0148	21	0.0007609672	-0.000000007	-0.0102206197	0.0073289271	0	627.8940174422	809.7431174226	833.9289225963	941.9652040693														0.3258541671	-7.9890579732	9.971686499	0.9084460322	1	0.0425979583	0.573127527	26	3.0424156933	0.1631229026	0.0048828125	12.8290997018	0.0377151458	0	0	1			6.95
190904_01-02_600components-0149	21	0.0007609672	-8.82840868691655E-09	-0.0048076607	0.0044525776	0	627.554813839	811.0804885214	431.307826391	252.0573776858														0.307088034	-10.684627648	10.2891929187	0.9073512808	1	0.0276213586	1.6210494433	21	2.580845234	0.113689604	0.0048828125	4.2515360528	0.0227385461	0	0	1			6.95
190904_01-02_600components-0150	21	0.000760967	-1.36625939380297E-09	-0.0041102201	0.0045371737	0	628.0668916692	810.1678152334	579.6667048306	733.4317996418														0.2729786887	-12.0736853142	9.1584917554	0.9070684079	1	0.0425979583	0.573127527	26	5.3231834434	0.3087391519	0.0048828125	24.0166643686	0.0377151458	0	0	1			6.95
190904_01-02_600components-0151	21	0.0007609672	4.112247612332E-09	-0.0056288819	0.0158275809	0	627.2533733604	810.8371400503	990.0351964275	1240.7269144645														0.3111419855	-6.9527892993	12.6931070446	0.9050645694	1	0.0506577951	0.4819408829	28	3.1641187866	0.2182485573	0.0048828125	6.7865407208	0.0457749826	0	0	1			6.95
190904_01-02_600components-0152	21	0.0007609669	-9.48247908039929E-11	-0.0043266593	0.004387472	0	628.1205403728	810.0736662195	838.7546575953	1174.187585975														0.2861200236	-8.6773545968	11.6986637161	0.9041692707	1	0.0253288976	0.9638817659	20	6.7763472538	0.301202198	0.0048828125	22.5306812711	0.0204460851	0	0	1			6.95
190904_01-02_600components-0153	21	0.000760967	8.33900723618587E-10	-0.0055567728	0.0049369318	0	627.5176255304	810.0335151107	618.1067392193	943.3939518592														0.2555240696	-11.5934523598	9.244758774	0.9022995341	1	0.0328475162	0.7432544469	23	3.70863376	0.1610695718	0.0048828125	10.9409933995	0.0279647037	0	0	1			6.95
190904_01-02_600components-0154	21	0.0007609672	7.82321271742328E-09	-0.0044710117	0.0045131536	0	628.7069366359	810.1500379323	216.6061827158	432.2884342148														0.2751820672	-9.3133677061	11.0767673782	0.9017971716	2	5	5	0	1.0727760857	0.0442887375	4.585020216	1.1034149418	0.414979784	0	0	1			6.95
190904_01-02_600components-0155	21	0.000760967	1.79020533322116E-10	-0.004783707	0.004606978	0	628.7517968333	810.194624345	655.1808871842	636.0874850664														0.3007402216	-9.8075906426	7.2591358423	0.8993092418	2	0.0126644488	1.9277635318	12	1.6705385493	0.0188783371	0.0048828125	2.6986280812	0.0077816363	0	0	1			6.95
190904_01-02_600components-0156	21	0.0007609671	-0.000000006	-0.004551605	0.0077237663	0	627.9784198903	810.6511340979	862.5616411507	1108.6581566002														0.2681073414	-8.5373411	10.2695347147	0.8975116921	1	0.0232267015	1.0511205191	19	3.7092704203	0.1230605585	0.0048828125	11.8300164937	0.018343889	0	0	1			6.95
190904_01-02_600components-0157	21	0.0007609668	5.27819461120897E-09	-0.0040887488	0.0046029612	0	627.9758146345	809.8881613863	491.3117578554	357.899271021														0.2815541627	-16.2607992616	7.5818821126	0.8974019278	2	0.0276213586	3.2420988866	10	1.3207734068	0.0135565866	0.0126644488	1.5743532189	0.0149569099	0	0	1			6.95
190904_01-02_600components-0158	21	0.0007609673	8.59566671729167E-09	-0.0047907157	0.0052153312	0	627.9522160207	810.2384831449	500.5075137421	721.8847131032														0.2977583228	-11.2347159473	10.8227910172	0.8904306112	1	0.0301213052	0.8105247217	22	3.2036022662	0.1651939605	0.0048828125	9.4186746358	0.0252384927	0	0	1			6.95
190904_01-02_600components-0159	21	0.0007609674	4.45718900769127E-09	-0.0046964029	0.0042231084	0	627.7295104227	810.8240016698	425.0143802359	551.7332707581														0.2544013436	-8.2108799706	11.4197872145	0.8885965144	1	0.0232267015	1.0511205191	19	2.629484706	0.0832508541	0.0048828125	5.4671789085	0.018343889	0	0	1			6.95
190904_01-02_600components-0160	21	0.0007609669	6.95127646204644E-10	-0.0045977728	0.0046788145	0	628.0871509406	810.5353119245	211.8999833351	486.3208396884														0.2627348052	-9.1862677386	10.9089184608	0.888031727	1	0.0150606526	1.9277635318	14	2.8934585778	0.0672100154	0.0048828125	4.838485303	0.0101778401	0	0	1			6.95
190904_01-02_600components-0161	21	0.0007609671	1.66900096875393E-09	-0.0047041512	0.0043554438	0	627.5644093435	810.3358052772	361.9781493366	474.1700667707														0.3201173559	-11.5106380616	7.8470641914	0.8870997427	1	0.0506577951	0.7432544469	28	2.927514859	0.2034219763	0.0048828125	6.5673085919	0.0457749826	0	0	1			6.95
190904_01-02_600components-0162	21	0.0007609672	-3.35308145135586E-09	-0.0043529884	0.0046747073	0	628.2498531431	810.306511779	440.6676043841	500.9543027112														0.2505173124	-9.7514072302	11.1187321119	0.8866089952	3	5	5	0	1.0307923737	0.019381524	4.585020216	1.0575966513	0.414979784	0	0	1			6.95
190904_01-02_600components-0163	21	0.0007609673	-2.67852683822129E-09	-0.0053107723	0.0055724986	0	628.4127684994	810.2671813414	291.6471905106	576.5858962688														0.2871915257	-10.8136632138	10.1380014716	0.8856407646	1	0.0179102352	1.4865088938	16	5.9796326605	0.1985620159	0.0048828125	13.1320157998	0.0130274227	0	0	1			6.95
190904_01-02_600components-0164	21	0.0007609671	6.4505965277297E-09	-0.0045906167	0.0059458147	0	627.7222906428	810.6274844709	601.6885071036	955.7550614302														0.2343480285	-11.4073965069	7.8757891927	0.8852604073	1	0.0602426104	0.4052623608	30	3.2558673334	0.2503923099	0.0048828125	12.7613365777	0.0553597979	0	0	1			6.95
190904_01-02_600components-0165	21	0.0007609671	7.21589276645432E-09	-0.0045338302	0.0044030148	0	627.7032402626	810.0339640871	244.3611128542	286.0087774055														0.2707421049	-13.9909792453	9.6805651857	0.8847772711	2	0.0301213052	3.2420988866	10	2.1163154811	0.0540391444	0.0138106793	3.121417629	0.0163106259	0	0	1			6.95
190904_01-02_600components-0166	21	0.0007609668	-2.74224645898022E-09	-0.0043203831	0.0043406573	0	627.7716487977	810.2275451688	409.3747171287	965.7933039397														0.246667862	-9.6629104953	8.5835779677	0.8845480615	1	0.0253288976	0.9638817659	20	4.3222185414	0.1779944754	0.0048828125	13.5660197876	0.0204460851	0	0	1			6.95
190904_01-02_600components-0167	21	0.0007609672	-4.34145484393854E-09	-0.004378945	0.0046219143	0	627.5892022594	810.0629673936	498.0874479466	454.1125922868														0.2404507963	-11.4811443023	9.2198058824	0.8844563735	1	0.0212989792	1.146255054	18	4.984284624	0.1554033063	0.0048828125	19.5519217653	0.0164161667	0	0	1			6.95
190904_01-02_600components-0168	21	0.0007609671	0.000000003	-0.0043216404	0.0049069399	0	627.7738512209	810.8014006191	558.4794420224	751.4608983507														0.2367227732	-7.457511539	11.1096359059	0.8841418823	2	0.0116133507	2.1022410381	11	2.6298565988	0.0380593773	0.0048828125	6.3361638927	0.0067305382	0	0	1			6.95
190904_01-02_600components-0169	21	0.0007609669	2.33546690604404E-09	-0.0046840838	0.004721694	0	627.9510515276	810.9840290847	426.0619279663	235.6104873372														0.2149641195	-10.9534157204	7.620105237	0.8839177639	2	0.0276213586	0.8838834765	21	2.8245469243	0.0998157224	0.0048828125	7.9271834186	0.0227385461	0	0	1			6.95
190904_01-02_600components-0170	21	0.000760967	7.18890556873178E-10	-0.0048017468	0.0045948361	0	627.8934685518	810.4656126571	492.2838778409	624.4087928608														0.1987118201	-10.8651820715	11.2106497115	0.8836072847	1	0.01953125	1.25	17	3.8987604418	0.112654021	0.0048828125	8.8613646074	0.0146484375	0	0	1			6.95
190904_01-02_600components-0171	21	0.0007609672	-6.55029685234999E-10	-0.0043528069	0.0045987028	0	627.7719953649	810.1491528306	331.6015633026	121.3318982328														0.2497560615	-10.5348527206	10.1074882125	0.8832554449	2	5	5	0	1.026651504	0.0166705638	4.585020216	1.053206479	0.414979784	0	0	1			6.95
190904_01-02_600components-0172	21	0.0007609669	-1.32552898753563E-10	-0.004267647	0.0053322513	0	627.7909949541	810.4022716906	393.6981184422	689.5372042927														0.212081514	-10.2738854583	12.7217650283	0.8831193075	1	0.0276213586	0.8838834765	21	2.491730713	0.0910960473	0.0048828125	4.2106632095	0.0227385461	0	0	1			6.95
190904_01-02_600components-0173	21	0.0007609668	0.000000002	-0.0049645466	0.0054533686	0	627.8159759738	810.552136924	565.7731983665	675.0826030157														0.2275797978	-10.2634032311	10.6255766709	0.8827535078	3	5	5	0	1.0393910845	0.0253313549	4.585020216	1.0628959227	0.414979784	0	0	1			6.95
190904_01-02_600components-0174	21	0.0007609672	1.23481639260113E-09	-0.0044523432	0.0043154241	0	627.5405876272	810.7690333701	277.0181582372	202.6251911581														0.2842018573	-6.7290821675	10.0609715426	0.8827218854	2	0.0328475162	4.2044820763	6	1.3442277204	0.0117622176	0.0212989792	1.6059943154	0.0115485371	0	0	1			6.95
190904_01-02_600components-0175	21	0.0007609672	0.000000002	-0.0043418473	0.0044797135	0	627.9305004082	810.1564803929	458.4452443467	681.7966829073														0.2812279643	-10.3751397358	10.2924426863	0.8826534629	1	0.0301213052	0.8105247217	22	3.2930734929	0.1264324477	0.0048828125	12.7133302948	0.0252384927	0	0	1			6.95
190904_01-02_600components-0176	21	0.0007609672	4.83992984089168E-10	-0.0041649736	0.0052529883	0	628.2130500215	810.5499375487	716.4425887052	721.7675255748														0.2509245106	-10.0443820355	11.0435838607	0.8816333395	1	0.0358204704	0.6815673329	24	4.2310668155	0.1669783689	0.0048828125	20.3827240957	0.0309376579	0	0	1			6.95
190904_01-02_600components-0177	21	0.000760967	4.39259436535721E-09	-0.0043943483	0.0048475855	0	627.6682271375	809.8974945985	554.6450787621	617.3005152834														0.2311880981	-10.3663975138	9.2214617608	0.8810528576	1	0.01953125	1.25	17	4.3474713002	0.1275614631	0.0048828125	10.916659858	0.0146484375	0	0	1			6.95
190904_01-02_600components-0178	21	0.0007609675	-2.74220174400759E-09	-0.0052938735	0.0056528826	0	627.8255012437	811.0312399185	515.7110184597	929.349983046														0.2334593497	-10.0193052345	10.7174609305	0.8809678738	2	0.0232267015	1.0511205191	19	6.0564644692	0.2304552745	0.0048828125	23.4211990719	0.018343889	0	0	1			6.95
190904_01-02_600components-0179	21	0.0007609669	-4.73191852859878E-09	-0.0047704237	0.0046103313	0	627.5501248748	810.0684466052	484.1968577557	539.9289004846														0.2092811229	-12.1753947477	9.5529621062	0.8802499084	1	0.0328475162	1.25	23	1.8387039695	0.0529805816	0.0048828125	2.7770091724	0.0279647037	0	0	1			6.95
190904_01-02_600components-0180	21	0.0007609672	-6.85318439129658E-09	-0.00459213	0.0045690333	0	627.7143992298	809.9895576505	406.8881788353	603.3099058061														0.227374654	-11.2283622898	8.7650154358	0.8797937175	2	0.0552427173	4.2044820763	6	1.2448162812	0.012642989	0.0358204704	1.4252373622	0.0194222468	0	0	1			6.95
190904_01-02_600components-0181	21	0.0007609671	1.7688335352406E-09	-0.0066926353	0.0050809375	0	628.2216428121	810.1871272768	294.645906351	542.7883240852														0.2628444257	-9.6405872974	7.8759014704	0.8797897261	1	0.0425979583	0.573127527	26	6.9964612475	0.4582291758	0.0048828125	32.4996366535	0.0377151458	0	0	1			6.95
190904_01-02_600components-0182	21	0.0007609672	2.16861346203423E-09	-0.0046512978	0.0047654912	0	627.9116370128	810.2564792013	524.7665787065	331.3363521575														0.248255118	-8.0754642638	12.0022724031	0.8793790843	2	0.0089551176	2.7262693317	8	1.9472373868	0.0155315627	0.0048828125	3.1707565642	0.0040723051	0	0	1			6.95
190904_01-02_600components-0183	21	0.000760967	1.58838267135442E-09	-0.0050937607	0.0048637109	0	628.3726625971	810.1944161541	564.8318703633	732.3539470501														0.1962515888	-12.1914990461	8.2457722519	0.8788549361	1	0.0390625	0.625	25	7.5069706981	0.3958187014	0.0048828125	32.8962629837	0.0341796875	0	0	1			6.95
190904_01-02_600components-0184	21	0.000760967	-1.64450125595281E-11	-0.0043469736	0.0045862311	0	628.2665756088	810.424136606	313.529123678	578.5983092761														0.2381557147	-11.6078114018	10.2679955488	0.8785005638	1	0.0089551176	2.9730177875	8	1.8369246023	0.014235351	0.0048828125	2.5846764945	0.0040723051	0	0	1			6.95
190904_01-02_600components-0185	21	0.0007609673	2.26808135748826E-09	-0.0046585191	0.0046618306	0	628.2200913127	810.5875999926	396.66456034	466.7616387087														0.2797764393	-9.4955852705	10.2841734714	0.8772170751	1	0.0212989792	1.146255054	18	3.4771027914	0.1120012648	0.0048828125	9.8499088094	0.0164161667	0	0	1			6.95
190904_01-02_600components-0186	21	0.0007609672	4.17578998041967E-09	-0.0046736867	0.005407204	0	627.8904888235	810.1744293508	863.9162175781	553.6276022358														0.2400107238	-7.1596640285	12.5883129988	0.8772020123	2	0.0390625	0.625	25	4.0875407997	0.1983346675	0.0048828125	13.7675499899	0.0341796875	0	0	1			6.95
190904_01-02_600components-0187	21	0.0007609672	4.46133421107923E-09	-0.004283198	0.0043350181	0	627.9739603513	810.7735899995	504.921165259	172.7769249071														0.2413618108	-10.1289720294	8.8964180794	0.8771556767	1	0.0358204704	0.6815673329	24	2.7606330095	0.1104199559	0.0048828125	8.7635850017	0.0309376579	0	0	1			6.95
190904_01-02_600components-0188	21	0.000760967	4.12426065383439E-10	-0.0042198711	0.0045564523	0	628.2444212525	809.7920695079	347.7358178627	476.4868273619														0.2382903653	-9.2384376618	9.9543196534	0.8769720507	2	0.0301213052	1.9277635318	16	2.1122598005	0.0594739414	0.0082118791	3.7681561853	0.0219094261	0	0	1			6.95
190904_01-02_600components-0189	21	0.0007609669	-1.62815529791908E-11	-0.0042289054	0.0047459844	0	627.6586448153	809.726562895	672.3354318471	686.0112062602														0.2223234578	-9.4483605111	8.7637199431	0.8768522085	2	5	5	0	1.0285132063	0.01875967	4.585020216	1.0421274679	0.414979784	0	0	1			6.95
190904_01-02_600components-0190	21	0.000760967	1.54508397491448E-09	-0.0040863788	0.0046378975	0	628.0854509413	809.72241244	411.9504084663	383.4770736958														0.2378690818	-9.5063790296	7.831388112	0.876372162	3	0.0552427173	4.2044820763	7	1.1978707283	0.0117232861	0.0328475162	1.3304127882	0.0223952011	0	0	1			6.95
190904_01-02_600components-0191	21	0.0007609672	6.5803585454626E-11	-0.0044138781	0.0042016866	0	627.8687654322	810.238336616	191.0771784901	1100.0670638444														0.2206247757	-9.3613166002	12.0248713097	0.8762585581	2	5	5	0	1.0397638732	0.0269786368	4.585020216	1.0506242379	0.414979784	0	0	1			6.95
190904_01-02_600components-0192	21	0.000760967	-1.06835162147939E-09	-0.0063331956	0.0044609193	0	627.9330718069	809.7976463813	402.980806598	865.5679029395														0.2675951368	-9.1912935004	10.2840631438	0.8757471637	2	0.1432818818	4.2044820763	5	1.0467627467	0.0045934238	0.1013155902	1.0730343901	0.0419662915	0	0	1			6.95
190904_01-02_600components-0193	21	0.0007609669	-3.63552454829628E-09	-0.0045128119	0.0048411891	0	627.9223181247	809.9258586295	579.4407776252	368.6949244584														0.2248869358	-14.6367555426	9.0160685819	0.8749757782	1	0.0301213052	1.0511205191	22	2.6250811547	0.0851124667	0.0048828125	5.3809593815	0.0252384927	0	0	1			6.95
190904_01-02_600components-0194	21	0.000760967	-1.31698885414924E-09	-0.0055247611	0.0095819861	0	627.9812204487	810.1512525784	886.9497609186	1064.8813882795														0.2355984701	-7.5625873273	11.7145650777	0.874958451	2	0.0328475162	0.7432544469	23	3.6495339736	0.1379991734	0.0048828125	15.140259615	0.0279647037	0	0	1			6.95
190904_01-02_600components-0195	21	0.0007609672	-6.21839336057991E-09	-0.0041261673	0.0045784922	0	627.4309140806	809.5487338946	532.5532103932	1026.2735241874														0.2095686821	-10.0893050787	9.1231442609	0.8741577609	1	0.0464534029	0.5255602595	27	4.2602739594	0.2344058557	0.0048828125	16.2229673084	0.0415705904	0	0	1			6.95
190904_01-02_600components-0196	21	0.0007609672	-5.78043960305972E-09	-0.0069401908	0.0050608832	0	628.2264577185	810.7677644115	592.5082838944	769.2011953592														0.2181577364	-9.1422920584	12.8117852526	0.8720265459	2	0.0253288976	3.5355339059	16	1.6623601633	0.0351064354	0.0069053397	2.0852650192	0.0184235579	0	0	1			6.95
190904_01-02_600components-0197	21	0.0007609671	-4.289717069223E-09	-0.0042251635	0.0052893282	0	628.0374976804	809.8484684277	310.5194822475	349.4962809588														0.2461391873	-8.1757682949	9.793976972	0.8718814935	2	5	5	0	1.0199631719	0.0127733787	4.585020216	1.0348669035	0.414979784	0	0	1			6.95
190904_01-02_600components-0198	21	0.0007609668	-1.65145070052741E-09	-0.0045151593	0.0048719723	0	627.7551551612	810.5813820604	523.9484966481	373.4892274131														0.2347955996	-8.9800828513	11.5644878546	0.8718165876	1	0.0552427173	0.4419417382	29	3.8892439001	0.2084732247	0.0048828125	19.4357454255	0.0503599048	0	0	1			6.95
190904_01-02_600components-0199	21	0.000760967	-4.30449995205791E-10	-0.0043385134	0.0048471525	0	628.2524344881	810.3386441618	465.4016632891	833.6090539187														0.2182008323	-8.7116989828	11.3167586029	0.8711289598	1	0.0212989792	1.146255054	18	2.6039537448	0.0645038991	0.0048828125	4.9093473433	0.0164161667	0	0	1			6.95
190904_01-02_600components-0200	21	0.0007609672	-3.51468410677605E-10	-0.004493382	0.0058864219	0	627.4780801098	811.0487055982	415.254535166	756.6677328272														0.238975244	-10.0376203752	9.9441126689	0.8690368429	1	0.0276213586	0.8838834765	21	3.2442030474	0.1075069153	0.0048828125	13.0181079217	0.0227385461	0	0	1			6.95
190904_01-02_600components-0201	21	0.0007609671	4.18473124778462E-09	-0.0046360295	0.0045349266	0	627.938340658	810.4965671709	541.4494601374	536.892970095														0.1978154938	-7.5608812108	11.3734481652	0.8685000613	3	0.0506577951	4.2044820763	5	1.2561035624	0.010136754	0.0358204704	1.4536506477	0.0148373247	0	0	1			6.95
190904_01-02_600components-0202	21	0.0007609673	2.50373860437201E-09	-0.0049510999	0.0041871876	0	628.3944026758	810.1582901556	463.8347048588	700.7722621336														0.1737879338	-10.294064873	9.8558890546	0.8680455141	1	0.0552427173	0.4419417382	29	5.2969866421	0.2554214546	0.0048828125	26.6943038928	0.0503599048	0	0	1			6.95
190904_01-02_600components-0203	21	0.0007609672	-5.72503114017577E-09	-0.0042671189	0.0046754268	0	628.0909087173	810.2447957306	733.5949277413	796.3621760616														0.1596920614	-11.458855445	9.0533325509	0.8675800477	1	0.0253288976	0.9638817659	20	4.1837165536	0.1256071745	0.0048828125	14.4683935156	0.0204460851	0	0	1			6.95
190904_01-02_600components-0204	21	0.0007609671	-8.16092344911035E-09	-0.0043906261	0.0046807659	0	627.9479436825	811.5142382466	758.3381883433	985.1936489427														0.2353708166	-8.7199995988	9.0227587977	0.8672768262	2	0.0656950324	0.3716272234	31	4.6367103795	0.3440728859	0.0048828125	17.9118551996	0.0608122199	0	0	1			6.95
190904_01-02_600components-0205	21	0.000760967	-4.04187156538864E-10	-0.006745898	0.0045573903	0	628.2202010177	810.5617614029	419.4634290602	848.620886586														0.2029536009	-9.5760919818	7.2139650497	0.8665295041	3	5	5	0	1.0648100286	0.0441032534	4.585020216	1.0910394617	0.414979784	0	0	1			6.95
190904_01-02_600components-0206	21	0.0007609669	-0.000000002	-0.0044444268	0.0047006142	0	627.9664581716	810.6454625304	268.0306410225	742.7962595462														0.2025316369	-11.3984896146	8.6469253639	0.8664832746	2	0.0276213586	0.8838834765	21	3.6178306515	0.1180280807	0.0048828125	15.2464994239	0.0227385461	0	0	1			6.95
190904_01-02_600components-0207	21	0.0007609672	-2.21706591709615E-09	-0.0041388478	0.0045817981	0	627.971674158	810.9389945658	281.145907483	827.0874025012														0.2314675649	-9.4558825913	11.7041502051	0.8659492355	1	0.0656950324	0.573127527	31	4.5027001475	0.3666432	0.0048828125	8.530785546	0.0608122199	0	0	1			6.95
190904_01-02_600components-0208	21	0.0007609671	4.97975770383811E-10	-0.0041674364	0.0042011595	0	627.6582651841	810.4444614236	451.3570369054	389.0290536296														0.2171307121	-9.4404885634	10.9201164203	0.8657821897	1	0.0390625	0.625	25	2.7986601185	0.1156962472	0.0048828125	13.0902827716	0.0341796875	0	0	1			6.95
