exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
190904_01-02_600components-0288	21	0.0007609672	-5.22535939602943E-10	-0.0041896625	0.0059527724	0	627.9067494744	810.000946694	276.0078250531	422.5236830019														0.1927332991	-9.5260034354	9.3529177684	0.8342997831	1	0.0506577951	0.4819408829	28	5.8622531712	0.310367076	0.0048828125	19.5583071367	0.0457749826	0	0	1			6.95
190904_01-02_600components-0289	21	0.0007609671	-1.1730451912294E-10	-0.004430274	0.004588633	0	628.1589742027	809.963567422	504.8691971433	545.7756763168														0.1530762321	-11.9007294638	10.4425877681	0.8340848775	2	0.0106494896	2.5	10	7.8618671315	0.117403058	0.0048828125	14.536883216	0.0057666771	0	0	1			6.95
190904_01-02_600components-0290	21	0.0007609671	1.3471974458766E-09	-0.0044227603	0.0047689072	0	627.9633495923	810.45181103	613.5358095877	805.598116361														0.1248019684	-9.3329230722	9.9753681295	0.8337612984	3	5	5	0	1.0358131059	0.0259874703	4.585020216	1.0574023655	0.414979784	0	0	1			6.95
190904_01-02_600components-0291	21	0.0007609673	-7.3916912280726E-10	-0.0044967867	0.0047432533	0	627.2589113819	810.7262461734	473.9853958471	527.9635761516														0.1142096291	-7.7793123095	11.4251962575	0.8337065387	2	0.0358204704	1.146255054	23	2.7656119574	0.0903408914	0.0053247448	5.8132511878	0.0304957256	0	0	1			6.95
190904_01-02_600components-0292	21	0.0007609668	-1.47560352215511E-09	-0.0041162594	0.0049860801	0	627.788229109	810.141781928	488.2250565729	688.5473434332														0.158356588	-8.9630231658	11.2779684469	0.8335884337	1	0.0276213586	0.8838834765	21	3.3132170605	0.1125482228	0.0048828125	11.2283572051	0.0227385461	0	0	1			6.95
190904_01-02_600components-0293	21	0.0007609672	2.22560572425321E-10	-0.004261987	0.0042571414	0	627.616803279	809.6334255578	541.300086752	680.0792918113														0.1658817681	-8.5338338155	9.6355076895	0.8335880895	1	0.0212989792	1.25	18	3.8121207765	0.096541072	0.0048828125	9.9285137164	0.0164161667	0	0	1			6.95
190904_01-02_600components-0294	21	0.000760967	4.77585382473573E-09	-0.0045112499	0.0046453787	0	628.5879624133	810.5923230109	415.0375898669	366.6970021889														0.2168457664	-7.6128039187	8.7994729537	0.8332300326	2	5	5	0	1.0306713216	0.0211522599	4.585020216	1.0398785823	0.414979784	0	0	1			6.95
190904_01-02_600components-0295	21	0.0007609671	-5.95443064351517E-10	-0.0044707823	0.0047261181	0	628.2109431579	810.007273131	518.6222154447	869.8689581732														0.1517847309	-11.4157945684	9.2699818524	0.832915481	1	0.0253288976	0.9638817659	20	4.7663476276	0.1801545084	0.0048828125	9.7544932021	0.0204460851	0	0	1			6.95
190904_01-02_600components-0296	21	0.0007609671	2.88417509120665E-09	-0.0046223746	0.0047447316	0	627.8564965305	810.3802851656	458.1398164884	156.1873661063														0.1645514131	-10.094380535	11.0246503096	0.8328340724	1	0.0328475162	0.7432544469	23	2.0676503247	0.0586521232	0.0048828125	4.7987817569	0.0279647037	0	0	1			6.95
190904_01-02_600components-0297	21	0.0007609671	-8.49251587265656E-10	-0.0044615747	0.0046506755	0	626.9019699935	810.4241156891	297.0502934334	361.4089879361														0.1654320796	-9.0429277369	9.7838856142	0.8324172742	1	0.0464534029	0.573127527	27	5.6365854196	0.2818995751	0.0048828125	20.2213555439	0.0415705904	0	0	1			6.95
190904_01-02_600components-0298	21	0.0007609667	-0.000000003	-0.0047030229	0.0047675808	0	628.1421471443	809.9521592844	529.5724147409	569.9266556424														0.1675377658	-12.7624785359	8.3453828705	0.8323754482	1	0.0425979583	0.573127527	26	3.4908072571	0.164123537	0.0048828125	8.4026879162	0.0377151458	0	0	1			6.95
190904_01-02_600components-0299	21	0.0007609669	0.000000004	-0.0044750026	0.0052327932	0	628.2376951577	810.0191234763	746.9357664779	432.2025938042														0.1639445429	-10.8375894659	12.9720963188	0.8321335876	2	0.0851959166	2.292510108	13	1.340751855	0.0345861033	0.0301213052	1.553984856	0.0550746114	0	0	1			6.95
190904_01-02_600components-0300	21	0.0007609674	6.67618410726339E-09	-0.0042714309	0.0049401669	0	627.8788843714	810.5107766782	281.6097929177	163.9337344079														0.1513317232	-10.2858506615	8.165606435	0.8316766052	2	0.0552427173	3.2420988866	11	1.5469111487	0.0331722231	0.0232267015	1.9795314179	0.0320160158	0	0	1			6.95
190904_01-02_600components-0301	21	0.0007609672	1.24960440555045E-10	-0.004239516	0.0045518239	0	628.3859374612	809.8133764894	593.1150206872	168.196405095														0.1138022908	-10.0468891207	13.5069446426	0.8313741055	1	0.0506577951	0.625	28	2.2248050257	0.084680696	0.0048828125	4.9620218756	0.0457749826	0	0	1			6.95
190904_01-02_600components-0302	21	0.000760967	4.83309244966156E-09	-0.0042008635	0.0041351703	0	627.8191186924	811.0424071872	262.332997659	106.8185461858														0.1402709648	-10.6610345328	11.1757233186	0.8310187334	1	0.1432818818	0.2026311804	40	6.6068583045	0.5415830036	0.0048828125	30.4021100146	0.1383990693	0	0	1			6.95
190904_01-02_600components-0303	21	0.0007609672	5.43047739657231E-09	-0.0042693742	0.0046071083	0	629.2827168501	810.2656156469	469.0063461018	649.1953315521														0.2194395	-6.8296776514	11.9603308588	0.8310059106	4	5	5	0	1.0160904849	0.0110723812	4.585020216	1.029874564	0.414979784	0	0	1			6.95
190904_01-02_600components-0304	21	0.0007609667	3.77472754390825E-09	-0.0047541789	0.0043371247	0	627.2381208039	810.049848764	472.7663542973	630.627541949														0.1266957888	-7.9167522452	9.9072518177	0.8298273788	2	0.0552427173	4.2044820763	7	1.3059455409	0.0143563374	0.0328475162	1.5392834951	0.0223952011	0	0	1			6.95
190904_01-02_600components-0305	21	0.0007609672	-5.36841451850759E-09	-0.0049683744	0.0048619009	0	627.1777253988	809.8040977187	225.116473997	414.0495733627														0.1366530866	-9.0841651453	8.4907326894	0.8295968058	3	0.2865637635	3.8555270635	5	1.1522973122	0.0235506931	0.2026311804	1.2249083127	0.0839325831	0	0	1			6.95
190904_01-02_600components-0306	21	0.0007609671	-4.64711724625476E-09	-0.0043486454	0.0048349685	0	628.4738427888	810.1299792555	503.6931342979	209.6792233371														0.183126712	-9.1488811117	9.7391833235	0.8290445522	3	0.1432818818	4.2044820763	5	1.1662267977	0.0146231052	0.1013155902	1.2738068116	0.0419662915	0	0	1			6.95
190904_01-02_600components-0307	21	0.000760967	-0.000000001	-0.0059623529	0.005339769	0	627.7613005312	810.3143180748	731.4956314952	335.7089402437														0.1547225428	-9.9314877905	10.8437557063	0.8284454742	2	5	4.585020216	0	1.0159099879	0.0115279139	4.585020216	1.0168969988	0.414979784	0	0	1			6.95
190904_01-02_600components-0308	21	0.000760967	-1.64721509916928E-09	-0.0046165595	0.0043334531	0	628.3929634416	810.327349595	333.3753176781	444.5034442081														0.1350781042	-8.8827238649	8.9399858241	0.828218992	2	0.1858136117	4.585020216	3	1.0372966016	0.0024409117	0.15625	1.0553203145	0.0295636117	0	0	1			6.95
190904_01-02_600components-0309	21	0.0007609672	2.45851948174691E-09	-0.004272639	0.0045433418	0	628.1731424551	810.2630912275	295.2523932688	301.0997262463														0.1431274121	-11.6675282305	8.2223104542	0.8279482364	4	0.2409704415	4.2044820763	5	1.1503690383	0.0198188845	0.1703918332	1.283512939	0.0705786082	0	0	1			6.95
190904_01-02_600components-0310	21	0.0007609672	2.58478609150487E-09	-0.0041639964	0.0044608514	0	627.8152497433	810.5039823169	839.6781961994	936.4617601184														0.1963038753	-8.3145752131	10.388834332	0.8273632615	1	0.0212989792	2.1022410381	18	1.5516877441	0.0229951447	0.0048828125	1.9987426351	0.0164161667	0	0	1			6.95
190904_01-02_600components-0311	21	0.0007609669	-0.000000006	-0.0045093191	0.0044254896	0	628.0838757639	810.2736235702	514.9921101296	367.0188969854														0.1289722171	-9.4821997613	10.9466419261	0.8261687319	2	0.0464534029	0.573127527	27	3.5673471341	0.1515146279	0.0048828125	10.7529466134	0.0415705904	0	0	1			6.95
190904_01-02_600components-0312	21	0.000760967	-2.08395032227086E-10	-0.0040476904	0.0043258643	0	628.5360755151	810.2692287345	550.4762985079	513.6181743415														0.1217653459	-9.3540350571	11.5756818491	0.8255143243	2	0.3125	4.2044820763	5	1.0936993387	0.015852295	0.2209708691	1.1514950999	0.0915291309	0	0	1			6.95
190904_01-02_600components-0313	21	0.0007609671	4.45594916870174E-10	-0.0042839104	0.0058573123	0	627.723829862	810.2747444556	863.9151065742	960.5030688925														0.1216838254	-9.5840936556	9.8761019131	0.8246560804	3	0.573127527	5	2	1.0382288344	0.0051445874	0.5255602595	1.0520778293	0.0475672675	0	0	1			6.95
190904_01-02_600components-0314	21	0.0007609674	-2.47602190378453E-09	-0.0051225801	0.0042635144	0	627.6489948206	810.4449258453	489.1732910881	992.9916853932														0.0956390066	-11.7048489072	10.2269253276	0.8242323401	3	0.0212989792	3.5355339059	8	1.4551930034	0.0103179905	0.0116133507	1.7489247333	0.0096856284	0	0	1			6.95
190904_01-02_600components-0315	21	0.0007609672	3.52956189868628E-09	-0.0045829667	0.0051440955	0	627.665808539	810.4444485335	582.7325475738	609.065827747														0.1403726043	-9.7131465398	9.2789256596	0.824208099	2	0.0716409409	0.3407836665	32	2.504204199	0.1131826893	0.0048828125	7.3632124136	0.0667581284	0	0	1			6.95
190904_01-02_600components-0316	21	0.000760967	4.45316129963022E-09	-0.0047243901	0.0045385147	0	628.1917482001	810.419321087	396.938835524	484.4989747998														0.1677868627	-9.9659997804	10.2957318841	0.8239574252	2	0.0851959166	0.2865637635	34	4.8620915163	0.2930320612	0.0048828125	29.8026874319	0.0803131041	0	0	1			6.95
190904_01-02_600components-0317	21	0.0007609672	3.42478109281535E-09	-0.0046857866	0.0058716852	0	628.0392956995	809.9258221365	353.531947185	196.1226804973														0.1678102131	-10.9980360031	9.9572139348	0.8239325805	2	0.0358204704	4.2044820763	8	1.2108518207	0.0080324282	0.01953125	1.3755162941	0.0162892204	0	0	1			6.95
190904_01-02_600components-0318	21	0.0007609673	4.86833028739981E-09	-0.0044169075	0.0046019141	0	628.0506567913	809.9061716216	652.93794776	391.8234699805														0.1536091007	-8.7941875124	10.2667283997	0.82386255	2	0.1432818818	1.9277635318	18	1.3066305473	0.0471465444	0.0328475162	1.7348585574	0.1104343655	0	0	1			6.95
190904_01-02_600components-0319	21	0.000760967	-1.37373789823598E-10	-0.0048421769	0.0095691737	0	627.7013802277	810.6092703144	939.8032963448	1202.6564351531														0.159221301	-9.169985171	10.219015947	0.823679874	2	0.0656950324	0.3716272234	31	3.6383356048	0.1821398291	0.0048828125	13.1790238804	0.0608122199	0	0	1			6.95
190904_01-02_600components-0320	21	0.0007609672	-2.35338149091649E-09	-0.0046384802	0.0046292044	0	627.9083015865	810.3040351723	236.7868979306	98.1314397911														0.0661360385	-11.9127921897	11.0182371282	0.8231376536	2	5	5	0	1.0182288946	0.0143369858	4.585020216	1.0246402914	0.414979784	0	0	1			6.95
190904_01-02_600components-0321	21	0.0007609669	1.66498627339371E-09	-0.0048686756	0.0057832557	0	627.8045735599	810.3334207657	530.6823492266	907.6622825995														0.1430928959	-10.344099383	8.8064946219	0.8230563188	3	0.3716272234	4.585020216	3	1.0796176588	0.0099271862	0.3125	1.1197744597	0.0591272234	0	0	1			6.95
190904_01-02_600components-0322	21	0.000760967	7.35102966504479E-10	-0.0052579828	0.0045487046	0	627.8300252104	810.4655660262	428.4402414189	546.5481301658														0.2091331407	-10.3645075869	9.6406852696	0.8226717121	4	0.078125	3.5355339059	6	1.0988513141	0.0059353713	0.0506577951	1.1300859581	0.0274672049	0	0	1			6.95
190904_01-02_600components-0323	21	0.0007609672	0.000000002	-0.0045525358	0.0053773801	0	627.6855652395	810.1943485991	456.939306738	198.3370715338														0.1627529123	-11.1697180074	8.9581557573	0.8222493098	3	0.2627801298	4.2044820763	4	1.1371134134	0.0166688609	0.2026311804	1.2055120637	0.0601489494	0	0	1			6.95
190904_01-02_600components-0324	21	0.0007609672	9.17308773630409E-10	-0.0047023217	0.004460344	0	627.6059334817	810.1918088809	310.5328712459	200.0392360737														0.1383856228	-10.705438476	10.3773079976	0.8222323679	2	0.0656950324	0.625	31	3.2162036637	0.1931289136	0.0048828125	5.8024296083	0.0608122199	0	0	1			6.95
190904_01-02_600components-0325	21	0.000760967	-1.37427955725127E-09	-0.0041838194	0.0044277952	0	628.2668266286	810.3964610691	314.5641424432	733.8872190201														0.1684245356	-8.60870543	8.1184134945	0.8221457206	2	0.2409704415	3.2420988866	9	1.0888228219	0.0187839388	0.1204852207	1.134181481	0.1204852207	0	0	1			6.95
190904_01-02_600components-0326	21	0.000760967	-0.000000004	-0.0046657637	0.0050949147	0	627.9824114888	810.2146431469	428.3540509965	895.2357341246														0.1525394089	-9.9613532379	11.9286341494	0.8218542452	4	5	4.585020216	1	1.0113013427	0.0121263836	4.2044820763	1.0220611194	0.7955179237	0	0	1			6.95
190904_01-02_600components-0327	21	0.000760967	2.11770551850357E-09	-0.0055104696	0.0053145612	0	628.1514153397	810.2069873482	474.9979982962	628.7219803477														0.1522650911	-9.9149468472	8.9197909342	0.8218028998	3	0.3125	4.585020216	2	1.0155694418	0.0011671602	0.2865637635	1.0191218708	0.0259362365	0	0	1			6.95
190904_01-02_600components-0328	21	0.000760967	-5.78876782458154E-10	-0.0040884207	0.0045883179	0	628.7253092951	810.46695213	418.2566241141	325.0631293253														0.1208587168	-11.1330930243	7.946657306	0.8213794151	1	0.0506577951	1.6210494433	28	2.8460101212	0.1477808208	0.0048828125	5.1219041115	0.0457749826	0	0	1			6.95
190904_01-02_600components-0329	21	0.0007609671	2.91424234698208E-09	-0.0047099489	0.004983039	0	628.1785502261	810.312632473	247.8634219219	462.4352595796														0.1019798861	-8.5427548018	11.6858891827	0.8212551894	2	0.0106494896	2.5	10	3.5127756724	0.041654767	0.0048828125	5.708285736	0.0057666771	0	0	1			6.95
190904_01-02_600components-0330	21	0.000760967	-0.000000001	-0.0051378367	0.0047835766	0	627.9025569952	811.0732201061	499.6890710542	414.9001105001														0.1115685263	-10.4802143757	11.6856191546	0.8209115229	2	0.0506577951	0.4819408829	28	3.2665241879	0.1367598314	0.0048828125	15.9231467988	0.0457749826	0	0	1			6.95
190904_01-02_600components-0331	21	0.0007609673	-3.80911310975333E-09	-0.0045021931	0.0043852209	0	628.193638563	810.0514460426	445.4121711262	447.540368659														0.1049228218	-10.737201991	9.4815540587	0.8207405245	3	0.0276213586	4.2044820763	5	1.3385376435	0.0061733144	0.01953125	1.4847832415	0.0080901086	0	0	1			6.95
190904_01-02_600components-0332	21	0.0007609671	-2.63383720026137E-09	-0.0040716671	0.0042820021	0	628.0356016457	809.8557262563	558.5200634773	537.2910338372														0.1022323382	-9.2542299249	10.8052370704	0.8205230235	1	0.009765625	3.5355339059	9	1.6690864915	0.011419702	0.0048828125	2.0696108061	0.0048828125	0	0	1			6.95
190904_01-02_600components-0333	21	0.0007609671	-9.0887738543361E-10	-0.0055475401	0.0045688519	0	628.8061248131	810.4051446561	682.2846099265	777.4124676318														0.1257099285	-11.6545846015	11.714582298	0.8199482131	3	0.2627801298	4.585020216	3	1.0432704198	0.0040161771	0.2209708691	1.0601322034	0.0418092606	0	0	1			6.95
190904_01-02_600components-0334	21	0.000760967	2.47834922493574E-09	-0.0041816833	0.0048231014	0	627.6061750542	810.4835549643	276.4518343695	596.5540039088														0.1381397599	-9.1556260966	9.17483573	0.8196596297	2	0.2209708691	4.585020216	3	1.118990639	0.0091111311	0.1858136117	1.1620283457	0.0351572574	0	0	1			6.95
190904_01-02_600components-0335	21	0.0007609671	-4.43861286895664E-10	-0.0044468322	0.0078125875	0	628.2363944681	810.1219140356	816.8462292581	922.2841773477														0.1175995926	-9.2380205548	10.072169268	0.819543779	3	5	5	0	1.0298272782	0.0225593969	4.585020216	1.0406599366	0.414979784	0	0	1			6.95
190904_01-02_600components-0336	21	0.0007609671	9.21046798965523E-10	-0.0047288461	0.0058889727	0	628.1082548086	810.4084427732	430.8739615232	335.119921742														0.1499986035	-10.5392625594	8.0250182574	0.8194543701	2	0.3407836665	4.2044820763	4	1.1502059239	0.0213097538	0.2627801298	1.2093905431	0.0780035367	0	0	1			6.95
190904_01-02_600components-0337	21	0.000760967	0.000000005	-0.0049988643	0.0047694806	0	627.896597567	810.1728802234	523.0988585265	305.6457370325														0.1087359089	-9.9419614566	10.8903409031	0.819408505	3	0.0602426104	3.5355339059	8	1.3053541737	0.0156635327	0.0328475162	1.4908056471	0.0273950941	0	0	1			6.95
190904_01-02_600components-0338	21	0.000760967	9.3116189432177E-10	-0.0046767653	0.0046414437	0	628.6479457815	810.2701682362	485.0229664995	670.5330583482														0.1582554432	-10.071019713	8.9676987855	0.8192317464	1	0.0716409409	0.3407836665	32	3.1022703213	0.1874453549	0.0048828125	11.7163308395	0.0667581284	0	0	1			6.95
190904_01-02_600components-0339	21	0.000760967	5.3993990719984E-09	-0.004793159	0.0054405657	0	628.1208016166	810.0084443255	376.5896881891	103.1404619553														0.1233299486	-8.4467164634	12.7538217842	0.8191758786	2	0.0851959166	4.585020216	3	1.1085479955	0.0033027273	0.0716409409	1.1514989867	0.0135549757	0	0	1			6.95
190904_01-02_600components-0340	21	0.0007609671	3.6962783245125E-10	-0.0045904485	0.0049876203	0	628.3623065224	809.7618831206	307.5580012532	635.836105798														0.1322593856	-10.0034504218	10.4121029984	0.8185504215	2	0.1703918332	3.8555270635	6	1.3943698788	0.0409165815	0.1104854346	1.6920340083	0.0599063987	0	0	1			6.95
190904_01-02_600components-0341	21	0.0007609671	1.28453840231456E-09	-0.0047553518	0.0042457539	0	628.0047465722	810.3463289149	240.9518019985	594.6874898052														0.1453914108	-8.8098182153	8.4563076019	0.8185297894	1	0.0851959166	0.3125	34	4.2285018662	0.2520321524	0.0048828125	18.667538694	0.0803131041	0	0	1			6.95
190904_01-02_600components-0342	21	0.000760967	9.10266795516039E-10	-0.0042976005	0.0053133091	0	627.9884320052	809.885847036	593.7184074969	221.6806064547														0.1264574904	-7.6897054145	13.648474772	0.818304139	2	0.0212989792	1.146255054	18	4.0390230938	0.104109948	0.0048828125	8.7010507751	0.0164161667	0	0	1			6.95
190904_01-02_600components-0343	21	0.0007609672	-4.94471498030527E-09	-0.0044789682	0.0046313695	0	628.129400397	810.6865066553	494.1809319819	467.3695988699														0.157618392	-9.7232107055	8.7800067866	0.8180808751	2	0.3125	2.9730177875	14	1.132748557	0.0400684112	0.1013155902	1.2338391073	0.2111844098	0	0	1			6.95
190904_01-02_600components-0344	21	0.0007609672	1.40607693199585E-09	-0.0055025234	0.0046108604	0	627.7580920645	810.3598026596	324.5477197129	379.954203275														0.0766596454	-11.0399751572	9.9540819691	0.8180289091	1	0.0464534029	0.9638817659	27	3.4599895622	0.1680897267	0.0048828125	6.5106552189	0.0415705904	0	0	1			6.95
190904_01-02_600components-0345	21	0.0007609671	-0.000000004	-0.00432182	0.0045081318	0	628.546141023	810.3915344008	360.189014494	336.2681212185														0.089684104	-10.7945482475	11.5837104826	0.8170029943	4	5	5	1	1.0458288641	0.0523986917	4.2044820763	1.0794235986	0.7955179237	0	0	1			6.95
190904_01-02_600components-0346	21	0.0007609671	-5.59724955320566E-10	-0.004393372	0.0047063906	0	627.8704275543	810.6642650242	565.6030751434	786.0093785998														0.1264442209	-9.1832675478	10.9317437334	0.816738942	2	0.0179102352	1.6210494433	16	1.7083799549	0.0242142101	0.0048828125	2.557193006	0.0130274227	0	0	1			6.95
190904_01-02_600components-0347	21	0.0007609673	3.66550212888389E-09	-0.0041177398	0.0052790399	0	627.5942438491	810.208710885	378.3628166312	302.8800336369														0.1017979375	-10.7305642446	11.3486037807	0.8166095441	1	0.0552427173	0.4419417382	29	3.0572617044	0.1592548983	0.0048828125	8.2054036628	0.0503599048	0	0	1			6.95
190904_01-02_600components-0348	21	0.000760967	1.36281555188445E-09	-0.0044995433	0.0041288494	0	628.495330982	810.6970568448	173.2837162324	359.0896051647														0.0633344452	-12.1231996351	10.4847650366	0.8165995365	4	0.1204852207	4.2044820763	4	1.0566573919	0.0028544713	0.0929068059	1.0923570957	0.0275784149	0	0	1			6.95
190904_01-02_600components-0349	21	0.0007609672	2.93303867250644E-09	-0.0047135941	0.0045874514	0	627.8551860006	810.2807829231	422.3359689368	642.6421251314														0.1164555383	-10.6225817618	9.8517628735	0.8164126309	2	0.1104854346	4.2044820763	5	1.280409546	0.0175436046	0.078125	1.4706407493	0.0323604346	0	0	1			6.95
190904_01-02_600components-0350	21	0.0007609672	-7.59310581132033E-09	-0.0055661849	0.0050255017	0	628.2770693715	810.5743326396	330.0161018881	512.7428301683														0.0919133142	-11.2277961773	9.3611506536	0.8163860693	2	0.0358204704	0.6815673329	24	2.8960988903	0.1041195948	0.0048828125	6.3745851625	0.0309376579	0	0	1			6.95
190904_01-02_600components-0351	21	0.0007609672	-8.79885950584798E-09	-0.0047033452	0.0047950911	0	628.187540815	810.1261597006	226.5709387874	763.5168560393														0.0967427431	-9.7533035235	9.5259145152	0.8159698517	3	5	5	0	1.0347694323	0.0264552237	4.585020216	1.0446219377	0.414979784	0	0	1			6.95
190904_01-02_600components-0352	21	0.0007609672	3.79023472793715E-09	-0.0042387693	0.0046811487	0	627.9333592508	810.6389863309	545.8445268156	804.7474164391														0.1224873101	-9.3152927326	8.8249071216	0.8158472069	4	5	5	1	1.0214535413	0.0236505841	4.2044820763	1.0251225985	0.7955179237	0	0	1			6.95
190904_01-02_600components-0353	21	0.0007609671	8.67436116904121E-09	-0.004298881	0.0049620911	0	627.9064357083	809.7395354633	531.1438917881	839.9920806483														0.116232944	-10.2334026613	9.8839068375	0.8157551692	2	0.0552427173	0.4819408829	29	4.3182082757	0.2053956965	0.0048828125	11.6550852863	0.0503599048	0	0	1			6.95
190904_01-02_600components-0354	21	0.000760967	-8.0714369025511E-09	-0.0045921037	0.0043671912	0	627.8140221378	810.0174798098	540.760262984	482.4612987185														0.0882544128	-10.3688307031	9.6247475317	0.8157493268	1	0.0656950324	0.3716272234	31	4.2790402151	0.2228109918	0.0048828125	23.228867619	0.0608122199	0	0	1			6.95
190904_01-02_600components-0355	21	0.0007609672	-5.47340290777851E-10	-0.0046622934	0.004365347	0	628.5891885843	810.0928239487	433.6045550792	477.204611102														0.0823542308	-10.8068058454	9.8880972868	0.8152647815	3	0.0602426104	2.5	13	1.4430139341	0.0308069596	0.0212989792	1.8897961619	0.0389436312	0	0	1			6.95
190904_01-02_600components-0356	21	0.0007609671	-2.0682793875868E-09	-0.0044741312	0.0045310462	0	627.906815411	810.3549922351	488.4271006834	787.3289902174														0.0925941739	-8.3270250702	11.3408762478	0.8151077134	2	0.0552427173	0.4419417382	29	2.5067821709	0.121533068	0.0048828125	4.761723055	0.0503599048	0	0	1			6.95
190904_01-02_600components-0357	21	0.0007609673	-7.6674896900584E-09	-0.005193092	0.005669866	0	627.9655096894	810.194203336	528.2441240344	607.9062497599														0.1644393519	-9.2907637441	9.6702360879	0.8150563976	2	0.1204852207	3.5355339059	11	1.545372304	0.0724285682	0.0506577951	1.9161612588	0.0698274256	0	0	1			6.95
190904_01-02_600components-0358	21	0.0007609674	-2.79472884689343E-09	-0.0041334913	0.0047469325	0	627.7004715587	810.6498781774	460.0664703888	478.1308211304														0.1612008068	-8.9607346345	11.1739354356	0.8149120646	2	0.3125	3.8555270635	8	1.2952832307	0.0704679009	0.1703918332	1.5768107143	0.1421081668	0	0	1			6.95
190904_01-02_600components-0359	21	0.0007609671	-1.65436049896225E-09	-0.0050128651	0.0045597063	0	628.0626683434	810.26721417	328.9366944967	396.7621696365														0.1069893063	-9.0456753632	10.3267065153	0.8145913346	2	0.078125	0.3125	33	5.9225439394	0.4070514665	0.0048828125	25.4056236905	0.0732421875	0	0	1			6.95
190904_01-02_600components-0360	21	0.0007609672	6.03472540022727E-10	-0.007173893	0.0044335977	0	627.4083531704	810.4602070307	199.8082730085	97.2285632276														0.1015223113	-11.8744779578	11.0378008472	0.8144894769	2	0.2026311804	0.1204852207	44	4.6915797276	0.4464115113	0.0048828125	13.6065617708	0.1977483679	0	0	1			6.95
190904_01-02_600components-0361	21	0.000760967	-4.70108740806312E-10	-0.0045374489	0.0045710981	0	628.0506746305	810.2255564084	602.8810391343	407.6038636801														0.0543602655	-10.1686230383	13.0117384425	0.814274491	2	0.0851959166	4.2044820763	6	1.3749077255	0.0205239665	0.0552427173	1.6029738811	0.0299531993	0	0	1			6.95
190904_01-02_600components-0362	21	0.000760967	8.75192725014048E-10	-0.0060073778	0.0208643499	1	628.3868087791	810.242505576	991.640436582	1225.7036372639	0.7853981634	4	1035.0591853202	0.0712280273	1	1	1	1294.5	1027.5	6.8815414957855E-05	0	2	2	0.1964716952	-10.05805552	11.4394159076	0.8136223404	2	0.1858136117	0.1313900649	43	4.3435928515	0.5897536641	0.0048828125	12.8968613053	0.1809307992	0	0	1			6.95
190904_01-02_600components-0363	21	0.0007609672	3.2058401350133E-09	-0.0044932189	0.0045709404	0	628.187733562	810.7038802859	353.1144850069	296.0627262814														0.112624091	-9.8137786729	8.0049448279	0.813440077	2	3.8555270635	5	2	1.0076280763	0.0048175308	3.5355339059	1.0082425907	0.3199931576	0	0	1			6.95
190904_01-02_600components-0364	21	0.0007609672	8.30910780676155E-12	-0.0045078058	0.0049470001	0	628.0126085745	809.586333552	649.5579578749	939.5509208541														0.1244053653	-10.3318041299	8.6045355165	0.8133829418	4	0.15625	2.9730177875	9	1.0800666152	0.00930171	0.078125	1.1570378298	0.078125	0	0	1			6.95
190904_01-02_600components-0365	21	0.0007609675	-6.60818894117185E-09	-0.0051225481	0.0047659315	0	627.7910691257	809.8770499972	590.3735483345	782.3956059315														0.0963659419	-11.3645502936	8.7516162363	0.8131861545	4	4.585020216	5	2	1.00161027	0.0011782672	4.2044820763	1.0018622245	0.3805381398	0	0	1			6.95
190904_01-02_600components-0366	21	0.0007609673	8.65842263922133E-09	-0.0041594726	0.0048225648	0	627.688606546	810.3993091522	984.2169841792	1264.6427299683														0.1398904856	-10.2547538384	8.344380651	0.8131427309	1	0.1432818818	0.4419417382	40	3.03482372	0.2718378176	0.0048828125	5.4355331831	0.1383990693	0	0	1			6.95
190904_01-02_600components-0367	21	0.000760967	5.68626417628241E-10	-0.00445816	0.0040967257	0	628.0750569003	810.1359583362	469.2794911413	462.5573491538														0.1300235776	-9.7637796809	9.8646948323	0.8130960065	4	0.4052623608	4.585020216	3	1.0519167169	0.0070360027	0.3407836665	1.0813719247	0.0644786944	0	0	1			6.95
190904_01-02_600components-0368	21	0.0007609673	-2.65969750485074E-09	-0.0047866304	0.0050945547	0	628.3393447921	810.4890931738	359.7348864588	74.0909542856														0.1052625002	-10.5636982008	12.6241886363	0.8128740182	2	0.0656950324	0.3716272234	31	5.7862051073	0.3320325673	0.0048828125	29.9460701853	0.0608122199	0	0	1			6.95
190904_01-02_600components-0369	21	0.0007609673	-2.45448564545907E-09	-0.0044977837	0.0049070418	0	628.036663381	810.507758996	501.0409119524	462.4948277206														0.1100335135	-10.5333675192	7.3478794725	0.8128714445	2	0.0851959166	0.2865637635	34	3.2504861918	0.174176399	0.0048828125	15.9881729486	0.0803131041	0	0	1			6.95
