exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
191111_01-02_600components-0010	21	0.0007871817	3.78858458395605E-10	-0.0048409202	0.0082780827	15	0.4124501294	2626	801.686110702	12.8828125	1.3725002993	0.318728001	0.8035495716	311.9931454684	159.145468393	0.0160696466	0.6849423242	70.972497981	97.4097747232	545.9689110812	673.2427181793	158.9805793618	328.5009661331	0.9966907173	-14.1753651251	9.1108168779	3.3817465558	1	0.8838834765	1.25	28	3.2685636492	2.1633380877	0.0851959166	5.746946336	0.7986875599	0	1				6.92
191111_01-02_600components-0011	21	0.0007871821	-7.158896485945E-10	-0.0053565581	0.0099077151	16	0.7914005466	136	818.7675741583	0.7231445313	6.5647511233	0.1868131868	0.1708542714	1059.1838235294	1006.1102941177	0.000883211	0.9883298879	5.6487479947	37.0826247434	749.451562058	822.2999047728	1011.7179904154	1095.0199759352	0.996227936	-11.1016725266	9.1431268356	3.1528478351	1	0.7432544469	1.3631346658	29	3.2749817465	2.9078041695	0.0656950324	5.7772348216	0.6775594144	0	1				6.92
191111_01-02_600components-0012	21	0.0007871818	-1.9162249977592E-09	-0.0039467924	0.009017776	32	0.3732509327	16818	756.4855484354	76.125	1.275237112	0.5408412658	0.9656637575	231.5600547033	620.7117374242	0.100629814	0.6205487205	133.1823014094	169.8390134125	649.8833538043	641.0177595285	624.337617295	232.3989639617	0.9932357732	-10.5230504491	8.4720841973	3.0804089161	1	0.8838834765	1.6210494433	24	3.5910526273	3.5414935876	0.1204852207	6.6563621621	0.7633982557	0	1				6.92
191111_01-02_600components-0013	21	0.0007871809	-4.08599167876048E-10	-0.0088504125	0.0128027028	10	-1.1639920966	2654	617.9935590702	22.640625	4.9258298678	0.3402564103	0.6649962415	978.5761115298	54.8466465712	0.0366356974	0.9791763579	27.0506801888	133.2470484188	540.4835309461	830.5450001102	64.8285429262	981.6140931464	0.9911968017	-8.7689928651	32.1055751555	3.062297698	2	1.767766953	3.8555270635	13	1.1138600385	0.0225070445	0.625	1.2009541384	1.142766953	0	1				6.92
191111_01-02_600components-0014	21	0.0007871831	2.28058410310762E-09	-0.0052842979	0.0082904195	11	-0.8069202852	1056	801.2767201268	6.58203125	2.492244232	0.4310204082	0.7154471545	261.0738636364	884.3854166667	0.0082144297	0.9159708635	24.2257809099	60.3765627374	702.3165781875	698.2672596546	866.517783737	234.4700484752	0.9924404359	-13.742288138	10.9637136759	3.0370572539	1	0.8838834765	1.4865088938	27	2.5307753759	2.4818381718	0.0929068059	4.2820546873	0.7909766706	0	1				6.92
191111_01-02_600components-0015	21	0.0007871811	1.78044642538087E-09	-0.0252903162	0.0415538149	0														676.0455332085	785.6315851159	516.7842387902	439.9051794289	0.971210348	-16.4918463453	17.6434374727	3.0029848694	0									1	0			1	6.92
191111_01-02_600components-0016	21	0.0007871824	1.31960044965447E-09	-0.0105893919	0.0068620361	0														593.4507927093	844.7137118328	828.3747161509	481.2113117941	0.9964278207	-7.28203742	13.5518992786	2.9642605046	1	0.8105247217	1.4865088938	28	2.6569036742	1.5357680073	0.078125	4.4483227156	0.7323997217	0	1				6.92
191111_01-02_600components-0017	21	0.0007871829	-1.59562782634404E-09	-0.0057486234	0.0162023302	2	-0.715495053	3892	741.165185219	31.640625	7.6916862888	0.1961199295	0.8261515602	1208.6138232271	1087.5231243577	0.0426903822	0.9915126168	26.3406151494	202.6037483844	724.7424271844	821.9020104655	1069.9045268556	1224.0621845972	0.9956187775	-7.4512661992	13.7867206158	2.8653227856	1	0.9638817659	1.146255054	24	1.3560506159	0.2546263469	0.1313900649	1.6265922724	0.832491701	0	1				6.92
191111_01-02_600components-0018	21	0.0007871832	8.40871853411657E-10	-0.0141325284	0.0342266244	1	0.7014064354	1622	832.5019060217	16.75	6.7384603403	0.0899661656	1	1205.9839704069	796.4667077682	0.0201200741	0.9889271409	30.1127598958	202.9136382944	669.628737228	795.9472742	793.9098223953	1197.3654850832	0.9971191332	-4.9075594992	10.5689886054	2.8191572165	3	0.7432544469	3.8555270635	13	1.186520584	0.0219959679	0.2627801298	1.3413713912	0.4804743171	1	0		1		6.92
191111_01-02_600components-0019	21	0.0007871824	-1.6611119102513E-09	-0.0136132676	0.0294762324	3	0.047342185	1912	794.3423487233	18.671875	3.0020375517	0.5872235872	0.9795081967	780.3185146444	1368.7730125523	0.0235060803	0.9428889993	29.4562221455	88.4286850112	730.7058574936	771.1231621146	1362.837395183	778.3745849453	0.9964069186	-6.5342738146	14.1545733235	2.8144124141	1	0.3716272234	2.5	14	1.4217565348	0.1902995311	0.1204852207	1.6817907596	0.2511420027	1	0			1	6.92
191111_01-02_600components-0020	21	0.0007871832	-1.07159331654989E-09	-0.019862148	0.0121393622	12	0.4618718523	1337	818.3464168463	8.578125	2.2054777414	0.3319265144	0.556851312	1211.7629020195	920.6312640239	0.0104822662	0.8912987585	33.9961631455	74.9777811089	705.68117112	839.9007746277	903.7027060496	1225.7890452235	0.9905395899	-11.2871303298	14.6804875938	2.8071805514	1	0.625	1.9277635318	22	1.9734601034	1.618464572	0.1013155902	2.9306410598	0.5236844098	0	1				6.92
191111_01-02_600components-0021	21	0.0007871817	1.77713145021545E-09	-0.0087164073	0.0186672708	0														658.6830029396	770.6113134522	1042.0129420075	640.5030855762	0.9949188889	-10.6880264381	11.0941934364	2.7954982637	2	0.9638817659	3.8555270635	5	1.055506503	0.0030697645	0.6815673329	1.083718583	0.282314433	1	0		1		6.92
191111_01-02_600components-0022	21	0.0007871828	-2.55285400839383E-10	-0.0068181377	0.0070769932	6	0.7290115611	2686	825.3046536666	14.4375	1.3471971657	0.4473684211	0.7551307281	1033.0953090097	623.4802680566	0.01749354	0.6700878003	58.8593304435	79.2951231456	656.4616728604	823.0155898676	633.5318980006	1023.6814977522	0.9966311999	-11.9004301691	5.9601334087	2.7687452509	1	0.8838834765	1.4865088938	30	2.8862662533	1.7319478407	0.0716409409	5.4770817277	0.8122425356	0	1				6.92
191111_01-02_600components-0023	21	0.0007871827	1.20959049444689E-09	-0.0052191275	0.0058888023	2	1.0834265992	275	853.5138060988	1.345703125	1.9530663634	0.5876068376	0.884244373	913.8254545455	185.9890909091	0.0015766624	0.8589762856	13.7103566918	26.7772364848	565.7768597038	806.4772218623	230.3252440088	920.9928412085	0.9952866983	-11.2440470674	10.89513854	2.6999945421	1	0.8838834765	1.3631346658	27	2.5747174758	1.6367568312	0.0929068059	4.509840057	0.7909766706	0	1				6.92
191111_01-02_600components-0024	21	0.0007871822	0.000000001	-0.018563575	0.0124759933	3	0.009794644	1964	776.2042365327	17.015625	8.0542766488	0.6516257465	0.8454584589	742.6547861507	662.5575356415	0.0219215822	0.9922625055	18.566264261	149.5378286925	660.567401637	768.0607143352	662.7210995078	747.2369807896	0.9841477086	-5.3954945058	46.2120392395	2.6871940681	2	1.9277635318	3.2420988866	16	1.4479518087	0.2453271736	0.5255602595	1.6248218975	1.4022032722	1	0		1		6.92
191111_01-02_600components-0025	21	0.000787182	3.36505335377486E-11	-0.0063651729	0.0078373249	44	0.0248014019	6939	750.7750647137	33.59375	1.5688921654	0.4291280148	0.943055178	105.2553682087	328.1833117164	0.0447454259	0.7705393447	85.2280238044	133.7135788161	583.9460467278	630.0246682257	330.5628813813	105.5537495537	0.9947287129	-11.2342917812	6.3269811545	2.6832955892	1	0.7432544469	1.3631346658	26	2.5235698787	2.0861358587	0.0851959166	4.2679092428	0.6580585303	0	1				6.92
191111_01-02_600components-0026	21	0.0007871817	-4.33540842694551E-10	-0.0065064603	0.0065958946	13	0.1295557242	9209	795.5493874687	38.09375	2.6527464993	0.5122371788	0.5157947799	813.0318167011	455.4797480725	0.0478835766	0.926226366	72.305895205	191.8092103871	602.0984422383	769.6028746845	478.4633643924	766.2975184707	0.9889827429	-9.3400963626	30.6184147274	2.6779664036	1	1.4865088938	1.0511205191	27	1.8799824813	1.6826567873	0.15625	2.7974513442	1.3302588938	0	1				6.92
191111_01-02_600components-0027	21	0.0007871831	-1.37993401686215E-09	-0.0063192296	0.0191748972	0														721.8575412623	717.446232922	954.2217086849	375.8006590081	0.9924033415	-10.9623867327	12.4451553579	2.6324617388	1	0.6815673329	1.6210494433	25	2.4177930827	2.3594194536	0.0851959166	3.7822599322	0.5963714163	0	1				6.92
191111_01-02_600components-0028	21	0.0007871816	1.35511337195214E-09	-0.0076870092	0.0129181531	9	1.4126746282	9092	667.3114807448	61.46875	5.9879598154	0.3038262322	0.9921431689	466.3080730312	53.2185437747	0.0921140304	0.9859565926	55.1996713895	330.5334141015	555.1032875353	712.3860767508	54.6404646885	464.429573897	0.9904200203	-6.4356744865	24.7245319702	2.6090282571	2	0.3716272234	3.5355339059	8	1.2603333295	0.1333286466	0.2026311804	1.3977537124	0.168996043	0	1				6.92
191111_01-02_600components-0029	21	0.0007871825	-9.06973319981472E-11	-0.0049056992	0.0073706957	9	1.06497379	374	861.8079996327	1.7265625	3.2197203201	0.4328703704	0.2883577487	610.8903743316	363.922459893	0.002003419	0.9505452894	12.5592556556	40.4372906394	587.6918899104	739.1774811501	390.4787526805	601.7092478582	0.9950995892	-9.8261009052	7.1398669848	2.5933314039	1	0.8105247217	1.4865088938	26	3.2009484055	2.4784490574	0.0929068059	5.5753980863	0.7176179158	0	1				6.92
191111_01-02_600components-0030	21	0.0007871822	3.40471501837747E-10	-0.0087569584	0.0141969178	13	-0.6500147242	6650	785.9269309055	35.5625	1.7420330896	0.3622004357	0.9812601446	1300.125112782	607.8135338346	0.0452491174	0.8188259198	79.8636804642	139.1251740267	650.2466202325	877.3791368072	609.4746888901	1300.2433657494	0.9929293612	-10.7335577583	7.5736436318	2.5701861184	1	0.9638817659	1.3631346658	26	3.1252723345	3.1774256	0.1104854346	5.5739355443	0.8533963313	0	1				6.92
191111_01-02_600components-0031	21	0.0007871838	2.66015879674837E-09	-0.0047735912	0.007572013	11	0.4111423258	687	833.7882625882	3.693359375	1.7762918561	0.36523126	0.4307210031	343.6477438137	821.5822416303	0.0044296131	0.8264769578	29.6310621496	52.633414383	691.2129185413	702.077716542	792.3480160408	306.7737966743	0.9929635899	-9.7167932404	7.6713620804	2.5413376843	1	0.9638817659	1.4865088938	27	3.0928199882	3.1594029511	0.1013155902	5.7118115306	0.8625661757	0	1				6.92
191111_01-02_600components-0032	21	0.0007871828	-7.28075046719095E-10	-0.0060777246	0.0103586408	9	0.3164034785	9489	781.8782820907	49.75	1.3064109575	0.4766425558	0.9861775099	1336.3721150806	751.5164927811	0.0636288296	0.6434883341	105.5191170369	137.8513307207	682.7793331413	856.3859093128	751.4616289797	1333.6552256262	0.9913549439	-13.2866505071	8.1204264778	2.5353045159	1	0.9638817659	1.767766953	25	3.0133926309	3.1715203449	0.1204852207	5.1360262623	0.8433965451	0	1				6.92
191111_01-02_600components-0033	21	0.0007871828	-7.8925249397586E-10	-0.0068284463	0.0164278416	13	-0.9037985293	2904	810.2408013746	16.6875	1.2389360788	0.34375	0.8444315208	1326.0296143251	466.2861570248	0.020595729	0.5903544121	69.7731525639	86.4444760438	616.9524422163	868.053789858	456.3362901329	1315.5786630809	0.9925177367	-10.5131580906	7.014658569	2.5057684779	1	0.8838834765	1.4865088938	29	2.5507756058	2.8719010156	0.078125	4.6402260686	0.8057584765	0	1				6.92
191111_01-02_600components-0034	21	0.0007871831	3.59993718419405E-09	-0.0145924516	0.0239446655	1	1.4317106148	775	833.5609877135	10.09375	5.2666433444	0.4792826221	1	877.3858064516	1221.0632258065	0.0121091919	0.9818084161	14.8366881409	78.1395448502	694.1462648847	778.7889599698	1208.3197777698	878.0833220495	0.9974359906	-4.2706588595	5.4497684011	2.5020938888	2	5	5	1	1.1296333238	0.0002214681	4.585020216	1.1797974829	0.414979784	1	0			1	6.92
191111_01-02_600components-0035	21	0.0007871823	-0.000000001	-0.0186425794	0.0095823034	5	0.1079688443	54	804.2363364902	0.4018554688	1.8813019952	0.4821428571	0.6835443038	611.7407407407	1445.4259259259	0.0004996734	0.8470289432	6.919756138	13.0181510284	764.2519446177	753.5562947357	1448.0409920082	605.2717788365	0.9945242465	-8.4038170262	8.4015832803	2.4929118293	1	0.573127527	1.767766953	25	2.4509488189	1.9621709768	0.0716409409	3.9640111535	0.5014865861	0	1				6.92
191111_01-02_600components-0036	21	0.0007871826	4.35066792843312E-10	-0.0065863548	0.0175256062	9	-0.9604871996	1721	858.8784299613	10.9375	6.533540012	0.0949464857	0.8557931377	375.4125508425	342.6397443347	0.0127346311	0.9882174577	31.6148993214	206.5572096914	588.6598769574	710.1988885245	338.5200976058	372.6786337457	0.9942313842	-10.8989484559	6.600478406	2.4736680515	1	0.8105247217	1.25	27	2.9875813677	2.992357921	0.0851959166	5.0945306853	0.725328805	0	1				6.92
191111_01-02_600components-0037	21	0.0007871828	-0.000000001	-0.0060320804	0.0105457961	41	-0.2467798667	11638	751.5426505413	55.6875	1.1689635893	0.4440628816	0.9883651805	1428.072778828	305.3101907544	0.0740975911	0.517871141	138.4338888996	161.8241756494	582.8980767809	900.7812701633	306.3289691614	1427.8783147162	0.9942222241	-12.1427143634	5.6577276385	2.4487337409	1	0.7432544469	1.3631346658	26	1.9857409136	1.4313678281	0.0851959166	3.0434961409	0.6580585303	0	1				6.92
191111_01-02_600components-0038	21	0.0007871833	0.000000002	-0.0066594278	0.0145965018	2	-1.029491806	1767	868.2229779076	10.390625	5.942200287	0.2094594595	0.939893617	976.4651952462	517.3599320883	0.0119676918	0.9857378991	23.1999851238	137.8589582613	629.9551048264	805.3644789478	521.1352108408	976.5213605739	0.9952323298	-11.7338854406	5.7812582572	2.4003951071	1	0.7432544469	1.9277635318	29	2.3402933617	1.6449247094	0.0656950324	3.8862505315	0.6775594144	0	1				6.92
191111_01-02_600components-0039	21	0.000787183	5.68519967627052E-10	-0.0207359986	0.026447033	5	-0.6900894532	1301	839.1652383433	8.5703125	4.9025733521	0.1095855795	0.9759939985	249.7248270561	428.9738662567	0.0102129022	0.9789761994	30.0335777789	147.2418180863	618.6366730233	678.259559544	429.1183701187	249.7493354347	0.9926088435	-8.8961545428	5.4288833903	2.3345262389	1	0.8105247217	1.6210494433	28	2.7369620557	3.1823712895	0.078125	4.8438405481	0.7323997217	0	1				6.92
191111_01-02_600components-0040	21	0.0007871837	1.76647689005947E-09	-0.0101718626	0.0147134679	12	-1.5455546312	1651	840.6636604876	12.3828125	1.4735664042	0.6777504105	0.8234413965	1054.6801938219	1157.2386432465	0.0147298058	0.7344843016	38.9382069295	57.3780335728	707.9559699214	796.8561129126	1156.6401461284	1067.9602986465	0.9947292788	-5.174513297	11.2722735801	2.2980388168	1	0.625	1.4865088938	18	1.2571807043	0.1382802401	0.1432818818	1.399266906	0.4817181182	0	1				6.92
191111_01-02_600components-0041	21	0.0007871817	-8.92011351110766E-10	-0.0039395071	0.0109901548	11	-0.6186513469	12181	774.7467398955	60.15625	1.3870862076	0.4322262437	0.9795737837	443.2787127494	728.1632870864	0.0776463416	0.6930019345	117.3463150652	162.7694551443	677.3386539647	696.4205807322	726.9654024169	441.1914962209	0.9941643174	-11.3903797594	5.6782759686	2.2437911745	1	0.9638817659	1.4865088938	27	3.0686120157	2.8154743427	0.1013155902	5.5223972493	0.8625661757	0	1				6.92
191111_01-02_600components-0042	21	0.0007871825	-2.08089744463323E-09	-0.023426726	0.0171690235	2	1.1896371556	427	829.7465443866	3.994140625	3.1367946432	0.1503521127	0.9793577982	532.0257611241	154.8922716628	0.0048136876	0.9478230951	25.4921581854	79.96366524	599.4162597284	736.8966881764	159.5165752646	530.8064625353	0.9955401809	-6.023964826	6.1949469677	2.2135718743	1	0.8105247217	1.4865088938	25	2.2256167326	0.9798802949	0.1013155902	3.7693633687	0.7092091314	0	1				6.92
191111_01-02_600components-0043	21	0.0007871837	1.71831360674061E-09	-0.0081404492	0.0274045588	3	-0.9497415034	1192	859.4551724647	8.2109375	1.7753242329	0.4798711755	0.9892116183	908.4253355705	1487.2156040269	0.0095536542	0.8262678634	31.4538187193	55.84072659	739.4375945494	780.4907252478	1486.5993133004	900.9108244134	0.9888227861	-6.8023004874	12.0788870557	2.1742089996	1	0.4419417382	2.7262693317	14	1.3015122925	0.3389749465	0.1432818818	1.4467255063	0.2986598565	0	1				6.92
191111_01-02_600components-0044	21	0.0007871819	-2.22694008798662E-09	-0.011635354	0.0134681409	6	0.4291212399	10940	602.8509291607	80.8125	3.9537155345	0.4181957187	0.9991780071	115.6849177331	804.3831809872	0.1340505523	0.9674854588	60.1155738663	237.6798782623	683.7013355309	668.4420782998	804.8006566042	113.8432543435	0.9844195683	-8.1059777074	9.5161753983	2.1439686038	2	1.767766953	1.0511205191	25	1.4250796688	0.7450212054	0.2209708691	2.094026771	1.5467960838	0	1				6.92
191111_01-02_600components-0045	21	0.0007871832	1.12698614862348E-09	-0.0111109856	0.0070383191	4	-0.9333443938	958	868.5958694744	4.98046875	3.0101539059	0.2015993266	0.7484375	976.0855949896	886.3924843424	0.005733931	0.9432058252	31.3063707271	94.2369941248	712.7387501888	801.7939797443	901.7666192048	979.9669262663	0.9948808248	-10.1181535817	5.6489425426	2.1346261979	1	0.6815673329	1.6210494433	24	2.4366356777	1.4310566218	0.0929068059	4.326738167	0.5886605271	0	1				6.92
191111_01-02_600components-0046	21	0.0007871828	1.39504401945649E-09	-0.0062945669	0.0101563098	8	-0.5784780627	2781	828.9649165051	16.984375	1.5847839466	0.2283251232	0.9882729211	335.7766990291	572.9162171881	0.0204886536	0.775782148	84.5242455592	133.9526674581	639.3395065757	695.4433106424	571.8216606506	335.1684079923	0.9925295613	-6.4651779317	5.9578910879	2.1089270427	1	0.8838834765	1.4865088938	28	2.6941523875	2.9448869084	0.0851959166	4.9848382732	0.7986875599	0	1				6.92
191111_01-02_600components-0047	21	0.0007871824	2.73650760737999E-09	-0.0080637005	0.0336360553	2	-0.9458825464	1234	827.9137388446	10.8203125	1.1100782288	0.5586238117	0.6286296485	799.620745543	713.9440842788	0.0130693718	0.4341566021	40.9415758085	45.4483519593	682.5214669471	767.5787924252	723.0275694316	765.7454050478	0.9884735265	-6.6184111192	25.1169392765	2.0994440108	1	1.767766953	2.1022410381	14	1.1552017605	0.0483763895	0.573127527	1.2110552151	1.194639426	1	0		1		6.92
191111_01-02_600components-0048	21	0.0007871826	1.18868321113061E-09	-0.0054817193	0.0160606247	8	-0.4838852317	7277	697.0977561242	51.0625	2.9374600948	0.430591716	0.7745609367	1349.8397691356	897.7742201457	0.0732501282	0.9402698062	58.7060735573	172.4467483964	694.3686974921	845.256267252	887.5383789786	1358.668275631	0.9857494635	-10.9599610465	11.0495148428	2.0987364703	1	0.8838834765	1.767766953	20	1.3242666131	0.5574306857	0.1703918332	1.6193788696	0.7134916433	0	1				6.92
191111_01-02_600components-0049	21	0.0007871826	7.22019312272487E-10	-0.013486556	0.0101247437	12	-0.9597542554	5187	824.489636129	27.78125	1.2048881081	0.1945611403	0.9673629243	1179.9095816464	537.8725660305	0.033695087	0.5578339418	118.2559560433	142.4851951542	634.8385752036	847.1576996255	538.4064714739	1181.1243474839	0.9932062708	-7.4652964644	5.5275805089	2.0717174072	1	0.8838834765	1.3631346658	29	2.6673248612	2.8998654312	0.078125	4.9251839569	0.8057584765	0	1				6.92
191111_01-02_600components-0050	21	0.0007871829	-1.58613563679982E-09	-0.0075035239	0.0108829913	17	1.4888785295	1447	874.1002399695	9	2.6004894696	0.1416960439	0.8557066824	476.2722874914	931.5231513476	0.0102963019	0.9231070835	55.3431214663	143.9192045856	717.799509637	737.0377006648	948.2817548397	471.7551263583	0.992858504	-11.3232624354	6.0616924546	2.0668571274	1	0.6815673329	1.6210494433	25	2.799062196	2.7545487904	0.0851959166	4.9168941233	0.5963714163	0	1				6.92
191111_01-02_600components-0051	21	0.0007871825	-0.000000003	-0.0061724802	0.01208427	18	0.0562173234	1334	785.1168273663	10.046875	6.2008885695	0.6289486091	0.2993044649	754.9362818591	825.9550224888	0.0127966624	0.9869107796	17.4898912969	108.4528670243	638.5278940997	769.1582144977	495.4167700377	731.7259555327	0.9664889833	-3.5132911748	67.0942593594	2.0635757319	2	2.5	2.9730177875	15	1.4918363865	0.4070988106	0.7432544469	1.8486392974	1.7567455531	1	0		1		6.92
191111_01-02_600components-0052	21	0.0007871823	6.30229393021181E-10	-0.0104650845	0.0102066742	11	-1.1288652138	11643	777.1220530743	57.03125	1.2160633788	0.3829934211	0.9563824544	1141.6978441982	780.4312462424	0.0733877642	0.5690172862	120.5325319452	146.5751980526	691.1719448805	848.3646551156	775.6194312393	1145.9033444641	0.9908049577	-9.4827283551	6.4996503688	2.0593848705	1	0.9638817659	1.3631346658	27	2.8964806161	3.7597254968	0.1013155902	5.0474934984	0.8625661757	0	1				6.92
191111_01-02_600components-0053	21	0.0007871833	-1.42528493858876E-09	-0.0146339934	0.0067262314	0														639.803312517	735.7178437472	549.1414513973	472.2879598377	0.9931945299	-9.7706653412	5.1855132331	2.0351288297	1	0.6815673329	1.9277635318	23	2.3416736344	1.4927796824	0.1013155902	3.7146818896	0.5802517427	0	1				6.92
191111_01-02_600components-0054	21	0.0007871835	-1.06364102543744E-09	-0.0136549434	0.0108180034	1	1.5707963268	3	875.7583347261	0.0285949707		1	1	927	1131	3.2651668353311E-05	1	0	3.2659863237	719.190619981	784.6130270128	1133.4987353743	931.7889693863	0.9896298534	-5.88840378	12.894535362	2.0095442518	1	0.4819408829	1.767766953	17	1.2335999786	0.3215923175	0.1204852207	1.417970932	0.3614556622	0	1				6.92
191111_01-02_600components-0055	21	0.0007871828	-1.62902465952191E-10	-0.0206431013	0.0143715622	2	0.0345257316	791	793.6184166436	8.65625	2.7294204901	0.7462264151	0.9029680365	781.2326169406	879.8773704172	0.01090732	0.9304660441	19.7496363591	53.90506215	696.991862658	772.7468774745	877.2647122746	780.9227472684	0.9798651807	-5.6082134026	39.6959659315	1.9879101439	2	2.1022410381	3.2420988866	16	1.415623402	0.2521643853	0.573127527	1.6795418036	1.5291135111	1	0		1		6.92
191111_01-02_600components-0056	21	0.000787181	-3.20625104402938E-10	-0.0280634799	0.0555456383	0														695.0122981728	777.4685683982	907.5631082646	538.3323371271	0.9983962932	-3.3118815289	4.3407394261	1.9181285046	2	5	5	2	1.106861254	0.0001669942	4.2044820763	1.2123821332	0.7955179237	1	0			1	6.92
