exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
190613_03-04_600components-0014	22	0.0007516452	-3.61920987942648E-09	-0.0071022278	0.0093444216	4	-0.0096786518	1118	894.4462652225	8.2421875	4.4849822866	0.7641831852	0.9410774411	778.7200357782	228.8175313059	0.0092148493	0.9748261485	18.4140209674	82.5865578629	632.6174321383	788.4092152965	221.905411871	780.8929841657	0.9894127595	-14.4533028415	22.105925439	5.9469780699	1	4.585020216	5	2	1.0084178338	7.4593137934264E-05	4.2044820763	1.0128151578	0.3805381398	0	1				7.04
190613_03-04_600components-0015	22	0.0007516455	-1.40360463833272E-09	-0.0064749967	0.0134512818	12	0.0451159676	3012	909.6782752194	20.140625	3.0031259176	0.1078526157	0.7878629349	396.0836653386	404.2088313413	0.0221403825	0.9429316396	90.5711330269	271.9965169782	626.6313934301	747.6615776401	400.8487810118	406.1439511485	0.9982913621	-13.7499607002	10.6846285221	5.90080894	1	0.4819408829	1.767766953	21	1.8533887717	0.2921407457	0.0851959166	2.5307912687	0.3967449663	1	0		1		7.04
190613_03-04_600components-0016	22	0.0007516451	-8.0211526432452E-10	-0.0053188618	0.0091544426	17	-0.342785987	2264	839.8547576377	12.859375	6.8543968185	0.2035605107	0.8416356877	1450.4209363958	293.5777385159	0.0153114272	0.9893005585	27.8078893888	190.6063085555	620.7892608064	904.3966079301	298.6693090188	1460.1122616127	0.9955001324	-14.9833896435	12.246792742	5.8870426987	0									0	1				7.04
190613_03-04_600components-0017	22	0.0007516443	-2.20229625844726E-09	-0.0050276959	0.0067881174	45	0.0072563629	5576	767.5086170617	26.96875	2.5420580308	0.4908450704	0.9177090191	146.356348637	243.3550932568	0.035138042	0.9193750935	57.7856389886	146.8944476553	586.4322626959	656.1781575908	258.9229525368	139.0619318932	0.9941534932	-22.1753533885	10.2228668167	5.8721713055	0									0	1				7.04
190613_03-04_600components-0018	22	0.0007516457	-1.71985217492125E-09	-0.0066685748	0.0121038239	2	-1.2345079699	8058	701.0383384766	62.125	7.81649629	0.26271518	0.9990081825	959.8746587243	68.3684537106	0.0886185485	0.9917826117	38.0676450457	297.5556062673	585.3417736889	838.9672086118	67.0454028026	960.2062635111	0.9916570854	-20.9900481929	22.771825002	5.7689944405	0									0	1				7.04
190613_03-04_600components-0019	22	0.0007516452	1.47772055216217E-09	-0.0045570698	0.0095876655	24	1.1587595363	5666	852.7518814306	28.296875	1.9906248547	0.264519141	0.6959832944	906.411754324	1307.7057889164	0.0331830109	0.8646615697	89.0506414028	177.266420102	809.0094594003	807.7482813023	1327.3588792119	903.3858075386	0.9954898268	-11.7391825594	15.8246353168	5.6098062957	1	0.3407836665	3.2420988866	10	1.0904904672	0.0296539288	0.15625	1.1410675737	0.1845336665	0	1				7.04
190613_03-04_600components-0020	22	0.0007516454	0.000000002	-0.0055868166	0.0217253362	5	-0.2861858336	2146	852.3668099932	20.515625	5.5727323782	0.3595242084	0.928200692	1128.5815470643	1355.307082945	0.0240690097	0.9837679732	23.7721879832	132.4760416752	739.0857434529	809.7796282157	1333.5493217944	1141.3915704262	0.9977077215	-8.0219761533	15.849006123	5.5500340164	0									1	0			1	7.04
190613_03-04_600components-0021	22	0.0007516429	1.09776450698922E-09	-0.0026113433	0.0146060725	2	0.6374089701	15757	471.2278997359	105.5625	3.4511424239	0.349720348	0.9998096447	229.4620168814	976.8575871041	0.2240158107	0.9570996035	77.9598943756	269.0506988397	771.4819905622	635.8657331666	983.7765383463	229.6644625206	0.9855904525	-11.8260751896	17.1931178738	5.5220774974	1	1.4865088938	3.8555270635	9	1.0443291068	0.0093387319	0.7432544469	1.0645811807	0.7432544469	0	1				7.04
190613_03-04_600components-0022	22	0.0007516458	-2.54906099958532E-09	-0.0044683705	0.0086376357	36	-0.5236570309	10730	827.9341966468	48.6875	2.3602282993	0.4122800277	0.9585492228	1392.3647716682	800.8366262815	0.058806002	0.9058082717	81.7750951684	193.0078937915	718.0044659567	891.0785969774	802.1760400543	1394.0841100904	0.9924974649	-13.166265694	15.2170740678	5.38354508	1	0.5255602595	2.292510108	15	1.7047787237	0.4923140965	0.15625	2.2123901811	0.3693102595	0	1				7.04
190613_03-04_600components-0023	22	0.0007516453	-8.21239337412366E-10	-0.0060382341	0.0078493738	8	-1.0855048069	1505	878.2165616183	8.6484375	2.059409726	0.4744640605	0.8219552157	349.3209302326	66.4093023256	0.0098477276	0.8741944398	32.5716129121	67.0782964244	611.6494610132	726.7194786992	64.3838442528	337.9557107827	0.9970938368	-11.8315364746	10.0997927425	5.1867745762	1	0.2865637635	2.5	11	1.0399506898	0.0136086691	0.1204852207	1.115335811	0.1660785428	0	1				7.04
190613_03-04_600components-0024	22	0.0007516448	4.85757453049492E-09	-0.0062848896	0.0125060098	4	0.0581212771	4595	775.6716497049	30.515625	6.9032238457	0.5408427495	0.7420865633	827.0561479869	1035.3693144723	0.0393409054	0.9894521831	31.4549604704	217.1406331833	766.8449065692	792.0205572849	1033.464690365	814.1308038759	0.9709791941	-11.1221283048	27.964131352	5.1805171606	2	4.585020216	4.585020216	4	1.0576807816	0.003020327	3.5355339059	1.0768122656	1.0494863101	0	1				7.04
190613_03-04_600components-0025	22	0.0007516437	1.14070934924333E-09	-0.0036946705	0.0153292361	7	1.0248038307	9526	633.3456847213	73.5625	4.1198061883	0.3218134522	0.9162258344	701.0507033382	92.7799706068	0.1161490506	0.9700939195	57.0761852134	235.1428210495	612.7357064394	771.8242756726	98.5385427353	714.0527827344	0.9731979972	-12.9161899006	67.988523916	5.0853646646	2	1.146255054	4.585020216	4	1.0739115968	0.0123772046	0.8838834765	1.1119487209	0.2623715775	1	0		1		7.04
190613_03-04_600components-0026	22	0.000751646	-1.42027675256585E-09	-0.0049582149	0.0128919026	25	-0.6284064184	7569	791.9548458288	49.125	5.5016854778	0.2136686992	0.9722543353	1385.9822962082	961.2511560312	0.0620300517	0.9833424636	46.0601913704	253.4086859684	724.2679557604	840.2116670174	957.7508624365	1388.7174892425	0.9946039283	-11.2780403343	14.0968677097	5.0578177353	0									0	1				7.04
190613_03-04_600components-0027	22	0.0007516456	-5.94657167909563E-09	-0.0061054694	0.0124599335	7	0.1144489165	5106	876.5213040759	30.578125	1.7863954962	0.2099506579	0.9096739711	588.6913435174	125.4177438308	0.034885775	0.8286369085	94.1962168393	168.2716975183	605.6355586754	748.1091365144	130.3138237567	582.7638300086	0.9963147188	-12.0600239845	10.8164510307	4.9967835012	1	0.4419417382	3.5355339059	13	1.1665227978	0.0477272076	0.15625	1.2937302807	0.2856917382	0	1				7.04
190613_03-04_600components-0028	22	0.0007516473	3.88270077551677E-09	-0.0058366805	0.0069993525	20	0.3363890041	1073	906.3872743482	5.046875	3.9289175531	0.3866666667	0.880952381	177.4454799627	430.9412861137	0.0055681221	0.9670667129	20.5450734079	80.7198995416	652.2744867279	701.7218398492	442.5423838752	182.5791319705	0.9936420909	-15.7595327617	8.9197944032	4.8589487795	0									0	1				7.04
190613_03-04_600components-0029	22	0.0007516448	-0.000000001	-0.0045598123	0.0075653521	31	0.5361112038	13181	816.6113874449	60.71875	2.0012170617	0.4530020277	0.9941921859	257.5488202716	823.6001820803	0.0743545228	0.8662008935	97.3261113332	194.7706745475	723.2279806284	683.2125960559	825.6744101485	257.9654853368	0.9905149714	-13.1914020496	16.4404152135	4.8138535313	1	0.573127527	2.292510108	16	1.6345420419	0.602324547	0.15625	2.1761422615	0.416877527	0	1				7.04
190613_03-04_600components-0030	22	0.000751645	-5.27605000758209E-11	-0.0044498156	0.014324279	13	1.0391413854	10221	768.6344392507	60.5	2.8156636196	0.3615237691	0.9689070054	1353.9975540554	82.4598375893	0.0787110191	0.9348070241	73.6813523303	207.4619031988	585.8277000494	884.2957868949	83.5916486963	1355.3419550732	0.9932426672	-11.8339726739	13.4519227678	4.8119666291	0									0	1				7.04
190613_03-04_600components-0031	22	0.0007516437	1.30238720776337E-09	-0.0245247256	0.0274050091	0														821.8000107287	829.6055113439	1304.4287247585	1121.4043799042	0.9539644982	-21.3495025335	25.7143544913	4.7878820538	1	0.0069053397	3.5355339059	5	1.500558362	0.0844583647	0.0048828125	1.992741776	0.0020225272	1	0			1	7.04
190613_03-04_600components-0032	22	0.0007516459	4.29274589126142E-09	-0.0045398683	0.0129870848	13	-0.1947917506	6559	858.689344468	35.59375	1.5956834377	0.1868022329	0.915294446	689.7184021955	1370.5779844489	0.0414512539	0.7792680819	145.3342788441	231.9075016785	805.4354700996	775.2941083754	1368.639374245	711.228212317	0.9926973386	-10.4476678796	14.2358241209	4.7205552682	0									1	0		1		7.04
190613_03-04_600components-0033	22	0.0007516437	1.18221639832722E-09	-0.0073720679	0.0104495116	5	0.9691933302	3451	776.4490477249	26.328125	10.9627221619	0.1359732072	0.6461336828	654.8426543031	977.168356998	0.0339083744	0.9958309276	22.3526616917	245.0460197054	732.2508897569	796.3722363554	955.2796113344	737.8039618577	0.9764424347	-12.9585199211	19.0575678295	4.6006172303	2	5	4.2044820763	2	1.0144034944	0.0005562529	3.8555270635	1.0238510255	1.1444729365	1	0		1		7.04
190613_03-04_600components-0034	22	0.0007516471	-4.35786617627637E-09	-0.0065980005	0.0070365177	6	0.8500837018	73	937.5373151898	0.3977050781	2.7507428379	0.4679487179	0.4620253165	1105.5479452055	1107	0.0004242019	0.9315793061	5.9335807211	16.3217546716	745.6266778197	815.0890639341	1120.6163292692	1149.2320434095	0.9953123818	-9.8244929206	11.6030747927	4.565020244	1	0.2209708691	4.2044820763	6	1.0346019045	0.0079158333	0.1432818818	1.051370139	0.0776889874	0	1				7.04
190613_03-04_600components-0035	22	0.0007516446	3.42661401897564E-09	-0.0054179183	0.0126930123	8	0.0928909934	9115	829.8569417406	49.0625	1.1833591087	0.2663335671	0.9918389554	378.720899616	536.1373560066	0.0591216359	0.5346841039	141.159833456	167.0427747038	660.539099373	712.1268032995	536.3548438087	376.0999114013	0.9967939685	-11.8221278436	9.8959329012	4.4066143959	1	0.6815673329	2.1022410381	23	2.0453212422	0.6140083771	0.1013155902	2.8235695824	0.5802517427	0	1				7.04
190613_03-04_600components-0036	22	0.0007516442	1.08745181284268E-09	-0.0190910715	0.060489939	1	0.0749796464	160	802.9195830643	4.7578125	1.8784680814	0.5860805861	1	1002.075	1403.23125	0.0059256401	0.8465251827	11.230335815	21.0958273714	709.8244573751	838.8895960232	1403.7677657591	1002.4192699998	0.9992097066	-10.2749417281	5.711053141	4.3796480331	2	5	5	1	1.0858350025	0.00004752	4.585020216	1.1182946709	0.414979784	1	0			1	7.04
190613_03-04_600components-0037	22	0.0007516455	-3.34286818996126E-09	-0.0041557521	0.0254369048	1	0.8320142566	6669	729.1712351733	51.8125	4.7517394921	0.2577690167	1	350.5957414905	1127.6674164043	0.0710566977	0.9776047843	43.1132216414	204.8627979061	748.1930505845	730.5575901587	1132.7871871738	350.7168746588	0.9922518263	-7.8442117671	13.3996689978	4.3287601411	0									0	1				7.04
190613_03-04_600components-0038	22	0.0007516446	2.76262749816065E-09	-0.0035402814	0.0114066396	41	0.2012267899	20255	699.8922487685	103.1875	4.1594229958	0.5241977226	0.9911430808	55.8045914589	576.7246112071	0.1474334088	0.9706694615	80.4591724898	334.663732276	666.4532365886	640.6520494671	567.8816228937	54.3415944842	0.9896673306	-13.0167455788	11.2644826934	4.1737809891	1	1.4865088938	4.585020216	2	1.0251357371	0.0005861499	1.3631346658	1.025953982	0.1233742279	0	1				7.04
190613_03-04_600components-0039	22	0.0007516457	-1.12144170758463E-09	-0.0053010226	0.005941937	2	-1.284616246	69	945.0396880865	0.3544921875	1.3046803762	0.696969697	0.8961038961	950.3188405797	124.5362318841	0.0003751083	0.6422786167	8.6808156257	11.325689796	629.1667213146	810.8900221062	146.6895476898	938.3557488892	0.9950697921	-10.4287653146	9.6500181716	4.0593118484	1	0.3125	4.2044820763	7	1.1437195747	0.0312013213	0.1858136117	1.2241661494	0.1266863883	0	1				7.04
190613_03-04_600components-0040	22	0.0007516445	2.68937641023507E-09	-0.006054987	0.0156872878	3	0.1323043768	3507	727.0981124762	31.921875	4.4128551992	0.4417989418	0.7109264139	772.3541488452	735.5329341317	0.0439031191	0.9739854269	36.0895846184	159.2581111194	692.6964379862	802.6940227525	746.7900757384	786.5476725957	0.9813610699	-8.8098233061	12.5454437189	3.9335879689	2	5	4.585020216	1	1.0295478245	0.0006752968	4.2044820763	1.0368937352	0.7955179237	1	0		1		7.04
190613_03-04_600components-0041	22	0.000751646	-5.73607685707205E-10	-0.0043196957	0.0115760741	3	1.1828883367	3517	891.0886521243	21.0625	2.811133615	0.2275491718	0.9923814898	462.8092123969	732.2197895934	0.0236368177	0.9345893865	57.010426875	160.2639273953	705.1618833708	743.7255770827	729.8204072549	461.5433342501	0.9966363525	-10.0139470725	8.2438372817	3.8764639061	1	0.4819408829	2.7262693317	15	1.465923177	0.1460453708	0.1432818818	1.8374269514	0.3386590012	0	1				7.04
190613_03-04_600components-0042	22	0.0007516442	2.71055165314143E-09	-0.0087388987	0.0161762423	4	0.5638144185	2305	765.3597486618	21.53125	3.4751439142	0.2950588838	0.9787685775	1226.7956616052	954.2420824295	0.0281321954	0.9577031952	36.3844803993	126.4413056323	718.7642616196	877.8411780157	949.67643483	1227.0058467675	0.9458675099	-10.0045863218	16.1648777689	3.8705517697	0									0	1				7.04
190613_03-04_600components-0043	22	0.0007516453	1.34527703863286E-09	-0.0060566193	0.0060713665	0														626.2809708268	756.9426574381	408.5861548423	649.4887948101	0.9946521225	-10.2125599375	9.5882460769	3.7085142891	1	0.4819408829	2.292510108	21	1.9931763856	0.9912274881	0.0851959166	2.6426108078	0.3967449663	0	1				7.04
190613_03-04_600components-0044	22	0.000751645	1.32404567532071E-09	-0.004469505	0.0088452799	3	-0.637646437	4146	900.120577466	23.90625	5.1526686666	0.2112611465	0.9995178399	921.9141341052	365.7284129281	0.0265589418	0.9809868545	40.0618349707	206.4253617786	612.9233981569	810.1923455825	365.8495281107	922.1912550718	0.9967200389	-10.7603563861	7.8110931095	3.6794503173	1	0.573127527	2.1022410381	23	2.5734968411	1.0861374964	0.0851959166	3.9010631124	0.4879316104	0	1				7.04
190613_03-04_600components-0045	22	0.0007516443	2.44004952112696E-09	-0.004991216	0.0067176287	13	0.1224393209	3523	898.0310696483	17.203125	3.4224793144	0.531372549	0.8314845409	830.778881635	535.7675276753	0.019156492	0.9563615602	40.5626923529	138.8249755122	648.4513595653	787.6595612865	524.1907409137	831.1118652931	0.9936189013	-14.080009262	8.3742106033	3.4877042191	1	0.573127527	2.292510108	22	2.0569285022	1.1782305588	0.0929068059	3.175135179	0.4802207211	0	1				7.04
190613_03-04_600components-0046	22	0.0007516451	-3.86629724603051E-09	-0.0046257633	0.0087059166	13	0.0382701474	14980	807.9042496816	69.625	1.182590772	0.6387514924	0.9976689977	295.1546728972	642.8371161549	0.086179767	0.533815382	134.2610048924	158.7758254193	681.7141339891	689.3475440291	643.6053094576	293.7123789054	0.9890550869	-12.5043034417	12.0055421806	3.4423486214	1	0.625	2.1022410381	19	1.9591586085	1.3302688501	0.1313900649	2.7727787478	0.4936099351	0	1				7.04
190613_03-04_600components-0047	22	0.0007516445	2.58658394354719E-09	-0.0080063642	0.0124311069	4	1.2780717169	3645	812.3171029693	29.875	4.3669087792	0.4189655172	0.9959016393	555.4079561043	35.2899862826	0.0367775095	0.9734276136	33.3498488586	145.6357477648	615.0246710085	758.6423788406	34.7996609341	553.2345321461	0.9673793283	-11.2928611767	15.6814806745	3.3705418838	3	5	4.2044820763	2	1.0517328136	0.002846686	3.8555270635	1.0679591749	1.1444729365	0	1				7.04
190613_03-04_600components-0048	22	0.0007516451	-5.3737463204293E-09	-0.0096427179	0.0160049061	1	0.6170607537	8	851.037942356	0.1099853516	2.1420328132	0.6666666667	1	406.125	797.25	0.0001292367	0.8843384945	2.104493398	4.5078939138	723.3426025346	725.6144216774	782.570540814	404.6746984428	0.9729516572	-12.7687039733	8.5767857998	3.3653374008	1	0.0058066754	4.2044820763	3	1.528182876	0.0901989349	0.0048828125	2.0395988948	0.0009238629	0	1				7.04
190613_03-04_600components-0049	22	0.0007516464	-2.85957953265878E-09	-0.0060278299	0.0149237089	8	-0.4251035561	4894	811.3796638883	37.59375	3.0420764276	0.2828247804	0.9225259189	1500.4354311402	775.1168778096	0.0463331184	0.9444264371	58.1806216732	176.9898977334	701.1627689692	828.5809680474	775.6248119075	1501.994505399	0.9920562922	-7.4488285193	9.0871667575	3.343623139	0									0	1				7.04
190613_03-04_600components-0050	22	0.0007516448	6.26632070720934E-09	-0.0116072757	0.0177716702	1	0.2164093157	435	886.9319031767	5.7734375	1.7637635805	0.6473214286	1	841.0689655172	899.9494252874	0.0065094484	0.8237388457	18.1906793275	32.0840577016	687.8619567263	825.3013086033	899.9719354818	841.1152517997	0.9975887317	-4.7592791106	6.9905480911	3.148952558	2	5	5	2	1.1206721893	0.000303447	4.2044820763	1.186150989	0.7955179237	1	0			1	7.04
190613_03-04_600components-0051	22	0.0007516456	-2.51928129860159E-10	-0.005804754	0.0121572847	10	1.563912193	2606	894.6674465215	17.53125	1.5320843049	0.4404258915	0.879217274	890.6561780507	1184.5636991558	0.0195952698	0.7576116448	55.1893552544	84.5547449829	737.4338794815	792.97971048	1183.2242505084	893.9688460468	0.9836946015	-7.9630209143	10.8027264745	3.1438399718	2	5	5	1	1.0175154754	0.000217834	4.585020216	1.0236905035	0.414979784	0	1				7.04
190613_03-04_600components-0052	22	0.0007516457	2.41908868159208E-09	-0.014467715	0.0172648022	2	-0.215860068	42	892.4033779839	0.4057617188	1.1468844518	0.75	0.7	1089.8095238095	47.2380952381	0.0004546842	0.4896351457	6.8369053228	7.841140413	636.4788758632	829.1939518573	57.0515398915	1120.7829813461	0.9934146496	-9.9005309033	8.3033295094	3.0555891269	0									0	1				7.04
190613_03-04_600components-0053	22	0.0007516428	-2.69160772462539E-09	-0.0141713325	0.0149939292	0														704.1963866518	942.7706641613	701.303332365	1337.5174695479	0.8972349375	-10.9485879167	16.7209411739	3.0392528197	1	0.078125	0.4052623608	33	2.4747753169	1.671668559	0.0048828125	4.7526404518	0.0732421875	1	0			1	7.04
190613_03-04_600components-0054	22	0.0007516489	0.000000001	-0.0096379466	0.0100587197	0														688.9944472538	767.8804076431	598.1066361898	196.7385943786	0.9786023542	-7.7512794639	7.0218025993	3.0318328011	2	5	5	2	1.1767567405	0.0035378478	4.2044820763	1.3165242491	0.7955179237	0	1				7.04
190613_03-04_600components-0055	22	0.0007516456	9.39121888455122E-10	-0.0066795701	0.0070512972	3	1.0616747809	224	934.1503278505	1.24609375	8.1371808887	0.1666666667	0.8086642599	1393.5401785714	453.5223214286	0.0013339328	0.9924199656	7.0713629607	57.5409595406	644.9933218199	860.4839698743	463.1639012854	1400.7964931083	0.9873991633	-8.9791426859	8.5735425955	2.9885524198	1	0.3407836665	3.2420988866	9	1.2284064893	0.1691752224	0.1703918332	1.334041969	0.1703918332	0	1				7.04
190613_03-04_600components-0056	22	0.0007516462	5.85515301764515E-10	-0.0072775268	0.0112849544	2	-0.6575955332	1025	950.161480233	6.8828125	8.253026395	0.1062616629	0.9771210677	353.4302439024	834.5482926829	0.0072438345	0.9926320542	17.3442528941	143.1425769356	680.7546133669	783.4992977679	825.9044628774	388.4349279943	0.9939957737	-5.3210428866	7.6563696382	2.9259935786	1	5	5	1	1.0212772502	4.49607276430542E-05	5	1.0212772502	0	1	0			1	7.04
190613_03-04_600components-0057	22	0.0007516459	3.82574802633507E-09	-0.0093483403	0.024226327	4	-0.0213920111	1346	778.6000264953	15.8359375	2.117272625	0.5908691835	0.7303309821	1562.1961367013	603.0980683507	0.0203389892	0.8814347929	29.6027669904	62.6771281744	682.7966562029	847.7317456042	612.7139845342	1558.2244528055	0.9841635156	-7.415913038	11.2257683906	2.8974856525	0									1	0			1	7.04
