exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
171211_01-02_600components-0010	22	0.0008363813	2.10516020105459E-09	-0.0102292744	0.0111356897	2	810.6100021762	665.0902292509	640.9119662422	487.267412053	-1.3799473035	1534	812.4592962109	12.7890625	16.7500381064	0.1726894067	0.9986979167	490.6714471969	640.0436766623	0.0157411732	0.9982162832	12.4593353045	208.6943411316	0.98362849	-11.5183072699	20.5190852952	3.3784658936	1	0.0058066754	5	1	1.0421090159	0.0038467856	0.0058066754	1.0421090159	0	1	0			1	6.73
171211_01-02_600components-0011	22	0.0008363814	1.88629046719433E-09	-0.0056828051	0.0107670579	11	872.559377873	754.0944023593	948.952646754	907.3109959836	0.8288290717	5481	778.6884445688	28.859375	2.4930532371	0.1656491779	0.7546468401	875.4891443167	953.5602992155	0.037061517	0.9160278895	81.2963934651	202.6762368934	0.9961822294	-14.4742801251	11.4155192414	3.304123908	1	0.625	2.1022410381	23	2.354167874	0.8863423726	0.0929068059	3.7172681476	0.5320931941	0	1				6.73
171211_01-02_600components-0012	22	0.0008363814	-2.71695166439801E-09	-0.0056257006	0.0135305957	6	712.5941744696	725.9548354036	186.196072748	782.0804743674	0.4164555715	4108	742.5641051564	28.125	1.564820316	0.1216284234	0.9355499886	783.5387049659	189.188412853	0.0378755178	0.7691643579	133.3777022908	208.7121382428	0.9858017496	-11.052997571	22.0108831198	3.2830286478	1	0.8105247217	1.25	21	1.1582504376	0.2880223331	0.1432818818	1.3443545603	0.6672428399	0	1				6.73
171211_01-02_600components-0013	22	0.0008363816	2.05213114558264E-09	-0.0066531583	0.0096142488	5	883.8007422484	658.1174305271	1008.0768177016	393.9876235805	1.1409598978	1156	824.7018275259	7.9375	9.3224560833	0.0932784636	0.9452166803	398.3624567474	1012.8970588235	0.0096246907	0.9942301566	20.2553355191	188.8294758289	0.9966320223	-16.2844467157	7.8430797967	3.269576895	1	0.6815673329	1.6210494433	24	2.4096390081	1.0415077568	0.0929068059	4.1224974839	0.5886605271	0	1				6.73
171211_01-02_600components-0014	22	0.0008363817	-1.40605401369395E-09	-0.0143538631	0.0202763732	1	833.1892078698	677.3673080828	864.3344938881	280.3477377529	-0.7028238247	11	863.1808687649	0.1511230469	2.7738990355	0.55	1	25.3636363636	920.7272727273	0.0001750769	0.9327579039	2.1922402412	6.0810530907	0.9991214249	-8.4666555761	5.3272711774	3.2471418671	2	5	5	3	1.1461323019	0.0001829318	3.8555270635	1.2286945486	1.1444729365	1	0			1	6.73
171211_01-02_600components-0015	22	0.0008363817	-2.10215381255368E-09	-0.0053050761	0.0156253894	8	931.2844996692	761.6618642648	1283.4334788668	889.1665046928	-1.0039120747	764	828.5474163872	5.32421875	4.6549808456	0.0789582472	0.6430976431	868.8285340314	1326.7015706806	0.0064259675	0.976652854	35.0460646764	163.138759784	0.9937144516	-13.3144797077	9.5335518384	3.2083665191	1	0.6815673329	1.9277635318	23	1.8878316443	0.9488596519	0.1013155902	2.8416492675	0.5802517427	0	1				6.73
171211_01-02_600components-0016	22	0.0008363817	3.38880424602639E-10	-0.0058566806	0.0077403835	11	918.327402221	709.7704275088	1089.96977803	694.3118605955	-1.3151635453	3797	809.3003851708	17.3125	1.220872913	0.3259787088	0.5003953611	763.0826968659	1112.4766921254	0.0213919335	0.5736706415	96.2928715195	117.5613585556	0.9909608809	-10.4995844344	18.1369201435	3.1896184368	1	0.573127527	2.1022410381	21	2.1941966296	1.6244506097	0.1013155902	3.4177442734	0.4718119368	0	1				6.73
171211_01-02_600components-0017	22	0.0008363821	3.70738471239586E-09	-0.0089285453	0.011475582	6	913.4999507546	715.7612947787	1359.2094626267	755.5157625949	1.0072502506	2905	745.4152882326	21.59375	2.9845213359	0.3754200052	0.9527714005	756.4106712565	1368.1820998279	0.0289687512	0.9421960444	40.4576005316	120.7465719874	0.9752011158	-6.1009787186	22.0057650153	3.0900905544	2	4.585020216	4.585020216	4	1.1431702961	0.0068781593	3.5355339059	1.187395584	1.0494863101	0	1				6.73
171211_01-02_600components-0018	22	0.0008363822	-3.72005045297726E-09	-0.0109690424	0.0083859135	0	787.3330404148	722.1076294017	326.9744327964	684.9300123154														0.9870498273	-18.9692218463	7.3885178806	3.0707633902	0									0	1				6.73
171211_01-02_600components-0019	22	0.0008363818	3.40793459030249E-09	-0.0146290977	0.0129601631	2	711.8977320298	719.4127587442	55.6761371608	788.3834805782	-1.3564570529	277	722.1972098332	2.669921875	1.1779342234	0.7694444444	0.9928315412	778.0902527076	38.6462093863	0.0036969429	0.5284830751	17.3998339655	20.4958599089	0.9893587848	-11.6457585902	18.4944602903	3.059441556	1	0.3716272234	2.9730177875	12	1.3568360828	0.3561663487	0.1432818818	1.5698726692	0.2283453417	0	1				6.73
171211_01-02_600components-0020	22	0.0008363824	-2.10014075352022E-09	-0.007434025	0.0116175262	2	782.8344565274	687.6985861942	405.5184812609	584.3090963159	-0.2694263246	111	856.2391137858	0.7250976563	1.8654889987	0.6529411765	0.8538461538	538.6666666667	374	0.0008468401	0.8441846605	8.7372643253	16.299270478	0.9878868388	-7.5869290363	15.6943578839	2.8421663087	1	0.2209708691	5	2	1.0081412634	0.00151221	0.2026311804	1.0085121226	0.0183396887	0	1				6.73
171211_01-02_600components-0021	22	0.0008363825	-1.48413409223697E-09	-0.0060806509	0.011542383	11	885.4850718784	793.6879339332	1041.9011003757	1130.3379703345	-0.366697438	5568	782.0872107821	31.265625	2.8505501018	0.1978678038	0.9616580311	1131.9579741379	1040.4263649425	0.0399771593	0.936446853	85.2520445171	243.0152241739	0.9926303336	-11.5278674369	8.0196566879	2.839946289	1	0.625	1.9277635318	21	1.7794578185	0.9184335217	0.1104854346	2.5609513866	0.5145145654	0	1				6.73
171211_01-02_600components-0022	22	0.0008363814	-7.33626719995066E-10	-0.016123744	0.0147739431	3	807.126865444	671.4879991627	720.9965206555	289.9356329632	0.3016308567	34	785.058599504	0.4279785156	2.8635879053	0.5666666667	0.4857142857	270.7941176471	735.4117647059	0.0005451549	0.9370436481	4.0696578091	11.6538228809	0.9977162256	-4.3993671897	9.2565567803	2.7820509576	2	5	5	2	1.0317486266	8.15534195073395E-05	4.2044820763	1.0574276898	0.7955179237	1	0		1		6.73
171211_01-02_600components-0023	22	0.0008363819	-2.33173693827466E-09	-0.0086157563	0.007052537	2	798.3979507153	723.0511351196	574.3919229886	785.08090802	0.8980487244	659	845.2738443469	3.76171875	4.0266247706	0.2809036658	0.8905405405	779.3459787557	572.5447647951	0.0044502959	0.9686711465	16.9393484671	68.2084001359	0.9893713909	-8.4392137193	15.9255651042	2.7696636543	1	0.5255602595	2.292510108	14	1.4184300456	0.3666737482	0.1703918332	1.7176623428	0.3551684263	0	1				6.73
171211_01-02_600components-0024	22	0.0008363814	1.82063523859956E-10	-0.0143799538	0.0234705225	1	798.5203287314	702.5875799972	602.9462495696	613.8029185158	-1.1701912967	1354	680.5930187329	21.03125	3.2691370131	0.5373015873	1	613.2267355982	602.9394387001	0.0309013602	0.9520664995	23.1294807815	75.6134417154	0.9914954104	-7.5753004859	9.869037427	2.741348245	0									1	0		1		6.73
171211_01-02_600components-0025	22	0.0008363817	3.14654939423448E-10	-0.0044416793	0.0096263304	23	877.3411469627	610.3457700795	980.6171509917	190.1526326968	0.847786231	2194	779.846099649	11.171875	5.9411141536	0.1415666538	0.4411823849	220.2816773017	957.8245214221	0.0143257433	0.9857326462	28.0535630798	166.6694206734	0.9875974673	-17.4939653888	7.7631913318	2.7381909005	1	0.5255602595	2.292510108	15	1.5333486628	0.6263242734	0.15625	2.0493066028	0.3693102595	0	1				6.73
171211_01-02_600components-0026	22	0.0008363819	1.36101643732632E-09	-0.0090705971	0.0089474496	4	720.4012669055	691.1967865604	78.6986987493	533.5243799361	0.0156679513	136	782.3149540189	0.8969726563	2.2864228731	0.4548494983	0.480565371	487.625	91.4044117647	0.0011465621	0.8992843651	10.0292966715	22.931213311	0.9827674967	-10.1186284	17.2236168344	2.6188809275	1	0.5255602595	2.1022410381	17	1.5368486077	1.1087743244	0.1313900649	2.0070379587	0.3941701947	0	1				6.73
171211_01-02_600components-0027	22	0.0008363809	-2.31125467708394E-09	-0.0037820284	0.0094736348	19	913.4833799954	566.9469188565	1104.5487431776	71.0078055148	0.2032873808	26864	686.2471140961	116.625	1.8789991894	0.5821270694	0.9901953557	71.9353037522	1104.9803454437	0.1699460699	0.8466197896	146.008342076	274.3495564075	0.9778302428	-22.9429321063	7.6252042967	2.61113119	1	0.0075303263	3.8555270635	6	1.2826000539	0.141248583	0.0048828125	1.4777405358	0.0026475138	0	1				6.73
171211_01-02_600components-0028	22	0.0008363816	-1.45227744403094E-09	-0.012628913	0.0107701859	1	783.9425272493	744.6888082532	460.9210859558	1027.8142136689	0.9312249213	25	801.0418399091	0.2235107422	2.7028441743	0.5208333333	1	1052.36	463.56	0.0002790251	0.9290394668	3.44396009	9.3084874657	0.9909138231	-7.0326426241	13.796889491	2.5827997354	1	0.3407836665	2.9730177875	13	1.3117655383	0.31814881	0.1204852207	1.574152163	0.2202984457	0	1				6.73
171211_01-02_600components-0029	22	0.0008363813	-1.98003539481122E-10	-0.0059753107	0.0090020707	32	946.011982993	792.3911772799	1385.6152319363	1133.8960512813	-0.69337168	5582	750.2848535413	30.53125	1.652748693	0.5700571895	0.9837856891	1137.291830885	1385.8939448227	0.040692878	0.7961854517	67.0165679097	110.7615450228	0.9692097993	-24.8092893714	7.1479699145	2.5297748847	1	0.0425979583	5	2	1.0452570199	0.0170434485	0.0390625	1.0559393876	0.0035354583	0	1				6.73
171211_01-02_600components-0030	22	0.0008363816	3.13339046771051E-10	-0.0047121213	0.0085373423	39	854.4752562184	822.7446056982	874.8716743114	1207.6108589097	-0.2498951298	17238	725.6300685127	78.5625	1.3487303004	0.5727671451	0.9867200916	1204.5625942685	875.8486483351	0.1082679776	0.671021295	133.4487776546	179.9864099725	0.9896529706	-11.5554273447	8.517547252	2.5050324243	1	0.8105247217	1.6210494433	23	2.2826516839	2.0427177145	0.1204852207	3.8400757893	0.6900395009	0	1				6.73
171211_01-02_600components-0031	22	0.0008363813	-4.82979076363111E-10	-0.0125849792	0.0145422789	6	772.8925133807	714.3304697801	153.8899032071	685.2669279449	-0.0323876889	309	785.6009848348	3.353515625	3.498688957	0.6602564103	0.4889240506	680.3139158576	154.0453074434	0.0042687264	0.9582829207	11.162090788	39.0526837774	0.9846165933	-8.3672836489	14.5438883544	2.5021419094	1	0.0106494896	3.2420988866	9	1.4176053493	0.4493552121	0.0053247448	1.6748676822	0.0053247448	1	0			1	6.73
171211_01-02_600components-0032	22	0.0008363818	5.27640905922592E-10	-0.0045011142	0.0095190483	24	839.1236080202	589.9067532648	806.611886014	179.1205463442	-0.6519196312	14208	733.0870542147	65.3125	1.6028386099	0.4639952973	0.9659392209	181.2125563063	807.2965934685	0.0890924204	0.7815096674	116.5339633936	186.7851358964	0.9808207164	-16.7760897899	8.7990653665	2.5002127412	1	0.6815673329	1.9277635318	19	2.1888864008	2.5490234435	0.1432818818	3.5734806188	0.5382854512	0	1				6.73
171211_01-02_600components-0033	22	0.0008363817	-2.24639409233256E-09	-0.0092069356	0.0134322742	2	800.7696207618	686.1166668097	636.9612852225	455.7581763905	-1.2989005272	1052	797.9735106031	9.90625	9.440611066	0.26130154	0.8136117556	424.0085551331	642.7005703422	0.0124142592	0.994374085	12.7112960861	120.0024024945	0.9926694806	-8.3065924845	8.4479182634	2.4888257313	0									1	0		1		6.73
171211_01-02_600components-0034	22	0.0008363803	2.77957421421933E-09	-0.0139412026	0.013326996	0	776.2088183106	764.3343134236	287.9344119202	921.2925112871														0.9431640163	-11.7526566442	14.977056331	2.4742750847	1	0.0075303263	5	1	1.0026250946	7.32387208530053E-05	0.0075303263	1.0026250946	0	1	0			1	6.73
171211_01-02_600components-0035	22	0.0008363811	-1.0774313911125E-10	-0.0072244875	0.0097784951	7	769.4090637131	668.9058663035	498.280862016	410.8844857527	0.9673324464	613	823.4754971323	3.478515625	11.0769102299	0.138562387	0.7211764706	384.0848287113	458.5954323002	0.0042241884	0.995916615	10.2121489052	113.1190566772	0.9902719022	-7.1363685646	7.1379405158	2.4571416089	1	0.573127527	1.767766953	21	2.4443439763	2.4708225321	0.1013155902	4.2293222654	0.4718119368	0	1				6.73
171211_01-02_600components-0036	22	0.0008363835	8.61851688380434E-10	-0.0126124928	0.0236527939	1	812.9409647294	710.2360426015	393.7110168115	659.2616145524	0.554002023	1200	768.9083383754	17.234375	2.3969413204	0.4559270517	1	655.7975	393.9875	0.0224140826	0.9088154511	26.4410304259	63.3775983821	0.9918474572	-4.4652194577	17.4076374759	2.3933496439	0									1	0			1	6.73
171211_01-02_600components-0037	22	0.0008363813	-3.40054740422537E-09	-0.0157436164	0.0200635772	1	934.0623856496	703.6093450583	1396.0615533536	620.0224240907	0	2	759.7368538464	0.0340576172		1	1	494	1404.5	4.48281757230456E-05	1	0	2	0.9872512014	-3.4921141134	13.201990395	2.3830248472	1	3.2420988866	3.8555270635	5	1.1113349369	0.0051200184	2.292510108	1.1740796421	0.9495887786	1	0			1	6.73
171211_01-02_600components-0038	22	0.0008363818	0.000000002	-0.0073537239	0.0605227152	2	800.1483725039	699.1202011156	265.841434358	455.4855947963	0.4545301193	1400	624.8616606895	21.625	2.2930404933	0.564516129	0.9776536313	451.2257142857	262.1685714286	0.0346076602	0.8998971456	28.4686688469	65.2798104568	0.9583749351	-3.9881350565	14.0769409193	2.3803124347	3	3.5355339059	4.2044820763	5	1.0946582056	0.0117013093	2.5	1.1421722883	1.0355339059	1	0			1	6.73
171211_01-02_600components-0039	22	0.0008363813	4.51980309095845E-09	-0.0056070329	0.0089110953	13	952.0703640733	643.1962952752	1407.0152312224	337.3734393611	1.4024002144	10964	740.1738589066	57.875	2.0445943207	0.4944083694	0.9941064466	335.2537395111	1407.2938708501	0.0781910889	0.8722307562	87.1063257654	178.0970989596	0.9786916478	-19.1911692622	7.1082951404	2.3039743005	2	0.3125	3.8555270635	7	1.2171931774	0.2209097749	0.1858136117	1.3034215992	0.1266863883	0	1				6.73
171211_01-02_600components-0040	22	0.0008363814	-1.61980131591182E-09	-0.0059677977	0.0087263323	18	817.8081730119	792.3437888673	711.3369029936	1206.8302435965	-1.1661823492	6806	762.906734271	36.4375	1.1898852669	0.4163200391	0.9953202691	1204.7032030561	710.6911548634	0.0477614083	0.5419400267	95.5784228805	113.7273572194	0.987485095	-8.9528653042	9.386434197	2.2552560461	1	0.7432544469	1.767766953	21	2.6625053169	2.8867948301	0.1313900649	4.4995070783	0.611864382	0	1				6.73
171211_01-02_600components-0041	22	0.0008363822	-2.16257810137464E-09	-0.0183399913	0.012998218	0	893.1794346875	667.3969238134	1234.480133384	395.3091227889														0.9865752208	-8.2993299135	8.874176878	2.2354708556	1	3.2420988866	4.585020216	3	1.0067273337	0.0001533893	2.7262693317	1.0170850283	0.515829555	1	0			1	6.73
171211_01-02_600components-0042	22	0.0008363812	-7.8316154642917E-09	-0.0163096518	0.0143726929	2	804.1032858801	707.7759421308	572.8693494257	657.3780617548	-0.6255881946	257	794.2976929159	3.01953125	2.3464861624	0.5354166667	0.996124031	653.53307393	571.906614786	0.0038015108	0.9046434991	11.898840798	27.9204652814	0.9918039852	-6.5009768299	9.3656367703	2.2291855805	0									1	0		1		6.73
171211_01-02_600components-0043	22	0.0008363841	4.22486099736241E-10	-0.0096734531	0.0161823486	0	867.4199529414	707.6965169187	568.4573485155	1082.348425984														0.9889192179	-10.4166303239	3.476130019	2.2202722376	2	5	4.2044820763	3	1.2770202002	0.0065897771	3.5355339059	1.3882649156	1.4644660941	0	1				6.73
171211_01-02_600components-0044	22	0.000836382	-3.91644232483545E-10	-0.0061238336	0.0085422874	10	938.833817999	674.6967436707	1209.1121230349	516.3900420433	-0.6282581096	1073	833.4366772379	6.1015625	8.0377759704	0.0977587464	0.7675250358	522.4911463187	1184.1388630009	0.0073209671	0.9922305799	19.9868569708	160.6498786842	0.9888440971	-6.445821002	7.5524113014	2.1704728401	1	0.625	1.767766953	23	2.0193843858	2.0717323714	0.0929068059	3.332022296	0.5320931941	0	1				6.73
171211_01-02_600components-0045	22	0.0008363816	1.49748318184089E-09	-0.0083159008	0.0145623332	7	782.7474554543	658.5975072283	471.447483545	291.8223309879	-0.0187786044	49	769.8959874873	0.431640625	1.7490882329	0.8166666667	0.3656716418	281.1836734694	478.4693877551	0.000560648	0.8204443128	5.9732081949	10.4476681665	0.9883183835	-8.8473197715	9.1666763222	2.1449373497	1	0.4819408829	2.292510108	16	1.742728373	1.0129057238	0.1313900649	2.4444550859	0.3505508181	0	1				6.73
171211_01-02_600components-0046	22	0.0008363817	-2.14307396823714E-09	-0.0053414122	0.0102490066	13	842.7358816667	651.9908648187	852.2467888047	382.6162338739	-1.286704089	5704	794.2722227474	29.09375	2.2597649688	0.2694633409	0.9119104716	374.1129032258	848.411115007	0.0366294441	0.8967567121	87.816537104	198.4447342334	0.9933241773	-9.532433772	5.8415745085	2.1177310506	1	0.7432544469	1.6210494433	21	2.6103215022	1.6531549054	0.1313900649	4.5283268793	0.611864382	0	1				6.73
171211_01-02_600components-0047	22	0.0008363817	-5.05260996656627E-10	-0.0069531474	0.0074123144	11	787.180731258	751.0960681162	540.7212684167	940.1642495528	-1.3217365754	54	838.4583376931	0.2900390625	3.1291279532	0.6428571429	0.2903225806	884.7037037037	583.9444444444	0.0003459195	0.9475600216	4.9101361303	15.3644442194	0.9882348323	-6.0368764041	6.9709444722	2.0911705954	1	0.4819408829	2.1022410381	18	1.737385632	1.2233126542	0.1104854346	2.5034801313	0.3714554484	0	1				6.73
171211_01-02_600components-0048	22	0.0008363815	0.000000002	-0.0138121898	0.0168090664	5	873.9395511822	702.2177022134	1271.0242830153	683.6457454009	1.4065349667	228	760.1863439536	2.775390625	12.3588570318	0.3392857143	0.5100671141	542.7850877193	1282.8464912281	0.0036509346	0.9967211166	4.935578721	60.9981117824	0.9823863145	-4.9080643979	8.7150058276	2.0567465283	2	5	4.2044820763	4	1.2990833238	0.0156128009	3.2420988866	1.5163880588	1.7579011134	1	0		1		6.73
171211_01-02_600components-0049	22	0.0008363817	2.11306946253154E-09	-0.0167063321	0.0193509614	0	914.4959119697	750.7763851451	1330.564112313	866.5431874838														0.9736781734	-11.2000571125	6.5158152553	2.011102363	1	4.585020216	4.2044820763	5	1.0432553666	0.0027138673	3.2420988866	1.067136082	1.3429213294	1	0			1	6.73
171211_01-02_600components-0050	22	0.0008363829	-9.36881341411993E-10	-0.0162700481	0.0083689891	0	815.2008784703	659.2220704423	641.5398862201	193.2749322494														0.9879883818	-8.3148088128	5.8390288525	1.9629952245	1	0.7432544469	1.767766953	19	2.2780887841	1.8091250038	0.15625	3.4914124599	0.5870044469	0	1				6.73
171211_01-02_600components-0051	22	0.0008363824	-1.84770856943284E-09	-0.0109982111	0.0159730211	1	828.6974484061	741.4559898279	676.5474210868	1134.9095761721	-0.5402280407	1022	802.1540348728	10.7265625	8.4987817161	0.1690653433	1	1141.7866927593	674.1066536204	0.0133721979	0.9930534735	14.2310072616	120.9462243163	0.9929773127	-4.2093355009	7.8344436845	1.945562236	1	0.8105247217	1.767766953	19	1.5860428512	0.3973316067	0.1703918332	2.0391645497	0.6401328884	1	0		1		6.73
171211_01-02_600components-0052	22	0.000836381	-6.53788572135346E-10	-0.0191080913	0.0378773592	5	799.4995156799	630.3158556547	658.8080272745	249.2285299863	-0.5202562055	30	697.7324478698	0.5004882813	2.4389214368	0.625	0.3571428571	252.4333333333	572.3666666667	0.0007173069	0.9120777422	3.9603038931	9.6588700608	0.959299529	-7.5478273293	10.990888986	1.9114649561	1	0.3407836665	3.5355339059	9	1.1958100757	0.3873124398	0.1703918332	1.3012687761	0.1703918332	0	1				6.73
171211_01-02_600components-0053	22	0.000836382	1.22323365319897E-10	-0.0069316604	0.0090847455	7	828.9514806753	785.1989740446	790.4383680193	1067.2871097467	-0.9425632729	3531	780.5206801447	19.609375	3.0813462373	0.2063464236	0.7691134829	1071.3457943925	817.1823845936	0.0251234535	0.9458742115	57.5477597836	177.3245730763	0.9908803134	-6.2114153106	5.9703581255	1.8992304467	1	0.8838834765	1.4865088938	23	2.5400648283	2.2087213776	0.1313900649	3.8819297646	0.7524934116	0	1				6.73
171211_01-02_600components-0054	22	0.0008363799	5.36465130082217E-10	-0.0349222931	0.0324879958	0	790.082226376	690.7965230719	698.2794362229	776.4121733343														0.9985075409	-4.5173033379	4.1886983125	1.8924405437	2	5	5	1	1.0860432772	9.256092791561E-05	4.585020216	1.1325354073	0.414979784	1	0			1	6.73
171211_01-02_600components-0055	22	0.0008363818	2.09170327000831E-09	-0.0107345078	0.0274435232	8	816.3368664355	752.9538063281	607.6510008755	1097.083025385	0.0926513888	341	770.3222674492	4.3125	2.5004611147	0.4775910364	0.512012012	1101.9970674487	614.2873900293	0.0055983063	0.916547329	15.3200234507	38.3071229142	0.9704170742	-4.8030732068	10.3047190779	1.8741972621	1	0.0116133507	2.9730177875	9	1.2447087248	0.1251376622	0.0058066754	1.417426211	0.0058066754	0	1				6.73
171211_01-02_600components-0056	22	0.0008363812	-0.000000006	-0.0126799051	0.0132955618	0	829.3470409588	702.8421166134	717.8557109006	824.8297225575														0.9921437221	-4.8886253944	6.7230617067	1.8551401326	3	4.585020216	4.585020216	3	1.0407988122	0.0004398316	3.8555270635	1.0645215667	0.7294931525	1	0		1		6.73
171211_01-02_600components-0057	22	0.0008363822	-2.57726269448027E-09	-0.011038081	0.0125212919	6	788.7349771361	702.5329505859	300.8471076031	549.6510503915	-1.316716073	1293	823.3580983337	10.5078125	1.3453794741	0.5701058201	0.8966712899	552.8623356535	304.2389791183	0.0127621414	0.6689752098	38.0927829703	51.2492483203	0.9793718886	-4.9623353317	10.0323657199	1.8038974061	0									0	1				6.73
171211_01-02_600components-0058	22	0.0008363825	-6.19478680989784E-10	-0.0097449935	0.0108805765	15	928.356124998	744.8358991104	1442.4682193582	918.8218274616	-1.5683286503	4628	754.9956558323	28.53125	4.4421154685	0.5654936461	0.9878335112	922.1376404494	1446.6348314607	0.0377899525	0.9743315151	39.0628560062	173.5217169088	0.9507991574	-14.7609999064	9.0228346678	1.7831174106	2	4.2044820763	4.2044820763	4	1.0385728043	0.0038516118	3.2420988866	1.0531644239	0.9623831896	0	1				6.73
