exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
171211_01-02_600components-0122	22	0.0008363821	-8.81680911816669E-10	-0.0179552816	0.0648852118	2	808.4385694882	711.9183074755	133.9785192869	787.9160776377	-0.283477757	180	786.3876696369	5.29296875	3.700628331	0.3409090909	0.9677419355	788.3166666667	123.9555555556	0.0067307372	0.9627973743	10.8280454322	40.0705716963	0.9702437894	-3.3914826906	1.6360190748	0.6189382249	3	5	5	1	1.0874218507	0.0018372124	4.585020216	1.1207523769	0.414979784	1	0			1	6.73
171211_01-02_600components-0123	22	0.000836383	8.43638712531628E-10	-0.014467636	0.0169700998	2	816.6953269766	720.1735201602	548.7233491798	1044.8495544507	-0.5318489112	7	872.3213304338	0.0831298828	1.4494411535	0.7777777778	0.7	1066.7142857143	500.8571428571	9.52973175276634E-05	0.7238845965	2.471345654	3.5820700954	0.9552231885	-2.5207931592	1.9705841176	0.6134851923	3	5	5	1	1.1142708114	0.0034664288	4.585020216	1.1628066998	0.414979784	1	0			1	6.73
171211_01-02_600components-0124	22	0.000836383	1.79943410239851E-09	-0.0099369528	0.0381666482	1	822.3285169766	715.3641912165	144.8900115537	719.8045638996	0.7537239816	345	836.3326757159	6.30078125	2.3777652625	0.4248768473	1	715.4144927536	136.7275362319	0.0075338217	0.9072633552	14.8700145207	35.3574039798	0.9425777961	-2.4967344123	2.4209276566	0.611430052	2	5	5	1	1.1447971723	0.0082000182	4.2044820763	1.2489663378	0.7955179237	1	0			1	6.73
171211_01-02_600components-0125	22	0.0008363829	3.76203052875634E-09	-0.0170556694	0.0244030488	1	820.4382142734	712.3205369915	152.32253974	662.7945456064	0.1127485165	159	861.2258976826	2.56640625	2.6096577091	0.6913043478	1	651.2955974843	141.4968553459	0.0029799455	0.923668706	9.2108629274	24.0371994455	0.952846153	-1.4847307621	2.9765412518	0.6103324638	4	5	5	2	1.1051816482	0.0049778294	4.2044820763	1.2025010822	0.7955179237	1	0			1	6.73
171211_01-02_600components-0126	22	0.0008363826	-7.06308347971376E-10	-0.0154138518	0.0154076763	1	825.7729693856	719.4717844717	704.1635899822	909.8344529633	-0.4121145435	54	881.65953735	0.5703125	1.5891534162	0.7714285714	1	915.0555555556	764.4444444444	0.0006468625	0.7771901122	6.5609093571	10.4262915185	0.9454239559	-2.5074523276	2.2196031432	0.6084780683	4	5	5	1	1.1363038309	0.0050288922	4.585020216	1.1879039063	0.414979784	1	0			1	6.73
171211_01-02_600components-0127	22	0.0008363825	1.08559135520792E-09	-0.0203556468	0.0262892623	1	822.8245423074	716.5155656904	376.4834323399	910.3389678861	0.4226384993	163	852.728315152	2.826171875	3.1207144732	0.5224358974	1	904.7668711656	370.3251533742	0.00331427	0.9472690035	8.3560833191	26.0769501529	0.9438532377	-2.0273872964	2.6983709581	0.6006260114	3	5	5	1	1.1709723767	0.0096008165	4.2044820763	1.2796228053	0.7955179237	1	0			1	6.73
171211_01-02_600components-0128	22	0.0008363825	2.50737846909507E-09	-0.0125840127	0.0139660327	0	812.5232540749	711.2329167808	594.882816786	991.6307625293														0.9522966256	-1.9898582096	1.6901728017	0.5870057959	3	5	5	1	1.1798614261	0.0084043703	4.2044820763	1.2895978822	0.7955179237	1	0			1	6.73
171211_01-02_600components-0129	22	0.0008363831	1.1846959954788E-10	-0.0128035906	0.0170807986	1	827.1919724519	717.2810123506	203.7958795258	762.7351293507	0.2724358336	397	874.9630435175	4.34765625	2.565338413	0.4401330377	1	757.7556675063	198.6246851385	0.0049689599	0.9208944091	16.7832676797	43.0547612746	0.9214155518	-2.1649740658	2.4064454983	0.5856546146	3	5	5	1	1.1348323454	0.0104592339	4.2044820763	1.238092621	0.7955179237	1	0			1	6.73
171211_01-02_600components-0130	22	0.0008363824	-1.60268331511474E-09	-0.014781969	0.0215609476	0	825.3254797609	740.5087119612	404.2356055235	945.7514218906														0.8523231222	-5.4732552583	3.0068918085	0.581015779	2	0.1703918332	2.5	12	1.1226954811	0.1245066124	0.0656950324	1.2585210472	0.1046968008	1	0			1	6.73
171211_01-02_600components-0131	22	0.0008363828	9.54712181352203E-11	-0.0174966957	0.0191684342	0	822.6285174785	714.3784468567	681.3204410644	917.5771700257														0.9372048616	-2.5518775674	2.1570378423	0.5775678236	3	5	5	2	1.1400022221	0.0091601076	4.2044820763	1.2191575196	0.7955179237	1	0			1	6.73
171211_01-02_600components-0132	22	0.000836383	-9.80072093387185E-09	-0.0136312783	0.0304628427	0	837.992081777	705.8393543856	777.8720371148	237.5998185957														0.847277503	-5.6880108743	7.9525781748	0.5694315568	2	0.0075303263	3.2420988866	6	1.7781767888	0.0539407204	0.0048828125	2.8248688827	0.0026475138	1	0			1	6.73
171211_01-02_600components-0133	22	0.0008363834	-4.60845081542179E-09	-0.0134019808	0.0212132688	0	840.7706811693	719.8573889672	564.0816473495	1080.3277990998														0.8227437215	-2.1332928763	3.3067705017	0.568580302	2	5	5	0	1.1490076149	0.0181683911	4.585020216	1.2066131778	0.414979784	1	0			1	6.73
171211_01-02_600components-0134	22	0.0008363828	-1.07936024653901E-09	-0.0133395174	0.0255080616	1	826.0790457831	714.0856335677	286.3185894999	780.9703578307	0.7735694724	152	872.4807566364	2.5078125	1.170830567	0.7755102041	1	785.7171052632	296.7171052632	0.0028743471	0.5201177835	12.9611451545	15.17530493	0.9292977571	-2.8187404019	2.3637305625	0.5649682081	2	5	5	1	1.1195204552	0.0084955417	4.2044820763	1.2099172383	0.7955179237	1	0			1	6.73
171211_01-02_600components-0135	22	0.0008363821	-4.63116779088516E-09	-0.0266219794	0.0283728091	0	827.1739711644	709.9177688458	754.4630052283	706.4058118127														0.9453358114	-2.3083687247	2.0708331127	0.5623680207	3	5	5	2	1.1952660108	0.0110512623	4.2044820763	1.2771596149	0.7955179237	1	0			1	6.73
171211_01-02_600components-0136	22	0.0008363825	3.52192448015977E-09	-0.015746533	0.0274232203	0	836.5177471126	703.8992109219	701.154620498	217.9591230442														0.8934515962	-2.5870011592	3.6944619491	0.5438174151	3	5	5	0	1.0717688355	0.0056724811	4.585020216	1.1064482934	0.414979784	1	0			1	6.73
171211_01-02_600components-0137	22	0.0008363841	-2.52263767042891E-10	-0.0140585641	0.0191110973	4	820.2794574135	715.9713780651	137.7153671878	747.9211562752	-1.4917602574	90	875.5318183907	1.0302734375	2.521533787	0.5263157895	0.5142857143	711.6	115.6444444444	0.0011767401	0.9179984297	7.9200124074	19.9705788787	0.9182087509	-2.3465281844	2.2364090584	0.5391769888	2	5	5	0	1.1937185673	0.0101716073	4.585020216	1.2666444735	0.414979784	1	0			1	6.73
171211_01-02_600components-0138	22	0.0008363821	-2.33655617713054E-11	-0.0377983428	0.0420269845	0	808.7333553501	712.3207734192	584.5725485347	1090.3963567747														0.9655717538	-2.16880858	2.291120958	0.5290713395	3	5	5	2	1.1349298877	0.0046556292	4.2044820763	1.2280639973	0.7955179237	1	0			1	6.73
171211_01-02_600components-0139	22	0.0008363824	-2.83961237705529E-10	-0.046550862	0.0446881742	0	824.7406810723	722.8330603835	563.6017450047	1079.001566515														0.9177175727	-1.4893708187	2.540027622	0.5286295494	3	5	4.585020216	2	1.0618362885	0.0079829695	3.8555270635	1.0797110062	1.1444729365	1	0			1	6.73
171211_01-02_600components-0140	22	0.0008363824	-3.72366366596532E-10	-0.0134994743	0.0169130666	0	821.1653096295	708.0508600397	657.7054648812	484.3528174466														0.9304538554	-1.8668726986	2.3322617452	0.5254055984	3	5	5	2	1.1329600204	0.0090394728	4.2044820763	1.2452367159	0.7955179237	1	0			1	6.73
171211_01-02_600components-0141	22	0.0008363828	-2.68773143661717E-10	-0.0155605684	0.0201263358	0	825.581276065	717.0223518097	434.5157129956	968.3162637635														0.9142836842	-2.6290097728	1.9186390558	0.5196320476	2	5	5	1	1.1257826873	0.0108304061	4.2044820763	1.2301391137	0.7955179237	1	0			1	6.73
171211_01-02_600components-0142	22	0.0008363827	2.21095475795296E-11	-0.0243364462	0.0229706735	1	827.1248435904	713.5335456229	399.7092790746	896.6388451516	0	7	875.8814193327	0.0961303711	1.0801234497	0.7777777778	1	752.2857142857	181	0.0001097527	0.377964473	2.7994168489	3.0237157841	0.9397520567	-1.7889156565	2.141082957	0.5185376696	3	5	5	2	1.16507463	0.0099627283	4.2044820763	1.2727942098	0.7955179237	1	0			1	6.73
171211_01-02_600components-0143	22	0.000836383	1.56478385069383E-09	-0.010428463	0.0206092151	1	826.0362339353	717.6751857118	403.7040836377	886.2360144988	-1.2092034659	254	870.4167478502	3.29296875	2.4934500065	0.5141700405	1	876.4881889764	392.2125984252	0.0037832093	0.9160558358	12.4579354791	31.0632393007	0.9046896408	-1.9886327438	1.9657698182	0.517401651	2	5	5	1	1.1395547217	0.0129607337	4.2044820763	1.2580491475	0.7955179237	1	0			1	6.73
171211_01-02_600components-0144	22	0.0008363851	3.30522036763535E-09	-0.0145638023	0.0273082619	1	839.3389288649	712.9150160023	694.8176807343	256.9320698804	-0.9966930653	128	883.2748131832	1.888671875	1.6190036734	0.5378151261	1	253.90625	693.484375	0.0021382608	0.7864422423	11.0961525433	17.9647117284	0.8430127577	-2.3511598657	2.6949599081	0.516264631	3	5	5	0	1.1123218661	0.0125859587	4.585020216	1.1572347613	0.414979784	1	0			1	6.73
171211_01-02_600components-0145	22	0.0008363846	0.000000002	-0.0192755946	0.012566479	0	850.7964624111	723.7863381711	1125.7309193489	872.3119421664														0.5501512378	-2.5434229167	2.0156465412	0.5099153472	2	5	5	0	1.0715348733	0.0236454929	4.585020216	1.128218848	0.414979784	1	0			1	6.73
171211_01-02_600components-0146	22	0.0008363832	-2.23230693835564E-10	-0.014108282	0.0213118941	1	827.8441040215	718.4030906495	648.6875451018	1067.5415963635	0.2439303398	66	879.2048304181	0.9809570313	4.396641736	0.5238095238	1	1147.2575757576	735	0.0011157321	0.9737906191	4.6000999769	20.2249915486	0.9001592158	-1.8656041228	2.261149541	0.5072284932	2	5	5	1	1.1394629854	0.0140518301	4.2044820763	1.2363246852	0.7955179237	1	0			1	6.73
171211_01-02_600components-0147	22	0.0008363827	2.23366497495971E-09	-0.0133376203	0.0146653333	1	826.3426784154	714.2115201532	290.7767906882	806.3109143633	1.2050420856	20	886.8233257376	0.2130126953	1.6886647591	0.8333333333	1	755.3	248.6	0.0002401974	0.8058028833	3.8402033107	6.4848159984	0.8963142308	-1.4834360054	2.6827489739	0.5056152413	2	5	5	1	1.1607226997	0.0167825485	4.2044820763	1.276000784	0.7955179237	1	0			1	6.73
171211_01-02_600components-0148	22	0.0008363829	-1.73887896883851E-09	-0.0129535778	0.0380724208	1	831.6165953352	709.2186931181	656.1477492664	241.5073929478	0.8183743671	259	846.6130563915	5.015625	3.1488379	0.4331103679	1	234.1891891892	656.7451737452	0.0059243417	0.9482323266	10.4092954166	32.77718392	0.8907145733	-1.9875399433	1.8674891709	0.5038950267	3	5	5	0	1.1455868761	0.0110889602	4.585020216	1.1924694164	0.414979784	1	0			1	6.73
171211_01-02_600components-0149	22	0.000836385	1.60698403697968E-09	-0.0139857871	0.0146183388	1	837.3901863995	714.7771673703	636.953255694	652.4299570091	-1.2490457724	5	891.0219959127	0.0480957031	1.7320508076	0.8333333333	1	442.2	758.6	5.39781322409826E-05	0.8164965809	1.788854382	3.098386677	0.8629466299	-2.6790601378	1.4877265524	0.501902206	2	5	5	1	1.1423747561	0.0197099641	4.2044820763	1.2408540734	0.7955179237	1	0			1	6.73
171211_01-02_600components-0150	22	0.0008363829	-1.72786484486279E-09	-0.0191006863	0.0165698516	0	831.4985290788	715.0459442477	727.2777021167	1026.8426023911														0.9072047558	-1.766269297	2.3050554491	0.5005459933	2	5	5	1	1.1312248174	0.0120908054	4.2044820763	1.2339878734	0.7955179237	1	0			1	6.73
171211_01-02_600components-0151	22	0.0008363828	1.27790828476901E-09	-0.0117861904	0.0143470528	0	826.714997038	713.9100859801	562.4895984214	1073.1312974086														0.8946457052	-2.5295129482	2.0625652984	0.4996732002	3	5	5	1	1.1587403861	0.0173869312	4.2044820763	1.2446338667	0.7955179237	1	0			1	6.73
171211_01-02_600components-0152	22	0.000836383	7.89665903546564E-10	-0.014242462	0.043333319	1	829.2406270718	715.0088456516	75.2312953826	664.0864383731	-0.0966002532	135	862.3179975618	2.95703125	3.8514027499	0.6490384615	1	660.4962962963	66.5407407407	0.0034291656	0.9657039569	6.9178159769	26.6432954766	0.892765897	-1.866594164	2.9778241988	0.4917892747	2	5	5	0	1.1411651465	0.0100694632	4.585020216	1.1911053919	0.414979784	1	0			1	6.73
171211_01-02_600components-0153	22	0.0008363832	2.08369659216768E-09	-0.0125403711	0.0151285799	0	827.3420290181	715.1138292588	556.0907353831	1085.5632029489														0.8749497266	-2.1901056461	2.0089576607	0.4916647567	3	5	5	2	1.1130440966	0.0144654853	4.2044820763	1.208162234	0.7955179237	1	0			1	6.73
171211_01-02_600components-0154	22	0.0008363841	-0.000000001	-0.00999859	0.0097421189	0	849.2994719874	723.7829328075	1166.6236292627	758.3297181344														0.5479446476	-2.7460869309	1.7376343771	0.4883403372	2	5	5	0	1.078384718	0.0274733018	4.585020216	1.1182065384	0.414979784	1	0			1	6.73
171211_01-02_600components-0155	22	0.0008363833	9.24490233773756E-10	-0.0661387155	0.0453087913	0	837.8081233911	705.9941669455	881.6509859971	207.9578005465														0.8259774674	-2.1958082946	1.7229988838	0.4866633165	2	5	5	1	1.1008847227	0.0200820866	4.2044820763	1.1539268732	0.7955179237	1	0			1	6.73
171211_01-02_600components-0156	22	0.000836383	-2.20233802322623E-09	-0.0175577374	0.0232596285	1	824.0418548008	715.2445748713	70.9587978186	683.7478689725	0.7853981634	20	878.4046668669	0.376953125	2.7305934064	0.5555555556	1	656.7	36.3	0.0004291338	0.9305279969	3.0199337741	8.2462112512	0.8885784241	-2.9315457752	1.6806093196	0.4866271464	3	5	5	2	1.1038280679	0.0115917979	4.2044820763	1.206665658	0.7955179237	1	0			1	6.73
171211_01-02_600components-0157	22	0.0008363849	2.8831684814518E-09	-0.0099429679	0.0107270485	0	851.9633440402	725.8071127963	1062.5005455131	830.8650513098														0.5035794553	-2.9979623715	1.9011026302	0.4857401224	2	0.2627801298	0.625	45	2.9944654427	1.3082008067	0.0058066754	5.3855577092	0.2569734544	1	0			1	6.73
171211_01-02_600components-0158	22	0.0008363828	-1.58487598373365E-09	-0.0173660662	0.0251867972	0	830.6324874876	718.4566708807	558.2676926643	1082.2840255037														0.8692503338	-2.0284213707	1.6075101514	0.4840460721	3	5	5	1	1.112571344	0.0104137167	4.585020216	1.1510277093	0.414979784	1	0			1	6.73
171211_01-02_600components-0159	22	0.0008363832	1.04999813191872E-10	-0.0173986875	0.0270589879	2	829.9124938563	712.7927969506	106.4679976056	677.4626498683	0	18	882.8310880508	0.3271484375	2.0916500663	1	0.9	661	68.5	0.0003705674	0.8783100657	3.2659863237	6.8313005106	0.8899417598	-1.9452963944	1.6732134235	0.4836529781	3	5	5	1	1.1394819367	0.0156149849	4.2044820763	1.2218224012	0.7955179237	1	0			1	6.73
171211_01-02_600components-0160	22	0.000836383	-1.95895915915678E-10	-0.0197060746	0.0234145397	1	830.9653446879	718.7365556029	597.9536238009	1095.3912387994	1.5707963268	2	873.8307037554	0.0401611328		1	1	1104.5	619	4.59598554272623E-05	1	0	2	0.887701936	-3.4408830325	2.1094258395	0.4761888835	2	5	5	1	1.1205850658	0.014664547	4.2044820763	1.1794925283	0.7955179237	1	0			1	6.73
171211_01-02_600components-0161	22	0.0008363831	-1.20174705161694E-10	-0.0131994128	0.0138363724	1	828.9348742702	717.6023267367	641.945016734	1046.9822160975	-0.6435011088	6	886.7764687895	0.0692138672	2.0310096012	0.6666666667	1	1040.8333333333	641	7.80510868561738E-05	0.8703882798	1.8856180832	3.829708431	0.867820902	-2.1725068327	2.0667000881	0.4743308031	2	5	5	1	1.1277701	0.017466996	4.2044820763	1.2393053072	0.7955179237	1	0			1	6.73
171211_01-02_600components-0162	22	0.0008363845	3.15852029990078E-10	-0.0095415691	0.0162815088	0	841.6557229484	719.6993672181	863.9291013788	519.1069998568														0.6307393514	-2.0711182265	3.0722545403	0.4737622781	2	5	5	0	1.0671611495	0.0182060981	4.585020216	1.1175322939	0.414979784	1	0			1	6.73
171211_01-02_600components-0163	22	0.0008363829	-9.54707897988675E-11	-0.0122884406	0.0427492995	1	829.9453348747	717.5984657829	143.2214115518	672.8040485798	0.1137007928	157	853.3727655767	3.486328125	1.6528471212	0.5340136054	1	661.1910828025	125.1656050955	0.004085352	0.796212832	12.2620068018	20.267222642	0.8865051812	-1.95766801	1.9428555516	0.4733954563	3	5	5	0	1.1486010707	0.0111973386	4.585020216	1.2014025878	0.414979784	1	0			1	6.73
171211_01-02_600components-0164	22	0.0008363835	1.16809780542792E-09	-0.0118975	0.0141258762	1	829.5126571063	715.5329121966	231.2953002648	823.93164546	0	2	888.4138831442	0.0198822021		1	1	734	61.5	2.23794365730433E-05	1	0	2	0.8821855609	-2.2713920514	1.6198707373	0.4699450918	3	5	5	2	1.1458705874	0.0176766517	4.2044820763	1.2360767108	0.7955179237	1	0			1	6.73
171211_01-02_600components-0165	22	0.000836383	3.7150995372723E-09	-0.0197047276	0.0316308889	1	832.1208553508	709.4465825086	885.0417193731	218.8110450373	1.5707963268	3	871.4189563825	0.0793457031		1	1	114	924	9.1053450861788E-05	1	0	3.2659863237	0.8770587324	-1.6541639464	2.123417529	0.4688680277	2	5	5	0	1.167949973	0.0140117805	4.585020216	1.2262651097	0.414979784	1	0			1	6.73
171211_01-02_600components-0166	22	0.0008363836	1.81368600935227E-09	-0.0091484975	0.026477551	1	834.4277852537	717.2951811614	174.2330697248	772.8017740779	-0.0846459565	218	877.2343877993	3.337890625	2.8199008626	0.7077922078	1	766.9724770642	164.0275229358	0.0038050157	0.9350096023	10.4767857461	29.5434971632	0.8273715827	-2.7538402817	1.804389803	0.4649829046	2	5	5	0	1.1243017172	0.0147551844	4.585020216	1.1777034917	0.414979784	1	0			1	6.73
171211_01-02_600components-0167	22	0.0008363835	1.75067615541724E-10	-0.012062003	0.0174216125	2	834.2126590155	717.1066726528	174.6809917498	747.8789971092	-0.0980552863	26	890.9815455626	0.3303222656	2.794881794	0.7222222222	0.4642857143	658.7307692308	69.6923076923	0.0003707397	0.9337994373	3.4925354027	9.7612236119	0.8066085255	-1.7033433413	2.9550947392	0.4577995104	2	5	5	0	1.1142557548	0.0152510389	4.585020216	1.1685097066	0.414979784	1	0			1	6.73
171211_01-02_600components-0168	22	0.0008363827	-2.46123568993217E-09	-0.0148975995	0.0165587118	0	825.037733159	716.3927173674	143.6047965232	769.7846139403														0.8909729161	-2.3184575771	1.8782329868	0.4575596394	2	5	5	1	1.1247771503	0.0138492193	4.2044820763	1.2283562037	0.7955179237	1	0			1	6.73
171211_01-02_600components-0169	22	0.0008363839	2.08883691164479E-09	-0.0086938818	0.0303566791	0	849.0153282078	722.8580032366	1009.2779649927	357.8812137146														0.4560109555	-1.7370940966	2.9522190177	0.4548468217	1	0.2627801298	0.6815673329	47	3.4733235851	1.2949642704	0.0048828125	6.6203093073	0.2578973173	0	0	1			6.73
171211_01-02_600components-0170	22	0.0008363833	-9.15180704882025E-10	-0.013241555	0.0382601643	2	830.1459525397	715.078498241	157.0672176424	790.4348166704	-0.0888314938	39	878.5304763719	0.8696289063	3.4621842637	0.8125	0.5735294118	785.6923076923	135.5641025641	0.0009898677	0.9573788912	3.8033129063	13.1677700942	0.8480580352	-2.9847321401	2.1022680271	0.4544204633	2	5	5	0	1.09108234	0.0097596767	4.585020216	1.1309900403	0.414979784	0	0	1			6.73
171211_01-02_600components-0171	22	0.0008363847	1.72912317065096E-09	-0.009010472	0.0106764098	0	851.4749929856	723.9763623349	1114.5794623687	540.1933982259														0.4351137619	-2.8861322507	1.6495919361	0.4544093412	1	0.2865637635	0.4419417382	48	3.775562375	1.539277565	0.0048828125	6.2120262527	0.281680951	0	0	1			6.73
171211_01-02_600components-0172	22	0.0008363842	7.03815293583038E-10	-0.0115042461	0.0140658108	0	850.4813229568	723.0930289266	1140.7682198665	375.1475916933														0.447971991	-1.6828259806	2.75541345	0.4543286807	1	0.2865637635	0.4819408829	48	3.3358615913	1.4896817532	0.0048828125	5.7803739014	0.281680951	0	0	1			6.73
171211_01-02_600components-0173	22	0.0008363843	1.11977953057667E-09	-0.009280738	0.0120614139	0	846.6112629175	722.4468442492	762.5259175619	969.5141326999														0.5907193454	-2.5048551304	1.9640751666	0.4534302086	2	5	5	0	1.0889886226	0.0273400622	4.585020216	1.1286305299	0.414979784	0	0	1			6.73
171211_01-02_600components-0174	22	0.0008363845	1.57929867918177E-09	-0.011796616	0.0183156765	0	850.560922568	724.0792293413	1127.9814732767	659.5443636991														0.4166333448	-2.9709384958	1.855137409	0.4491733826	2	0.2865637635	0.8105247217	41	2.2986738682	0.9000014751	0.0089551176	3.066841143	0.2776086459	0	0	1			6.73
171211_01-02_600components-0175	22	0.0008363828	2.13421794103635E-09	-0.0168580912	0.0204981261	1	828.4917088919	715.7115291484	134.549046009	659.2724036085	0	13	878.0724140863	0.2386474609	1.6911534525	0.8666666667	1	659.1538461538	134	0.0002717856	0.8064425896	3.0769230769	5.2035490847	0.8264578061	-2.0906882677	1.4390254143	0.4490017444	2	5	5	0	1.134978177	0.0160960418	4.585020216	1.183445526	0.414979784	0	0	1			6.73
171211_01-02_600components-0176	22	0.000836383	-2.23033918614505E-10	-0.0240913489	0.0205013256	0	833.3193657771	713.4531229748	604.8491106265	980.414532253														0.8677145793	-2.2327413529	1.9746519394	0.4470699569	2	5	5	1	1.1241043734	0.0171079659	4.2044820763	1.2148444729	0.7955179237	0	0	1			6.73
171211_01-02_600components-0177	22	0.0008363829	-3.60417028651954E-09	-0.0158788447	0.0309806481	1	827.6272324957	715.4253033462	92.3904499727	653.725375052	-1.2693646377	169	867.4558363761	3.00390625	2.4445391896	0.3550420168	1	653.5680473373	92.798816568	0.0034628924	0.91250074	12.5497796922	30.6784282786	0.8621951214	-1.4296902569	2.1453278012	0.4451703426	3	5	5	1	1.1284739064	0.0178837535	4.2044820763	1.2367523438	0.7955179237	0	0	1			6.73
171211_01-02_600components-0178	22	0.0008363847	2.79055761295448E-09	-0.0139223586	0.0156536337	1	843.7369539414	718.7305060704	602.088644615	286.6829877712	0.7853981634	8	895.0370616357	0.1059570313	1.2649110641	0.8888888889	1	254.875	569.875	0.0001183828	0.6123724357	2.7386127875	3.4641016151	0.6347321043	-1.8111450709	2.5971896041	0.4436497499	3	5	5	1	1.0811152435	0.0217263859	4.585020216	1.1285029979	0.414979784	0	0	1			6.73
171211_01-02_600components-0179	22	0.000836384	-1.31530461370402E-09	-0.0084629525	0.0104169718	0	847.1897829112	721.095598842	297.7485285886	771.1791719217														0.5258688443	-1.858299832	3.1594431193	0.4418009525	1	0.2627801298	0.8838834765	47	2.319104699	1.1355893871	0.0048828125	4.4997557381	0.2578973173	0	0	1			6.73
171211_01-02_600components-0180	22	0.0008363836	-2.73367457816078E-09	-0.008535624	0.0087219179	0	849.9933886744	721.9817628178	1217.0758341901	384.7996450598														0.4166844635	-1.5303511316	2.7940861986	0.4401840212	1	0.2209708691	0.15625	45	3.974003736	1.3404689381	0.0048828125	7.8197550871	0.2160880566	0	0	1			6.73
171211_01-02_600components-0181	22	0.0008363831	-1.11341068376454E-09	-0.0158149364	0.0138346953	0	829.4118100746	715.5804938857	294.5362356754	602.9301659053														0.8589885981	-2.3253847798	1.8697368097	0.4394780897	3	5	5	2	1.1216994188	0.0174606619	4.2044820763	1.2295951368	0.7955179237	0	0	1			6.73
171211_01-02_600components-0182	22	0.0008363838	3.59129813464187E-10	-0.0102174975	0.0115833992	0	844.898182181	721.2898015554	476.5183145514	730.9511857915														0.5673273591	-2.2788918674	1.8137772896	0.4390557136	2	5	5	0	1.0725611029	0.0235555235	4.585020216	1.1194376465	0.414979784	0	0	1			6.73
171211_01-02_600components-0183	22	0.0008363839	2.767696431546E-10	-0.0090542122	0.010460518	0	850.8025558549	723.2472204838	1218.383591059	294.1461393193														0.3925187762	-1.806906534	2.3179118946	0.4380114499	1	0.2627801298	0.8838834765	47	2.9485766897	1.053542515	0.0048828125	4.7549907101	0.2578973173	0	0	1			6.73
171211_01-02_600components-0184	22	0.0008363845	-6.04943605362355E-10	-0.0160182748	0.0098634932	0	849.7832030925	722.5741544423	1131.3821318504	728.7854660284														0.4235786866	-1.9510490208	2.1668499298	0.4349736252	2	0.3125	0.625	46	2.7637027254	1.2817222723	0.0063322244	4.9157124811	0.3061677756	0	0	1			6.73
171211_01-02_600components-0185	22	0.0008363843	4.89931927409252E-09	-0.00963182	0.0088813866	0	849.0576780625	720.9851007052	1254.8962171448	426.290012637														0.4303271487	-1.9058485295	1.8309383999	0.4276181281	1	0.3125	0.078125	49	4.0559186937	1.9226501821	0.0048828125	10.9214102716	0.3076171875	0	0	1			6.73
171211_01-02_600components-0186	22	0.0008363845	-1.15187578064372E-09	-0.0119407308	0.0172042639	0	850.6732862398	722.9673774982	923.9680147803	382.2742340658														0.381667198	-2.3889700822	2.5085872623	0.426996711	1	0.3125	0.6815673329	49	2.8853447372	1.054788889	0.0048828125	5.3800834448	0.3076171875	0	0	1			6.73
171211_01-02_600components-0187	22	0.0008363843	3.93489667459039E-10	-0.0082991628	0.0141181748	0	850.6324856381	723.1282474992	1032.9954736102	437.5856409987														0.3746110105	-2.9947181012	1.6548579896	0.4259639036	1	0.2865637635	0.4819408829	48	3.7408122748	1.3773182511	0.0048828125	5.465240791	0.281680951	0	0	1			6.73
171211_01-02_600components-0188	22	0.0008363836	-0.000000005	-0.0365785054	0.0140107037	0	850.3945182853	723.8662459872	1227.925271852	349.3598253756														0.3667723866	-3.6687258666	2.085665377	0.425884995	1	0.3407836665	0.0851959166	50	3.5441565273	1.1900075438	0.0048828125	7.0100505797	0.335900854	0	0	1			6.73
171211_01-02_600components-0189	22	0.0008363835	-6.83208056206197E-11	-0.0156717291	0.015964882	1	832.2102276619	714.6193071521	363.2648933315	922.8410428514	-1.3077631173	11	885.5393917526	0.1362304688	1.4168976552	0.9166666667	1	921.3636363636	297.9090909091	0.000153839	0.7084437526	3.0673563246	4.3461299841	0.8421419404	-1.9844564963	1.755575997	0.4248287832	2	5	5	0	1.1368603079	0.0148561385	4.585020216	1.1854800447	0.414979784	0	0	1			6.73
171211_01-02_600components-0190	22	0.0008363841	2.73496482742952E-09	-0.0110295806	0.008816053	0	850.5375543433	723.5843527258	1065.6290344929	624.0743169644														0.3275185966	-1.4893233058	2.6669239875	0.4240033476	1	0.2865637635	0.4419417382	48	3.5087685779	1.2272262062	0.0048828125	6.4477052358	0.281680951	0	0	1			6.73
171211_01-02_600components-0191	22	0.0008363846	-6.00467556727468E-10	-0.0087743574	0.008400143	0	850.0803267177	722.0348110015	1188.8139714664	367.8866874368														0.4674469663	-1.825085248	3.2208149171	0.4228872136	1	0.2409704415	0.1104854346	46	5.2205605307	1.5280743168	0.0048828125	21.6168189589	0.236087629	0	0	1			6.73
