exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
190625_01-02_600components-0016	21	0.000751647	-1.6946439705489E-10	-0.0166840938	0.0132717877	0														846.7348967089	782.0639237703	1489.5984270504	828.151730127	0.9976770574	-44.740609787	17.3781178048	9.0612585368	1	2.292510108	4.2044820763	5	1.086905037	0.0008871612	1.6210494433	1.1400645134	0.6714606647	0	1				7.06
190625_01-02_600components-0017	21	0.0007516472	-9.04283093685618E-10	-0.0118705806	0.0086907232	0														639.7100066976	749.8896809962	972.1598072278	621.314014341	0.9982920541	-39.3342213464	14.585124111	9.0207615809	1	2.5	4.585020216	4	1.0483646668	0.0002733749	1.9277635318	1.0724684928	0.5722364682	0	1				7.06
190625_01-02_600components-0018	21	0.0007516469	-1.24515555227178E-09	-0.0298954588	0.0214175844	4	0.3848015557	2552	728.1964905335	21.140625	3.8762600816	0.4585804133	0.9988258317	130.6802507837	806.1289184953	0.0290314843	0.9661500903	29.1863650976	113.133941956	731.2736997743	686.4686036659	808.0038874436	132.8707032091	0.9982461124	-33.7274902263	27.5847797957	8.6825032104	0									0	1				7.06
190625_01-02_600components-0019	21	0.0007516476	-1.04039410404129E-10	-0.0051133875	0.0066668111	11	1.1284626449	1106	912.2528747904	5.37890625	1.097541184	0.230994152	0.786628734	1338.4005424955	670.9014466546	0.0058962886	0.4121245008	63.5684856399	69.7690309928	723.2217008321	861.4094065301	695.2416659709	1342.1861494005	0.9967011013	-19.4083639187	28.2227466027	8.3929806202	1	2.292510108	4.2044820763	15	1.0670642212	0.004739895	0.6815673329	1.1311767485	1.6109427751	0	1				7.06
190625_01-02_600components-0020	21	0.0007516478	-1.04324943544936E-10	-0.005763226	0.0071332099	38	0.4929814936	3821	924.7707497903	14.9765625	1.8627820835	0.4905006418	0.8674233825	276.0664747448	905.8508243915	0.0161948921	0.8436895153	55.7352150687	103.8225600524	761.6983629049	723.1759483155	916.3486077423	287.6349093151	0.9963798699	-33.9395498085	13.1574145007	7.8831775682	1	1.9277635318	2.7262693317	16	1.3951739942	0.0473875253	0.5255602595	1.7182062404	1.4022032722	0	1				7.06
190625_01-02_600components-0021	21	0.0007516474	-1.85734237363879E-10	-0.0062280084	0.0070554193	13	-1.3472334549	727	953.0049968454	3.25	8.6700113872	0.3365740741	0.2780114723	891.3686382393	996.15130674	0.0034102654	0.9933260597	11.0107331172	95.4631815077	753.306237993	784.4529687311	902.3817025573	796.0476605803	0.9968568176	-15.8618209845	28.239304715	7.6822331334	1	0.8838834765	5	2	1.0241246521	0.0003009129	0.8105247217	1.0245796575	0.0733587548	0	1				7.06
190625_01-02_600components-0022	21	0.0007516481	-5.79531578763322E-10	-0.0052347315	0.0069545963	39	-1.5235345383	2338	927.2046359361	9.90625	2.6899150026	0.3150943396	0.8160558464	475.6325919589	735.2574850299	0.0106839953	0.9283292933	46.9144950682	126.1960041214	708.9835802905	729.1323853145	723.3838954755	474.8929314786	0.9970254039	-18.3166763879	18.8725477252	7.5306585458	1	2.292510108	4.2044820763	4	1.0500649628	0.0005114768	1.767766953	1.0831225627	0.524743155	0	1				7.06
190625_01-02_600components-0023	21	0.0007516468	-1.56966201803286E-09	-0.006307219	0.0144652465	1	0.3206260513	6812	643.0747574389	62.90625	2.3524348871	0.5644212445	1	182.1534057546	950.8994421609	0.0978210531	0.9051503984	62.3620985501	146.7027762625	747.0197285056	691.6839976771	951.603574346	180.5009409113	0.9960032319	-29.5325083472	23.0198135011	7.1698022664	1	1.767766953	2.7262693317	17	1.2957901756	0.0460853236	0.4419417382	1.5005491028	1.3258252147	0	1				7.06
190625_01-02_600components-0024	21	0.0007516473	-2.4394299509628E-10	-0.0185551002	0.0377282781	0														726.4764464952	807.2263352676	645.0731243361	1105.5895365356	0.9971786756	-10.2452696451	26.9509998626	7.1596663737	1	3.2420988866	4.2044820763	5	1.1354957715	0.0012828911	2.292510108	1.1917381855	0.9495887786	1	0			1	7.06
190625_01-02_600components-0025	21	0.0007516478	2.84445623687991E-09	-0.0064692039	0.0077894575	0														659.7733708491	698.5321137856	550.6586758243	387.2135239774	0.9965287027	-16.5902773134	17.726920305	7.0496302506	1	2.1022410381	4.585020216	2	1.0237224686	0.0001497253	1.9277635318	1.0272011586	0.1744775064	0	1				7.06
190625_01-02_600components-0026	21	0.0007516455	2.13474983073833E-10	-0.0050038645	0.0169042859	5	0.0650822271	11870	653.330414065	81.0625	1.5428615117	0.2508029074	0.8921458098	798.748694187	1339.8089300758	0.1240758095	0.7615158286	147.3936375692	227.4079704712	798.3591007157	770.3777075401	1300.5088942819	788.1460788512	0.9867794877	-17.5214294655	61.540039414	7.0143672757	1	1.9277635318	4.585020216	4	1.0655044201	0.003566992	1.4865088938	1.0983932271	0.441254638	1	0		1		7.06
190625_01-02_600components-0027	21	0.0007516464	-1.9319673863657E-09	-0.0152168472	0.0237501484	1	-1.4918102127	324	822.9875558467	2.763671875	1.6769743994	0.6923076923	1	875.7654320988	72.2777777778	0.0033580968	0.8027527445	15.8905327393	26.6480165959	610.9380360626	806.2763168655	97.9826717847	871.0681431282	0.996238539	-18.1156676485	24.5870245736	6.9216414277	1	2.5	4.2044820763	5	1.1858475594	0.0027978751	1.767766953	1.2608487119	0.732233047	0	1				7.06
190625_01-02_600components-0028	21	0.0007516486	5.37188991076665E-09	-0.0084432505	0.0127024676	9	-0.972533903	364	977.5444644217	2.275390625	2.1160518795	0.5055555556	0.45443196	765.6373626374	1182.8571428572	0.0023276595	0.881288738	15.4199202176	32.6293511588	731.4468867726	767.5263076034	1188.7521929518	729.1756311644	0.9957536637	-19.9852830423	9.8144535152	6.7102438243	1	2.5	3.8555270635	7	1.1726004197	0.0042703764	1.4865088938	1.3041661083	1.0134911062	1	0		1		7.06
190625_01-02_600components-0029	21	0.000751648	2.38992388730389E-09	-0.0124572814	0.014471593	6	0.0053461069	846	890.0196267203	6.0703125	5.3017545513	0.4431639602	0.680611424	819.5354609929	1500.18321513	0.0068204254	0.982050763	17.1811888679	91.0904462772	787.7726179229	783.6119117914	1457.373120403	809.5580573061	0.995985017	-31.0176732292	26.1700764266	6.6305510589	0									1	0			1	7.06
190625_01-02_600components-0030	21	0.0007516468	-1.72091225150487E-09	-0.0073011157	0.0107813688	8	1.1589462396	6747	818.5076041908	44.03125	1.5831776431	0.4902986702	0.9888612047	644.3177708611	112.6705202312	0.0537945522	0.7752609722	84.2909303267	133.4475164084	639.0742907611	748.8445400158	114.2865888536	643.9158930863	0.9914232114	-13.4758326977	37.4825106725	6.5023852855	1	0.2865637635	3.8555270635	8	1.2175535689	0.129665052	0.15625	1.3902309068	0.1303137635	1	0			1	7.06
190625_01-02_600components-0031	21	0.0007516477	-4.11189629187516E-09	-0.0110870921	0.0118150493	0														798.7717918647	797.2307307182	1167.4108712192	641.949478402	0.996447463	-35.8905920519	14.7889837804	6.2557886963	1	1.9277635318	4.585020216	3	1.022736279	0.0002304558	1.6210494433	1.0368232029	0.3067140884	0	1				7.06
190625_01-02_600components-0032	21	0.0007516477	4.44738459168754E-09	-0.0192699207	0.0130221082	3	0.7126149899	5867	793.2352266864	44.15625	4.8994523907	0.2801279603	0.9982984516	256.8530765297	1058.2703255497	0.0556660225	0.9789491184	40.3135854791	197.5144927544	755.3905833788	719.288580932	1056.6516208532	256.3168306817	0.9967337102	-29.1010942259	23.220629122	6.2543010756	0									0	1				7.06
190625_01-02_600components-0033	21	0.0007516481	-1.18166305532495E-09	-0.0137811912	0.0233120265	0														710.7860992956	755.6942605729	1252.1384255229	619.6333865136	0.9975578009	-24.2936863136	9.3146455447	6.1331501874	0									1	0			1	7.06
190625_01-02_600components-0034	21	0.0007516463	6.34454548239504E-11	-0.014914591	0.020963199	8	0.8076090786	1076	789.0822065383	12.5859375	3.2827432462	0.3695054945	0.7255563048	713.3224907063	651.5827137546	0.0159500967	0.9524729183	20.9983464122	68.9321798669	708.0857179685	780.3861110201	569.342531298	734.1700766498	0.9972018125	-8.6962469207	31.4087571409	6.1237762817	1	0.2627801298	4.2044820763	5	1.0734196252	0.0085670499	0.1858136117	1.122307734	0.076966518	1	0		1		7.06
190625_01-02_600components-0035	21	0.0007516468	3.60365082991366E-09	-0.0104896737	0.0104920636	1	1.0306362703	22	925.7215737267	0.2049560547	2.4196731031	0.55	1	674.3181818182	624.2727272727	0.0002214014	0.9106044672	3.4027922002	8.2336447621	685.2060481289	805.8301379065	531.9946180404	808.9271251472	0.9966409605	-18.4349988137	21.2088625226	6.0918907497	1	2.1022410381	4.585020216	2	1.0100000496	5.82401225576593E-05	1.9277635318	1.0135512107	0.1744775064	1	0		1		7.06
190625_01-02_600components-0036	21	0.0007516469	-1.10519361154009E-09	-0.0040852678	0.0164330953	4	-0.490891732	10204	635.9703020914	75.125	3.6978324057	0.3800089379	0.9791766625	1423.5705605645	888.8612308898	0.1181265851	0.9627400063	60.5237102902	223.8065372261	738.7799860288	864.5384776201	890.454678882	1427.9777316985	0.9933010078	-25.3613096709	13.9759874702	5.9989918727	1	1.767766953	2.9730177875	15	1.4349106876	0.0945401579	0.5255602595	1.6087896577	1.2422066934	0	1				7.06
190625_01-02_600components-0037	21	0.0007516482	-3.3671531261051E-09	-0.0129579859	0.0159959915	15	-0.9088151107	1570	949.6743902556	11.21875	5.0650191333	0.0506174034	0.5915599096	532.7050955414	601.2904458599	0.0118132595	0.9803164593	55.1344158737	279.2568713035	699.3214568116	770.8399267891	594.1915653342	606.595384391	0.9984883278	-8.1092553786	18.2847628905	5.5763473945	1	0.8105247217	2.1022410381	15	1.3128019044	0.0272820483	0.2409704415	1.4517541162	0.5695542802	1	0		1		7.06
190625_01-02_600components-0038	21	0.0007516469	0.000000001	-0.0101942286	0.0106353936	2	1.2035373803	4653	830.9205732793	33.6875	5.2046981532	0.371408046	0.9997851311	1303.0597464002	43.269288631	0.0405423829	0.9813686806	34.4037943642	179.0613649899	612.574427118	873.1987735137	43.5359976218	1301.9130879869	0.9955869024	-24.9250829066	9.9748833502	5.2952004585	0									1	0			1	7.06
190625_01-02_600components-0039	21	0.000751647	-1.28936208010488E-09	-0.0084610866	0.0128458953	8	-1.086884677	3384	852.7340123094	23.234375	5.7712240643	0.2406827881	0.7086910995	975.7192671395	1131.5112293144	0.0272469195	0.9848737512	29.5746878289	170.6821500926	764.4313787816	790.3425821201	1083.4074961988	894.3285046462	0.9903770586	-12.3809939368	25.2546730814	5.2750044528	2	0.2209708691	4.585020216	4	1.0559858463	0.0197132464	0.1703918332	1.0836383093	0.0505790359	1	0		1		7.06
190625_01-02_600components-0040	21	0.0007516487	5.50894489167865E-09	-0.0065887705	0.0083374022	0														662.9864667237	783.9104760614	499.046843071	848.6943121916	0.9973288655	-5.9953732952	19.1571974454	4.9291814215	0									0	1				7.06
190625_01-02_600components-0041	21	0.0007516474	-4.08160606955708E-09	-0.0087012196	0.0136245887	2	0.9552715848	6109	767.4034710589	50.59375	2.4349652105	0.5120274914	0.9939798243	733.037321984	137.3784580128	0.0659284873	0.9117779744	57.9514410038	141.1097427429	645.9702360094	766.8478676355	141.3646609339	735.052135179	0.975496561	-11.1844928157	45.8834339459	4.8448087314	1	2.292510108	4.585020216	5	1.0854486381	0.0096584423	1.6210494433	1.1276642857	0.6714606647	1	0		1		7.06
190625_01-02_600components-0042	21	0.0007516471	3.4031372583138E-10	-0.0057965597	0.0145961917	2	-0.3745264191	6684	718.6528741031	57.9375	2.5469232499	0.5450097847	0.9949389699	1482.3960203471	768.5050867744	0.0806195899	0.9196962613	58.5692235443	149.1713171731	713.0571736856	841.6097318612	769.8034254518	1483.6816564072	0.9962853649	-18.2748454934	11.2262198592	4.7997445745	1	1.767766953	3.2420988866	16	1.2736377328	0.0335821347	0.4819408829	1.4278507778	1.28582607	0	1				7.06
190625_01-02_600components-0043	21	0.000751648	-3.57453302892355E-09	-0.012955866	0.0143116823	4	-0.4841337198	923	825.621973027	9.2265625	2.9058151435	0.3061359867	0.7775905644	1344.8678223185	1020.9566630553	0.011175287	0.9389192571	24.8733275279	72.2772917989	747.8446255612	825.9116231895	1030.3871495074	1335.3584316757	0.9935084238	-20.5618266539	16.6310707882	4.7804257248	1	1.767766953	3.2420988866	11	1.1568944467	0.0181916157	0.7432544469	1.3095407891	1.0245125061	0	1				7.06
190625_01-02_600components-0044	21	0.0007516472	2.56618995198124E-09	-0.0056636472	0.0112452792	29	-0.2298007899	5876	878.0062818721	30.984375	1.1531213125	0.1110796045	0.5289881167	384.2898230089	775.3407079646	0.0352894685	0.4979400658	172.5056053818	198.9198900854	729.7574580809	771.4175337761	797.6739974415	686.1349154375	0.995536315	-12.8679833451	13.5984914933	4.7428879824	1	0.9638817659	1.4865088938	18	1.1850006508	0.0668512723	0.2209708691	1.2806643889	0.7429108968	1	0		1		7.06
190625_01-02_600components-0045	21	0.000751647	0.000000001	-0.0066263947	0.0139397403	7	-0.0290341548	4306	774.8595273882	35.21875	6.1660458756	0.6882992327	0.7211522358	773.1423594984	937.1472364143	0.0454517867	0.9867614392	30.4673481535	187.8630664226	748.4608013576	772.3817497879	941.6508739135	780.2796265466	0.9749688747	-7.9536374699	38.9665332823	4.7411783991	1	2.1022410381	3.8555270635	6	1.1351501174	0.0231991734	1.3631346658	1.2032053657	0.7391063723	1	0		1		7.06
190625_01-02_600components-0046	21	0.0007516488	2.62597363443391E-09	-0.0064560172	0.0112619848	7	-1.1738394014	1250	893.1148497715	9.1796875	1.9521478616	0.4930966469	0.6987143656	860.3032	1187.3472	0.0102782834	0.8588326405	31.4536853074	61.4022445136	752.1733687645	772.6867922399	1171.549772412	839.7814164216	0.97722723	-10.7002138146	26.5963155075	4.6329723472	0									1	0		1		7.06
190625_01-02_600components-0047	21	0.0007516471	-4.71689908871874E-09	-0.0109808343	0.0160488135	10	0.1338424725	1968	911.5491668548	12.09375	15.6063160984	0.2309859155	0.5469705392	1408.9903455285	501.3744918699	0.0132672492	0.9979449818	14.8435350863	231.6529005747	676.7813774991	834.7244946111	549.9241592321	1375.3837123961	0.9960491593	-11.2212021165	14.3093708285	4.6076969034	1	0.3407836665	2.9730177875	10	1.1273216117	0.0402411908	0.15625	1.2513762642	0.1845336665	1	0		1		7.06
190625_01-02_600components-0048	21	0.0007516471	-2.16008865343479E-09	-0.0098657542	0.0099342888	6	-0.0906180459	650	936.469052376	4.63671875	2.932328446	0.390625	0.6721820062	769.6892307692	729.2938461538	0.0049512781	0.9400538938	23.1843094774	67.9840101804	716.0980321715	777.9092331824	730.1025812638	777.7546391095	0.9945957284	-6.1497378866	24.768554496	4.5617372271	0									1	0		1		7.06
190625_01-02_600components-0049	21	0.000751648	-1.79917058827297E-09	-0.014874777	0.0104456194	1	-0.2739317658	18	982.2437984892	0.1273193359	1.8637435267	0.75	1	1400.5	975.6666666667	0.0001296209	0.8438656616	3.5240177581	6.5678652846	744.7224358658	795.5077367126	1146.9081509461	1201.0853565174	0.9952371014	-20.1932431045	7.492485957	4.3905571482	0									0	1				7.06
190625_01-02_600components-0050	21	0.0007516482	4.91816289838229E-09	-0.0117114005	0.0099384848	4	0.1427719419	2841	903.3738398412	18.015625	2.1065751106	0.5154208999	0.984066505	762.5244632172	209.5103836677	0.0199426021	0.880145412	45.8063105805	96.4944337759	638.6277638717	775.7778473306	212.6986187257	758.8989448919	0.9801056676	-9.6915809428	26.0183906956	4.2042279744	2	2.292510108	4.585020216	3	1.0388126216	0.0019779126	1.9277635318	1.0548387046	0.3647465763	0	1				7.06
190625_01-02_600components-0051	21	0.0007516485	3.86378818149837E-09	-0.0193149479	0.0129086739	1	-0.2716003167	3214	867.919187581	27.796875	3.2258704341	0.4637806638	1	1520.752022402	684.9060360921	0.0320270313	0.9507385614	37.2411661929	120.1351769533	706.1992654573	829.9342475362	686.9196100164	1519.6816360036	0.9958620221	-16.3430396795	10.1871869553	4.1532569487	1	1.3631346658	3.5355339059	9	1.0866661752	0.0055825937	0.6815673329	1.1391247391	0.6815673329	0	1				7.06
190625_01-02_600components-0052	21	0.0007516483	-2.06552273989063E-09	-0.0147510143	0.017613745	4	-1.4759840667	532	908.2285502235	5.88671875	10.4243477223	0.4318181818	0.4396694215	904.234962406	385.0977443609	0.006481539	0.9953881536	9.1524338103	95.408152543	695.2782794997	783.4132022628	399.384075501	892.0229463862	0.9916795725	-4.1977514695	29.6442181089	4.0994585795	0									1	0		1		7.06
190625_01-02_600components-0053	21	0.0007516478	1.6707564746884E-09	-0.0116052861	0.0126190755	6	-0.4070628099	1704	939.338186931	9.3125	2.1228846606	0.540952381	0.8769943387	223.6625586854	498.9835680751	0.0099138948	0.8821026927	32.492633334	68.9781128868	677.8694727542	707.6723935856	516.480060775	225.1709720342	0.9943881843	-15.0971114459	10.8450764492	4.0714975106	1	0.9638817659	2.1022410381	24	1.2244022934	0.1714883787	0.1313900649	1.3438388286	0.832491701	0	1				7.06
190625_01-02_600components-0054	21	0.0007516488	-0.000000001	-0.0092958017	0.0123137143	3	-0.2696913221	505	981.4048794479	4.03125	8.2294294131	0.2922453704	0.988258317	1551.2198019802	606.8792079208	0.0041076319	0.9925895822	9.2149414968	75.8337105933	706.3283627072	801.9573478276	608.2407307651	1544.1761860649	0.9953241691	-16.6115323562	8.9028813704	4.0338090006	0									0	1				7.06
190625_01-02_600components-0055	21	0.0007516477	-7.64668662226033E-10	-0.0049429138	0.0163038148	1	0.7491649345	5816	782.3855502391	47.25	5.0011129771	0.2203531106	1	1441.8944291609	140.9998280605	0.0603922196	0.9798049815	39.8880119227	199.4844540581	638.9585023219	849.9601741687	142.195836791	1444.6648593968	0.9910650317	-16.6073787392	12.0067839371	3.9505880719	0									0	1				7.06
190625_01-02_600components-0056	21	0.0007516477	-2.86802989641168E-10	-0.0074802861	0.0054891458	0														787.7290698543	778.6614695177	1062.3148930703	533.1784437085	0.9867773798	-15.3201494845	11.8639195969	3.8774440377	1	2.1022410381	2.7262693317	16	1.2073145807	0.0825238221	0.573127527	1.3419680354	1.5291135111	0	1				7.06
190625_01-02_600components-0057	21	0.0007516475	2.01795052794248E-10	-0.0035988884	0.0105888385	24	-0.738455875	7773	894.5952493691	39.3125	3.8418739304	0.0829544727	0.8078362087	1263.9906085167	923.3579055706	0.0439444542	0.96553058	114.8737190012	441.3303463137	766.7027991461	794.7858657134	938.4693533494	1163.9749832953	0.9928563391	-15.6331742685	9.4408804455	3.8171919327	1	1.4865088938	2.7262693317	26	1.540035681	0.492272541	0.1703918332	1.7012114884	1.3161170605	0	1				7.06
190625_01-02_600components-0058	21	0.0007516477	-1.7857931526062E-09	-0.0072091874	0.0093580535	9	1.0259164954	2544	887.7580636418	11.9921875	2.2139671294	0.4924506388	0.9891135303	266.875	665.7999213836	0.013508396	0.8921810827	39.3683564412	87.1602471	709.8758299023	699.7028589254	673.7240590149	266.0617120799	0.986607936	-25.5873999895	12.7458220114	3.8084614273	2	1.4865088938	3.2420988866	15	1.1413331051	0.0679918072	0.4419417382	1.24861276	1.0445671555	0	1				7.06
190625_01-02_600components-0059	21	0.0007516478	5.3524590521084E-09	-0.0150169207	0.0177779479	0														726.7822515698	793.3730645211	673.9123503564	913.4528887694	0.9951405776	-24.8152098979	7.6306918257	3.575078864	0									1	0			1	7.06
190625_01-02_600components-0060	21	0.0007516479	-2.43326330219025E-09	-0.0271773198	0.0309036477	0														721.3890775262	781.5174908781	1226.1864296196	618.5688521743	0.9957888743	-9.9205346557	4.7605205429	3.5482154974	0									1	0			1	7.06
190625_01-02_600components-0061	21	0.0007516465	1.77191936498012E-09	-0.0064601768	0.0142747531	3	-1.0172219679	4	760.0205269378	0.0245666504	2.6180339887	0.6666666667	0.5	1452	338.5	3.23236669535859E-05	0.9241763718	1.2360679775	3.2360679775	615.973337968	952.555728039	348.8946290364	1454.3632017718	0.984987289	-18.730166129	7.9222695651	3.3034421031	1	1.0511205191	4.585020216	4	1.0363916018	0.0038122388	0.8105247217	1.0527281435	0.2405957974	0	1				7.06
