exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	mass.perc	region.majmin.ratio	region.extent	region.orient	mass.total	region.majaxis	threshold.area	region.centroid.0	region.centroid.1	region.minaxis	mass.region	region.eccentricity	threshold.perc	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.rangesz	freq.maxsnr	freq.maxsnr.freq	freq.range.low	freq.range.high	freq.integrate	freq.avgsnr	length	artifact	signal	noise	hemodynamic	movement	res
190329_02-03_600components-0286	21	0.0007518707	2.93716156467273E-09	-0.0101142334	0.0084753522	0														714.3518638335	768.1971290121	1228.1653872718	863.437379673	0.45450727	-3.1817317822	2.7041922709	0.4310901018	1	0.236087629	9.7250871548	0.1204852207	0.0048828125	0.2409704415	1.6022317606	3.8404026825	46	0	0	1			6.6
190329_02-03_600components-0287	21	0.0007518694	-0.000000001	-0.0096288086	0.0153215311	0														715.8803094832	768.0300956629	1307.4753621189	636.8503850704	0.4408039212	-3.6846230713	2.3793515304	0.4302482014	1	0.2160880566	6.5866091473	0.573127527	0.0048828125	0.2209708691	1.5587846525	3.986800941	45	0	0	1			6.6
190329_02-03_600components-0288	21	0.0007518681	-3.93461218694997E-09	-0.0079097924	0.0101316921	0														714.2568805517	767.7750270031	1410.3224087942	708.7018522963	0.4770883918	-3.4437365566	2.1563363429	0.4294640814	1	0.1977483679	8.7304715788	0.625	0.0048828125	0.2026311804	1.611116571	4.1526996606	44	0	0	1			6.6
190329_02-03_600components-0289	21	0.0007518694	3.07010367062298E-09	-0.0089267298	0.0280163425	0														716.2307907167	768.143046503	1470.1361916473	759.3017379535	0.436734655	-3.371168064	2.9409796221	0.4293078074	1	0.236087629	4.978733027	0.573127527	0.0048828125	0.2409704415	1.4337942871	3.4039016949	46	0	0	1			6.6
190329_02-03_600components-0290	21	0.0007518698	-7.65286998659334E-09	-0.0112549506	0.0084625394	0														715.3740129864	767.1902301903	1492.7708915654	763.5603433848	0.4431405139	-2.1801882783	4.2115854102	0.429198386	2	0.414979784	1.1046117029	5	4.585020216	5	0.0233456055	1.0536460441	0	0	0	1			6.6
190329_02-03_600components-0291	21	0.0007518692	4.5670079435218E-09	-0.0090089783	0.0084228557	0														715.4459446298	768.291662514	1307.6671771582	803.1715179837	0.4273896235	-3.9041646588	2.5295337427	0.4285941117	1	0.236087629	7.9619440561	0.4819408829	0.0048828125	0.2409704415	1.683230515	3.8069159373	46	0	0	1			6.6
190329_02-03_600components-0292	21	0.0007518705	6.75455653811754E-11	-0.0094563195	0.0085066628	0														715.3787341222	767.7927489302	1481.5761968053	656.6221560152	0.4304883295	-1.8196325378	4.5535103327	0.4277144255	1	0.1977483679	7.2016489713	0.6815673329	0.0048828125	0.2026311804	1.2745286283	3.8891069891	44	0	0	1			6.6
190329_02-03_600components-0293	21	0.0007518691	9.05856575280013E-09	-0.0088161197	0.0100667605	0														714.7477206019	767.7645629098	1523.7635116661	619.9292818335	0.4322777027	-2.8401366138	3.562861523	0.4277059988	1	0.1513671875	10.0693927226	0.1858136117	0.0048828125	0.15625	0.9035921233	3.8569429037	41	0	0	1			6.6
190329_02-03_600components-0294	21	0.0007518692	0.000000008	-0.0075026701	0.0236955597	2	0.0009169103	1.7579265193	0.6363636364	-0.7170811907	970.8002352401	12.0053223151	63	808.1428571429	280.9047619048	6.8292514978	0.8901367188	0.8224399143	0.9130434783	715.769069128	766.7914714375	808.2290062696	427.7810054517	0.7689702333	-2.18618639	2.3271736337	0.4274416039	2	0.414979784	1.2100707036	5	4.585020216	5	0.0252290284	1.1567687546	0	0	0	1			6.6
190329_02-03_600components-0295	21	0.0007518682	-3.35911939820487E-09	-0.0100940423	0.0083536249	0														715.4999484587	767.3832541835	1491.7408567279	662.0925932486	0.4329909796	-4.251955807	2.4921336915	0.4270507663	1	0.1056026221	10.7602723143	0.2627801298	0.0048828125	0.1104854346	0.8801570674	4.4935582319	37	0	0	1			6.6
190329_02-03_600components-0296	21	0.0007518688	7.46373202890176E-10	-0.0099080828	0.0080679706	0														714.3419441004	768.874329759	1103.4632063702	1009.4232209067	0.5662692714	-3.1840007496	3.5128867423	0.4269168406	2	0.414979784	1.109690192	5	4.585020216	5	0.0187716734	1.0582341087	0	0	0	1			6.6
190329_02-03_600components-0297	21	0.0007518672	-2.39781195261487E-09	-0.0097742006	0.0095096053	0														715.1974914227	767.8629037548	1513.7941173019	732.2978704625	0.3955118395	-2.4110409869	4.460601494	0.4264862429	1	0.2160880566	8.2787808291	0.4819408829	0.0048828125	0.2209708691	1.6309092939	4.7283456106	45	0	0	1			6.6
190329_02-03_600components-0298	21	0.0007518689	-7.17503814698761E-10	-0.0118010698	0.0110436133	0														715.7085656084	767.8284578898	1273.0207416725	723.6484813054	0.3885721146	-2.8407952022	4.074935206	0.4256478478	1	0.1809307992	5.213704687	0.7432544469	0.0048828125	0.1858136117	0.8800823792	3.193332579	43	0	0	1			6.6
190329_02-03_600components-0299	21	0.0007518686	1.9042974492074E-09	-0.0096238187	0.0109435693	0														716.0075321157	768.1059527016	1411.1446362824	696.2423647884	0.4129343039	-4.0226138545	2.6510064633	0.424941227	1	0.2160880566	7.8178611654	0.5255602595	0.0048828125	0.2209708691	1.458567359	4.1180517157	45	0	0	1			6.6
190329_02-03_600components-0300	21	0.000751871	-1.77491531771322E-09	-0.0147903258	0.0125633227	0														715.2203266369	767.6864784273	1538.1255438195	670.302491329	0.4184921368	-2.8788376645	4.1435521839	0.4236049981	1	0.236087629	6.9990435936	0.625	0.0048828125	0.2409704415	1.677088423	3.8914878469	46	0	0	1			6.6
190329_02-03_600components-0301	21	0.0007518711	-7.18091256789932E-09	-0.0091248529	0.0088433462	0														715.6612421029	767.8022871683	1505.1298015112	713.2723245021	0.4569451806	-2.1602513982	3.5485733961	0.4234180422	1	0.1809307992	8.2071439451	0.2209708691	0.0048828125	0.1858136117	1.0317289736	3.6670241127	43	0	0	1			6.6
190329_02-03_600components-0302	21	0.0007518694	2.17261654428521E-09	-0.010419269	0.0149519447	0														715.5083568779	767.3446671203	1219.491667817	700.3356466805	0.4493942647	-2.7355156587	2.9314598461	0.4228829432	1	0.2578973173	5.8666115396	0.5255602595	0.0048828125	0.2627801298	1.7703499798	3.6030770036	47	0	0	1			6.6
190329_02-03_600components-0303	21	0.0007518699	2.87660931152757E-09	-0.0079177735	0.01265476	0														715.2700879897	767.26610805	1292.7136536999	754.9402344307	0.374384625	-3.821404458	3.8679110194	0.4213343357	1	0.1809307992	7.4035839343	0.6815673329	0.0048828125	0.1858136117	1.3896795113	4.3698182962	43	0	0	1			6.6
190329_02-03_600components-0304	21	0.0007518672	2.20176835054546E-09	-0.0081595298	0.0127045869	0														714.9222356667	768.1666292256	1484.8027148467	622.4789316848	0.4316151563	-2.7193427805	4.0651052409	0.4211716499	1	0.1977483679	6.7074847079	0.6815673329	0.0048828125	0.2026311804	1.3422251057	3.7037316316	44	0	0	1			6.6
190329_02-03_600components-0305	21	0.000751872	5.67763402001242E-09	-0.0104371639	0.0093907012	0														716.2202062405	767.902863586	1324.0050521119	766.0603844073	0.3936907216	-4.3357570441	2.2605544392	0.4211505423	1	0.2160880566	5.2887130061	0.625	0.0048828125	0.2209708691	1.1768993811	3.375057076	45	0	0	1			6.6
190329_02-03_600components-0306	21	0.000751868	-2.0354953733025E-12	-0.0119658702	0.010639104	0														715.4522753354	768.214993078	1423.6078518466	678.5285911084	0.4758168707	-3.5734389444	2.4009944457	0.4209554593	1	0.1977483679	13.8338443744	0.1204852207	0.0048828125	0.2026311804	1.6365536728	4.8746280882	44	0	0	1			6.6
190329_02-03_600components-0307	21	0.0007518708	7.44209973074823E-10	-0.0080986085	0.0114008521	0														715.8280163938	767.3427759773	1157.6251196378	534.1678210329	0.3755220517	-4.0083369612	2.8095484251	0.4209514425	1	0.1977483679	7.848316999	0.625	0.0048828125	0.2026311804	1.1808771492	4.0539174633	44	0	0	1			6.6
190329_02-03_600components-0308	21	0.0007518697	-3.40579652148859E-09	-0.0107062238	0.0150643055	1	0.0008332759	1.753131074	0.6666666667	0.350114172	961.5897537467	11.9640546527	64	1314.171875	1000.140625	6.8243925567	0.8012695313	0.8213614958	1	720.8354323706	770.781461465	1314.5539152758	1000.2851330344	0.7272989075	-2.831682406	2.1498472436	0.4204291636	2	0.414979784	1.1004608023	5	4.585020216	5	0.0112398021	1.0573507684	0	0	0	1			6.6
190329_02-03_600components-0309	21	0.0007518698	-6.9392866482442E-09	-0.0102339038	0.0097540213	0														714.7877347585	767.7808272501	1459.8275054151	602.5603873088	0.3891440707	-3.0197671482	2.9534644218	0.4202969891	1	0.281680951	5.5058390162	0.1858136117	0.0048828125	0.2865637635	1.4630604143	3.414823974	48	0	0	1			6.6
190329_02-03_600components-0310	21	0.0007518694	4.3769368893009E-09	-0.0092761803	0.0131661936	0														715.2562735116	768.878446133	1478.9224320012	783.1477474979	0.40963565	-2.1259852113	3.6650738388	0.420144443	1	0.2578973173	8.3263866282	0.573127527	0.0048828125	0.2627801298	1.6070401661	4.2334366564	47	0	0	1			6.6
190329_02-03_600components-0311	21	0.0007518688	1.37259594388267E-09	-0.0084028791	0.0086000499	0														715.2534979988	767.7731439404	1462.1083256408	734.2416172526	0.3875703296	-4.382462879	2.3925609139	0.4200386796	1	0.2578973173	7.3068022571	0.5255602595	0.0048828125	0.2627801298	1.3957850809	3.4479311352	47	0	0	1			6.6
190329_02-03_600components-0312	21	0.0007518692	3.52019620358009E-09	-0.012658684	0.0162808475	0														715.8722858931	767.334434564	1364.2274966402	851.5003743745	0.3630561375	-2.7636600937	3.6097770067	0.419652324	1	0.1977483679	7.5532307984	0.15625	0.0048828125	0.2026311804	1.1611670352	4.0592996061	44	0	0	1			6.6
190329_02-03_600components-0313	21	0.0007518687	5.09951827205459E-09	-0.0092302822	0.0091502637	0														714.8227922095	767.8166447075	1532.0209211302	661.6414389485	0.423001404	-3.1184359822	2.9863224933	0.4191839634	1	0.2160880566	5.9477682458	0.1104854346	0.0048828125	0.2209708691	1.4192063785	3.5351308535	45	0	0	1			6.6
190329_02-03_600components-0314	21	0.0007518707	-3.80236750513943E-09	-0.0119500302	0.0103302612	0														714.9033788033	767.8709266766	1487.3926029227	610.0575004296	0.3857892137	-3.5819141355	3.7647660816	0.4180340305	1	0.1809307992	9.0656180475	0.8105247217	0.0048828125	0.1858136117	1.206650324	4.2642051111	43	0	0	1			6.6
190329_02-03_600components-0315	21	0.0007518691	0.000000007	-0.008362402	0.0112514694	0														714.8254298109	768.3750304261	1389.6483351187	673.3860068355	0.3884083088	-3.7053743978	2.4725248928	0.4177083327	1	0.1977483679	9.3361047804	0.6815673329	0.0048828125	0.2026311804	1.2886262293	3.9725564766	44	0	0	1			6.6
190329_02-03_600components-0316	21	0.0007518694	-1.91863458029261E-09	-0.0080690115	0.0090167261	0														715.5013019368	767.3456332088	1513.7711031589	641.7062369248	0.4102857371	-3.4607082933	3.0579908563	0.4176042733	2	0.414979784	1.0791717256	5	4.585020216	5	0.0223764907	1.0477045407	0	0	0	1			6.6
190329_02-03_600components-0317	21	0.0007518723	-4.32798793332585E-09	-0.0078950726	0.009121551	0														715.6799622216	768.355715368	1429.5143655234	642.4915738259	0.4016419893	-3.7275583679	2.2206396622	0.416852273	1	0.2578973173	7.1102700914	0.573127527	0.0048828125	0.2627801298	1.6472759304	4.0310977661	47	0	0	1			6.6
190329_02-03_600components-0318	21	0.0007518698	-1.26038688319177E-09	-0.0184540766	0.0115827019	0														716.3511741623	768.6532044455	1052.5872846881	477.8964656585	0.3871250068	-2.0274535863	4.2484310498	0.4168159265	1	0.236087629	5.5368340747	0.573127527	0.0048828125	0.2409704415	1.2455853248	3.4159368401	46	0	0	1			6.6
190329_02-03_600components-0319	21	0.0007518699	-0.000000005	-0.008763473	0.0083440101	0														716.2710395274	767.3344567304	1526.5862393686	647.4847375683	0.3901061624	-3.9365553777	3.1210018035	0.416729412	1	0.281680951	6.5052416419	0.1703918332	0.0048828125	0.2865637635	1.6927310495	3.7815911423	48	0	0	1			6.6
190329_02-03_600components-0320	21	0.0007518691	3.13386961555152E-09	-0.0096798982	0.0093980379	0														715.324471871	767.6148540777	1319.3744314482	711.6696487868	0.4536108896	-3.677286726	2.874833566	0.4166121266	1	0.2578973173	8.774784598	0.573127527	0.0048828125	0.2627801298	1.9767633292	4.0962981835	47	0	0	1			6.6
190329_02-03_600components-0321	21	0.0007518702	2.43432646654304E-09	-0.0091092497	0.0091311174	0														714.8339442508	767.4981052634	1498.9481462055	650.7109333822	0.3933822716	-3.7156293167	3.2271563132	0.4165052063	2	0.2564479054	7.1898504797	0.5255602595	0.0063322244	0.2627801298	1.6910854296	4.3154685377	44	0	0	1			6.6
190329_02-03_600components-0322	21	0.0007518679	8.66510937301709E-10	-0.010539053	0.0112548044	0														715.1812081703	768.5450814928	1219.2613235299	722.3169213181	0.418236086	-3.2746967069	3.4299943216	0.4162043392	1	0.2160880566	8.4325361648	0.573127527	0.0048828125	0.2209708691	1.7305136842	4.4861714604	45	0	0	1			6.6
190329_02-03_600components-0323	21	0.0007518689	7.20022402107515E-09	-0.0086669199	0.0122626227	0														715.9100237051	767.9008117247	1387.3083584173	705.1081588624	0.3918422101	-3.5510990503	2.9541667614	0.4157584434	1	0.2578973173	6.5359413044	0.5255602595	0.0048828125	0.2627801298	1.534527141	4.0481280789	47	0	0	1			6.6
190329_02-03_600components-0324	21	0.0007518691	9.57343511674912E-09	-0.0110281936	0.0114122884	0														715.9412361409	767.3432418694	1402.2992144583	757.7591834911	0.3621081716	-2.9083996845	4.1339237518	0.4141583288	1	0.236087629	6.1243434007	0.4819408829	0.0048828125	0.2409704415	1.2404179705	3.4283655703	46	0	0	1			6.6
190329_02-03_600components-0325	21	0.0007518713	0.000000001	-0.0086156409	0.0092772682	0														715.8470482347	767.4795659705	1245.381536218	769.3560340397	0.3784836113	-3.8819850901	3.2461507402	0.4135495589	1	0.2578973173	5.6216583451	0.4819408829	0.0048828125	0.2627801298	1.2221065786	3.2641664011	47	0	0	1			6.6
190329_02-03_600components-0326	21	0.0007518701	-6.95398970517946E-10	-0.0108238528	0.0086544336	0														715.7918071506	767.5174031165	1453.4026948824	657.2719371231	0.3778361372	-4.0557012144	2.3712950997	0.4133924304	1	0.1977483679	9.2495320261	0.1204852207	0.0048828125	0.2026311804	0.9066896663	4.016609665	44	0	0	1			6.6
190329_02-03_600components-0327	21	0.0007518702	-4.10908013664938E-09	-0.0087698251	0.0108889594	0														716.148051314	767.7708433596	1423.1307251638	726.5342817605	0.3702888959	-4.3958280876	2.2509461359	0.413247706	1	0.2160880566	7.2532595274	0.1313900649	0.0048828125	0.2209708691	1.0783472823	3.6818052438	45	0	0	1			6.6
190329_02-03_600components-0328	21	0.0007518693	-9.40591819318235E-10	-0.0118003087	0.0088407196	0														715.107353256	768.0282973846	1479.227345767	627.4381116836	0.3727930936	-2.4997555058	3.2748805687	0.4130554678	1	0.236087629	5.5472262945	0.625	0.0048828125	0.2409704415	1.1677904998	3.3239488254	46	0	0	1			6.6
190329_02-03_600components-0329	21	0.0007518698	7.14498051308767E-09	-0.0098406621	0.0084225332	0														715.7687526641	767.7050256383	1529.6969690802	657.354663631	0.4137422496	-3.1751663051	3.0492440781	0.4125788778	1	0.2578973173	5.9985883884	0.573127527	0.0048828125	0.2627801298	1.6870277188	3.6128638013	47	0	0	1			6.6
190329_02-03_600components-0330	21	0.0007518714	-4.92760121562556E-09	-0.0090080972	0.0088879929	0														715.6743534471	767.8925476316	1468.4285031583	661.0492117415	0.3569769256	-3.1420379079	3.8000248224	0.4113351244	1	0.2578973173	5.049172568	0.1703918332	0.0048828125	0.2627801298	1.2829451127	3.3533681796	47	0	0	1			6.6
190329_02-03_600components-0331	21	0.0007518702	5.34108751761592E-09	-0.0084026874	0.0119079445	0														716.413717526	767.4085074932	1518.7930068948	640.7004487472	0.3581422593	-2.7463357866	4.1848725085	0.4102775606	2	0.414979784	1.0745501772	5	4.585020216	5	0.0208293114	1.0405879552	0	0	0	1			6.6
190329_02-03_600components-0332	21	0.0007518689	4.08996488331342E-09	-0.0082332453	0.0084961334	0														712.8972923715	766.8517517165	1385.9861438179	604.9762795998	0.5518415626	-2.2706549246	2.7553389906	0.409342362	1	0.236087629	13.3387603073	0.15625	0.0048828125	0.2409704415	2.102131535	4.9872913537	46	0	0	1			6.6
190329_02-03_600components-0333	21	0.0007518686	2.22267365922899E-09	-0.0086000695	0.009001924	0														715.8652770809	767.5770307099	1375.8778562525	703.5304774733	0.4786781537	-3.683641155	3.1101472979	0.4093161043	2	0.414979784	1.1423596403	5	4.585020216	5	0.0398114834	1.0976211809	0	0	0	1			6.6
190329_02-03_600components-0334	21	0.0007518692	5.75275385386595E-09	-0.010382555	0.0177476876	0														714.7299360027	767.1083038805	775.5633349303	401.4465369675	0.5601263644	-5.1663897342	2.7183850433	0.4089203115	2	0.414979784	1.0934854199	5	4.585020216	5	0.0163135582	1.0490722608	0	0	0	1			6.6
190329_02-03_600components-0335	21	0.0007518704	4.42950028018201E-09	-0.008021511	0.0116285515	0														715.4599060852	767.703488952	1408.892606187	666.7047651547	0.3432738931	-3.1863447563	4.1344946856	0.4088491794	1	0.236087629	6.7233961109	0.1204852207	0.0048828125	0.2409704415	1.3010111252	4.0419348775	46	0	0	1			6.6
190329_02-03_600components-0336	21	0.0007518701	-8.67272333829219E-09	-0.0091990998	0.0109581413	0														715.5012224397	768.4235413438	1566.8220834425	675.8188883248	0.3804726471	-3.5567277409	3.5290617366	0.4083132106	1	0.236087629	6.5564655805	0.4819408829	0.0048828125	0.2409704415	1.1720764932	3.2756980944	46	0	0	1			6.6
190329_02-03_600components-0337	21	0.0007518695	3.2213881473007E-09	-0.0127499632	0.0104389654	0														715.6537685134	767.8348407487	1397.2335663065	703.0626396427	0.369841921	-4.2828908926	2.8668983725	0.4080521886	1	0.2160880566	7.6264400393	0.1104854346	0.0048828125	0.2209708691	1.27688139	3.9388699627	45	0	0	1			6.6
190329_02-03_600components-0338	21	0.0007518688	1.53548363536432E-10	-0.0097356673	0.0233520904	0														715.678588326	768.3624327098	1349.003883955	728.167643838	0.3362928984	-2.9638500283	3.3840986222	0.4079709583	1	0.281680951	5.1215557543	0.4819408829	0.0048828125	0.2865637635	1.402520402	3.4272811307	48	0	0	1			6.6
190329_02-03_600components-0339	21	0.0007518691	4.08596972708224E-09	-0.0081353083	0.0094408795	0														715.0825867359	768.056200375	1532.1498764285	672.6338749528	0.3697314672	-3.3582438203	4.3128731603	0.4070087698	1	0.2160880566	10.4667912624	0.4819408829	0.0048828125	0.2209708691	1.2475475535	4.0570761381	45	0	0	1			6.6
190329_02-03_600components-0340	21	0.0007518686	-7.85077154536491E-09	-0.0090810906	0.0098636168	0														715.2170787313	767.2998275104	1456.47817531	712.6707505917	0.3808112442	-4.5144796227	4.1707382138	0.4068524066	1	0.2578973173	9.4424240397	0.4419417382	0.0048828125	0.2627801298	1.3905798599	3.9486772955	47	0	0	1			6.6
190329_02-03_600components-0341	21	0.0007518702	-0.000000008	-0.0087454999	0.0092360954	0														715.5760938201	767.6829022873	1303.7298895367	892.1579083988	0.3490877169	-4.2591029877	3.3671228267	0.4067896169	1	0.1977483679	6.1836436793	0.1204852207	0.0048828125	0.2026311804	1.0449562721	3.7325190603	44	0	0	1			6.6
190329_02-03_600components-0342	21	0.0007518692	-0.000000006	-0.0100745316	0.0092754927	0														715.4721363189	767.3602707588	1452.6681422187	753.3093606146	0.3558215219	-2.6534711733	3.7981149477	0.4066237554	1	0.2160880566	5.2757633836	0.7432544469	0.0048828125	0.2209708691	1.0668121137	3.198911222	45	0	0	1			6.6
190329_02-03_600components-0343	21	0.0007518703	4.60584724463905E-09	-0.0144296881	0.0098087475	0														714.6411664305	767.73717095	1328.088904569	613.2595600735	0.3515684868	-3.8337025922	4.2115681065	0.4066174145	1	0.2160880566	7.9875002069	0.4819408829	0.0048828125	0.2209708691	1.2728971047	4.3283576254	45	0	0	1			6.6
190329_02-03_600components-0344	21	0.00075187	-1.25285575077793E-09	-0.0180961539	0.0091231509	0														716.170659126	768.2591200689	1449.4582815521	705.3430813165	0.3545520681	-3.3223173902	2.6525686935	0.4064374645	1	0.2578973173	16.1120503288	0.1013155902	0.0048828125	0.2627801298	1.1960446029	4.2996156665	47	0	0	1			6.6
190329_02-03_600components-0345	21	0.0007518707	1.72954955938729E-09	-0.009007948	0.0109233945	0														716.0716890775	767.706187505	1497.3258881104	618.8619133629	0.3624089623	-3.6916462663	2.26995728	0.4063367075	1	0.2578973173	7.7269110009	0.0929068059	0.0048828125	0.2627801298	1.1050944918	3.5219781006	47	0	0	1			6.6
190329_02-03_600components-0346	21	0.0007518675	1.83454272991237E-09	-0.0095763153	0.012257073	0														714.6625109769	767.5176875259	1375.6813247226	731.0656723488	0.3530177652	-3.2155864169	4.2204135828	0.4060351647	1	0.2578973173	6.4410485811	0.1013155902	0.0048828125	0.2627801298	1.3737054303	3.7311296881	47	0	0	1			6.6
190329_02-03_600components-0347	21	0.0007518706	-1.69525902638789E-10	-0.0104841366	0.0087623295	0														712.4938177945	770.1939510474	1428.2473281621	699.4245732505	0.4274486099	-3.4246243088	3.1651569473	0.4048629294	1	0.2160880566	9.0027153722	0.1432818818	0.0048828125	0.2209708691	1.1170407711	3.7947660053	45	0	0	1			6.6
190329_02-03_600components-0348	21	0.0007518703	-1.22011957943103E-10	-0.0081474362	0.0104644695	0														715.8399040973	768.0856115731	1479.2555301806	693.4557107607	0.3588879144	-2.8611758527	3.360135958	0.4048497764	1	0.2160880566	5.4798461096	0.1204852207	0.0048828125	0.2209708691	1.0232285027	3.3425794736	45	0	0	1			6.6
190329_02-03_600components-0349	21	0.0007518685	3.17457282212926E-09	-0.0083268281	0.009478743	0														715.7233532601	767.7337130931	1501.3806072864	612.7857668947	0.3968739542	-2.4834925009	3.3787953364	0.4047386407	1	0.236087629	5.4183060872	1.146255054	0.0048828125	0.2409704415	1.4660581243	3.2857064067	46	0	0	1			6.6
190329_02-03_600components-0350	21	0.000751871	3.27337527017676E-09	-0.0107548679	0.0127728429	0														716.2920304994	766.6929603216	1532.3031944737	674.503838352	0.3308047619	-2.8028035673	3.7183513536	0.404608287	1	0.1977483679	10.9927714871	0.1204852207	0.0048828125	0.2026311804	0.962182225	3.7786937977	44	0	0	1			6.6
190329_02-03_600components-0351	21	0.0007518705	-7.38990454827428E-10	-0.0095053426	0.0152143423	0														715.3973418138	766.2735823076	868.31873305	430.1964611129	0.3508058876	-3.4849274831	4.7113930917	0.4043808848	2	0.2558747901	8.2086308215	0.4819408829	0.0069053397	0.2627801298	1.322896944	4.4054702933	43	0	0	1			6.6
190329_02-03_600components-0352	21	0.0007518688	8.72274652575359E-10	-0.0084312994	0.0117858272	0														715.3227382339	768.1739625037	1527.9858918495	656.708282161	0.3897021989	-3.7272554427	3.8174197199	0.4041856769	1	0.2578973173	7.3407358052	0.5255602595	0.0048828125	0.2627801298	1.4244430579	3.9609379837	47	0	0	1			6.6
190329_02-03_600components-0353	21	0.0007518693	-5.6021389735553E-09	-0.0097310587	0.0087202014	0														715.4895123495	767.2551142119	1221.6887389257	579.6768773132	0.3619056015	-3.8143698475	2.2579043347	0.4037471743	1	0.1513671875	6.9103489686	0.2627801298	0.0048828125	0.15625	1.0206701643	4.2510679653	41	0	0	1			6.6
190329_02-03_600components-0354	21	0.0007518681	-0.000000001	-0.0091590078	0.0118412423	0														715.5544125195	768.0256453437	1370.5723020435	717.209115985	0.3563429535	-2.9408008256	3.8976784455	0.4037457418	1	0.2578973173	6.1626270062	0.5255602595	0.0048828125	0.2627801298	1.117946263	3.5174565462	47	0	0	1			6.6
190329_02-03_600components-0355	21	0.0007518698	-5.58624676800604E-09	-0.0081077214	0.0086449082	0														715.7094773785	767.1698482557	1570.9244915297	656.0817967564	0.3544237526	-2.7661387455	3.6066484065	0.4036036186	1	0.1809307992	7.1140535218	0.6815673329	0.0048828125	0.1858136117	0.945859941	4.0009222391	43	0	0	1			6.6
190329_02-03_600components-0356	21	0.0007518676	-5.50084600551868E-09	-0.0205465767	0.0181895599	0														712.9362082902	768.9817807145	1183.210427937	1157.1922408047	0.5148500117	-3.0549794478	5.4962822555	0.4032480515	1	0.1977483679	8.4843636177	0.1313900649	0.0048828125	0.2026311804	1.1549953054	3.3766359771	44	0	0	1			6.6
190329_02-03_600components-0357	21	0.0007518698	-3.35780129182766E-10	-0.0079199158	0.0210473201	0														715.7045012714	767.7443740476	1571.3453193083	656.1645633603	0.3612389889	-3.6935598028	2.2304676193	0.4024571207	1	0.236087629	6.8694194978	0.1013155902	0.0048828125	0.2409704415	1.1063579171	3.6234787274	46	0	0	1			6.6
190329_02-03_600components-0358	21	0.0007518706	-3.20787367930956E-09	-0.0183480387	0.0092783604	0														715.3407142399	768.508982038	1454.5997942401	815.5045982515	0.376749063	-3.5023700123	3.4120137801	0.4020445502	1	0.2578973173	5.538249147	0.2409704415	0.0048828125	0.2627801298	1.2501427121	3.4005047126	47	0	0	1			6.6
190329_02-03_600components-0359	21	0.0007518687	-8.96985659273828E-10	-0.0119035241	0.0103247525	0														715.3842718379	767.7097021437	1502.613508976	654.0615234135	0.3603732414	-2.5519571217	4.4664214715	0.4018876516	2	0.2796584238	8.323804883	0.4419417382	0.0069053397	0.2865637635	1.2914987847	4.0126433253	44	0	0	1			6.6
190329_02-03_600components-0360	21	0.0007518696	-3.11933741645502E-09	-0.0078678507	0.011178154	1	0.0004111305	1.7641824969	0.5252525253	-1.078323581	964.9698815979	11.6124927729	52	1249.1153846154	848.6538461538	6.5823648025	0.3967285156	0.823831494	1	717.2638432724	768.1864145858	1295.7258103315	819.9710288116	0.4442092915	-3.0035853741	4.2232336697	0.401520788	1	0.2578973173	6.2364121295	0.0929068059	0.0048828125	0.2627801298	1.2209639851	2.769128869	47	0	0	1			6.6
190329_02-03_600components-0361	21	0.0007518697	3.20244075955616E-09	-0.0124172025	0.0123395212	0														715.1145916688	767.9745988833	1493.1108308409	694.7172393958	0.3294364328	-3.8825304657	3.1915787468	0.401171567	1	0.236087629	8.4324797066	0.1104854346	0.0048828125	0.2409704415	1.1559680638	3.6224664026	46	0	0	1			6.6
190329_02-03_600components-0362	21	0.0007518698	4.39378601668586E-09	-0.0090403166	0.0096413572	0														715.183908343	768.3929849792	1492.0876343375	722.8774294325	0.3301338373	-4.0814331611	3.984987029	0.3999519417	1	0.2160880566	4.5110299596	0.573127527	0.0048828125	0.2209708691	1.036270037	3.1824755991	45	0	0	1			6.6
190329_02-03_600components-0363	21	0.0007518703	7.60403362624733E-09	-0.0087749859	0.0113222208	0														714.154963469	770.1573277347	1380.6477953455	850.9324861196	0.3718623154	-3.9048052923	3.0695804166	0.3981142182	1	0.281680951	7.1571597444	0.2409704415	0.0048828125	0.2865637635	1.4885000672	3.9130813055	48	0	0	1			6.6
190329_02-03_600components-0364	21	0.0007518697	-2.6614799346638E-09	-0.0297240328	0.0159342199	0														715.7468611984	768.2575463154	1565.6359972499	667.4688431465	0.3466761983	-3.6791720739	2.5100886617	0.3977190576	1	0.2160880566	6.0533581802	0.6815673329	0.0048828125	0.2209708691	1.1072642591	3.5400173186	45	0	0	1			6.6
190329_02-03_600components-0365	21	0.0007518686	-4.86827803350153E-09	-0.0115589203	0.0086365089	0														716.3382282576	767.5602981728	1531.1806237957	659.8926069012	0.320514201	-4.2079903217	3.2132024505	0.3976250348	1	0.1977483679	6.331716956	0.1432818818	0.0048828125	0.2026311804	0.8338273392	3.3742320247	44	0	0	1			6.6
