exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	mass.perc	region.majmin.ratio	region.extent	region.orient	mass.total	region.majaxis	threshold.area	region.centroid.0	region.centroid.1	region.minaxis	mass.region	region.eccentricity	threshold.perc	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.rangesz	freq.maxsnr	freq.maxsnr.freq	freq.range.low	freq.range.high	freq.integrate	freq.avgsnr	length	artifact	signal	noise	hemodynamic	movement	res
190329_02-03_600components-0111	21	0.0007518672	-5.2896260178411E-10	-0.0290217017	0.0350572731	1	0.0004837805	3.3075061155	0.6666666667	-0.2777468676	792.303014589	7.0772921532	12	1139.5	349	2.1397669138	0.3833007813	0.9531993244	1	737.4722675142	747.3076275781	1137.9800576173	349.4569857715	0.9707032661	-5.5432112379	4.8024257109	1.1979352597	1	0.0067305382	2.1426140984	2.1022410381	0.0048828125	0.0116133507	0.4060722028	1.4753792479	11	1	0			1	6.6
190329_02-03_600components-0112	21	0.0007518702	5.24309585750751E-10	-0.0102676916	0.0126753154	1	0.0005111398	3.6065872613	0.4444444444	-0.5028941761	965.7872511813	15.8448651437	52	940.9807692308	1194.9230769231	4.3933125683	0.4936523438	0.9607919175	1	710.5385538224	767.887505164	865.9894816473	1098.7259233211	0.9815294952	-2.1706838069	5.1121275697	1.1854559576	2	0.414979784	1.1415127598	5	4.585020216	5	0.0012641136	1.1000054761	0	1	0		1		6.6
190329_02-03_600components-0113	21	0.0007518671	-1.06600095509097E-08	-0.0082951296	0.0100087509	0														723.7586474454	768.4552784691	618.9591179351	979.9487153753	0.9814318036	-2.613295022	7.3043622515	1.178406368	2	0.414979784	1.140389618	5	4.585020216	5	0.0011694373	1.0963618186	1	1	0			1	6.6
190329_02-03_600components-0114	21	0.0007518676	-7.77755218373126E-10	-0.0062280424	0.0173636122	1	0.0345986308	3.7636342298	0.4743308469	0.3090692714	838.6350640933	127.35697201	3243	733.7456059204	75.2263336417	33.8388281739	29.015625	0.9640555862	1	714.1691842687	733.7367434011	733.3874999906	74.5307125665	0.9665277738	-4.0074344154	5.9740595382	1.1505664212	1	0.0057666771	4.3404618044	2.292510108	0.0048828125	0.0106494896	0.6835683851	2.1984259068	10	0	1				6.6
190329_02-03_600components-0115	21	0.0007518682	7.72821140025568E-10	-0.0081440334	0.016669923	3	0.014477334	1.3294336838	0.6216326531	1.0121864887	911.4463016612	52.5155967251	1523	1491.2376887722	571.093893631	39.5022311864	13.1953125	0.6589348824	0.9934768428	736.764352859	763.0754153574	1490.5207193233	571.3273446181	0.9828466437	-3.3560151552	5.2444809935	1.1443034392	2	0.414979784	1.1841029268	5	4.585020216	5	0.0015649682	1.1351092282	1	0	1				6.6
190329_02-03_600components-0116	21	0.0007518682	6.62678502701333E-10	-0.007219281	0.0194684593	1	0.016441358	1.3660687173	0.6751012146	-0.2957911833	890.0002377162	50.107519101	1334	1068.1469265367	779.3050974513	36.680086781	14.6328125	0.6812749795	1	723.2375471813	768.9479051685	1068.0730820448	779.481331289	0.9556442853	-2.0232976666	6.4941900099	1.117799358	3	0.7955179237	1.4132124763	5	4.2044820763	5	0.0143963483	1.2957455516	2	1	0		1		6.6
190329_02-03_600components-0117	21	0.0007518669	-1.42699777280296E-08	-0.008935591	0.0263577056	4	0.007957841	5.7927979556	0.3175470553	-1.2102358519	889.9437958445	63.9648665197	523	72.1759082218	885.6634799235	11.0421366342	7.08203125	0.9849870667	0.9491833031	682.4356409812	780.6592069075	70.8604251048	888.7335170928	0.9571293377	-14.5907544633	10.3712516896	1.0994735169	2	0.2934350193	1.0223955326	4.585020216	3.2420988866	3.5355339059	0.0006243294	1.0130894437	2	1	0			1	6.6
190329_02-03_600components-0118	21	0.0007518674	3.56015867087215E-09	-0.009645968	0.0095757043	1	0.0001928702	1.6642761159	0.6857142857	0.2721309019	967.7258566873	7.2381411188	24	1312.7083333333	692	4.3491227506	0.1866455078	0.7993528982	1	717.785159259	770.1842913567	1243.0345812539	691.7865971454	0.9786231491	-2.4578934856	6.0218908866	1.0915499967	2	0.414979784	1.131210238	5	4.585020216	5	0.0014472608	1.0954565194	1	1	0			1	6.6
190329_02-03_600components-0119	21	0.0007518688	7.55468727390451E-10	-0.0070460651	0.0106597706	2	0.0023958738	4.9964775494	0.676744186	-1.5573550393	938.2993841368	44.0468841774	291	1221.3951890034	1051.4020618557	8.8155873297	2.248046875	0.9797671056	0.6438053097	736.5396711035	781.0189724669	1219.301935956	1067.3672403817	0.9667751782	-2.39255909	7.7079114126	1.0900266521	3	0.414979784	1.1633743421	5	4.585020216	5	0.002570035	1.1170145501	1	0	1				6.6
190329_02-03_600components-0120	21	0.0007518686	1.2111511318073E-09	-0.0149062188	0.0165958152	1	0.0008185814	2.8551155916	0.5	0.765331431	926.9561549646	13.5175346597	50	1293.78	981.48	4.7344964595	0.7587890625	0.9366568084	1	731.2888990293	771.8165895932	1293.4530232963	981.3585052824	0.9636083626	-2.3315808407	5.9477678522	1.0705354649	2	0.7955179237	1.1461487854	5	4.2044820763	5	0.00335222	1.0840160788	1	1	0			1	6.6
190329_02-03_600components-0121	21	0.0007518678	2.3327770766421E-10	-0.005844666	0.0089349036	5	0.0027381861	6.5812083713	0.1856763926	-1.0037742434	961.5170158472	72.1353320984	420	753.0738095238	320.4928571429	10.9608035529	2.6328125	0.9883885229	0.4356846473	705.2783124145	737.6764818945	709.6867150485	336.287521976	0.9770635242	-4.6464435974	3.647676648	1.0421667522	2	0.2394680763	1.6308438682	2.292510108	0.1013155902	0.3407836665	1.0726221426	1.4286880563	15	0	1				6.6
190329_02-03_600components-0122	21	0.0007518681	-6.33306489839267E-09	-0.012229989	0.0097981338	0														667.0818444277	824.6797315735	213.3433242487	1469.1385600482	0.9555512848	-5.7219113724	3.8729253422	1.0184167815	2	1.4644660941	1.1554494634	4.2044820763	3.5355339059	5	0.0105565911	1.1123582125	3	1	0			1	6.6
190329_02-03_600components-0123	21	0.0007518658	4.34008981044673E-10	-0.0426946163	0.0521621874	1	0.0025852666	4.627958911	0.9285714286	0.0006303944	705.6211258448	15.0849475227	39	475.3333333333	1570.0512820513	3.2595249467	1.82421875	0.9763761098	1	705.4695060242	796.6596876671	473.7416857954	1569.641993551	0.9841235605	-1.6424813327	1.8189093942	0.9411933336	4	0.414979784	1.0935359296	5	4.585020216	5	0.0007763084	1.0681267887	0	1	0			1	6.6
190329_02-03_600components-0124	21	0.0007518668	1.20716116488577E-09	-0.0177893467	0.0143214403	0														702.0310372409	765.2157010053	573.7954317286	566.3488823283	0.9802665214	-2.692228347	6.8656367013	0.9320842078	2	0.7955179237	1.1522586837	5	4.2044820763	5	0.0025995016	1.1133228282	1	1	0			1	6.6
190329_02-03_600components-0125	21	0.0007518687	-5.544638152304E-09	-0.017740365	0.0207412315	0														683.9129830421	783.779947945	220.1100462027	1065.8364866591	0.897189086	-4.2331879393	9.4297790438	0.913442213	4	1.1444729365	1.1538464776	5	3.8555270635	5	0.0167327209	1.1094801966	3	1	0			1	6.6
190329_02-03_600components-0126	21	0.000751868	-1.31679891695799E-09	-0.0071588653	0.0312384378	5	0.0054028363	1.4812928376	0.5923753666	-1.436919377	936.2848504537	29.1251493153	404	26.8440594059	508.9034653465	19.6619794382	5.05859375	0.7377390759	0.9573459716	701.8594859274	768.086234968	31.2222718107	517.3344701453	0.9647261275	-2.0305852749	5.0542537581	0.9126323055	3	1.1444729365	1.1861976958	5	3.8555270635	5	0.0053658173	1.1048350745	2	1	0			1	6.6
190329_02-03_600components-0127	21	0.0007518681	-3.11263002705846E-09	-0.0063880905	0.0209358367	1	0.0163159581	1.9692559818	0.6666666667	-1.2064744798	899.7134836823	57.5136592414	1248	728.5352564103	578.0576923077	29.2057811549	14.6796875	0.8614714551	1	713.1477478178	763.1105926222	729.1026289531	578.0322951035	0.9777089675	-3.2308748707	2.4790188798	0.8832552682	2	0.414979784	1.1642731244	5	4.585020216	5	0.0016397603	1.1101039417	1	1	0			1	6.6
190329_02-03_600components-0128	21	0.0007518677	-2.48006852080514E-09	-0.007209129	0.0132841063	1	0.0056622476	1.0875681037	0.7392857143	1.3908732445	954.7886904133	29.3756420011	621	1334.694041868	727.8019323672	27.0103930969	5.40625	0.3931305888	1	722.4912199314	766.694963239	1328.669057112	726.1995991584	0.9591140482	-1.9511843947	5.3596519087	0.872817929	2	0.414979784	1.1047654339	5	4.585020216	5	0.0019890922	1.0683223874	0	1	0			1	6.6
190329_02-03_600components-0129	21	0.0007518711	7.10378219179024E-09	-0.0083871053	0.0094948592	0														713.431400963	769.0317707352	1500.8451971441	683.3376838647	0.8708660224	-2.6517601196	6.0623553772	0.8256824027	3	0.414979784	1.2659587912	5	4.585020216	5	0.0162274345	1.1957426372	1	1	0			1	6.6
190329_02-03_600components-0130	21	0.0007518673	1.25105127512317E-09	-0.0086449251	0.0188594261	20	0.0044410502	2.5964930151	0.2267801858	1.0768877526	954.3421227273	72.87308238	586	570.4078498294	1292.5051194539	28.0659651133	4.23828125	0.9228602992	0.4459665145	690.1970336191	774.4413210637	565.6109757201	835.534156673	0.9746138586	-2.3384955207	2.9933722663	0.8229521654	3	0.414979784	1.1153904763	5	4.585020216	5	0.0012410886	1.0686163641	1	1	0		1		6.6
190329_02-03_600components-0131	21	0.0007518708	-6.37034086770278E-10	-0.0197819993	0.0185075314	0														724.3431902331	770.4170531657	1187.94858172	820.9186423441	0.9426969388	-2.4429932739	6.6991356216	0.8179079107	4	0.414979784	1.2038485209	5	4.585020216	5	0.0060095204	1.1505091775	1	1	0			1	6.6
190329_02-03_600components-0132	21	0.0007518655	1.48836836967817E-10	-0.0330406518	0.0529187617	0														666.8377652395	765.1139901593	655.6937007326	702.9926216104	0.6012656991	-1.22956309	6.067767031	0.7965217837	2	0.2489694504	3.0297373568	0.5255602595	0.0138106793	0.2627801298	0.7389640327	1.8555411993	35	1	0			1	6.6
190329_02-03_600components-0133	21	0.0007518676	-5.7203263472068E-10	-0.0125202743	0.0213723788	1	0.0009091809	1.1763554282	0.7222222222	0.3790739998	913.5326460054	8.8354821771	52	943.8076923077	190.5192307692	7.5108950625	0.8305664063	0.5266483968	1	727.1308333457	759.6971021096	951.0163814992	199.812797471	0.9540704333	-2.6430122123	4.3610405565	0.7956082761	3	0.414979784	1.1720743909	5	4.585020216	5	0.0039333591	1.1246460448	0	1	0			1	6.6
190329_02-03_600components-0134	21	0.0007518669	-7.28921612375146E-10	-0.0539727633	0.0636236701	0														717.2335489347	743.0362175179	880.8620987266	275.136115708	0.8876276959	-20.6916646655	5.7093398627	0.7902344331	2	0.1902690699	1.0251415594	4.585020216	2.1022410381	2.292510108	0.0039438923	1.0235693158	2	1	0			1	6.6
190329_02-03_600components-0135	21	0.0007518688	1.77296565569158E-11	-0.0093789416	0.0136773042	5	0.0088842443	4.7185021057	0.3764172336	0.4205470006	881.1244681592	72.2851922842	830	828.1228915663	108.3614457831	15.3195210396	7.828125	0.9772844878	0.9928229665	719.7334266432	736.9846051236	832.8698811381	111.1862212464	0.9430747079	-3.1631587526	4.3459669679	0.7898450508	1	0.0089278668	5.7149976353	2.292510108	0.0048828125	0.0138106793	1.39366454	3.7278147325	13	0	1				6.6
190329_02-03_600components-0136	21	0.0007518675	2.34470130208669E-09	-0.0097252789	0.039723917	1	0.013303076	1.476373391	0.702020202	1.556560278	839.7963773288	33.039552664	556	1303.1726618705	1000.0809352518	22.3788594844	11.171875	0.7356743304	1	726.9196949902	774.3302938397	1303.5741817081	999.4261620652	0.9560502653	-1.877034753	5.3035196545	0.7722732328	3	0.414979784	1.0605406749	5	4.585020216	5	0.0014484498	1.0441624691	0	1	0			1	6.6
190329_02-03_600components-0137	21	0.0007518679	2.41510744191504E-10	-0.0077355157	0.0158164949	1	0.0008040536	6.3235927561	0.2534722222	-0.6949632946	968.6028655482	25.2374402068	73	1088.4657534247	1212.7808219178	3.9909970772	0.7788085938	0.9874170287	1	718.4988104363	777.4127930521	1090.6498782987	1206.8684147715	0.9395051867	-2.0227723616	5.47604721	0.7555732806	3	1.1444729365	1.2551057945	5	3.8555270635	5	0.015309176	1.1771791788	2	1	0			1	6.6
190329_02-03_600components-0138	21	0.000751868	2.59118835151455E-09	-0.0068474247	0.0206400057	1	0.0187523262	2.3438836646	0.5130649718	-0.9285717453	877.3911462398	67.5999840822	1453	1154.725395733	783.201651755	28.841015065	16.453125	0.904420432	1	727.7011355688	769.3340955532	1154.4071922836	783.7452794796	0.9218732289	-1.744857943	5.4280740992	0.7535920442	2	0.7955179237	1.17828781	5	4.2044820763	5	0.0089106078	1.1029904955	1	1	0			1	6.6
190329_02-03_600components-0139	21	0.000751869	-2.23292385076133E-09	-0.009255654	0.0124379142	0														714.1157018349	769.6814475304	1497.3086813241	645.8008205596	0.811135818	-6.1041771494	2.6097312489	0.7496817506	2	0.7955179237	1.2443020195	5	4.2044820763	5	0.0235033902	1.1255734581	1	0	0	1			6.6
190329_02-03_600components-0140	21	0.00075187	-1.17731527191015E-09	-0.0157195701	0.0236367695	1	0.0037013437	1.0639906901	0.775	0.4424907016	917.6354888429	15.959564997	186	1251.8655913979	864.0268817204	14.9997224081	3.396484375	0.3415658445	1	722.1100218655	770.4943042019	1251.7813761918	863.9189217805	0.8922228991	-1.7720044414	5.162800675	0.7262564214	2	0.414979784	1.1311331274	5	4.585020216	5	0.0079196359	1.1005740595	0	1	0			1	6.6
190329_02-03_600components-0141	21	0.0007518672	-3.45825602237647E-10	-0.0204710609	0.0334213428	1	0.0026368356	4.6257490831	0.5844155844	0.1748411144	905.885796199	23.2151102092	90	489.5666666667	1565.7444444445	5.018670445	2.388671875	0.9763532596	1	703.4886145258	787.3929288968	485.4139314047	1565.611733423	0.9407227756	-3.5744099045	2.084311811	0.7138374982	2	0.414979784	1.1881524915	5	4.585020216	5	0.0057656494	1.1421328211	0	1	0			1	6.6
190329_02-03_600components-0142	21	0.0007518686	-8.72276189597582E-09	-0.0094347354	0.0084519344	0														714.6227009553	767.556157106	1414.873425354	687.4011066542	0.8004182339	-6.0797346826	1.9191108445	0.7090793973	2	0.414979784	1.2525028658	5	4.585020216	5	0.0231486114	1.1774218971	0	1	0			1	6.6
190329_02-03_600components-0143	21	0.0007518679	-9.19966808584945E-10	-0.0195981046	0.0421219811	2	0.0043515771	7.6152133448	0.24875	-0.3324971445	928.183605673	48.4223718873	199	768.2110552764	1236.2211055276	6.3586362843	4.0390625	0.9913405499	0.9386792453	716.957521357	775.7049022513	768.7734854268	1235.6746204239	0.9705006186	-2.6217445475	2.1671173816	0.7078895193	3	0.7955179237	1.253121495	5	4.2044820763	5	0.0044463233	1.1536741527	1	1	0			1	6.6
190329_02-03_600components-0144	21	0.0007518674	-5.15012309438465E-10	-0.013292223	0.0159210748	1	0.0002944817	1.4224578476	0.625	-0.4421724373	960.8712922691	8.0892720524	35	952.9428571429	757	5.6868272519	0.2829589844	0.7111814165	1	719.9042848315	772.0247243266	899.2736328251	755.8961406483	0.9574541132	-1.8225414328	3.4685730723	0.6977365285	2	0.7955179237	1.1757110544	5	4.2044820763	5	0.0038567207	1.0894414449	1	1	0			1	6.6
190329_02-03_600components-0145	21	0.0007518666	8.90364195784315E-10	-0.0231902338	0.0293679209	1	0.0059251156	4.8499487	0.675990676	-0.0972200126	918.3628820767	43.0651602621	290	814.6551724138	1169.075862069	8.8795084085	5.44140625	0.9785124489	1	719.4502530161	775.5648840901	813.5535291955	1167.2619660451	0.972528577	-2.0543944111	2.0500635594	0.6919740589	2	0.7955179237	1.2391062017	5	4.2044820763	5	0.004465902	1.1603251844	1	1	0			1	6.6
190329_02-03_600components-0146	21	0.000751868	4.80286769864547E-10	-0.0211186523	0.024787482	0														688.3154282986	771.2280914454	82.6864242515	898.9038887674	0.8006032304	-4.2262008432	6.658175251	0.6918772499	2	1.1444729365	1.5356365276	4.585020216	3.8555270635	5	0.1422497584	1.4355879218	2	1	0			1	6.6
190329_02-03_600components-0147	21	0.0007518677	2.89434088880385E-09	-0.0094321646	0.0129543298	1	0.0029176362	1.9350329089	0.7306666667	-1.4494466007	951.9157228832	26.7447959963	274	842.3576642336	526.0693430657	13.8213649357	2.77734375	0.8561139629	1	719.3249747971	764.59911481	842.9995685571	522.2426820197	0.9619439968	-3.1597283969	1.483924181	0.6832164221	2	0.7955179237	1.2818265962	5	4.2044820763	5	0.0057696941	1.1551082177	1	1	0		1		6.6
190329_02-03_600components-0148	21	0.0007518685	-0.000000005	-0.0129032371	0.0084084217	0														714.1486789855	769.0492172643	1440.1278841594	727.9394394626	0.7733253485	-2.5190579338	5.2742259644	0.6824629434	2	0.414979784	1.256579793	5	4.585020216	5	0.0290956484	1.1918162591	0	0	0	1			6.6
190329_02-03_600components-0149	21	0.0007518696	-0.000000001	-0.008505894	0.0115169574	0														715.3807527553	769.5388322363	1572.1802882434	665.2238619271	0.7767917358	-2.602537817	4.6899129468	0.6803114943	2	0.414979784	1.265552947	5	4.585020216	5	0.0304254706	1.1990607089	0	0	0	1			6.6
190329_02-03_600components-0150	21	0.0007518699	-0.000000001	-0.007491242	0.0102235999	0														713.8890767088	769.1877940901	1364.1459739257	735.5753708364	0.763796369	-2.7193519491	6.1762441244	0.6749029636	2	0.414979784	1.1942122333	5	4.585020216	5	0.0214477131	1.1348919976	0	0	0	1			6.6
190329_02-03_600components-0151	21	0.0007518697	-5.75509452951779E-10	-0.0086613362	0.0085391467	0														713.865829202	768.6000477162	1503.7410905084	691.879935081	0.7774905682	-3.310995167	4.5877897819	0.6719981599	2	0.7955179237	1.2247415449	5	4.2044820763	5	0.0260783596	1.1147701152	1	0	0	1			6.6
190329_02-03_600components-0152	21	0.0007518707	2.56463881115591E-09	-0.0089606867	0.0148537939	0														714.2144874256	768.5470695407	1523.7227609603	629.7394006229	0.768060809	-2.819458101	4.5063371522	0.6663582706	3	0.7955179237	1.2839786332	5	4.2044820763	5	0.0352900279	1.1488865874	1	0	0	1			6.6
190329_02-03_600components-0153	21	0.0007518673	-3.21920011001528E-09	-0.0090001233	0.0103474847	0														709.429944857	773.7824365876	473.8270793772	755.3399909343	0.9575771636	-3.4349650108	2.9675135139	0.663743114	2	0.7955179237	1.2471055529	5	4.2044820763	5	0.0056721979	1.1344719559	1	1	0		1		6.6
190329_02-03_600components-0154	21	0.0007518669	2.7745681714196E-10	-0.0173869194	0.0130744195	0														710.6603414208	764.6287146275	551.2629064116	344.7677483289	0.9663174588	-1.6968949265	2.8889368163	0.6636321542	3	0.414979784	1.1735746129	5	4.585020216	5	0.0027969014	1.1256225097	0	1	0			1	6.6
190329_02-03_600components-0155	21	0.0007518667	4.38404278578974E-09	-0.0196265078	0.0197648026	0														706.6577726166	772.7688344007	965.335537663	1244.8928064056	0.9725950075	-2.0125622502	1.6569656464	0.6569357115	3	1.1444729365	1.2908112635	5	3.8555270635	5	0.0061931652	1.1696330692	3	1	0			1	6.6
190329_02-03_600components-0156	21	0.0007518692	-1.4005029880583E-09	-0.0104245928	0.0108603871	0														687.6023836564	775.9615873924	211.8614881134	471.6806542554	0.9292343854	-2.7456676523	2.5367898847	0.6397012013	4	0.7955179237	1.3326116254	5	4.2044820763	5	0.0141490314	1.1974581858	2	1	0		1		6.6
190329_02-03_600components-0157	21	0.0007518706	-5.56669865442886E-10	-0.0064619067	0.0099049953	7	0.0004574181	4.5242191139	0.7176470588	0.1323075124	965.5288057393	18.8691463986	61	763.131147541	1304.7704918033	4.1706968481	0.4416503906	0.9752664156	0.3986928105	715.4374383624	801.1385457794	763.7606649624	1283.6880994222	0.9380991202	-3.4058957483	2.9233035189	0.6395504092	2	0.414979784	1.1523617337	5	4.585020216	5	0.0051085627	1.1180383891	1	1	0		1		6.6
190329_02-03_600components-0158	21	0.0007518693	4.82038612330054E-09	-0.0091888323	0.0108837408	0														713.7578569188	767.9709425459	1266.0599212019	760.2216516717	0.7458833929	-5.0389211465	2.5646975374	0.6371426444	2	0.414979784	1.1936918726	5	4.585020216	5	0.0239596685	1.1377354756	0	0	0	1			6.6
190329_02-03_600components-0159	21	0.0007518681	-1.40286305071828E-09	-0.0096841554	0.0265972265	1	0.0049786843	7.3827550167	0.219138057	0.7753128667	916.4067615577	54.1736405528	300	1122.77	322.6566666667	7.3378624146	4.5625	0.9907840751	1	724.6286013731	756.1320613229	1119.990334709	319.583595072	0.9092730273	-4.0893990742	2.5998821342	0.6342954524	5	0.414979784	1.0780480839	5	4.585020216	5	0.0024850493	1.0390667207	1	1	0			1	6.6
190329_02-03_600components-0160	21	0.0007518667	8.42997753637924E-10	-0.0164914226	0.0131101702	0														708.0011469437	779.3843258651	812.5070880696	691.8296879044	0.9685557417	-2.1778510139	1.7315086956	0.6263301425	2	0.7955179237	1.3331903118	5	4.2044820763	5	0.0067911023	1.2205892791	1	1	0			1	6.6
190329_02-03_600components-0161	21	0.0007518668	2.75350292696876E-09	-0.0133111115	0.0143349282	1	0.0032536808	3.21501372	0.5265151515	1.2297451333	951.4464776795	34.4578401291	278	266.1258992806	582.5215827338	10.7177894499	3.095703125	0.9503966045	1	700.6461320866	762.0159970321	266.270801726	581.5419770435	0.9677210836	-2.2471877423	1.6991015756	0.6237311235	2	0.414979784	1.2303915964	5	4.585020216	5	0.0036209222	1.1697152204	0	1	0			1	6.6
190329_02-03_600components-0162	21	0.0007518679	1.68530654777485E-09	-0.019448814	0.026697296	1	0.0032999413	1.2674771945	0.75	-1.3228206159	858.7984231146	14.2892674895	126	1260.373015873	912.753968254	11.2737866622	2.833984375	0.614433222	1	729.1863076408	772.9842857147	1260.3778143701	912.7836217353	0.8798411609	-2.5957445184	3.446175088	0.6224416561	2	0.0903639156	1.5339661129	3.2420988866	0.0301213052	0.1204852207	0.4445959469	1.3434160466	17	1	0			1	6.6
190329_02-03_600components-0163	21	0.0007518674	2.18189793007095E-09	-0.0138986455	0.0121384254	1	0.0047503607	1.7485390342	0.6387096774	-0.9862611301	955.5195488385	33.3717696989	495	830.3393939394	549.1050505051	19.085515991	4.5390625	0.8203191478	1	718.4528363256	765.953917937	830.27395459	561.3808381714	0.9491103891	-2.9196054189	2.0192448492	0.6210189984	3	0.7955179237	1.2751051915	5	4.2044820763	5	0.0070208644	1.1436140504	1	1	0			1	6.6
190329_02-03_600components-0164	21	0.0007518678	-1.44548845235677E-09	-0.0080794451	0.0111922723	1	0.0004700885	1.4171089664	0.6805555556	0.5206725603	981.052886368	9.4249975275	49	818.5102040816	386.1224489796	6.6508629546	0.4611816406	0.7085485794	1	706.6628184506	769.2038179516	740.6597094819	394.228319318	0.9370459323	-2.8957788991	1.9993664098	0.6147862866	3	0.7955179237	1.238887299	5	4.2044820763	5	0.0105002293	1.1640751202	1	1	0			1	6.6
190329_02-03_600components-0165	21	0.0007518678	4.44142802348617E-10	-0.0183117947	0.016192652	0														701.0870680706	771.8688742066	105.7245529434	850.7419824337	0.9231372577	-3.0539955952	2.2836746396	0.6122778176	2	1.1444729365	1.302682707	5	3.8555270635	5	0.0209121326	1.1969902863	2	1	0			1	6.6
190329_02-03_600components-0166	21	0.0007518701	-4.50635582416173E-09	-0.0100608642	0.009969757	0														713.3978718342	768.5948668202	1536.88672808	676.4482701815	0.7501755642	-5.6194492967	2.1756078664	0.6113992711	2	0.7955179237	1.2354193399	5	4.2044820763	5	0.0334303307	1.1277853198	1	1	0			1	6.6
190329_02-03_600components-0167	21	0.0007518671	-4.48787423794542E-12	-0.0135897224	0.0108474015	0														716.8907709881	767.052488859	487.9300790858	358.1029234494	0.9618785983	-1.6091899113	2.5173698288	0.6102403508	2	0.7955179237	1.2624547171	5	4.2044820763	5	0.0064764312	1.1727172417	1	1	0			1	6.6
190329_02-03_600components-0168	21	0.0007518689	-6.80830970472679E-09	-0.0158670852	0.0168845011	0														697.3022599531	769.1803102065	80.6137613229	898.7179197935	0.9009094645	-9.3948882855	2.7600568062	0.6075244374	1	0.0415705904	4.5322036874	0.5255602595	0.0048828125	0.0464534029	1.4439760184	2.5404222521	27	1	0			1	6.6
190329_02-03_600components-0169	21	0.0007518681	-7.6329847208947E-10	-0.007359497	0.0220903803	2	0.0016835068	10.14601261	0.5187969925	0.0932747721	971.6278910579	43.2463716297	138	450.5362318841	1181.9275362319	4.2624007373	1.6357421875	0.9951310223	0.6602870813	703.0090478557	778.4296140648	450.6910950195	1180.3669484206	0.9219947619	-3.0735132736	1.7858343382	0.6059547678	3	0.7955179237	1.2746309479	5	4.2044820763	5	0.0133755087	1.1687555465	1	1	0			1	6.6
190329_02-03_600components-0170	21	0.0007518696	-3.29809084765276E-09	-0.0287391421	0.0259673764	0														686.7832063169	772.0321362826	80.6976550718	809.0325315433	0.8515426665	-5.7651950221	2.6338236321	0.6021500096	4	1.4644660941	1.1331786485	4.2044820763	3.5355339059	5	0.029188591	1.0934954747	3	1	0			1	6.6
190329_02-03_600components-0171	21	0.0007518702	-6.915486498257E-09	-0.009064136	0.0127684621	0														714.642025173	768.8628243762	1322.044256687	761.1917282021	0.7176894503	-3.0938624425	4.7571046768	0.6018315363	2	0.414979784	1.1909302278	5	4.585020216	5	0.0235447496	1.1211953159	0	0	0	1			6.6
190329_02-03_600components-0172	21	0.0007518683	6.4637285176932E-09	-0.0111701334	0.0096610987	0														714.6009654896	769.7798202854	1450.9441796042	699.3150368739	0.7076932931	-3.0905308778	5.2410041677	0.6014334247	2	0.414979784	1.1885534301	5	4.585020216	5	0.0256574794	1.1267967634	0	0	0	1			6.6
190329_02-03_600components-0173	21	0.0007518694	-4.15089932515106E-09	-0.0119097954	0.0205525038	1	0.0022346623	2.183968798	0.5546558704	1.0936483043	948.3046350925	20.0095677894	137	1205.6715328467	825.9635036496	9.1620209077	2.119140625	0.8890129777	1	719.5714829663	769.3025155001	1205.7695432582	825.621239155	0.8426406648	-1.9561398469	4.6477373355	0.6003925485	3	0.414979784	1.1640781141	5	4.585020216	5	0.011639268	1.1082241269	0	1	0			1	6.6
190329_02-03_600components-0174	21	0.0007518667	-1.85563107496509E-09	-0.0359051661	0.0422785434	1	0.0007073952	3.9608895036	0.5454545455	-0.0590735687	787.577970138	10.6189951862	18	503.4444444444	1570.5	2.6809622376	0.5571289063	0.9676051028	1	708.5085530625	790.0055056465	502.0329371298	1569.5022409489	0.9201551848	-1.5202991632	3.1147901841	0.5923056028	2	0.414979784	1.1388320081	5	4.585020216	5	0.0049144861	1.0900242696	0	1	0			1	6.6
190329_02-03_600components-0175	21	0.0007518688	-3.4203800316928E-09	-0.0142756651	0.0103758296	0														715.5847460115	768.380352443	1567.9890222489	658.3239971877	0.6835958883	-2.0193615018	4.3213033361	0.5867874776	2	0.414979784	1.1837759222	5	4.585020216	5	0.0255423498	1.116852917	0	0	0	1			6.6
190329_02-03_600components-0176	21	0.0007518684	-4.84561404946654E-09	-0.015830837	0.019711952	2	0.0008550423	2.3751373157	0.7333333333	0.1409817044	884.573380107	11.5137614598	44	474.4090909091	1563.1818181818	4.8476192867	0.7563476563	0.907047507	0.9565217391	704.9991777054	791.0230542492	471.3536407012	1563.4663399883	0.7513339889	-4.9280329698	1.327437112	0.5858578725	1	0.1156024082	6.4230882734	1.0511205191	0.0048828125	0.1204852207	1.7378166072	3.5036149269	38	1	0			1	6.6
