exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	signal	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190408_03-04-0156	22	1.2162269193	0.2318041637	1.3341968272	2.7262693317	1.9277635318	0.5255602595	1.4022032722	16	0.0931015912	66.3125	712.2595771057	397.8824892071	1483.7621354112	0.7741697358	0.661719621	142.2668374456	1.579833597	90.0517862893	0.2898519361	1	609.9779516439	870.5990908732	396.4005358087	1479.5216426463	0.000000001	0.0117041371	-0.0042796438	2	0.0007516444	0.9691625586	15.0182652654	-15.101563017	2	3.2125350397	9497	0.9998947147	0	0		
190408_03-04-0157	22	1.0701163101	0.0416957184	1.1147027667	3.8555270635	2.5	1.3631346658	1.1368653342	8	0.0961581263	70.8125	736.4172196836	624.912518266	467.2186069167	0.7501931125	0.6755956299	143.5699676118	1.5123587058	94.9311608794	0.1999146721	1	657.9820391034	743.6884898383	625.7894695189	466.750687754	-5.54177045408946E-09	0.0124179007	-0.0040706645	1	0.0007516442	0.9311736503	14.4072806151	-10.1726492443	3	3.2096023125	10265	1	0	0		
190408_03-04-0158	22	1.1926861248	0.3618927189	1.28985901	2.9730177875	2.1022410381	0.4819408829	1.6203001552	18	0.1458835849	91.75	628.9261403434	363.2106166834	1413.9110745457	0.7010208732	0.6616804734	162.6133732477	1.4022477247	115.9662236443	0.3686740016	1	606.1368491863	892.0374595419	360.8864732187	1415.4697318471	2.62939910629279E-09	0.0130359255	-0.003229515	1	0.0007516435	0.9492225318	15.6346549065	-11.9233740883	2	3.2091131874	13978	1	0	0		
190408_03-04-0159	22	1.1138382618	0.158456614	1.1757915818	2.5	2.7262693317	0.9638817659	1.7623875658	13	0.0844942208	63.4375	750.7909936592	329.6301215669	380.8178748312	0.4412763464	0.7211038961	112.7027305324	1.1143659706	101.1361917978	0.8864585155	1	616.0301936365	747.6973428282	329.6854373117	381.791853597	-0.000000002	0.0130222558	-0.0041011409	1	0.0007516445	0.9223719239	15.1628247088	-8.15132293	3	3.2049478107	8884	1	0	0		
190408_03-04-0160	22	1.0906627555	0.0651290006	1.1414291888	3.8555270635	0.8838834765	0.5255602595	0.3583232169	7	0.0460072204	40.3125	876.2211585331	1409.5577792124	951.7144932214	0.5430966966	0.7481284714	97.6399994336	1.190943834	81.9853939784	0.0300416839	1	731.1233318175	799.475021194	1406.90613481	950.3980324863	3.27971722150043E-09	0.0107407305	-0.0050118571	1	0.0007516452	0.9632564809	20.8774267568	-9.7310571489	2	3.2012080958	6196	1	0	0		
190408_03-04-0161	22	1.1019810066	0.224060129	1.2264358293	2.9730177875	2.5	0.5255602595	1.9744397405	19	0.0824176614	63.28125	767.8117642326	643.2233563824	301.5085062013	0.6963634133	0.7054587689	127.7722114056	1.3933605206	91.7007547692	0.5166278363	1	660.4122406739	728.74251322	643.7751723254	301.455520384	-4.09364630367531E-09	0.0128023656	-0.0053958279	2	0.0007516443	0.9229304909	13.3044845226	-10.4862876776	4	3.1944615308	9111	0.9995611629	0	0		
190408_03-04-0162	22	1.1386131029	0.163304886	1.2413980766	2.9730177875	2.5	0.9638817659	1.5361182341	12	0.0811528679	63.09375	777.4679021922	803.8714797747	1312.7262672811	0.8295573729	0.6493549674	151.9733649942	1.790762015	84.865193543	0.4324654341	1	693.6358962128	863.9032072578	806.2622698285	1306.0902935687	2.15277771827065E-09	0.0115493623	-0.0038997067	6	0.0007516441	0.927726722	12.9306440474	-11.4647869847	3	3.1940176631	9765	0.9740648379	0	0		
190408_03-04-0163	22	1.087391748	0.0598792521	1.1336812097	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0188680315	15.8828125	841.784291527	1069.3123827392	485.7181050657	0.9101589401	0.1482408566	155.9647896619	2.4139474628	64.6098525608	-0.2538653517	0	727.9614185523	781.5920546047	966.2881672908	704.4530651525	-1.4157109779103E-09	0.0158099812	-0.0044336888	23	0.0007516443	0.9330972204	13.4129424971	-9.4224782074	3	3.1929266738	2132	0.3907624633	0	1	1	
190408_03-04-0164	22	1.1093306687	0.1170123186	1.1847490007	3.2420988866	2.5	1.0511205191	1.4488794809	11	0.0875961524	66.375	757.7387612713	830.5199506376	1256.9582476347	0.6710292733	0.7098328345	130.3808458097	1.3487434354	96.6683821326	0.2333244824	1	689.0330106946	845.6268267209	829.1019168373	1257.2574888653	-0.000000008	0.0118408696	-0.0039266123	1	0.0007516446	0.9247009672	15.1087919129	-8.934758832	3	3.1724404296	9724	1	0	0		
190408_03-04-0165	22	1.1453055241	0.1343203732	1.2418783638	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0610354819	50.5	827.3875848869	410.4556818182	902.4648989899	0.646443199	0.6861301222	116.127757721	1.3106810667	88.6010797544	-0.3869501675	1	619.3287355405	800.6025739069	415.5761350478	902.841435947	-0.000000002	0.0097766647	-0.0046640395	2	0.0007516444	0.8961879208	16.6271574764	-8.610164154	4	3.1716130601	7920	0.9267493564	0	0		
190408_03-04-0166	22	1.1168793015	0.1494809329	1.1593352012	3.2420988866	2.5	0.9638817659	1.5361182341	12	0.0913703701	66.875	731.9112307133	482.6120578085	285.1500215703	0.5779615366	0.6966190834	120.4742126865	1.2253940774	98.3146686526	-0.5745885111	1	637.0146178979	728.5429002738	482.0724239686	283.4117079974	4.52598679980517E-09	0.0144897774	-0.0044909837	2	0.0007516441	0.9203015126	14.4071658495	-8.4061459288	3	3.1657980601	9272	0.9997843433	0	0		
190408_03-04-0167	22	1.0662554323	0.0252178943	1.0927774595	3.8555270635	2.5	1.25	1.25	9	0.0713978933	54.46875	762.8901561316	848.1124025305	136.8722966014	0.9512825329	0.4750489237	168.951525412	3.2433780366	52.0912220238	0.4615103357	1	688.3885430633	729.2619333756	846.7615557744	134.992500201	-9.2853861970484E-10	0.0127547473	-0.0051229352	1	0.0007516443	0.963550338	12.3568100925	-17.1782084026	4	3.1597610554	6797	1	0	0		
190408_03-04-0168	22	1.0840080833	0.2798884022	1.1590641795	2.5	2.292510108	0.3125	1.980010108	24	0.0868482941	63	725.4028497483	416.8153767299	217.1437211686	0.8793733424	0.5438782337	164.4730915593	2.1002540054	78.3110476821	-0.5722360126	1	617.0252634125	720.0589520951	426.8556582765	279.7698183814	2.11614538822027E-10	0.0116500041	-0.0036382082	4	0.0007516437	0.936354585	15.1033636433	-9.0269352585	2	3.1580116063	9755	0.7403612629	0	0		
190408_03-04-0169	22	1.0529437734	0.0503894145	1.076124464	3.5355339059	2.5	1.146255054	1.353744946	10	0.1007711257	73.75	731.8564664013	516.6119641431	444.7040915949	0.8657696258	0.6489085987	175.1878881484	1.9982305308	87.6715100914	0.0036810944	1	636.1339412317	729.4735216756	514.3999357113	443.9871602846	-3.92809847198468E-09	0.0120548992	-0.0045135482	1	0.0007516439	0.9238247896	13.7938606563	-9.1761643713	3	3.1494218611	11267	1	0	0		
190408_03-04-0170	22	1.1791940238	0.3480367384	1.3234141651	3.2420988866	2.292510108	0.5255602595	1.7669498485	18	0.0899641096	67.5625	750.9939272027	622.6507790078	1320.4821648217	0.5893571307	0.7565136476	124.5150087089	1.2378189004	100.5922664988	-0.135029552	1	657.951438896	854.6489893828	622.4469723096	1320.1843597641	2.26131417982923E-09	0.0123248862	-0.0042398737	1	0.0007516444	0.9350120591	14.0687653169	-10.277338005	3	3.129195487	9756	1	0	0		
190408_03-04-0171	22	1.0577630125	0.047061629	1.0915897068	3.5355339059	2.5	1.146255054	1.353744946	10	0.0857298009	66.6875	777.8800291217	599.3335322789	1123.5024370835	0.8185126153	0.7612448887	153.56986382	1.7406787187	88.224128994	0.1618371437	1	653.4511880439	834.6941016129	598.9207857113	1123.9539760894	1.88819304875086E-09	0.011425161	-0.0047165013	1	0.0007516443	0.9342475228	16.1459247929	-9.5163790886	3	3.1146280681	10053	1	0	0		
190408_03-04-0172	22	1.1035835376	0.2381813025	1.1693992742	3.2420988866	2.5	0.5255602595	1.9744397405	19	0.0952592591	71.1875	747.3026837541	639.2047041529	1261.0893972804	0.7139081364	0.6612795431	141.123203211	1.428083089	98.8200226591	0.0379791664	1	659.9410847606	858.4701193392	637.1478260781	1260.5236343619	5.34424543257681E-10	0.0124333467	-0.004389746	2	0.0007516444	0.9269587571	13.4723610352	-8.9440800269	4	3.1051207598	10884	0.9999081305	0	0		
190408_03-04-0173	22	1.0625803422	0.0519091209	1.1128375066	3.5355339059	2.7262693317	1.146255054	1.5800142777	11	0.0928964079	68.3125	735.3621257367	550.5517531852	502.7180162156	0.6625886572	0.7781874795	127.55476066	1.3351429112	95.5364100627	-0.6952487889	1	645.5133287941	751.2057352871	548.9629296975	503.6500175944	4.76054452288327E-09	0.0131528301	-0.0048624452	1	0.0007516443	0.9359486175	14.2832952422	-8.9923566947	4	3.0957175864	9497	1	0	0		
190408_03-04-0174	22	1.1680567868	0.5241764246	1.2103984859	1.9277635318	2.292510108	0.3407836665	1.9517264416	23	0.1016652003	71.9375	707.592172675	423.1216870903	1339.3978341408	0.8935180434	0.5568073627	173.9296708483	2.22703614	78.0991685415	0.7291993326	1	621.5761787952	858.1533885062	425.0736564834	1316.195334417	-1.08515245988431E-09	0.0124466963	-0.0034702511	5	0.0007516437	0.9420215261	13.1378358315	-8.3278112641	2	3.0924656458	10527	0.8770307423	0	0		
190408_03-04-0175	22	1.1484711198	0.0996867863	1.2067577665	4.2044820763	0.0232267015	0.0179102352	0.0053164662	4	0.0419891378	34.125	812.7101865993	1086.8614504809	810.2809981804	0.9603631105	0.6300360301	135.0198064092	3.5874177781	37.6370455748	0.1570596512	0	713.5946282625	799.5197951311	1085.8178249196	808.2329929454	5.71320082920617E-09	0.0155192438	-0.0062946796	3	0.000751643	0.9821992682	20.0292289471	-6.7451959886	2	3.0912158647	3847	0.997924773	0	1	1	
190408_03-04-0176	22	1.1305961189	0.1441337206	1.2140369757	3.2420988866	1.0511205191	0.4419417382	0.6091787808	11	0.0323552491	27.09375	837.3834472804	1380.5001471021	657.5030891439	0.3739619028	0.7460491659	68.7662670792	1.0782321402	63.7768663314	0.4824383402	1	735.6113782765	789.3729742583	1380.3015110165	751.4430782263	-0.000000011	0.0187327457	-0.0045248821	3	0.0007516448	0.9649966874	23.8077276785	-11.4160901103	1	3.0716418532	3399	0.6413207547	0	0		
190408_03-04-0177	22	1.0836415703	0.1073459971	1.1281697823	3.2420988866	2.5	0.9638817659	1.5361182341	12	0.0812100399	63.1875	778.0749779881	522.9162096951	331.8211230533	0.6857672932	0.7362726098	126.5643558182	1.3739644471	92.1161796316	0.1701058563	1	646.9653614334	737.8779463301	522.9525616032	332.0574985366	-2.78714223351195E-10	0.0117082495	-0.0044148881	1	0.0007516444	0.9166333526	14.4606664728	-9.0697525594	3	3.0657857073	9118	1	0	0		
190408_03-04-0178	22	1.0949997888	0.1014999706	1.1546080369	3.2420988866	2.7262693317	1.146255054	1.5800142777	11	0.0769639335	58.8125	764.1566297782	775.8802484472	361.1298136646	0.822867125	0.6933677864	136.3151771476	1.7598388785	77.458896273	-0.2996128936	1	681.2689612167	741.8967806077	777.7292249265	361.4378572197	-3.67306296422595E-09	0.0128348835	-0.0042997374	3	0.0007516443	0.9180680937	18.4952621121	-8.3153447318	4	3.0640991241	8050	0.999627468	0	0		
190408_03-04-0179	22	1.0421981746	0.0161876044	1.063016912	4.2044820763	2.7262693317	1.9277635318	0.7985057999	5	0.079705176	64.3125	806.8798444663	921.9057562598	981.9298715698	0.7662857503	0.6680864198	147.3261562565	1.556420424	94.6570438055	0.6030560681	1	704.2088454216	811.6878093074	923.3154580421	978.5514952134	1.43642275872386E-09	0.0097720612	-0.0050048848	2	0.0007516445	0.9146766546	13.8791090981	-8.6150863716	4	3.0614657142	10823	0.9998152425	0	0		
190408_03-04-0180	22	1.1675338835	0.2266697205	1.2762807107	2.292510108	2.1022410381	0.4819408829	1.6203001552	18	0.0771244128	58.15625	754.0576052149	463.2932357043	1457.5177824268	0.867795765	0.5170362358	153.2926936248	2.0123921894	76.174363244	0.8485002931	1	625.4570614823	887.1635033572	464.170216979	1458.1752006855	-4.07153250816878E-09	0.0111643895	-0.0057722035	2	0.0007516442	0.9651659271	11.2529913707	-12.4058600038	2	3.0611600536	8604	0.9998837885	0	0		
190408_03-04-0181	22	1.0260352799	0.0078394523	1.037621385	4.2044820763	0.8838834765	0.6815673329	0.2023161436	4	0.0387407115	34.5	890.5360458803	1312.053928225	709.4729388943	0.5413736361	0.6985094851	89.8493844242	1.1893687641	75.5437566026	0.2932607442	1	713.0001322707	786.8549641036	1311.1446851975	708.9365111332	1.25083870434942E-09	0.0115994976	-0.0058381086	1	0.0007516456	0.968977247	26.9983978918	-10.5019016694	3	3.0608333806	5155	1	0	0		
190408_03-04-0182	22	1.1163084528	0.3452266187	1.2201673334	2.1022410381	0.625	0.2026311804	0.4223688196	14	0.0812030023	66.25	815.8565340036	822.3027871257	960.6689964622	0.7485153105	0.6426194965	150.5472706918	1.5080283469	99.8305310352	0.9175638713	1	691.555798559	814.7270336334	823.2311290723	960.735036381	-4.71494984703539E-09	0.0093023241	-0.0045443166	5	0.0007516442	0.9052730446	14.377896256	-8.6849438393	1	3.0561554264	11589	0.9995687425	0	0		
190408_03-04-0183	22	1.1344417209	0.195168307	1.2334958087	2.9730177875	2.5	0.8838834765	1.6161165235	13	0.0889763427	67.875	762.8432228434	729.1201847484	320.2572720126	0.7267227428	0.690647482	137.7262393516	1.4557505081	94.6084089179	-0.3245342474	1	672.8119102353	727.568570887	730.432372792	320.2906535837	4.12415684345573E-09	0.0126596719	-0.0045434538	3	0.0007516446	0.9203739335	13.6655480093	-8.6973177388	4	3.0385375146	10176	0.9998034977	0	0		
190408_03-04-0184	22	1.1523665485	0.4515621048	1.2753475083	2.7262693317	2.1022410381	0.3407836665	1.7614573717	22	0.1361243477	89.625	658.4053588048	389.1705969832	152.3472841867	0.8180547294	0.6171765734	179.1439735487	1.7387059406	103.0329334985	-0.5406622863	1	610.7219817872	683.8323073207	389.8143485406	151.0482849171	2.67435946245532E-10	0.0126411531	-0.0050718177	4	0.0007516431	0.9394978392	14.0010999381	-8.6247338169	3	3.0384973418	14121	0.9997168142	0	0		
190408_03-04-0185	22	1.0602308856	0.0464880629	1.1014687765	3.8555270635	2.5	1.3631346658	1.1368653342	8	0.0983152786	72.75	739.9663714568	657.8373384307	397.7847260149	0.9067726033	0.5840510367	185.4083650831	2.3718038503	78.171879626	-0.3741710614	1	663.6597157394	728.2090541878	658.0742757756	397.5229766253	4.64461165796486E-09	0.0115193424	-0.0042623791	1	0.0007516437	0.910962388	15.5426527491	-8.4626187043	5	3.0383908883	10986	1	0	0		
190408_03-04-0186	22	1.1445219623	0.368294034	1.3506452012	2.7262693317	2.5	0.4419417382	2.0580582618	21	0.0854157144	64.25	752.2035077874	692.6518267338	268.3569240866	0.5439371529	0.6881963264	118.4872915128	1.1917162021	99.4257620268	0.5623775048	1	666.1092674129	725.7360002256	691.4502486366	268.3731346859	-2.24305975993131E-09	0.0141496741	-0.0037191786	1	0.0007516442	0.924164551	14.9174157835	-10.056731796	4	3.030633339	9142	1	0	0		
190408_03-04-0187	22	1.0418790493	0.0132678767	1.0589208929	4.585020216	2.7262693317	2.1022410381	0.6240282935	4	0.0738734891	61	825.7360083405	889.2299413856	604.6461996733	0.6037038694	0.7084411164	129.5442372353	1.2543767493	103.2737870061	-0.4729407826	1	701.6392744205	761.4933455692	888.7793557687	605.1749850646	-8.88796539350953E-10	0.0090423965	-0.0046996926	1	0.0007516443	0.9084229701	15.4437161139	-10.5030285968	4	3.0261261104	10407	1	0	0		
190408_03-04-0188	22	1.0903254266	0.2308427165	1.1559527514	2.5	2.5	0.4419417382	2.0580582618	21	0.0897854362	66.5	740.6546406055	479.6171100678	225.2447574335	0.8510343027	0.6367924528	154.868597376	1.9043625376	81.3230644471	-0.5007045022	1	630.7995508631	729.3146593358	480.0843207951	262.7262792519	2.42314893423962E-09	0.0126565296	-0.003807641	3	0.0007516442	0.9304482253	13.5260547105	-8.504376696	3	3.0062822017	9585	0.9463862559	0	0		
190408_03-04-0189	22	1.0662177681	0.1639798433	1.1204543649	3.8555270635	2.292510108	0.4052623608	1.8872477472	21	0.0897389848	66	735.4663100646	533.7106152806	1074.0496957404	0.5842124381	0.7862838915	118.2769549944	1.232132871	95.9936690082	1.2141570944	1	642.1963451959	825.2233243867	532.583186177	1072.8452827518	-0.000000006	0.0125325685	-0.003956323	1	0.0007516444	0.9352704551	13.346137693	-8.6307168814	4	3.0017363128	8874	1	0	0		
190408_03-04-0190	22	1.0738078313	0.0842595296	1.1305182294	3.5355339059	2.5	0.9638817659	1.5361182341	12	0.0943111101	67	710.4147109734	505.7753492564	1190.7283686345	0.7901220952	0.7425129664	136.0058630326	1.6314558048	83.3647240919	0.1381473311	1	638.4308061634	847.3878780451	503.7166641496	1189.9223885238	1.30869321079164E-10	0.0142365675	-0.0044788209	1	0.0007516439	0.9231860156	12.4048203312	-8.2228038243	4	2.9980958911	8876	1	0	0		
190408_03-04-0191	22	1.0398202482	0.0160967544	1.0602926057	4.2044820763	2.7262693317	1.9277635318	0.7985057999	5	0.0774091242	61.6875	796.9021819764	971.7409244407	638.5738708316	0.560493607	0.6930446866	121.8169758153	1.2074979574	100.883794517	-0.9869408661	1	706.1599535416	765.9765389649	971.4408593969	639.5162322264	8.71999557541559E-10	0.0107783068	-0.0054290077	3	0.0007516446	0.9105526803	14.3645430571	-10.4023238188	4	2.9966575548	9476	0.9994726295	0	0		
190408_03-04-0192	22	1.2049313078	0.015651017	1.2697144647	4.585020216	5	3.8555270635	1.1444729365	3												0	688.1710069287	812.1960537109	775.0426771577	1320.5146764138	2.34762608047162E-10	0.0386575513	-0.0391824759	0	0.0007516436	0.9514926173	16.4021865978	-13.3435892428	2	2.9966263186			0	1		1
190408_03-04-0193	22	1.078559296	0.0883484269	1.1154390765	3.8555270635	2.9730177875	1.146255054	1.8267627335	12	0.0584599739	47.8125	817.8672833915	361.3231348907	337.7769404672	0.8805041438	0.5586427549	136.1944663981	2.1095335164	64.5614138566	0.8392080639	1	625.1671653117	745.1058226856	361.0127036994	338.3856947707	-2.50896441525351E-09	0.0127047914	-0.0041935453	1	0.0007516448	0.9185539387	13.2000448495	-7.9220647088	3	2.9844984048	6635	1	0	0		
190408_03-04-0194	22	1.1213028446	0.1650495144	1.1807601683	2.7262693317	2.7262693317	0.9638817659	1.7623875658	13	0.0929293043	66.125	711.5624132676	417.6736623616	294.2418127306	0.6102117459	0.7066492829	119.0134135999	1.2622463714	94.2869920645	-1.0733171025	1	628.4026414298	725.6944479858	417.0840218194	294.3538492112	-1.63297505845396E-09	0.0143564899	-0.0038925601	1	0.0007516442	0.922503548	14.3851887627	-7.0053246896	2	2.9813463508	8672	1	0	0		
190408_03-04-0195	22	1.0195583	0.0071288089	1.0461395397	2.9730177875	2.292510108	1.146255054	1.146255054	9	0.0577211384	43.0625	746.0438448107	745.6578465296	86.644616324	0.922725332	0.4980738037	129.9877757942	2.5943155684	50.1048435969	0.3871782449	1	681.243917626	714.6825015726	751.3888461199	86.7171498994	-8.93948750375232E-10	0.0163050136	-0.0060800397	3	0.0007516441	0.9709534599	8.4001786883	-16.9480874029	3	2.9683296213	4913	0.9943331309	0	0		
190408_03-04-0196	22	1.0969327305	0.1419439429	1.1431323213	3.5355339059	2.5	0.8105247217	1.6894752783	14	0.0827285999	62.28125	752.8381975178	504.3041820565	1245.884546646	0.5547921766	0.7257869249	113.6594277072	1.201939016	94.5633898173	0.1320589087	1	642.2052570727	845.6662540558	504.1574906151	1245.7246459215	1.48865678648962E-09	0.0124001087	-0.0042594602	1	0.000751644	0.9243801551	14.1734520135	-7.8564464636	3	2.9667693629	8393	1	0	0		
190408_03-04-0197	22	1.0460750083	0.0431770926	1.0834625684	4.2044820763	2.5	1.146255054	1.353744946	10	0.0969750493	73.25	755.3489331832	622.2389644581	1183.3802544976	0.9167413017	0.5933041758	193.3741049457	2.5032454831	77.2493573849	0.3412874251	1	660.0919050331	849.1076889804	621.1173112927	1182.9044839442	1.19386501095641E-10	0.0113198898	-0.0046830104	1	0.0007516443	0.916056561	14.3455686333	-8.7440360666	3	2.9506683477	11395	1	0	0		
190408_03-04-0198	22	1.1312912119	0.4713772005	1.2958665117	2.9730177875	2.5	0.2409704415	2.2590295585	28	0.0772023529	57.75	748.0341961148	95.0464208827	518.611679225	0.4680796335	0.7015953932	104.1646482029	1.1316233067	92.0488713753	-0.4900361735	1	598.7910191665	759.0863636674	96.2897580573	519.4030065588	-4.19183116833987E-09	0.0147705719	-0.0050483655	1	0.0007516442	0.9407149872	14.1994970927	-6.7022370057	1	2.9338100107	7432	1	0	0		
190408_03-04-0199	22	1.0949274016	0.1764676834	1.1633572488	3.5355339059	2.5	0.625	1.875	17	0.0831020698	62.65625	753.9673818849	557.597590899	221.4776935088	0.7306779532	0.7101219705	129.8626632867	1.4647243996	88.660135194	-0.6253556537	1	649.2920854984	732.5548760534	556.3669491813	239.0039626358	-3.2358564963057E-09	0.0128614706	-0.0035432222	3	0.0007516441	0.9288994775	12.0125941507	-9.4050639822	4	2.9200679864	8966	0.986141663	0	0		
190408_03-04-0200	22	1.062270625	0.2174096248	1.1321786102	0.9638817659	2.292510108	0.3407836665	1.9517264416	23	0.0985545667	73.625	747.0480815848	502.3795975017	1130.488462873	0.8518012679	0.6849673203	170.5221753908	1.9088885258	89.3306094566	0.3024858544	1	635.6688693435	846.6781360712	502.6359822679	1130.5922264521	5.84961545909497E-10	0.0116653423	-0.0036581814	1	0.0007516445	0.9291800862	12.2076955577	-8.0930542472	3	2.9124299653	11528	1	0	0		
190408_03-04-0201	22	1.1995608323	0.2482933009	1.2656722426	3.5355339059	2.5	0.9638817659	1.5361182341	12	0.0681595436	54.34375	797.3021403583	131.8244353183	959.2564168378	0.8746942277	0.6578858494	144.5627961075	2.0632375832	70.0659959313	0.3223818574	1	599.757971089	810.366907337	132.1057256223	959.5667373093	-0.000000003	0.0123156981	-0.0043516697	5	0.0007516449	0.9255209834	13.0337570056	-8.402018048	2	2.8839078985	7792	0.9834658589	0	0		
190408_03-04-0202	22	1.1764123051	0.6325453984	1.2463007871	2.1022410381	2.1022410381	0.3125	1.7897410381	23	0.0709630535	50.8125	716.0416225685	475.4236181634	1070.0969099086	0.7540805923	0.752839668	115.7854163107	1.5225754613	76.0457653826	1.1586221239	1	623.6094040504	842.197424836	451.8374778586	1161.4237997088	4.22366440925217E-10	0.0134004845	-0.0037318996	2	0.0007516437	0.93964167	13.8150565621	-7.6104675817	2	2.8818308701	6893	0.6357683084	0	0		
190408_03-04-0203	22	1.6518386065	0.547615538	2.0788203011	3.5355339059	0.0301213052	0.0150606526	0.0150606526	9	0.0326281969	27.53125	843.7870495827	696.3100335311	314.7276244519	0.9282285993	0.0843963603	311.3373421611	2.6880975737	115.8206998155	-0.975830645	0	670.2119548897	782.4815503553	681.6179077772	635.7248739603	2.16624105645922E-09	0.0174882936	-0.0073896337	19	0.000751644	0.9678306091	8.9337707928	-12.0943960722	3	2.8738321908	3877	0.5767628682	0	1	1	
190408_03-04-0204	22	1.0704179062	0.0563859315	1.1164249614	3.2420988866	1.0511205191	0.4819408829	0.5691796361	10	0.0504221867	42.03125	833.586417769	1264.1625772286	638.9442188879	0.6849960666	0.7353322949	101.6587612312	1.3725954846	74.0631616298	-1.4867341531	1	725.4385127164	785.3695847635	1262.318611453	642.3521463568	6.95128506382524E-10	0.0132545769	-0.0070894258	1	0.0007516456	0.9711968414	24.2767809052	-9.439579964	3	2.8680652377	5665	1	0	0		
190408_03-04-0205	22	1.0961567165	0.2172248946	1.1543098302	1.9277635318	2.5	0.4819408829	2.0180591171	20	0.0814047379	62.96875	773.5268444547	505.966283608	1342.6956851691	0.6904414101	0.656980057	128.3727725501	1.3823833957	92.8633640663	0.8393320387	1	645.8976411153	848.5031682346	504.3636859864	1342.0260505667	0.000000004	0.0129808422	-0.004502392	1	0.0007516444	0.9358774304	11.6532245406	-8.9632127539	3	2.8613487135	9224	1	0	0		
190408_03-04-0206	22	1.1000391884	0.1308874636	1.1502177045	3.5355339059	2.7262693317	0.8838834765	1.8423858552	14	0.0773071949	59.1875	765.6143791379	457.2597515528	1286.9680745342	0.5023730428	0.7101270289	109.2452476177	1.1565360097	94.4590109613	0.6767470619	1	637.1424772878	841.0007595245	455.5532490466	1286.7145905448	3.46747278991993E-09	0.014296053	-0.003815495	1	0.0007516443	0.9312548292	12.6330920125	-7.8148877103	4	2.8500494127	8050	1	0	0		
190408_03-04-0207	22	1.0267180163	0.0633140934	1.0753389548	2.292510108	0.5255602595	0.2209708691	0.3045893904	11	0.070993362	58.25	820.4992456814	964.113442623	933.9224043716	0.803355134	0.6080542265	141.0479141994	1.6792604652	83.9940659129	0.9128201018	1	702.7436118724	813.3497748631	964.8110510398	935.0351755659	1.62858519125745E-09	0.0105563692	-0.005220826	1	0.0007516444	0.917960269	14.6530076353	-7.9476069131	2	2.8209360481	9150	1	0	0		
190408_03-04-0208	22	1.0802083741	0.1361562079	1.1610058488	3.5355339059	2.5	0.7432544469	1.7567455531	15	0.0940517231	66.875	711.0449204896	574.7431161473	1223.1520679887	0.6881683491	0.7535006831	124.7253025628	1.3782627739	90.4945739866	0.2949053748	1	652.4419853295	845.7693114434	575.7858043517	1221.5450404087	1.10243429066922E-09	0.014479909	-0.0036978262	1	0.0007516442	0.9146924972	12.1440282914	-7.2074760926	4	2.799005629	8825	1	0	0		
190408_03-04-0209	22	1.0733417944	0.0336007728	1.1081821901	3.8555270635	2.7262693317	1.767766953	0.9585023787	6	0.0794562092	61.46875	773.6179539585	744.6096	444.8725714286	0.6503414353	0.7185677917	122.9295496147	1.3164095156	93.3824529236	1.4864564088	1	673.8343160494	749.0791841725	744.8057208808	442.9337870678	5.69315615757166E-09	0.0127579965	-0.0041923375	1	0.0007516443	0.9223505599	14.8993449765	-7.7264881208	3	2.7893371073	8750	1	0	0		
190408_03-04-0210	22	1.1418425673	0.2039634942	1.2808786789	2.7262693317	1.9277635318	0.4819408829	1.4458226488	17	0.0953677769	70.5625	739.8987610278	466.0650138232	87.7309373049	0.6627611578	0.6734534535	140.1967985714	1.3354150604	104.9836883883	0.0995682533	1	630.6545551959	699.314731037	465.1276630666	87.047457815	-2.40853430629541E-09	0.0116632746	-0.0043503423	13	0.0007516443	0.9578487449	14.0671190651	-11.3694720164	3	2.7788870787	11213	0.9978641986	0	0		
190408_03-04-0211	22	1.0575642523	0.1343516052	1.1089359141	2.7262693317	2.5	0.4052623608	2.0947376392	22	0.0840374922	62.34375	741.8563826552	484.9912403644	507.6930623686	0.7262260597	0.6910411622	126.5046856208	1.4546386155	86.9664013237	-0.9518499658	1	632.9515236345	751.8060696957	484.9136490179	507.7593686868	3.16795890839276E-09	0.0139846054	-0.0041144233	5	0.0007516439	0.9413979508	14.0592234734	-7.3215691345	3	2.7723125075	8562	0.9937325905	0	0		
