exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	signal	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190408_03-04-0000	22	1.1938974992	0.0063041317	1.3278062309	4.2044820763	4.585020216	2.9730177875	1.6120024285	6	0.148132236	70.375	475.0822772669	1318.5151872218	814.252029327	0.889810069	0.3281209726	206.4581852732	2.1913914618	94.2132836012	-0.11080963	0	792.4548349276	798.6062563933	1317.5024133795	813.8164869018	0.000000003	0.0230250723	-0.0052918577	3	0.0007516426	0.9897673019	110.6473174847	-15.5317250901	2	19.6076704951	7638	0.9657352383	0	1	1	
190408_03-04-0001	22	1.4220997776	0.1206828977	1.6203142035	4.585020216	0.0053247448	0.0048828125	0.0004419323	2	0.0710091708	45.15625	635.921381434	1403.1598851125	815.9052178076	0.8718104079	0.5627693966	117.4242403151	2.0414685243	57.5194958512	0.2677961384	0	786.6800054078	796.6091871101	1402.733679297	816.9963774823	-6.06681665632114E-09	0.0188221084	-0.0071739474	1	0.0007516433	0.9906722446	69.5977092912	-15.4286477962	1	14.6907671052	4178	1	0	1	1	
190408_03-04-0002	22	1.2965230613	0.1076894357	1.5130391837	4.585020216	0.0053247448	0.0048828125	0.0004419323	2	0.0162038468	13.0703125	806.6178785834	1301.8032258065	837.0344086022	0.8591438208	0.7220496894	48.6304078446	1.9541394593	24.8858430309	-0.2321735968	0	724.9183756824	792.6781927207	1301.8581694111	835.9040375021	-0.000000003	0.0209594239	-0.0102812585	1	0.0007516447	0.9926717121	41.3356834398	-9.0983603519	1	9.0467835083	930	1	0	1	1	
190408_03-04-0003	22	1.1720931544	0.1797453412	1.3062290351	2.9730177875	0.9638817659	0.3716272234	0.5922545424	12	0.1292775016	87.875	679.7393121528	1510.0928468949	687.5654847305	0.8695289	0.5002392344	211.029749758	2.0247748907	104.2238081504	0.9655505631	1	854.7133085708	771.8189970477	1512.1218997389	690.7496511904	-7.15133743376925E-10	0.0096832597	-0.00423225	3	0.0007516428	0.9739420239	60.7234788777	-34.306650248	3	8.3483504089	14637	0.9996585166	0	0		
190408_03-04-0004	22	2.0930378197	0.5897691486	3.6067078891	3.2420988866	0.0075303263	0.0048828125	0.0026475138	6	0.0623471268	42.65625	684.1734682752	969.9020596889	814.0632618747	0.8958009788	0.806440678	117.6630571341	2.2499445168	52.2959816369	0.0231751149	0	731.7736518654	795.4923330711	979.7269741696	806.2427978633	6.10305477009869E-11	0.0167741722	-0.010248522	5	0.0007516432	0.9845748513	36.1351388447	-16.2649914058	1	8.1019491895	4758	0.7120622568	0	1	1	
190408_03-04-0005	22	1.1842313323	0.0471063526	1.2820887709	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0779020862	49.34375	633.407299275	334.4604659072	775.0697160347	0.9958124651	0.7374294671	298.330040859	10.9385791401	27.2731985606	0.0277010479	0	630.0342166732	795.504038215	344.6236613593	782.2192920455	1.99755679305885E-10	0.0127963034	-0.005227564	2	0.0007516415	0.9719883382	40.0107155303	-17.8368855913	2	7.5008672058	5881	0.6565081491	0	1	1	
190408_03-04-0006	22	1.0502264326	0.0056024957	1.0793577061	4.585020216	3.5355339059	2.7262693317	0.8092645743	4	0.1128904532	62.21875	551.1427072618	118.4055248619	737.2348855564	0.8465354139	0.5288862915	125.4764816561	1.8785254934	66.795197667	0.8105307565	0	588.6953559467	787.1027266159	118.5669904686	744.6320371001	2.56931175718852E-10	0.0185719597	-0.0044483567	3	0.0007516422	0.9598029183	86.3145819556	-12.3480165454	2	7.2096586844	6335	0.8815752853	0	1	1	
190408_03-04-0007	22	1.0751740232	0.0394990651	1.1157514544	4.585020216	0.0506577951	0.0425979583	0.0080598368	3	0.0612066729	40.96875	669.3510378466	1159.806343476	815.6730273337	0.8946335178	0.5252607341	112.4852787372	2.2381343441	50.2585016996	0.388681845	0	745.2824534632	800.1513370101	1167.3666643687	811.0744523065	-5.35751896845453E-09	0.0179139398	-0.0057541948	4	0.0007516427	0.995825988	40.6042785376	-8.4993739852	2	6.9981697032	3878	0.7773100822	0	1	1	
190408_03-04-0008	22	1.0719201219	0.0076055904	1.1108024629	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.064264001	37.59375	584.9892537112	537.932912844	803.2806766055	0.9792280322	0.8187793427	150.4011730178	4.9318886575	30.4956545987	-0.0147702148	0	656.2084802752	796.8056643135	542.261390069	793.3654898761	3.76243292493481E-09	0.01904648	-0.0058206605	2	0.000751642	0.9860256318	24.3965199883	-15.6364276195	2	6.444022862	3488	0.6008613264	0	1	1	
190408_03-04-0009	22	3.7396799008	1.4285695021	7.3501884318	3.2420988866	0.0075303263	0.0048828125	0.0026475138	6	0.063904134	43.34375	678.2620665355	829.8842468379	803.1742046761	0.9908097279	0.7247222222	229.7868641556	7.3930039418	31.0816639577	0.0189237923	0	707.2645042106	795.4286359834	838.7919157987	799.1509240891	8.33614911225357E-10	0.0135466571	-0.00753302	7	0.000751642	0.9847984185	22.2525018533	-23.295724194	1	6.4155178966	5218	0.8177401661	0	1	1	
190408_03-04-0010	22	1.1248539586	0.0022178838	1.2252252585	4.2044820763	4.585020216	2.9730177875	1.6120024285	6	0.013200805	11.15625	845.1189128603	1254.6746835443	777.6734177215	0.7569257383	0.7078853047	39.5986759366	1.530219774	25.8777703759	0.8495115425	0	711.1209167309	793.9614492819	1254.5014273469	778.7676367807	1.59435157523584E-09	0.0239614195	-0.0105907324	1	0.0007516443	0.9945159588	29.5519652494	-6.492890826	2	6.3851205005	790	1	0	1	1	
190408_03-04-0011	22	1.0245461936	0.0011762474	1.0405908593	4.585020216	3.5355339059	2.9730177875	0.5625161184	3	0.1091103904	55.9375	512.6688651456	69.5781060299	661.7964386888	0.9335435248	0.4880987654	138.422901341	2.7896798927	49.6196361832	1.1570182553	0	583.1871935858	773.9205315584	69.5247926668	664.2086577636	1.17228350375286E-09	0.0253572686	-0.0045260323	2	0.000751642	0.9768082336	76.2655877107	-7.6058618225	3	6.3823309324	4942	0.9969739762	0	1	1	
190408_03-04-0012	22	1.0870712231	0.0722409039	1.1363220248	3.5355339059	0.8838834765	0.4419417382	0.4419417382	9	0.1148169218	86.75	755.5506508952	1315.5239283709	561.2896362388	0.6164203049	0.7030619407	162.52032132	1.2699746339	127.9713129532	0.2883855801	1	781.0491660326	759.4803008512	1315.5755686681	562.5825136766	4.63499527825198E-09	0.0090289234	-0.005097414	19	0.0007516438	0.9702434594	47.6896077879	-26.8327732439	2	6.1952474803	16027	0.9974483445	0	0		
190408_03-04-0013	22	1.8288475843	0.6233469361	2.4079644159	3.2420988866	0.0301213052	0.0126644488	0.0174568564	11	0.0767827532	62.25	810.7289383674	1364.4732449226	1023.9975887972	0.5766919365	0.7304070988	130.95854067	1.2240475981	106.988111304	0.2968522784	1	770.959687612	814.0188207023	1364.1898519366	1022.9803522007	3.26969616443854E-09	0.0090089425	-0.0048011121	1	0.0007516445	0.9554547514	33.7417481109	-17.1417945119	2	6.0385466417	10783	1	0	0		
190408_03-04-0014	22	1.1468282979	0.0947711187	1.216974227	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0971405486	69.8125	718.6751669329	1084.3208011244	433.4426387913	0.5937521358	0.7050662703	135.8042704142	1.2427794539	109.274634355	-1.1625298304	1	763.8907995898	753.1940691766	1083.9719823004	443.9114225523	1.65486638086987E-09	0.0099068743	-0.0047818839	9	0.0007516434	0.9378826138	25.5443437368	-22.2759472616	5	6.0061947541	11384	0.9915512586	0	0		
190408_03-04-0015	22	1.1622816491	0.1178371483	1.2548632743	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.0972263555	69.5625	715.4695823702	1012.5756744803	332.9232198142	0.6453641067	0.6797138047	138.2816983583	1.3091145383	105.6299462837	0.8707891835	1	743.1828937833	753.5767787553	1008.4671656727	437.9228615909	-2.63042091507058E-09	0.0100345111	-0.0044392389	9	0.0007516434	0.9391682194	26.8286964839	-22.8801907489	4	5.9377035152	11305	0.8634384786	0	0		
190408_03-04-0016	22	1.3133203153	0.1166413393	1.5003923198	4.585020216	0.0053247448	0.0048828125	0.0004419323	2	0.0296121621	25.1875	850.5795663685	1253.561763588	711.8734321551	0.8023274431	0.7867822967	76.366876764	1.6753670212	45.5821773965	-1.5075999713	0	710.781975095	790.4433353377	1253.812319856	714.7249604104	-4.87855963964424E-09	0.0214572833	-0.0053693284	2	0.0007516443	0.9930326564	26.3223535558	-8.9890786544	1	5.7614380627	2631	0.9996200608	0	1	1	
190408_03-04-0017	22	1.132745939	0.0993009259	1.2073448879	3.2420988866	2.7262693317	1.3631346658	1.3631346658	9	0.0812990602	65.125	801.0547707149	952.0268723563	1202.9402007133	0.709056134	0.607558579	149.5175791269	1.4181338831	105.4326258663	0.6744696093	1	723.7866700445	848.5773847006	952.6099486649	1204.2728339589	0.000000004	0.0107997306	-0.0041398265	8	0.0007516438	0.9289860477	25.3077416287	-16.9267817224	2	5.5549350331	12057	0.9957056735	0	0		
190408_03-04-0018	22	1.019541847	0.0070649661	1.0242292651	4.585020216	0.625	0.5255602595	0.0994397405	3	0.0666762017	55.15625	827.2254351769	1484.6361637525	994.1990367501	0.6858134654	0.627447116	131.7655906191	1.3740465839	95.8960141262	-1.0492523919	1	779.7745931121	809.8006562492	1485.6200614654	991.786319494	-5.84204089378299E-10	0.0096274667	-0.004989795	5	0.0007516445	0.9604861844	27.9965681121	-16.189928665	3	5.5537478702	9551	0.9943779282	0	0		
190408_03-04-0019	22	1.0115479778	0.0005266181	1.018402703	5	3.2420988866	2.9730177875	0.2690810991	2	0.0377798607	27.515625	728.3146224625	94.9348630644	628.8545521836	0.5858201975	0.2886752137	90.4084264038	1.2338960366	73.2707000594	0.577923656	0	595.5818593592	775.7552798347	95.034585987	638.2072569385	-1.88297905564224E-09	0.0240699716	-0.0066782925	10	0.0007516431	0.9673791963	44.9320491909	-9.0187331994	3	5.5495961993	2702	0.8526349006	0	1	1	
190408_03-04-0020	22	1.1285515825	0.0882954803	1.1959685479	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.1113252655	85.625	769.1425628584	1031.8938714499	1127.6911434978	0.5773350509	0.6954261954	159.3084025374	1.2247287305	130.0764802572	1.0754904612	1	744.1613608725	843.838777435	1030.9299025133	1126.4582318254	-5.42988080518826E-10	0.0089589762	-0.0044054258	3	0.0007516437	0.9333039648	22.4913596182	-17.6543100198	3	5.4435345238	16056	0.9998131889	0	0		
190408_03-04-0021	22	1.0682038722	0.0437247601	1.1084324407	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0964003291	68.125	706.688458464	543.5915644309	859.7603653622	0.7511034432	0.7799818398	147.5736063233	1.5147280042	97.4258123693	-0.3472583076	1	635.1871940393	797.1687322683	542.2068378529	819.9833997519	0.000000002	0.0100387363	-0.0034140168	2	0.0007516436	0.9184689991	29.6012893161	-13.5471970182	4	5.3255024208	11167	0.6540353754	0	0		
190408_03-04-0022	22	1.0842319335	0.0017629273	1.1215908757	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.0004991881	0.4318847656	865.1743425654	762.3333333333	600.8222222222	0.5188782193	0.8035714286	8.1657113551	1.169798375	6.9804434074	0.1752127553	0	713.7291010865	823.0667668436	853.9824594151	753.3153686328	6.69456369681715E-10	0.0253798954	-0.0092030744	2	0.0007516422	0.9972939838	11.0057492655	-13.6431646939	1	5.2004452758	45	0.6428571429	0	1		1
190408_03-04-0023	22	1.1051014988	0.080613573	1.1740554832	3.5355339059	2.7262693317	1.146255054	1.5800142777	11	0.1795703649	102.0625	568.3705105214	611.2184027552	1019.4556501397	0.7084094095	0.747982891	166.8772710413	1.4168284533	117.782269722	1.1476274807	1	650.0045946298	837.131068628	611.638207134	1022.7475631442	1.70010979666006E-09	0.0112411423	-0.0029502807	1	0.0007516425	0.9421648307	28.7574491317	-15.0906734552	4	5.0755056966	15389	1	0	0		
190408_03-04-0024	22	1.1431861837	0.1438470484	1.2644848682	2.9730177875	2.5	0.6815673329	1.8184326671	16	0.1126889934	80.5	714.3554800797	668.2477365596	1376.1981411746	0.3638116259	0.7056196291	131.0770073224	1.0735689485	122.0946335154	-0.78771422	1	664.3870138478	877.8809716065	667.8127926176	1375.5402470884	0.000000001	0.0118690532	-0.0038173584	3	0.0007516437	0.9615969644	16.1961102056	-18.7553331835	2	4.9473403014	12481	0.9997596924	0	0		
190408_03-04-0025	22	1.0682706899	0.0450100901	1.1069940757	3.8555270635	0.8838834765	0.4819408829	0.4019425935	8	0.0576444846	47.5625	825.1006204066	1408.4665037378	881.3664462335	0.8248174995	0.6397498391	128.2918566436	1.7686623092	72.5360946382	0.4525189968	1	750.8879329979	796.4064907958	1406.9835679528	878.8265883736	-2.08080702230905E-09	0.0111541702	-0.0052824101	2	0.0007516447	0.9720064465	22.7098086228	-14.7848904251	3	4.9409112944	6956	0.9875070982	0	0		
190408_03-04-0026	22	1.0750627958	0.0562120857	1.1097501813	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.1144307609	86	751.5461690616	996.7197286013	550.7832724426	0.598905018	0.7496454248	158.1051884284	1.2487199577	126.613807564	0.1459867265	1	736.4197455304	750.5466410713	996.9952439624	550.5854402459	6.43023485896279E-10	0.009277403	-0.0037998186	3	0.0007516436	0.9196183373	20.5246392924	-17.4100754138	5	4.9347788298	15328	0.999804318	0	0		
190408_03-04-0027	22	1.0133964281	0.0018396951	1.0247386825	4.2044820763	2.292510108	1.767766953	0.524743155	4	0.0908838972	57.6875	634.7384057802	87.8814896639	875.3694177055	0.9767601905	0.3409739037	198.833002285	4.6655916462	42.6168892098	-1.0848933975	0	589.5534340936	807.0904574949	90.3911006467	866.1709511538	1.33869434497995E-09	0.0173742771	-0.0064486001	2	0.0007516424	0.9665316201	74.0137958773	-11.2415524566	3	4.9224301993	6337	0.9197387518	0	1	1	
190408_03-04-0028	22	1.0328294912	0.0198194238	1.0443316909	4.2044820763	0.6815673329	0.4819408829	0.19962645	5	0.0730519112	56.5625	774.2781681534	1522.636858566	917.7104135295	0.677247523	0.6135749822	126.6624166237	1.3591476183	93.1925384123	-0.1345435568	1	785.2376748595	801.004286735	1522.2776428567	894.5487590664	2.17527996117977E-10	0.0130723443	-0.0044992986	4	0.0007516443	0.9608206845	22.4583240422	-14.7530227668	3	4.8523989011	8633	0.8044916597	0	0		
190408_03-04-0029	22	1.1617514444	0.1313068724	1.2631950452	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.1157964774	81.1875	701.122364022	903.7140289175	1296.1094177413	0.5758398915	0.7144851463	141.533679496	1.2231480976	115.7126269304	0.0278921676	1	711.7973437513	865.2080133689	901.7719803482	1297.5757297603	1.747170483984E-09	0.0122200512	-0.004054636	3	0.000751644	0.9339144629	22.1852690987	-14.5456038782	3	4.8215008376	12795	0.9991410276	0	0		
190408_03-04-0030	22	1.07992465	0.0581396262	1.1308493064	3.5355339059	1.4865088938	0.625	0.8615088938	11	0.0823818053	64.0625	777.6292325352	1143.3137467657	722.3020615975	0.6664005449	0.6381698093	147.2401812984	1.3412126293	109.7813859542	-0.9969700356	1	758.284527849	789.7902407832	1142.1695310786	757.8624818698	2.66853606421814E-09	0.0094713242	-0.0039582301	9	0.0007516437	0.9670172339	21.7675457359	-12.3225522018	3	4.7463268092	11981	0.7331864635	0	0		
190408_03-04-0031	22	1.2659464328	0.4802854031	1.4510893112	3.5355339059	2.9730177875	1.0511205191	1.9218972684	13	0.1425764704	98.625	691.7340547399	223.8158450704	696.7603286385	0.7830748681	0.7513227513	187.8505630022	1.607904592	116.8294213074	0.0097331642	1	568.0217542428	769.9877975019	220.801943597	696.3135477829	-2.8482176844787E-09	0.0100730959	-0.0033368327	1	0.0007516439	0.8816601143	20.6839136047	-16.3234082505	3	4.7351744867	17040	1	0	0		
190408_03-04-0032	22	1.0724769269	0.0069616117	1.1138142653	4.2044820763	3.2420988866	1.9277635318	1.3143353549	7	0.0492515629	36.09375	732.8447642198	663.5531482735	804.1760324983	0.9810655769	0.6690321607	178.1182173126	5.1632664321	34.4971966204	-0.0254389331	0	674.6602374163	793.8899264268	651.6434638167	796.1652978267	-5.61566943197105E-09	0.0176058411	-0.0054670943	2	0.0007516429	0.9837495296	15.2064652749	-14.5898947589	3	4.7325102497	4431	0.6956043956	0	1	1	
190408_03-04-0033	22	1.0896894081	0.0490726766	1.1419983863	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.1765400402	101.3125	573.8783103102	609.6656378601	567.8411779835	0.6556977343	0.7291139241	162.1514501469	1.3244620912	122.4281549616	-1.0706755486	1	650.6873757704	744.7340772723	610.1497186027	564.8472574894	-4.3061185043097E-10	0.0121741088	-0.0030405976	1	0.0007516422	0.9344085012	22.52129047	-14.9247338974	3	4.7321676979	15552	1	0	0		
190408_03-04-0034	22	1.1125316035	0.0249373824	1.1728570279	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0463225461	31.390625	677.6532741347	459.5841029947	903.4679541002	0.9720169146	0.3479742891	159.5639706497	4.2569336689	37.4833114774	-1.2374217864	0	650.4948291477	791.0754271481	457.1848279069	802.5755729306	2.22590448963679E-09	0.0171494864	-0.0094418422	6	0.000751642	0.9708626325	20.8752719114	-11.2567957623	2	4.7267367733	3573	0.5725044063	0	1	1	
190408_03-04-0035	22	1.298198536	0.5372527596	1.5090207412	3.2420988866	2.9730177875	1.0511205191	1.9218972684	13	0.1334983916	91.6875	686.806027358	204.7877605918	856.7416274378	0.6841144717	0.7402429311	162.401399453	1.3710374922	118.4514649547	0.1152436043	1	565.5978333224	800.3572078533	203.1395121497	856.8391386836	1.47176487377827E-09	0.0101456357	-0.0034223387	6	0.0007516436	0.8860811969	22.4178966006	-14.1237878351	4	4.7263352316	14870	0.9968492324	0	0		
190408_03-04-0036	22	1.0744397023	0.037662455	1.1152749512	3.5355339059	1.0511205191	0.5255602595	0.5255602595	9	0.0658794859	52.875	802.6018917907	1470.4524961969	772.0091273683	0.8476175343	0.7384599673	133.4663906311	1.8846315802	70.8182925704	0.0665161503	1	740.55960026	790.6433667528	1470.3192935626	771.9889736596	5.16543532738756E-10	0.0135404416	-0.0043574279	1	0.000751645	0.9793615267	28.1236333106	-13.893794732	2	4.7159414792	7231	1	0	0		
190408_03-04-0037	22	1.1328894351	0.1079708965	1.1983457876	2.9730177875	1.146255054	0.4819408829	0.6643141711	11	0.0585365574	49.5625	846.6931126029	1379.7244910703	729.2365430249	0.6349220744	0.5678723404	119.753738801	1.2943707316	92.518886495	-0.2346602003	1	735.9029137681	786.3782884687	1381.8387930568	727.8379211547	5.44683043807721E-09	0.0105407522	-0.0043874135	5	0.000751645	0.9736290378	41.4133785277	-16.0617661334	2	4.687497461	8007	0.9992512168	0	0		
190408_03-04-0038	22	1.2288702167	0.1392345271	1.3579325481	3.8555270635	0.0253288976	0.0164237581	0.0089051394	6	0.0656099758	49.46875	753.9821406592	1515.8255930505	854.2611092549	0.7498612848	0.6913836914	108.1252389559	1.5114985374	71.5351264217	0.2861167102	1	746.2713717824	795.7292750722	1516.2012266571	848.1976119883	-1.59626594626404E-09	0.0184545264	-0.0069321979	2	0.0007516441	0.9703970944	20.1788835202	-11.5564278508	2	4.6724979545	5986	0.8541666667	0	0		
190408_03-04-0039	22	1.1004433951	0.0734191357	1.1390660936	3.8555270635	2.7262693317	1.3631346658	1.3631346658	9	0.1073988174	83.5	777.4759723776	1150.7189291377	560.8959629223	0.8850684082	0.6649095775	215.2983956152	2.1484078551	100.2129996405	-1.3486284827	1	764.2939579729	765.5112591027	1150.2188472505	561.7843438974	3.25810827762858E-09	0.008146031	-0.0038544258	6	0.0007516441	0.9271895951	22.8238568505	-16.7206105659	3	4.6098578343	16398	0.9967177243	0	0		
190408_03-04-0040	22	1.1206735262	0.0916855072	1.2003849317	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0820770457	65.1875	794.2232741223	433.3587540279	837.7952918009	0.9148147858	0.6671842341	190.2319154225	2.4760220269	76.8296539186	-0.0261955321	1	613.177242462	795.175984758	432.7099320618	834.0508456931	-6.80622307687155E-09	0.0097449172	-0.0041210117	6	0.0007516441	0.915272847	23.0068198129	-13.2779127965	3	4.6019850136	11172	0.960701694	0	0		
190408_03-04-0041	22	1.1705012909	0.1098622942	1.2673773356	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.1019509505	74.0625	726.4522755931	854.3991062221	1374.3387762118	0.701028394	0.7590345727	144.7927997657	1.4022622618	103.2565759713	-0.0018938389	1	702.6896972244	880.1219753347	853.9681343428	1372.9272844306	1.52830413247338E-09	0.0123670259	-0.0036899859	1	0.0007516439	0.9477680767	18.9584574537	-20.030806779	2	4.5656764692	11636	1	0	0		
190408_03-04-0042	22	1.0299566135	0.0024596792	1.0448766303	4.585020216	2.7262693317	2.1022410381	0.6240282935	4	0.1709875166	105.6875	618.1006782765	728.4065254722	1486.6965655409	0.987239308	0.2768007098	387.4471909941	6.2796841845	61.6985153409	-0.3052725096	0	683.3864402773	920.8371401787	728.6464904971	1489.8253090622	-2.77682919487786E-09	0.0116900222	-0.0046693235	6	0.0007516427	0.9773245141	15.8560929587	-27.8355334896	3	4.5231529908	17470	0.9983998171	0	0		
190408_03-04-0043	22	1.164270225	0.1157444767	1.2480921894	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.0802808826	62.0625	773.0669870274	934.1405182804	240.1759742869	0.7636781343	0.7030080497	140.5500029258	1.5489535037	90.738684274	0.2324147771	1	715.4384875001	739.5258685631	931.7447758649	306.8514619044	2.44425272944444E-09	0.010501049	-0.004179111	8	0.0007516439	0.9421248542	19.5940583581	-20.6366703589	4	4.5145868232	9956	0.9271745204	0	0		
190408_03-04-0044	22	1.1519445857	0.2476945574	1.253190053	2.5	2.5	0.7432544469	1.7567455531	15	0.100294572	72.0625	718.508475553	230.859209353	1141.031506985	0.5318610183	0.7152069161	123.5103232388	1.1808722435	104.5924518237	0.3328209258	1	598.8986193191	838.587770263	230.2570191557	1140.2346427625	-3.66206056807708E-09	0.0126893926	-0.0041039211	1	0.0007516438	0.931866025	19.7542337022	-12.4206078768	3	4.4738300142	10093	1	0	0		
190408_03-04-0045	22	1.1337464321	0.0905427227	1.1981324183	3.2420988866	2.7262693317	1.3631346658	1.3631346658	9	0.0442124979	36.0625	815.6630298644	1089.7083809835	525.6448292763	0.5841631311	0.6939909297	99.0440384833	1.2320789938	80.3877340531	-0.4536937689	1	745.6014143739	796.0094900264	1093.7720692611	767.8721519332	-1.3530107373733E-09	0.0094585046	-0.0046951333	3	0.0007516441	0.9339341901	21.0908872799	-11.4251399789	3	4.4411383782	6121	0.5499550764	0	0		
190408_03-04-0046	22	1.0268508828	0.0068272067	1.0410793032	4.585020216	2.9730177875	2.292510108	0.6805076795	4	0.0850018198	69.25	814.6884404452	700.5812198537	859.1337326902	0.8962968416	0.7811132718	193.8593739681	2.2550223335	85.9678288274	0.0840377886	1	663.7930346313	802.0918575186	700.5731196601	859.00897644	5.5352770761076E-09	0.0085535676	-0.0041179521	3	0.0007516441	0.9227892274	18.9590265286	-13.3880171681	3	4.3564856114	12854	0.9996111673	0	0		
190408_03-04-0047	22	1.0977681414	0.0661552535	1.1344926081	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.0612673732	51.78125	845.1684360596	891.6850284	475.5965062694	0.6292958929	0.6377990431	124.9906255509	1.2867267206	97.1384393814	-1.2301737935	1	708.7287728827	744.9332666008	892.4377177056	475.8539331268	-8.27080250934481E-10	0.0087146058	-0.0047329422	3	0.0007516445	0.920818953	20.6616619219	-12.3044515495	3	4.3233514083	9331	0.9997857066	0	0		
190408_03-04-0048	22	1.119902836	0.1452869326	1.2060291742	3.8555270635	2.9730177875	1.0511205191	1.9218972684	13	0.0966353308	75.1875	778.0539412503	307.0653479619	1012.6783054377	0.893021455	0.671344086	190.776148824	2.2221526454	85.8519549576	0.2333603369	1	599.0464031951	824.5247806703	307.2753723336	1013.3414627145	0.000000001	0.0097496163	-0.0044850726	1	0.0007516446	0.9200802872	18.0548244224	-11.1065916073	4	4.2779878298	12487	1	0	0		
190408_03-04-0049	22	1.1698921479	0.1552460453	1.2552062097	3.2420988866	2.5	1.0511205191	1.4488794809	11	0.1030266246	74.8125	726.1472488478	845.3862914987	221.0268508193	0.5717992548	0.7345305608	135.2814507119	1.2189271524	110.9840325109	-0.0394597718	1	700.8163272234	713.8155703116	845.972653498	223.1918316774	-0.000000005	0.0126257713	-0.0034287206	2	0.0007516435	0.9377470792	17.4995118023	-16.3634851211	4	4.2716916275	11657	0.999914222	0	0		
190408_03-04-0050	22	1.1660972541	0.178253605	1.2808889344	2.7262693317	1.0511205191	0.4052623608	0.6458581582	12	0.0596945627	46.28125	775.3009306077	1429.6206498433	686.7812963879	0.6042323502	0.5810810811	105.5844405503	1.255007205	84.1305453325	-0.253950496	1	771.4444578154	783.8056778152	1430.5282912202	716.1420256333	-4.08662133009236E-09	0.0167030412	-0.0061045015	2	0.0007516437	0.9718612013	33.0022493047	-17.7598722172	3	4.265545257	6063	0.8430200222	0	0		
190408_03-04-0051	22	1.0278283767	0.0090174898	1.041301182	4.2044820763	2.5	1.767766953	0.732233047	5	0.0884023282	71.25	805.9742480436	625.8831664282	944.6845493562	0.8204227733	0.6077967248	170.8484567934	1.7489936793	97.6838617627	0.5128698225	1	655.7452842745	812.32140066	626.0624953026	944.6167253655	6.89348919455451E-10	0.0084215292	-0.0046966516	1	0.0007516446	0.9339550179	19.0393728405	-13.05499141	5	4.2581945048	12582	1	0	0		
190408_03-04-0052	22	1.1364516618	0.1049582364	1.2050946854	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0810780047	65.1875	804.0096723165	994.3159949088	444.8683920238	0.4930165415	0.6514648977	133.3090083399	1.1493989484	115.9814949607	-1.1856743206	1	742.5802024281	760.3074208405	994.0644440281	443.3475950065	-2.17733524312135E-09	0.0093382924	-0.0051097711	4	0.0007516439	0.9243962152	19.0011341913	-11.7651549282	4	4.2449704098	11785	0.9994911373	0	0		
190408_03-04-0053	22	1.2031582853	0.2560106308	1.32327653	3.8555270635	2.9730177875	1.3631346658	1.6098831217	10	0.1081206252	82.8125	765.9269435585	354.5687012263	706.2840022297	0.7916685033	0.7235329704	173.5322087396	1.6367927905	106.0196560879	0.1876433223	1	599.8543337078	774.0159383738	354.9346320544	706.2304392559	2.83987183165429E-09	0.0089602725	-0.0039056761	2	0.0007516441	0.8787221277	18.3914155941	-13.0871760591	4	4.2207496156	14352	0.9999303282	0	0		
190408_03-04-0054	22	1.0143303454	0.0066826604	1.0248802623	3.8555270635	0.0253288976	0.01953125	0.0057976476	4	0.0304379442	24.46875	803.8897051683	958.188172043	712.5964755078	0.9904595921	0.2057142857	183.7660768299	7.2567113086	25.3236030778	0.9943471455	0	729.4507303917	794.7656208178	928.280473159	807.0674680559	-0.000000001	0.0118160292	-0.0071546946	5	0.0007516433	0.9739717479	18.8217054273	-13.4292033568	2	4.2087484923	3348	0.526497877	0	1	1	
