exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
191112_01-02_600components-0010	22	0.0007871839	-3.47078152561708E-09	-0.0053827448	0.0141763561	2	0.5013325083	5441	789.3990402601	41.3125	1.5710303502	0.6319396051	0.999816244	1321.7796360963	96.1709244624	0.0523341148	0.7712561185	67.1460025338	105.4884078721	615.0048748822	824.3119113133	93.8936119316	1322.1297161756	0.9427580965	-40.867937879	5.5810072817	5.3064716653	1	0.0150606526	1.6210494433	14	5.0128779147	1.6544082297	0.0048828125	12.9015545827	0.0101778401	0	1				6.75
191112_01-02_600components-0011	22	0.0007871835	-3.89485448515201E-10	-0.0055215493	0.0123091529	11	0.5355988902	4032	844.3003844067	22.75	1.1527707472	0.2331983806	0.9586305278	1194.5915178572	164.0183531746	0.0269453863	0.4974804813	99.2073782562	114.3633635568	595.3423859284	834.0475934049	166.6434314737	1195.7975771073	0.9061041736	-60.8575624622	6.897712268	5.2959468241	1	0.0232267015	1.0511205191	19	5.8527415987	1.690906287	0.0048828125	21.7802641038	0.018343889	0	1				6.75
191112_01-02_600components-0012	22	0.0007871817	-2.15822646627768E-10	-0.0079974699	0.0190853476	2	1.1717462901	4814	602.9112236787	47.8125	7.8927485414	0.1695548042	0.9995847176	536.2039883673	75.4954299958	0.0793027201	0.9919412638	37.0675339122	292.564724217	555.2362058918	728.7097721866	72.3767229376	531.4788915867	0.9554384271	-13.1515737966	27.9873745933	5.2322970229	3	2.5	3.2420988866	9	1.2813571545	0.1370002516	1.25	1.4555750082	1.25	1	0			1	6.75
191112_01-02_600components-0013	22	0.0007871822	-3.58278394233549E-09	-0.0050377448	0.0092716712	12	0.2109572534	8179	739.3597113971	50.0625	1.8707874362	0.6382862494	0.9913939394	1038.9101357134	118.2369482822	0.067710614	0.8451467992	75.5868651509	141.4069576631	560.553893329	831.82031469	116.5478729043	1037.9766911532	0.9031343383	-71.8030469713	7.1067975202	5.1799804851	1	0.0276213586	0.8838834765	21	6.3136229611	2.2255342157	0.0048828125	20.8860482622	0.0227385461	0	1				6.75
191112_01-02_600components-0014	22	0.0007871833	3.26606542536827E-09	-0.0052064858	0.0078887744	24	-0.5107148632	1011	839.7559114661	4.94921875	2.0208446678	0.1640168722	0.6338557994	1099.4708209693	284.4065281899	0.0058936397	0.8689826326	49.5920327964	100.217795044	587.5739775188	847.8646897752	283.9765563118	1121.1415578175	0.9198214195	-83.5335900089	9.5425795419	5.0550435827	2	0.01953125	1.25	17	5.570955658	1.6459741328	0.0048828125	23.1412215263	0.0146484375	0	1				6.75
191112_01-02_600components-0015	22	0.000787182	-5.41347908347862E-10	-0.0041461825	0.0094768038	13	-1.1677192351	20394	764.2083526344	91.125	1.0922495406	0.5620504341	0.9950719688	411.6867215848	765.235020104	0.1192410416	0.4022230694	164.176456789	179.3216595	697.032234619	687.1759050008	764.7624805066	411.9870970063	0.9938837477	-17.4227980021	18.529722387	4.8307519237	1	0.4052623608	3.2420988866	12	1.2990597691	0.1619629422	0.15625	1.4939451154	0.2490123608	0	1				6.75
191112_01-02_600components-0016	22	0.0007871807	3.5611778339449E-10	-0.0196655807	0.0359659447	0														687.588803765	812.9268920051	526.893347005	549.6279522416	0.9197284717	-10.6099783786	20.0846343968	4.7300290261	2	2.9730177875	2.7262693317	11	1.3300518021	0.3305630583	1.25	1.6569793597	1.7230177875	1	0			1	6.75
191112_01-02_600components-0017	22	0.0007871829	1.53437583509254E-09	-0.0049569075	0.0165834639	3	-0.009082666	3003	765.9446737582	25.921875	13.8150636227	0.664380531	0.5216258468	755.0839160839	549.8601398601	0.0338430123	0.997376783	17.2802935737	238.7283551403	663.3527331253	770.1724432152	568.8610544044	771.1231088598	0.9675674814	-6.8707256197	31.9015653892	4.6822493019	2	2.7262693317	4.585020216	5	1.0252060354	0.0032935823	1.9277635318	1.0382732825	0.7985057999	1	0		1		6.75
191112_01-02_600components-0018	22	0.0007871819	1.08101249409678E-09	-0.0045325608	0.0312341495	5	-0.357094774	2926	640.3562216481	36.71875	2.1679740218	0.4501538462	0.9070055797	808.8516746411	176.3403964457	0.057341131	0.8872649455	46.2390989877	100.2451653988	614.2368007411	773.8298069695	176.2091189544	804.138469921	0.938713521	-7.7887967584	32.7265020433	4.6499960515	3	2.9730177875	2.9730177875	10	1.1150449013	0.0776900517	1.3631346658	1.1862581139	1.6098831217	1	0		1		6.75
191112_01-02_600components-0019	22	0.0007871828	-3.30792905648722E-10	-0.005384698	0.0176431098	10	0.2799006095	3631	763.6603445435	33.75	2.8397942389	0.5198282033	0.8312728938	741.5579730102	223.5188653264	0.0441950407	0.9359480199	43.0374903816	122.217617241	632.8916462035	771.6562457697	225.7799022647	748.5867843606	0.9407424329	-5.5203118559	39.9664526501	4.6126381418	2	2.9730177875	2.9730177875	10	1.1249512878	0.0812979457	1.3631346658	1.2134477283	1.6098831217	1	0		1		6.75
191112_01-02_600components-0020	22	0.0007871837	-2.72925445082245E-09	-0.0044932776	0.0072204832	10	-0.8717833867	710	833.6519483263	3.404296875	6.0660911628	0.1992143659	0.5956375839	355.2126760563	243.9802816901	0.0040835949	0.9863185148	14.392410478	87.3056740117	581.0608524701	683.0699224352	295.6244143146	382.0637722408	0.9897741031	-22.8170941255	13.3986010507	4.5898028943	1	0.0082118791	2.9730177875	7	1.4953705839	0.519172244	0.0048828125	2.2444277301	0.0033290666	0	1				6.75
191112_01-02_600components-0021	22	0.0007871824	2.89645244251505E-10	-0.0082992724	0.0159408305	4	-0.1431911274	2875	790.1025493516	26.421875	2.3307857099	0.7037943696	0.8137560147	802.9836521739	929.8274782609	0.0334410704	0.9032855524	40.1452899171	93.5700680572	702.394145543	776.4978840997	915.8268930867	800.1499293165	0.9723007053	-7.7382368421	40.6464378773	4.5486992975	1	0.009765625	2.5	9	3.2624026143	1.2018448117	0.0048828125	4.7065111449	0.0048828125	1	0		1		6.75
191112_01-02_600components-0022	22	0.0007871814	-3.09721332620598E-09	-0.0075664836	0.019561568	2	0.0543706256	3700	718.5725913259	36.1875	6.3048007654	0.6928838951	0.8875029983	798.0302702703	736.202972973	0.0503602565	0.9873414261	27.6524034356	174.3428943468	691.5149918989	780.6344831506	731.6536116414	794.9555392349	0.9360366845	-6.6424931966	48.1790099343	4.4402299522	1	0.0116133507	2.9730177875	11	6.2191666174	1.4359400936	0.0048828125	8.8065498173	0.0067305382	1	0		1		6.75
191112_01-02_600components-0023	22	0.0007871822	-9.28326739760668E-10	-0.0067562658	0.0134711039	10	-0.3664284513	1433	789.5616362305	10.4296875	2.2263609422	0.1862006237	0.4726253298	740.0942079553	1434.541521284	0.0132094659	0.8934495955	49.3133580764	109.7893343492	809.8349935959	778.0036407054	1416.4053291361	807.3969500809	0.9918292195	-12.6681083059	15.8286106035	4.4313160283	2	0.0082118791	4.585020216	2	1.026638259	0.0107560197	0.0075303263	1.0423705051	0.0006815528	1	0		1		6.75
191112_01-02_600components-0024	22	0.0007871825	-2.81663171596195E-09	-0.0061710709	0.0089434564	22	0.6407251767	2306	818.8389307034	13.7421875	1.8432099831	0.3840772818	0.8194740583	652.4462272333	1550.5598438855	0.0167825283	0.8400352752	45.6084803087	84.066006218	803.1235456185	763.9032459819	1549.0238397315	669.4003939287	0.9895404732	-11.3736947611	14.920961159	4.3097907575	2	2.1022410381	3.8555270635	7	1.2021170173	0.0168096913	1.25	1.3359511196	0.8522410381	0	1				6.75
191112_01-02_600components-0025	22	0.0007871824	8.01929673859534E-10	-0.0054831354	0.0097084894	11	-1.0732018828	9203	744.7750251755	56.3125	1.7421141962	0.4979978355	0.9918094622	928.9537107465	108.7233510812	0.075610081	0.8188446551	85.2287733037	148.4782558974	571.654945078	797.324218645	108.7061879295	930.4462464526	0.9381249597	-57.6673690768	12.8131174022	4.2323951516	2	2.7262693317	4.585020216	2	1.0096587543	0.0008112993	2.5	1.0152869508	0.2262693317	0	1				6.75
191112_01-02_600components-0026	22	0.0007871836	1.43953250244321E-09	-0.0061747414	0.0088371481	16	-1.3068524134	2981	831.333585088	17.3125	2.951909059	0.344783715	0.6710941018	1140.9973163368	838.6642066421	0.0208249736	0.9408714427	41.892894651	123.6640152264	700.5836998483	827.9198452777	826.4369451426	1141.8214466677	0.9937572176	-15.1138149729	14.7258839858	4.0849769251	3	2.292510108	3.5355339059	7	1.2792788306	0.0139209813	1.3631346658	1.4243379688	0.9293754422	0	1				6.75
191112_01-02_600components-0027	22	0.0007871826	3.14640412450428E-09	-0.0050145441	0.0106108165	7	-0.8972758718	3484	862.3568644243	21.03125	2.0674084053	0.0992592593	0.9712851965	949.0935706085	639.1188289323	0.0243881053	0.8752353159	102.2212946646	211.3331637891	662.532387156	803.5517268623	637.6989189479	948.8511437477	0.9967858611	-12.27278054	8.801256621	4.0830475716	1	0.573127527	2.5	19	1.4800338263	0.2200983479	0.1204852207	1.6980855017	0.4526423063	0	1				6.75
191112_01-02_600components-0028	22	0.0007871821	2.69330992879823E-09	-0.0124180412	0.0232981273	4	0.4815636092	267	740.7592515702	4.171875	2.4061797752	0.5415821501	0.534	815.7565543071	211.138576779	0.0056318905	0.9095490708	12.1895092348	29.3301505899	609.0374901686	770.4958057882	241.8077969913	787.9753314696	0.9330041737	-9.8739247901	21.4093583041	3.9133300852	2	3.2420988866	4.2044820763	10	1.1322837687	0.0837082809	1.4865088938	1.1754880328	1.7555899929	1	0		1		6.75
191112_01-02_600components-0029	22	0.0007871808	3.15329169193126E-09	-0.0126910924	0.0145578379	0														644.8140388023	709.5292434688	637.5975671957	482.1354547476	0.9763768097	-8.6421028392	18.6661644508	3.8106521216	2	2.292510108	3.5355339059	7	1.1650187862	0.0277789222	1.3631346658	1.2778408603	0.9293754422	1	0			1	6.75
191112_01-02_600components-0030	22	0.0007871841	1.78427673406806E-09	-0.0065731904	0.0095951947	17	-0.9464001422	1487	866.9892295739	8.8984375	1.9929292275	0.4425595238	0.7905369484	951.292535306	1529.7457969065	0.0102636079	0.8649987793	32.2835578757	64.3388460583	767.896548794	788.3611614374	1527.3244708051	945.7123549828	0.986169567	-10.6825151614	12.0711243883	3.6772601406	2	2.292510108	3.5355339059	8	1.228176523	0.0283070621	1.25	1.4135214218	1.042510108	0	1				6.75
191112_01-02_600components-0031	22	0.0007871821	-1.3890693746327E-09	-0.0054740752	0.0279204676	1	0.9796664043	3815	705.1645278651	38.9375	4.9418598972	0.1125302342	1	1245.5861074705	864.4325032765	0.0552176102	0.9793126558	58.6280117405	289.7314200705	699.8911424963	830.3786713243	866.3157321958	1244.0291765147	0.9978454308	-6.5604063177	10.3348819508	3.646901268	1	0.7432544469	1.767766953	20	1.4244292722	0.1075874096	0.1432818818	1.639609896	0.5999725651	1	0			1	6.75
191112_01-02_600components-0032	22	0.0007871812	-0.000000003	-0.0147525405	0.0163288788	0														615.5277666829	934.775156732	538.4379655566	1256.8568439533	0.9660071206	-19.0804323075	6.7845555376	3.6217339917	2	1.9277635318	4.585020216	2	1.0177526507	0.0011613703	1.767766953	1.0199902436	0.1599965788	1	0			1	6.75
191112_01-02_600components-0033	22	0.0007871833	0.000000002	-0.006979873	0.0126351604	6	0.1848852608	1393	840.8043307305	8.8046875	4.5658267698	0.1676697159	0.8155737705	1249.7939698493	463.791816224	0.0104717438	0.9757207324	31.6893320309	144.6880005026	631.1397505851	855.258044931	469.5086561699	1238.9600956251	0.9682872236	-45.7810351735	8.3090202565	3.5887792271	1	0.0106494896	2.292510108	10	3.112571798	1.191211307	0.0048828125	4.971375712	0.0057666771	0	1				6.75
191112_01-02_600components-0034	22	0.0007871819	1.43477975426518E-09	-0.0092225392	0.008488908	8	0.7613284077	509	875.6201189043	3.21875	2.94283123	0.3620199147	0.5496760259	1034.2829076621	524.9155206287	0.0036759662	0.9404945335	16.897097535	49.7253063226	648.2549609116	821.0806064804	504.4885987144	1039.8676884227	0.9960645082	-14.0311470051	8.1306835761	3.58597223	1	0.4419417382	2.7262693317	16	1.5274570404	0.2496368472	0.1204852207	1.8403026245	0.3214565175	0	1				6.75
191112_01-02_600components-0035	22	0.0007871811	-1.11806702827746E-09	-0.0112155343	0.0239423375	1	1.2236811697	2117	682.6782016005	27.421875	2.7651031054	0.3449006191	1	726.4964572508	1301.0845536136	0.0401680835	0.9323138724	39.3552664489	108.8213694709	751.9593449617	779.6972591387	1299.5258266572	727.9200395855	0.986017677	-10.0254853059	16.8849367328	3.5843591999	1	0.0075303263	3.2420988866	6	2.7043591122	1.2575947837	0.0048828125	4.4953501336	0.0026475138	1	0		1		6.75
191112_01-02_600components-0036	22	0.0007871828	6.71458448084109E-10	-0.0065366621	0.0201106797	8	-1.1748585781	1999	831.6130084032	18.765625	2.1219564269	0.1092111014	0.8817820909	1203.1905952977	737.6913456728	0.0225653336	0.8819926222	85.4421539039	181.3045276068	688.8885655275	798.0140621406	741.5996045928	1178.4414489934	0.9979037064	-10.9674564198	6.4333782177	3.5777489926	1	0.625	2.1022410381	25	2.4811156599	0.7036350548	0.078125	3.5177795652	0.546875	1	0		1		6.75
191112_01-02_600components-0037	22	0.0007871823	-2.34861016753337E-10	-0.0044601119	0.0188552419	22	-0.5955811328	8430	737.2019435912	53.0625	2.115760897	0.2821662873	0.9084051724	1139.359430605	1128.3029655991	0.0719782421	0.8812538827	91.4085581833	193.398653057	752.9274561417	825.3651789595	1130.6110874236	1132.0615258409	0.9884387931	-7.2267906508	19.1405111119	3.5444646443	2	2.1022410381	3.8555270635	5	1.0902978401	0.0053494488	1.4865088938	1.1348788339	0.6157321444	0	1				6.75
191112_01-02_600components-0038	22	0.0007871808	2.40154293709992E-09	-0.0085144088	0.0289077183	2	1.3693159702	2875	657.8899403157	35.5625	4.5655808299	0.3169091711	0.9202944942	633.8313043478	448.5412173913	0.0540553941	0.975718084	38.5015819085	175.7820842841	663.4975862292	781.0254792099	455.7093385123	641.1017101551	0.9914735302	-8.5886287827	14.637735238	3.5007640465	1	2.9730177875	2.9730177875	10	1.1427760124	0.0124270531	1.3631346658	1.2301776388	1.6098831217	1	0		1		6.75
191112_01-02_600components-0039	22	0.0007871812	-8.91676017172599E-10	-0.0156130094	0.0147334834	0														615.5357110822	781.5338801556	420.2319931652	570.2810536173	0.9114568551	-10.6211671317	23.0563565766	3.4500913844	3	3.8555270635	4.2044820763	6	1.1840286192	0.0636487894	2.5	1.2799782832	1.3555270635	1	0			1	6.75
191112_01-02_600components-0040	22	0.0007871811	3.76562654536825E-09	-0.0061525415	0.0073866715	17	-0.1895929444	21008	708.8287174689	101.5	1.8911371966	0.6234012879	0.9985265459	78.8911367098	357.0616907845	0.1431939727	0.8487574507	120.9135175699	228.6640506535	602.7189773963	636.0241732755	360.1246177022	79.4011197428	0.9740742711	-17.0370317172	10.855359932	3.4183257662	3	2.292510108	3.5355339059	8	1.2003360564	0.0464223844	1.25	1.3489984971	1.042510108	0	1				6.75
191112_01-02_600components-0041	22	0.0007871829	8.44302831079888E-10	-0.0064978819	0.0326385816	6	-1.0508218727	2754	669.7565452593	34.09375	1.8570177289	0.4967532468	0.9454170958	876.6586782861	1276.7933914307	0.050904691	0.8426269027	45.7334308365	84.9277918677	727.8675216978	783.4922520463	1273.8592047999	878.3064678527	0.9942132694	-6.684099611	18.8234237179	3.4013458615	0									1	0			1	6.75
191112_01-02_600components-0042	22	0.0007871831	1.93543687524568E-09	-0.012399206	0.010514812	2	0.0776175085	543	873.5768126354	4.58984375	1.6630393406	0.6284722222	0.9945054945	541.3996316759	1368.8103130755	0.0052540815	0.7990168112	21.1293873888	35.1390024701	730.6809408246	762.1016668221	1368.4698289771	542.0264295967	0.9881887216	-7.9418222886	18.1249617005	3.3752850584	1	0.0082118791	2.9730177875	7	1.6002318309	0.5977014676	0.0048828125	2.4691189498	0.0033290666	1	0			1	6.75
191112_01-02_600components-0043	22	0.0007871824	-3.88718146372574E-09	-0.0049166987	0.0079290874	6	1.0760284626	8854	764.5185621239	48.09375	1.7330498597	0.568986569	0.9916004032	231.5718319404	778.9289586628	0.0629072365	0.8167318223	82.3041386874	142.6371760078	700.3908770732	659.7183780893	780.2969743343	232.4602308541	0.9840651766	-10.4055272704	14.900817313	3.2635400497	1	0.625	2.1022410381	18	2.115516915	2.2817599925	0.1432818818	3.1911111128	0.4817181182	0	1				6.75
191112_01-02_600components-0044	22	0.0007871825	1.54323233892101E-09	-0.0055428158	0.011127013	4	-0.9736795872	4304	854.6759923917	23.765625	1.7813207842	0.2618004866	0.9972196478	320.218169145	508.9644516729	0.0278065901	0.8275573382	81.8904392964	145.8731415477	641.218307147	695.6874465435	509.6766430541	321.5597487554	0.9894351888	-11.2433274572	9.1903790423	3.1980034151	0									0	1				6.75
191112_01-02_600components-0045	22	0.0007871826	3.85781140362122E-10	-0.00618586	0.0087560812	15	0.7735781918	5488	833.7348733217	28.125	1.7493760364	0.3911617962	0.9643296433	1397.3511297376	502.8405612245	0.0337337455	0.8205098499	75.5424751711	132.1521957948	644.818692628	863.329646191	509.3349425509	1397.1768226416	0.9588633104	-38.9921327869	8.1396441669	3.1831647377	2	0.0116133507	3.2420988866	11	3.2322462429	1.0995922071	0.0048828125	5.0348890082	0.0067305382	0	1				6.75
191112_01-02_600components-0046	22	0.0007871837	3.12637618570268E-09	-0.0069867781	0.0109758556	21	-1.5120457395	5252	812.6779431864	28.546875	1.8867635532	0.5369045185	0.7700879765	1297.1085300838	827.4472581874	0.0351269223	0.8479925677	62.9769864982	118.8226828139	700.6297362014	843.8345580758	817.7012811856	1296.8050436112	0.9909204335	-9.127054402	10.5859785404	3.1250705759	1	0.7432544469	1.767766953	22	2.2741454757	1.8822067837	0.1204852207	3.6408512248	0.6227692261	0	1				6.75
191112_01-02_600components-0047	22	0.0007871806	6.83124790834588E-10	-0.0142759761	0.0332506766	1	-0.6949594605	119	794.3005714854	2.423828125	1.7460151181	0.5666666667	1	858.5630252101	1281.2941176471	0.0030515251	0.8197421689	9.8407513243	17.1821005857	656.2390558892	770.8049607284	1281.5341331265	858.7532357026	0.9990392791	-5.0103066981	9.1676391045	3.1108442406	1	2.1022410381	4.2044820763	4	1.0468339373	0.0001532478	1.6210494433	1.0620683913	0.4811915948	1	0			1	6.75
191112_01-02_600components-0048	22	0.0007871834	-3.60051341019866E-09	-0.0113272138	0.0137552479	1	1.5687254794	1860	744.1626345844	19.578125	1.9900397246	0.6911928651	1	199.6349462366	188.7016129032	0.0263089331	0.8645757373	35.7813558381	71.2063195171	624.5343516901	723.2435892135	188.2241571851	199.4969823835	0.9932502543	-11.7047520783	9.4119367602	3.0737962333	1	1.767766953	4.2044820763	5	1.09761917	0.0037140349	1.25	1.1586075746	0.517766953	0	1				6.75
191112_01-02_600components-0049	22	0.0007871826	2.32016220815943E-09	-0.0056545184	0.0158461771	12	1.2020924212	2184	835.8639597798	13.1328125	4.1447026406	0.2024659312	0.6554621849	1247.1845238095	630.3470695971	0.0157116626	0.970457574	34.1937536617	141.7229410933	660.5454714919	848.0369295878	606.8512032123	1256.0230197335	0.9945397378	-10.7294092963	6.5414994085	3.0562211763	1	0.7432544469	1.9277635318	22	2.2143984949	1.0479293238	0.1204852207	3.3299287553	0.6227692261	0	1				6.75
191112_01-02_600components-0050	22	0.0007871832	2.81265043493429E-09	-0.0104117284	0.0136996053	3	-0.0547751516	362	879.9777288961	3.80859375	5.2099978047	0.5386904762	0.8722891566	786.3232044199	1435.1491712707	0.004328057	0.9814069241	9.8957404037	51.5567857788	713.5107044207	776.2801110731	1433.9765962183	790.6266939944	0.9899760316	-6.3699647335	16.2751569131	3.0207220366	1	0.0089551176	2.7262693317	8	1.555808021	0.793112934	0.0048828125	2.1932518898	0.0040723051	1	0			1	6.75
191112_01-02_600components-0051	22	0.0007871812	-0.000000001	-0.0045728058	0.0164960972	1	0.6938641716	9666	563.9816640373	76.5625	6.4464195589	0.2398749256	1	216.8753362301	988.030726257	0.1357535269	0.9878948702	44.2540337259	285.280068569	725.8458829927	675.6591915672	987.1704181915	211.6605904668	0.9353509397	-12.5632842397	15.7126289827	2.9983378291	3	2.5	3.2420988866	9	1.2272904996	0.1542304225	1.25	1.3982390583	1.25	0	1				6.75
191112_01-02_600components-0052	22	0.0007871829	1.11694936124959E-10	-0.0046044509	0.0086084256	30	-1.398107604	8147	813.5666393728	40.4375	1.3168645393	0.4127780311	0.9264271094	1363.6431815392	660.6574199092	0.04970398	0.6506479082	110.5514391528	145.5812699849	677.0501317922	856.5652010026	664.4514941902	1364.6757345905	0.9878787252	-9.3808134335	8.2479309701	2.941105595	1	0.7432544469	1.767766953	20	1.9460252757	1.5484701939	0.1432818818	2.8546566535	0.5999725651	0	1				6.75
191112_01-02_600components-0053	22	0.0007871828	-1.45770102360175E-09	-0.0051066224	0.0087151911	10	1.1614535343	1314	876.9973902969	7.08203125	2.8304236289	0.311965812	0.4790375501	713.0776255708	503.0905631659	0.0080753162	0.9355085681	29.5667387878	83.6863960934	635.7279138371	768.6097807077	542.0915187333	730.161898792	0.9603073882	-8.8397491322	23.768291094	2.9251528086	2	2.7262693317	4.2044820763	4	1.0131129128	0.0017349814	2.1022410381	1.0249334948	0.6240282935	0	1				6.75
191112_01-02_600components-0054	22	0.0007871842	3.18730663132121E-09	-0.0082721362	0.0130862359	3	-0.0175759494	597	866.8283110509	5.51953125	2.2442999931	0.6317460317	0.9198767334	806.4807370184	1006.7252931323	0.0063675023	0.8952454946	18.946686593	42.522048589	707.8697403665	775.7346076892	1004.3505050664	806.4170345826	0.9449586791	-4.2526762045	31.6144654738	2.8812414014	1	0.0116133507	2.1022410381	11	4.3336416745	1.1088430308	0.0048828125	7.8302174008	0.0067305382	1	0		1		6.75
191112_01-02_600components-0055	22	0.0007871835	1.97145254449459E-10	-0.0065927144	0.0103553655	12	0.4849325749	4311	839.3843283919	23.734375	2.30535946	0.2824292453	0.9116092197	416.4467640919	1117.8805381582	0.028275933	0.9010227502	66.5885932429	153.5106433586	738.4150918618	728.4796264098	1115.6584637685	423.4404130568	0.9841478294	-8.1031954886	16.0425465603	2.8667416189	4	1.9277635318	4.2044820763	4	1.0283571809	0.001985523	1.4865088938	1.049875692	0.441254638	0	1				6.75
