exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	threshold.area	region.majmin.ratio	region.centroid.1	region.centroid.0	threshold.perc	region.extent	region.majaxis	mass.region	mass.total	region.eccentricity	mass.perc	region.minaxis	region.orient	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	length	freq.maxsnr.freq	freq.range.high	freq.rangesz	freq.integrate	freq.maxsnr	freq.avgsnr	freq.range.low	artifact	signal	noise	hemodynamic	movement	res
190625_03-04_600components-0061	21	0.0007516515	-1.86247236314778E-09	-0.0068487481	0.0143105272	1	2104	3.1351666971	740.6036121673	884.9030418251	1	0.4155638949	93.2118857517	19.796875	909.5382130667	0.9477674014	0.021765853	29.7310780433	0.6308713504	710.1241339253	795.7813740868	886.3323626506	740.9952473832	0.9917429568	-5.1590015068	10.8862342254	2.3883455434	0									1	0		1		6.79
190625_03-04_600components-0062	21	0.0007516511	-3.70513993446316E-09	-0.0079777239	0.0146849686	4	1753	3.7157752425	1271.1717056475	24.3308613805	0.9982915718	0.5206415206	94.6448308752	14.203125	944.0154533758	0.9631058587	0.015045437	25.4710860314	1.3150285989	656.2491377574	817.280976137	26.4537506436	1269.2321440461	0.9860340418	-10.2907252345	11.4414301492	2.3611341505	1	6	3.8555270635	1.3631346658	0.4792511893	0.0168471239	1.2149598347	1.1198560989	0.8838834765	1	0			1	6.79
190625_03-04_600components-0063	21	0.0007516515	1.14999723221246E-09	-0.0107138283	0.0105104851	1	2		904.5	77	1	1	2	0.0198974609	979.8729257232	1	2.03061646211057E-05	0	1.5707963268	669.5456868906	794.814608329	292.1248533509	892.7408656109	0.9849788085	-6.3499580118	15.4627293519	2.1990828562	0									1	0			1	6.79
190625_03-04_600components-0064	21	0.0007516519	-1.06703705009851E-09	-0.0078822155	0.0103264352	3	188	2.5260081543	449.3138297872	1345.3191489362	0.7175572519	0.5562130178	26.0501678751	1.3173828125	965.9118925415	0.9183015876	0.0013638747	10.3127805943	0.3097664227	727.4661435347	780.4217531356	1316.1734475899	440.4682120969	0.9811620187	-11.8521104248	10.2108487078	2.1827692874	0									1	0			1	6.79
190625_03-04_600components-0065	21	0.0007516515	-1.34094968742934E-09	-0.0240089983	0.0241857885	0														707.8849361439	801.4938513719	1256.0788671319	912.0960817882	0.9952648278	-6.5920079884	2.9871829766	2.056175168	2	1	5	5	0.414979784	0.0004665887	1.2045510145	1.1472453166	4.585020216	1	0			1	6.79
190625_03-04_600components-0066	21	0.0007516502	-3.88755794424764E-10	-0.0231945127	0.0344586921	1	3	1.7320508076	634.6666666667	1208.6666666667	1	0.75	2.3094010768	0.0626220703	939.5400685158	0.8164965809	6.66518357342931E-05	1.3333333333	0.7853981634	703.6722155753	794.3424498568	1207.7894364454	634.4312917265	0.996180933	-2.8318300093	7.5279030486	2.0312102597	2	1	5	5	0.414979784	0.0001540375	1.0873954141	1.0574712477	4.585020216	1	0			1	6.79
190625_03-04_600components-0067	21	0.0007516513	2.19659526642221E-09	-0.0075292669	0.0216352422	7	1624	6.222803989	1304.3380541872	756.322044335	0.8319672131	0.1029934044	175.1866445733	13.984375	902.2427577296	0.9870034182	0.0154995702	28.1523642531	0.8864150527	704.465034579	813.9931028444	765.5367063852	1312.6095422227	0.9791036134	-8.2446229853	8.9633839888	1.9662824695	1	19	2.1022410381	0.6815673329	0.5382854512	0.6511400162	1.4775036009	1.2877027033	0.1432818818	1	0		1		6.79
190625_03-04_600components-0068	21	0.0007516518	-5.07881572011929E-10	-0.0099199728	0.0118954035	0														663.4874415383	802.8805734126	970.7516149703	1030.726992384	0.990139292	-5.6091378158	8.6300687371	1.8650908339	0									1	0		1		6.79
190625_03-04_600components-0069	21	0.0007516519	-2.10871898960201E-09	-0.0257583959	0.0302428855	0														724.3781128285	788.7438311519	1225.9887767972	770.4145041358	0.9576516955	-7.6884875331	21.8501267129	1.8132972616	1	7	3.8555270635	3.5355339059	1.4332928678	0.0676397338	1.5640431153	1.3304464954	2.1022410381	1	0			1	6.79
190625_03-04_600components-0070	21	0.0007516507	1.05842859084074E-09	-0.008243483	0.0119503952	1	971	2.2022097029	238.070030896	977.3522142122	1	0.5492081448	53.3326095077	8.6875	909.5656001138	0.8909561442	0.0095512627	24.2177706494	0.5204744705	713.9634003122	770.4006155885	980.7483122822	246.3945007017	0.9874831309	-4.6257089884	7.6863347749	1.6045458517	0									1	0			1	6.79
190625_03-04_600components-0071	21	0.0007516525	1.52359931893085E-09	-0.0070939477	0.0093095373	0														673.5781405415	792.0623797374	133.6438124846	757.8787858124	0.95524552	-5.8108150339	27.7935807059	1.5642848555	1	6	3.8555270635	2.1022410381	0.7391063723	0.0257606907	1.1869247558	1.1025784958	1.3631346658	1	0			1	6.79
190625_03-04_600components-0072	21	0.00075165	-0.000000003	-0.0127054473	0.0177529101	0														711.9904309328	803.0623818854	15.836279292	1076.1448035278	0.9932566665	-2.787446454	3.8965231755	1.5545699642	0									1	0			1	6.79
190625_03-04_600components-0073	21	0.0007516522	-7.24147626019762E-10	-0.0068844666	0.0205712143	1	574	1.5397405953	833.0923344948	1187.0487804878	1	0.5797979798	35.0585272974	6.4140625	994.4357096242	0.7603957173	0.0064499519	22.7691127998	0.8860056756	699.6323171062	794.1710436531	1187.1040492665	832.5769635618	0.9737259917	-4.8771857977	14.1311845878	1.5036893645	1	5	4.2044820763	0.0106494896	0.0031191633	0.1239639976	1.4629345527	1.3146591312	0.0075303263	1	0			1	6.79
190625_03-04_600components-0074	21	0.0007516513	-1.52558853664646E-09	-0.0093979755	0.0138457738	3	352	6.5490483784	800.0994318182	737.2926136364	0.948787062	0.8461538462	54.8911621943	3.69921875	959.2684383352	0.9882735252	0.0038562915	8.3815478253	-0.00043622	699.2268504482	800.795073944	736.8228809764	797.7307386854	0.9828010262	-6.4776226485	4.4042074938	1.470576185	1	7	3.5355339059	0.0082118791	0.0033290666	0.3090000663	1.6436916498	1.3905276571	0.0048828125	1	0			1	6.79
190625_03-04_600components-0075	21	0.0007516515	-5.35916157039236E-10	-0.0152707313	0.0167858698	0														703.855629646	799.4667376985	636.4064275983	649.3473802844	0.9860435233	-2.1656799594	8.0343847863	1.4259580071	2	1	5	5	0.414979784	0.0010222029	1.175597695	1.1081016095	4.585020216	1	0			1	6.79
190625_03-04_600components-0076	21	0.0007516524	2.26388874270619E-09	-0.009073314	0.0102847071	6	38	1.5063144428	124.2631578947	871.6315789474	0.7169811321	0.6031746032	9.017045638	0.3278808594	903.0060980368	0.7478462085	0.0003630993	5.9861642311	-0.0493009155	708.6207113442	753.6888867218	871.4517718522	126.5081266388	0.9732895462	-3.558293094	5.0233005988	1.3125729283	1	8	3.5355339059	2.1022410381	0.9559859841	0.025821648	1.1545349482	1.1038612779	1.146255054	0	0				6.79
190625_03-04_600components-0077	21	0.0007516518	7.28635305186966E-10	-0.0091656864	0.0100499394	0														704.8486445017	769.3060050483	976.5273570858	368.9324503179	0.9717337345	-8.4330656027	2.5413072392	1.2981643222	1	5	4.2044820763	0.0082118791	0.0024052037	0.2201249059	2.0352295605	1.687171709	0.0058066754	0	0				6.79
190625_03-04_600components-0078	21	0.0007516539	5.29678858245645E-10	-0.0047077257	0.0055210479	0														691.7943388898	792.5307102019	680.0410120745	752.7178952248	0.7771896187	-7.6517034844	8.0257038943	1.201084148	2	1	5	5	0.7955179237	0.0418497891	1.2889647648	1.1854793828	4.2044820763	0	0	1			6.79
190625_03-04_600components-0079	21	0.0007516515	2.17828540811652E-09	-0.0093876028	0.028536139	3	159	1.5190503224	643.5911949686	1208.3522012579	0.8112244898	0.5845588235	18.0887489889	2.271484375	984.149917304	0.7527503967	0.0023080674	11.9079326879	0.9547411321	704.3552236655	798.7571939148	1048.3272280597	716.6720036321	0.9721116613	-3.2033073645	4.4794924299	1.18254415	2	0	5	5	0.414979784	0.0013247608	1.120288872	1.0692070592	4.585020216	1	0			1	6.79
190625_03-04_600components-0080	21	0.0007516532	-3.66618963383487E-09	-0.0050689716	0.0054506653	0														690.9949509376	791.8881825226	1076.9658555693	915.5086947992	0.7725182684	-7.4996527037	8.1398679484	1.1665834115	2	0	5	5	0.414979784	0.0138209108	1.1623712671	1.0915694827	4.585020216	0	0	1			6.79
190625_03-04_600components-0081	21	0.00075165	-1.06283906540449E-09	-0.0155551294	0.0192831642	0														710.4061443017	808.5038046756	1278.3813344945	772.1004854422	0.9870227808	-3.2935490229	4.7140555609	1.1648508646	0									1	0		1		6.79
190625_03-04_600components-0082	21	0.0007516539	1.17392301826223E-09	-0.0099243616	0.0056800074	0														692.5426539249	792.6496818503	769.1919158989	860.1707618775	0.7630663652	-10.7661892966	4.5838462642	1.1619142666	2	1	5	5	0.414979784	0.0429462269	1.3876113491	1.2849799251	4.585020216	0	0	1			6.79
190625_03-04_600components-0083	21	0.000751652	-2.12985518512153E-09	-0.0115411525	0.0246478724	2	17	1.2822672547	744.1176470588	1329.4117647059	0.8947368421	0.85	5.1818997634	0.3010253906	993.412956468	0.6259432313	0.0003030214	4.04120104	-1.3060015274	699.6863137396	800.639420943	1262.8656044393	696.9462277609	0.9689494784	-2.0746379271	4.1402613245	1.0898947653	2	0	5	5	0.414979784	0.0019064283	1.131591356	1.0901048205	4.585020216	1	0			1	6.79
190625_03-04_600components-0084	21	0.0007516527	-2.38435835890322E-09	-0.0050543482	0.0052532322	0														692.018645789	792.8109259391	851.6497063395	762.8250962515	0.7200997426	-9.1461660446	8.3584598241	1.046102211	2	0	5	5	0.414979784	0.0157892953	1.1343424595	1.0831123193	4.585020216	0	0	1			6.79
190625_03-04_600components-0085	21	0.0007516522	-1.27320632644687E-09	-0.0078854832	0.0230054746	1	90	1.59017592	1142.8666666667	882.4777777778	1	0.6923076923	14.0923030202	1.2109375	1019.5098986622	0.7775175506	0.0011877643	8.8621031438	1.2413404296	694.2253613227	798.4281107407	882.1658098161	1142.5235415774	0.9047604432	-4.8193631584	8.0228562354	1.0269764761	3	1	5	5	0.7955179237	0.0158004854	1.2812034842	1.1652878539	4.2044820763	0	0	1			6.79
190625_03-04_600components-0086	21	0.0007516526	1.19358993445598E-09	-0.0079793391	0.0121313086	0														694.2356304936	792.0504733162	744.8508307641	1303.4110986575	0.7818641458	-3.3461028364	9.5544151115	1.0186089967	3	4	4.585020216	2.9730177875	0.6805076795	0.0332004269	1.1109983184	1.0653457006	2.292510108	1	0		1		6.79
190625_03-04_600components-0087	21	0.0007516514	2.21265942664605E-10	-0.0079873322	0.0113027531	1	2		635.5	1210	1	1	2	0.0134735107	960.2542149685	1	1.40311914617627E-05	0	1.5707963268	710.3662893142	770.3650579442	997.8811869	724.8042876228	0.9693378189	-5.1906729961	2.6140179333	1.0115637029	1	15	1.4865088938	0.0164237581	0.0115409456	1.0654437941	2.923647641	1.938805023	0.0048828125	1	0			1	6.79
190625_03-04_600components-0088	21	0.0007516531	-6.17091064104019E-10	-0.0055760078	0.0137099566	2	41	2.7615551827	431.243902439	216.243902439	0.7321428571	0.5125	12.308494266	0.3059082031	1032.4764073113	0.9321335056	0.0002962859	4.4570879275	1.0191298619	691.9671563575	791.7999518165	224.4293996156	442.3040957286	0.7785403233	-4.7295259921	10.1566706233	0.9841598463	2	1	5	5	0.414979784	0.0144117418	1.1673667816	1.0988267084	4.585020216	0	0	1			6.79
190625_03-04_600components-0089	21	0.0007516528	-0.000000001	-0.0047593358	0.0053857984	0														690.8200139968	792.9819876433	905.7364149377	934.9927095303	0.7071301765	-7.9484743147	6.4126916112	0.9834515428	2	1	5	5	0.7955179237	0.0186577308	1.120849542	1.0592241459	4.2044820763	0	0	1			6.79
190625_03-04_600components-0090	21	0.0007516534	3.85369552937232E-10	-0.0047720316	0.0054334837	0														691.0728732569	792.6199440113	989.8279141706	993.9913241309	0.6808279613	-10.3802605591	6.422735146	0.9736200991	2	1	5	5	0.414979784	0.0270543198	1.2073225404	1.1231640514	4.585020216	0	0	1			6.79
190625_03-04_600components-0091	21	0.0007516534	-2.40930097220961E-09	-0.0052752109	0.0072481671	0														692.4229816678	792.4524509685	1226.3280855706	990.4687640266	0.655429597	-7.4168504779	7.1744832373	0.9662336432	3	0	5	5	0.414979784	0.0235796721	1.1880717113	1.1006273607	4.585020216	0	0	1			6.79
190625_03-04_600components-0092	21	0.0007516534	3.89384068529431E-09	-0.0050219387	0.0052568307	0														692.2807547969	792.6482956607	1348.7161140873	678.0394078328	0.6708248284	-9.4617628489	6.8873200472	0.958872697	2	1	5	5	0.7955179237	0.0592225695	1.3097453676	1.1688755256	4.2044820763	0	0	1			6.79
190625_03-04_600components-0093	21	0.0007516534	2.15075926263039E-09	-0.0052345147	0.0053050509	0														692.0137945786	792.671574091	1226.983841564	886.1515094565	0.6382313012	-8.885182012	6.6201323819	0.956194232	1	3	4.2044820763	0.0058066754	0.0009238629	0.007858213	2.1037638215	1.491480706	0.0048828125	0	0	1			6.79
190625_03-04_600components-0094	21	0.0007516536	0.000000002	-0.0060975137	0.0075536697	0														690.3170676698	792.8830398426	605.8803034366	738.8949213217	0.6801893625	-8.8577290959	7.759823192	0.9374133023	2	1	5	5	0.414979784	0.0369949629	1.2454708996	1.1668527624	4.585020216	0	0	1			6.79
190625_03-04_600components-0095	21	0.0007516538	5.62761828385403E-09	-0.0057672796	0.0052805304	0														691.6606222637	792.5395393761	1024.5035634881	546.1086654627	0.6211794139	-8.7504616326	5.7400775155	0.9250670327	2	0	5	5	0.414979784	0.0294129925	1.1801053686	1.1107428485	4.585020216	0	0	1			6.79
190625_03-04_600components-0096	21	0.000751653	-4.58707190518188E-09	-0.0049899282	0.0051857155	0														691.4545782486	792.3213594214	1085.9202952679	951.1265332765	0.6187847026	-7.1744999847	9.563233004	0.9203318222	2	0	5	5	0.414979784	0.0405093073	1.2189457383	1.152165081	4.585020216	0	0	1			6.79
190625_03-04_600components-0097	21	0.0007516535	6.60828570419491E-09	-0.0053790707	0.0061502111	0														691.8189090271	792.2171667303	310.953587488	574.6665899761	0.6316318463	-6.2272115243	7.968210741	0.9095536851	2	1	5	5	0.414979784	0.0317469964	1.1751852003	1.1181377093	4.585020216	0	0	1			6.79
190625_03-04_600components-0098	21	0.0007516534	7.21907001609844E-11	-0.0050793673	0.0055076226	0														691.4588168956	792.3282287424	809.9699831403	967.2068853975	0.6340898673	-9.105923306	7.3290577227	0.8952555369	2	1	5	5	0.7955179237	0.0683166603	1.3241473368	1.1674015087	4.2044820763	0	0	1			6.79
190625_03-04_600components-0099	21	0.0007516533	4.43780752038689E-09	-0.005435521	0.0052771842	0														692.105099872	792.5000142682	1098.2603995647	703.5600217584	0.607878916	-9.208459837	7.9415644562	0.8849141441	1	2	4.585020216	0.0053247448	0.0004419323	0.0038457584	1.7905020083	1.4134302918	0.0048828125	0	0	1			6.79
190625_03-04_600components-0100	21	0.0007516536	-2.76992559405719E-09	-0.0051964622	0.0049931604	0														691.6564910912	792.876011577	714.4452027959	823.1103270777	0.6387709748	-5.9222636252	6.5546557045	0.8819618857	1	12	1.9277635318	0.0126644488	0.0077816363	0.0655853211	2.5092745922	1.8274397227	0.0048828125	0	0	1			6.79
190625_03-04_600components-0101	21	0.0007516535	-2.99655381454867E-10	-0.0050431796	0.0051225056	0														691.0236795141	792.3074973094	903.7461475955	871.3540487086	0.5531276806	-6.2233733241	10.2993591669	0.8771737055	1	1	5	0.0048828125	0	0.002635379	1.6286305568	1.6286305568	0.0048828125	0	0	1			6.79
190625_03-04_600components-0102	21	0.0007516524	-1.44792810701493E-09	-0.0048638852	0.0066990474	2	12	1.6081463962	537.4166666667	305.6666666667	0.8571428571	0.6	5.1499737681	0.0613708496	1021.0080735627	0.7831491292	6.0108094341728E-05	3.2024284482	0.3224336141	658.1442917729	773.4448045302	317.8438495244	683.794649475	0.923753579	-4.6749363191	6.5491324577	0.8624040766	1	5	4.2044820763	0.0232267015	0.0068029434	0.0718037199	1.405457371	1.2745943764	0.0164237581	0	1				6.79
190625_03-04_600components-0103	21	0.0007516536	2.09728167924009E-09	-0.0056192461	0.005414011	0														692.122355731	792.2358378439	1272.9937341354	881.4309584309	0.5619377078	-6.704695498	8.7713159385	0.8620823886	2	0	5	5	0.414979784	0.0340120204	1.165579432	1.1074776317	4.585020216	0	0	1			6.79
190625_03-04_600components-0104	21	0.0007516532	-6.27160610666439E-10	-0.0047818899	0.0050391893	0														692.2505613547	792.4442757886	818.8583370711	815.9094354919	0.5383735476	-9.1902569977	6.0765590759	0.8601776346	2	0	5	5	0.414979784	0.02077538	1.113315896	1.0641456306	4.585020216	0	0	1			6.79
190625_03-04_600components-0105	21	0.0007516532	-3.93890208941792E-09	-0.0056717476	0.0052621823	0														691.4432196937	792.2700989157	621.5837746812	768.8251478243	0.5757166396	-5.6939294787	10.7903458085	0.8576377458	1	11	2.1022410381	0.0116133507	0.0067305382	0.0393508839	2.7668410699	1.6845181421	0.0048828125	0	0	1			6.79
190625_03-04_600components-0106	21	0.0007516535	9.03017037267346E-10	-0.0051720618	0.0055225431	0														691.6760639297	792.6482685267	855.3057686735	694.7483085293	0.5432731984	-9.027850339	6.7344291657	0.8568562081	1	4	3.8555270635	0.0063322244	0.0014494119	0.0074781876	2.1677520281	1.4586919913	0.0048828125	0	0	1			6.79
190625_03-04_600components-0107	21	0.0007516528	3.67585267574215E-09	-0.0050293185	0.0058387007	0														692.0362997585	792.4204007652	682.0078915025	765.9826096562	0.5558685763	-8.7288768513	5.8625617569	0.8549418276	2	1	5	5	0.7955179237	0.0584343138	1.2193275796	1.1159474057	4.2044820763	0	0	1			6.79
190625_03-04_600components-0108	21	0.0007516534	-2.90051014298003E-09	-0.0060370629	0.005685393	0														691.7800248964	792.9718965599	735.3093650715	905.4084939507	0.5791307565	-5.6380081953	10.0997180084	0.8504691618	3	0	5	5	0.414979784	0.0261640345	1.1290130172	1.0863212659	4.585020216	0	0	1			6.79
190625_03-04_600components-0109	21	0.0007516539	-1.85214736903488E-09	-0.0051358669	0.0051860961	0														692.4431878193	792.4907976948	1021.7818630177	795.448234936	0.5800653249	-9.0555215621	5.0859157903	0.8486162402	2	1	5	5	0.414979784	0.0262231637	1.1302983379	1.085338778	4.585020216	0	0	1			6.79
190625_03-04_600components-0110	21	0.0007516532	2.1438603658469E-09	-0.0056866648	0.0055568607	0														691.4097559968	792.2563586021	1001.6088333933	825.0810596466	0.546827551	-9.0920804626	5.5984874048	0.8467109458	2	0	5	5	0.414979784	0.0266907084	1.1403719046	1.0809080638	4.585020216	0	0	1			6.79
190625_03-04_600components-0111	21	0.0007516533	-2.76798314813556E-09	-0.0048500633	0.0050390746	0														691.8525302453	792.7636368075	1109.5568579268	940.170872296	0.5540174851	-6.7789811628	9.7499664991	0.8453087872	3	0	5	5	0.414979784	0.0260506898	1.1301572141	1.080149544	4.585020216	0	0	1			6.79
190625_03-04_600components-0112	21	0.0007516533	1.24666713613431E-09	-0.0049440097	0.0052665038	0														691.7199154968	792.1939529723	650.55127312	1035.9240038175	0.5686321393	-9.1461218575	5.6166469458	0.8448743374	1	10	2.292510108	0.0106494896	0.0057666771	0.0256599438	2.8113723416	1.5214344909	0.0048828125	0	0	1			6.79
