exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	region.orient	threshold.area	mass.total	mass.region	region.majmin.ratio	region.extent	threshold.perc	region.centroid.1	region.centroid.0	mass.perc	region.eccentricity	region.minaxis	region.majaxis	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.range.high	freq.maxsnr.freq	length	freq.avgsnr	freq.integrate	freq.range.low	freq.maxsnr	freq.rangesz	artifact	signal	noise	hemodynamic	movement	res
190613_01-02_600components-0024	22	0.0007516443	2.62058592354683E-09	-0.0060377185	0.0082974215	10	-0.9101406072	5587	891.3080697758	28.125	1.0543672805	0.2610015883	0.8393930288	591.8745301593	596.8598532307	0.0315547463	0.3169683722	137.0415320545	144.4921074746	644.6582040608	752.3197459428	605.9063065813	588.5658562143	0.9987477332	-15.2508356508	10.2668918022	6.2821483474	3	5	4.585020216	1	1.065658867	0.000070312	4.585020216	1.066801863	0.414979784	0	1				7
190613_01-02_600components-0025	22	0.000751643	1.15091620611039E-09	-0.0069559967	0.0195260649	18	-1.483758336	4905	683.2431803966	35.59375	2.2838932299	0.5009191176	0.9755369928	1154.9396534149	26.4468909276	0.0520952876	0.8990486048	57.4605191539	131.2336906833	534.880360334	880.63502421	29.074361792	1151.9722152699	0.9852484925	-19.5043181696	19.2857246008	6.2219111426	2	5	5	2	1.2395516296	0.0055783524	3.8555270635	1.344494093	1.1444729365	0	1				7
190613_01-02_600components-0026	22	0.000751645	3.2945662759639E-09	-0.0148192678	0.016459428	0														698.270488611	787.4911813612	754.8672933378	1186.9689361229	0.9739483775	-6.036243703	15.1235555784	5.4577099914	2	5	4.585020216	3	1.3664897862	0.0196509187	3.5355339059	1.5605994873	1.4644660941	1	0		1		7
190613_01-02_600components-0027	22	0.0007516448	-0.000000002	-0.0046980557	0.006428107	21	-0.6220834401	5602	902.9759833639	24.578125	2.7151499183	0.1902207131	0.9661952397	1114.5794359158	1151.734023563	0.027219024	0.9297055016	81.0658674111	220.1059832743	754.5029376136	831.395502442	1151.4975451119	1112.5878239896	0.9970787563	-11.2622216327	13.5012042771	5.4285797821	1	0.4419417382	2.7262693317	15	1.4273582914	0.136128137	0.1313900649	1.7288934793	0.3105516734	0	1				7
190613_01-02_600components-0028	22	0.0007516456	-0.000000003	-0.0100687014	0.0167314777	4	1.1973876805	1473	932.0730906139	12.65625	2.3707683702	0.5362213324	0.9919191919	884.5926680244	1277.4025797692	0.0135786025	0.9066869563	29.0905274864	68.9669024359	690.4719861301	788.1828986045	1275.1628934965	884.4954616057	0.983810207	-5.9155762695	14.2650677355	5.0770759166	2	5	4.585020216	3	1.3910320239	0.0133416539	3.5355339059	1.5584880638	1.4644660941	1	0		1		7
190613_01-02_600components-0029	22	0.0007516438	-3.2561425539938E-10	-0.0068013899	0.0077116859	11	-0.3799731381	1937	915.5402808574	10.46875	7.4605874976	0.2173961841	0.9532480315	240.5937016004	464.1770779556	0.0114345051	0.9909762331	20.5895843916	153.6103958929	625.2919807375	716.8196728131	473.7662341742	233.9157896564	0.9908343057	-16.5417486782	9.332953822	4.9815081457	3	5	4.585020216	3	1.3036159726	0.0047821433	3.8555270635	1.3922124495	1.1444729365	0	1				7
190613_01-02_600components-0030	22	0.0007516493	-3.71885024942063E-09	-0.0214575597	0.0311026191	3	-1.3112232697	13	887.1792452351	0.1799316406	1.8232315618	0.8666666667	0.5	376	1169	0.0002028132	0.8361658495	2.9221156196	5.3276934248	730.4637888451	771.2864070555	1075.6633398157	546.2054823578	0.9985488781	-7.7952693941	20.0958436281	4.9767497236	2	5	5	2	1.138536764	0.0002405165	4.2044820763	1.1758047955	0.7955179237	1	0			1	7
190613_01-02_600components-0031	22	0.0007516461	-2.54834519512286E-09	-0.007764233	0.0075284182	0														726.9802571128	793.8874537595	1039.7519946111	878.9346455232	0.9954740262	-9.5900511635	14.1643424456	4.8182364305	2	5	5	3	1.157082639	0.0011082136	3.8555270635	1.2378001487	1.1444729365	1	0			1	7
190613_01-02_600components-0032	22	0.0007516443	-1.58269779480519E-09	-0.0113665959	0.0143813055	1	1.1345866021	1433	900.6367006958	14.859375	12.0377780348	0.1791026122	1	955.0314026518	1307.8911374738	0.0164987447	0.9965435638	12.7023194348	152.9077018837	699.2749115779	796.7840074758	1308.1649685922	955.2364545487	0.9944411583	-7.1881982513	12.1764616989	4.7599282736	2	5	4.585020216	3	1.1134823254	0.0011301598	3.8555270635	1.1566343517	1.1444729365	1	0		1		7
190613_01-02_600components-0033	22	0.0007516444	-1.31739712291161E-09	-0.0057872518	0.0122061132	11	-0.6934150466	9973	800.3970695727	58.59375	4.0651947602	0.2387655917	0.9929311031	1329.1399779404	1006.748420736	0.0732058527	0.9692721951	60.1085463539	244.3529476838	709.3778750496	854.2096104671	1001.7004887583	1333.3654310756	0.9896573507	-10.9173608765	16.5011825968	4.7419933988	2	5	4.585020216	3	1.0609347706	0.0011070835	3.8555270635	1.0947288874	1.1444729365	0	1				7
190613_01-02_600components-0034	22	0.0007516451	7.69149882866797E-10	-0.0073505977	0.01037833	1	0.5963023705	67	970.1146754031	0.4135742188	2.1890920306	0.5153846154	1	578.4029850746	358.8805970149	0.0004263148	0.8895640848	6.4631402614	14.1484088389	632.5183530707	750.2276058571	360.0800410478	583.4581114806	0.9966666119	-12.5811962065	8.9271016182	4.5260121754	3	5	5	3	1.2284978895	0.0011858674	3.8555270635	1.3704637827	1.1444729365	0	1				7
190613_01-02_600components-0035	22	0.0007516466	2.68736057625509E-09	-0.0052466272	0.0074659535	2	-0.8669325347	1118	961.0812803888	5.9140625	4.5714733795	0.1494252874	0.9621342513	940.4552772809	1157.8962432916	0.0061535508	0.9757814179	29.649969497	135.5440462596	729.1421728716	788.1043613841	1150.3459908428	919.2008307231	0.9805117042	-7.0862338288	13.6946599409	4.4120009704	2	5	4.585020216	3	1.3596881204	0.0146883618	3.5355339059	1.5449942534	1.4644660941	0	1				7
190613_01-02_600components-0036	22	0.000751643	5.36867568740234E-09	-0.0037897939	0.0068007133	26	-0.1774736811	6477	885.9174171641	26.078125	1.3429436847	0.4171980676	0.476460203	840.995677011	414.5502547476	0.0294362934	0.6674742694	105.3759784444	141.5140047759	599.9833871636	791.0385028872	452.1119673127	795.9286475105	0.9909656894	-12.3475989678	12.0603908789	4.3317148347	2	0.625	2.292510108	18	1.3972458102	0.4236628026	0.1432818818	1.656855835	0.4817181182	0	1				7
190613_01-02_600components-0037	22	0.0007516454	5.42202761576435E-09	-0.0054296433	0.0075879121	12	0.8471717604	432	900.4051957754	2.244140625	3.0873294487	0.2769230769	0.743545611	1371.3171296296	767.6157407407	0.0024923675	0.9460897707	18.8057925244	58.0596770659	683.6693021781	863.7696972737	802.9892313483	1359.9419884841	0.9906457237	-11.2862546412	14.0686722701	4.3099585333	3	5	4.585020216	2	1.0888636343	0.0010960011	4.2044820763	1.1140595413	0.7955179237	0	1				7
190613_01-02_600components-0038	22	0.0007516442	-3.49826931420492E-09	-0.0086798697	0.012366004	1	0	6	955.6940418898	0.0587463379	1.6329931619	1	1	577.5	1227	6.14698170289514E-05	0.790569415	2	3.2659863237	715.7811210833	765.0501831719	1225.557707592	560.6625512729	0.9814442765	-8.2576981079	13.8008407508	4.1922618072	2	5	4.585020216	4	1.4277883952	0.014939321	3.5355339059	1.6632855666	1.4644660941	1	0			1	7
190613_01-02_600components-0039	22	0.0007516444	-6.95515613198859E-10	-0.0068048927	0.0164623157	1	0.1139848549	4431	781.6048079676	39.71875	1.7490158991	0.6854888614	1	782.9338749718	861.0367862785	0.0508169213	0.8204278354	57.2485879977	100.1286906078	683.2266110326	783.6757227968	862.7051930188	783.5777361086	0.9000278689	-6.1934074262	24.296368569	4.0982141768	2	5	4.585020216	3	1.4984325258	0.1084015921	3.5355339059	1.7112546918	1.4644660941	1	0		1		7
190613_01-02_600components-0040	22	0.0007516453	-4.43779662690971E-09	-0.0062165895	0.0096346077	5	1.1526062031	1389	920.106372505	9.3515625	10.1743633249	0.1099240266	0.9013627515	659.7933765299	947.7329013679	0.0101635667	0.9951581851	17.5559377367	178.6204890431	714.7405170332	783.9258605981	908.0176659436	657.7751870864	0.9630680869	-10.4848085833	15.4588023462	4.0952508413	2	5	4.585020216	3	1.3893364179	0.0304168492	3.5355339059	1.5895211445	1.4644660941	1	0		1		7
190613_01-02_600components-0041	22	0.0007516453	4.46626088558892E-09	-0.0057181442	0.006856805	5	1.2604307562	213	969.4634852201	1.1455078125	1.4169904465	0.71	0.4428274428	931.7042253521	501.2253521127	0.0011815894	0.708489792	13.9672153851	19.7914107652	628.5586037852	814.4649689111	479.4648457875	994.0104836729	0.994109163	-12.2729458477	7.9496423962	4.0695347608	2	5	4.585020216	3	1.2539950245	0.0024739833	3.8555270635	1.3382938481	1.1444729365	0	1				7
190613_01-02_600components-0042	22	0.000751644	-1.46211442587057E-09	-0.019799461	0.0183361189	0														673.596264105	898.0898004895	714.4648315417	1379.1980226828	0.8868388097	-19.7257603522	13.8053038937	3.9577188772	1	0.0253288976	2.292510108	20	3.2548154488	1.0753982647	0.0048828125	6.4889731285	0.0204460851	1	0			1	7
190613_01-02_600components-0043	22	0.0007516436	1.52844016331732E-10	-0.0060516579	0.0075308417	66	0.3922245737	5751	815.6024907215	24.359375	1.7572185644	0.4722838137	0.5546340052	1508.939141019	312.5965918971	0.0298667246	0.8222813507	71.2555716248	125.2116132777	600.6517565396	921.9812524153	382.7862999724	1507.6451148567	0.9780121225	-14.6937719926	7.9530132185	3.9571167157	2	5	4.2044820763	3	1.2954781085	0.0148102348	3.5355339059	1.4130799749	1.4644660941	0	1				7
190613_01-02_600components-0044	22	0.000751644	-3.57332803886233E-09	-0.0050305576	0.0112320236	2	1.0139745008	7929	843.3897539036	41.96875	2.1333636853	0.1717683759	0.9874221669	1279.1442804894	460.8480262328	0.049761987	0.8833344155	118.3332806667	252.4479237424	609.9769872625	887.5749307483	461.8782591803	1278.9821223693	0.9881937281	-11.4277614679	8.8823698749	3.9047784025	2	5	4.585020216	3	1.2394173256	0.0064322952	3.5355339059	1.3573408609	1.4644660941	0	1				7
190613_01-02_600components-0045	22	0.0007516443	-1.6420847198928E-09	-0.0043201286	0.0070325254	24	0.7492260458	5902	829.3679255435	28.21875	1.0981761128	0.4502593836	0.6422198041	224.0489664521	848.0479498475	0.0340244048	0.4132871409	93.4101537834	102.5807995808	713.7893909689	690.597919444	884.1867428487	241.7972512149	0.9820997889	-13.5835400088	12.0861201998	3.8860139524	2	0.625	2.292510108	16	1.4533517326	0.7792322763	0.1703918332	1.8899436393	0.4546081668	0	1				7
190613_01-02_600components-0046	22	0.0007516443	4.77275697485984E-09	-0.0052211296	0.0136023648	5	-0.8866841173	6526	868.1689715129	37.4375	1.4603780654	0.2185386109	0.992849536	346.1173766473	580.9528041679	0.0431223658	0.7287741067	133.1586782498	194.4620129347	640.6688582178	728.0744782015	580.1399394289	350.0132906175	0.9927844461	-11.6823548226	9.3303331986	3.8644310127	3	5	4.585020216	2	1.1960857275	0.0024670826	3.8555270635	1.2787235442	1.1444729365	0	1				7
190613_01-02_600components-0047	22	0.0007516456	-0.000000006	-0.0050199432	0.0097040015	2	0.4133884674	3054	920.3775581752	18.140625	1.7957279538	0.1129103815	0.9640151515	682.3352979699	262.88637852	0.0197099819	0.8305948207	114.6735371448	205.9224762104	591.258898615	772.290751274	257.761150719	679.7085102057	0.9938694403	-10.1293226911	7.9866531404	3.5412950001	3	5	4.2044820763	3	1.0608265596	0.0006813173	3.8555270635	1.0951509787	1.1444729365	0	1				7
190613_01-02_600components-0048	22	0.0007516443	-1.59342786079439E-09	-0.0051004404	0.0109694069	4	-1.1985884953	3404	884.9359180239	20.890625	2.6621956175	0.2667711599	0.9976553341	415.4168625147	778.946827262	0.0236069353	0.9267697964	54.5385474683	145.1922820563	684.5356419027	730.2233888258	777.6407460771	415.9481707852	0.9936076258	-12.2094949886	8.4329870805	3.5234714018	3	5	4.585020216	2	1.0678753735	0.0005742912	4.2044820763	1.0919626745	0.7955179237	0	1				7
190613_01-02_600components-0049	22	0.0007516446	2.48280368812571E-09	-0.0079625789	0.0132546861	10	-0.3703968025	1421	847.8154869005	9.7890625	3.8205259912	0.3442344961	0.5091365102	1225.1477832512	960.1935256861	0.0115462181	0.9651373192	26.7946606	102.3696972467	693.7068265744	856.0552396479	936.1351746572	1220.6860201984	0.9638353122	-12.1407816031	12.9872838231	3.5201939745	1	0.0082118791	3.5355339059	7	1.7697421549	0.2520921751	0.0048828125	2.2642778954	0.0033290666	0	1				7
190613_01-02_600components-0050	22	0.0007516442	-1.63998562903224E-09	-0.0317571621	0.0380371326	0														641.8911182194	843.8135741497	538.0721950379	1420.3079151465	0.985540035	-6.9019495682	6.188658604	3.4404170811	0									1	0			1	7
190613_01-02_600components-0051	22	0.0007516437	-1.21462471684926E-10	-0.0060875794	0.0143370379	8	-0.1461719707	3710	802.1418851584	28.15625	3.6488239292	0.499596014	0.7722731057	364.846361186	996.4008086253	0.0351013337	0.9617123367	40.1083656459	146.3483643314	705.1921025976	713.41674181	971.0253797748	370.6427002295	0.9632599724	-12.2564674484	21.8001033785	3.3912920638	1	0.0106494896	2.7262693317	10	1.7932967068	0.3493935279	0.0048828125	2.5266363514	0.0057666771	0	1				7
190613_01-02_600components-0052	22	0.0007516445	-0.000000001	-0.0067589099	0.0077410238	18	-1.4962837757	1849	896.2405794655	8.71875	1.6781968889	0.5088057237	0.8592007435	945.8518117902	60.580854516	0.0097281357	0.8030752389	42.7011319209	71.6609067407	557.1198316082	816.2952998102	71.5233873653	947.2923338986	0.9666005664	-8.5110840823	14.2848414102	3.3860755444	2	5	4.585020216	3	1.3906467248	0.0290615918	3.5355339059	1.5206680699	1.4644660941	0	1				7
190613_01-02_600components-0053	22	0.0007516432	-6.3518387265167E-09	-0.0301674689	0.0578350706	0														671.5474625797	869.3167535818	620.2238655294	1402.9199204458	0.9920912741	-6.9039069692	8.489430332	3.3769619178	0									1	0			1	7
190613_01-02_600components-0054	22	0.0007516449	7.62446846885937E-10	-0.0074069092	0.0184136742	4	0.3930868189	2322	869.3055757223	21.640625	11.7779461655	0.1887804878	0.9512494879	480.7803617571	1395.4509043928	0.0248941518	0.9963890982	16.1528575007	190.2474860628	710.1636152113	770.2252926271	1383.2704772297	500.2242573244	0.9914849973	-5.9825384125	12.9367717075	3.3730190317	2	5	4.2044820763	4	1.1682919367	0.0030813861	3.5355339059	1.232411289	1.4644660941	1	0			1	7
190613_01-02_600components-0055	22	0.0007516447	7.58503962992293E-10	-0.0045431346	0.0086629557	21	1.3113714507	3941	872.4964943832	18.796875	4.7272754343	0.2504130131	0.826898867	1359.9363105811	628.645775184	0.0215437828	0.9773697	43.6058176479	206.1367105603	651.2258879968	887.733557787	629.0765161133	1364.3411451514	0.9768104959	-13.9530923986	10.2158265178	3.3034360891	4	5	4.585020216	2	1.2171796153	0.0089726191	3.8555270635	1.2937193287	1.1444729365	0	1				7
190613_01-02_600components-0056	22	0.0007516445	5.49272875929584E-09	-0.0067303112	0.0129944939	11	-1.2423983998	73	886.1915403533	0.5341796875	2.078460227	0.6517857143	0.3067226891	566.6712328767	39.9452054795	0.0006027813	0.8766517856	6.8709124322	14.2809182136	593.4491737302	759.8522020825	52.4927592179	601.7137716775	0.9684068071	-10.7165571593	12.7445264014	3.282206734	2	5	4.585020216	2	1.3447850543	0.0183278084	3.8555270635	1.4405587004	1.1444729365	0	1				7
